80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:d1,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:09:91,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,b4:5d:50:e1:92:31,00:4e:35:df:06:52,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:1f:0e:01,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:23,38:17:c3:1f:22:22,38:17:c3:19:55:42,38:17:c3:1f:09:83,20:a6:cd:50:24:b0,44:48:c1:a5:82:20,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1f:22:30,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:12,38:17:c3:1f:09:92,38:17:c3:1f:22:21,38:17:c3:19:d7:60,38:17:c3:1e:ff:10,9e:2b:77:8e:45:c7,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:25:e0,38:17:c3:19:71:90,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:08:41,38:17:c3:1f:01:80,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:4e:7f:c2:ff:e8,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e2,38:17:c3:19:71:81,a8:bd:27:4c:bd:32,38:17:c3:19:55:40,38:17:c3:1f:08:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:00,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b1,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:df:0e:01,38:17:c3:19:36:30,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a2,32:f7:72:50:57:3b,64:e5:99:c3:13:3c,56:13:79:14:54:6d,0a:05:a7:e3:d9:82,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:10,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:df:27:11,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:01,38:17:c3:19:36:20,x,y,label
-58,-64,-71,-69,-71,-71,-71,-73,-74,-62,-74,-63,-85,-84,-84,-75,-73,-64,-64,-82,-82,-70,-70,-100,-100,-61,-61,-53,-53,-72,-73,-73,-73,-66,-66,-65,-74,-65,-83,-74,-56,-100,-100,-85,-71,-72,-100,-86,-87,-100,-72,-72,-100,-100,-100,-70,-71,-74,-83,-84,-64,-83,-70,-53,-62,-74,-66,-65,-72,-85,-87,-100,-72,-100,-76,-85,-85,-56,-100,-100,-100,-71,-71,-79,-84,-77,-100,-84,-57,-100,-85,-72,-100,-100,-80,-81,-100,-84,-100,-100,-100,-84,-81,-75,-100,-100,-100,-75,-100,-84,-84,-75,-84,-82,-83,-100,-80,-100,-79,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-75,-81,-100,-84,-83,-78,-83,-100,-100,-100,-83,-83,-78,-79,-79,-79,-100,-86,-85,-100,-86,-100,-100,-100,-100,-100,-100,-84,-84,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14.0
-59,-64,-73,-73,-72,-72,-72,-70,-70,-62,-70,-62,-85,-84,-63,-75,-72,-65,-65,-84,-84,-71,-71,-100,-100,-58,-58,-60,-53,-72,-73,-73,-73,-67,-67,-63,-74,-64,-81,-74,-64,-100,-100,-85,-70,-70,-100,-85,-87,-100,-74,-74,-100,-100,-100,-72,-72,-71,-83,-84,-65,-83,-72,-53,-59,-72,-67,-63,-70,-85,-87,-100,-74,-100,-72,-86,-85,-56,-100,-100,-100,-68,-69,-77,-84,-77,-100,-85,-57,-100,-85,-69,-100,-100,-80,-81,-81,-84,-100,-100,-82,-84,-76,-75,-100,-100,-100,-74,-100,-84,-84,-75,-84,-82,-83,-100,-80,-100,-79,-79,-78,-100,-100,-78,-100,-100,-100,-100,-100,-75,-78,-100,-83,-83,-81,-84,-100,-100,-100,-83,-83,-79,-79,-79,-79,-100,-86,-84,-84,-85,-100,-100,-100,-100,-84,-100,-84,-84,-88,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14.0
-58,-64,-71,-69,-71,-71,-71,-73,-74,-62,-74,-63,-85,-84,-84,-75,-73,-64,-64,-82,-82,-70,-70,-100,-100,-61,-61,-53,-53,-72,-73,-73,-73,-66,-66,-65,-74,-65,-83,-74,-56,-100,-100,-85,-71,-72,-100,-86,-87,-100,-72,-72,-100,-100,-100,-70,-71,-74,-83,-84,-64,-83,-70,-53,-62,-74,-66,-65,-72,-85,-87,-100,-72,-100,-76,-85,-85,-56,-100,-100,-100,-71,-71,-79,-84,-77,-100,-84,-57,-100,-85,-72,-100,-100,-80,-81,-100,-84,-100,-100,-100,-84,-81,-75,-100,-100,-100,-75,-100,-84,-84,-75,-84,-82,-83,-100,-80,-100,-79,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-75,-81,-100,-84,-83,-78,-83,-100,-100,-100,-83,-83,-78,-79,-79,-79,-100,-86,-85,-100,-86,-100,-100,-100,-100,-100,-100,-84,-84,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14.0
-60,-67,-75,-74,-72,-72,-72,-70,-70,-60,-70,-60,-85,-82,-63,-100,-73,-66,-65,-84,-84,-72,-72,-100,-100,-58,-57,-57,-57,-75,-70,-70,-71,-68,-68,-64,-100,-64,-81,-100,-63,-100,-100,-100,-70,-70,-100,-85,-87,-100,-73,-74,-100,-100,-100,-72,-72,-70,-100,-84,-66,-83,-72,-58,-58,-70,-68,-64,-70,-85,-100,-100,-73,-100,-72,-84,-84,-63,-100,-100,-100,-68,-68,-77,-100,-77,-100,-82,-100,-100,-100,-68,-100,-100,-80,-81,-81,-84,-100,-100,-82,-84,-80,-75,-100,-100,-100,-75,-100,-81,-80,-75,-81,-82,-83,-100,-80,-100,-79,-79,-78,-100,-100,-78,-100,-100,-100,-100,-100,-75,-79,-100,-83,-83,-81,-86,-100,-100,-100,-83,-85,-81,-81,-81,-81,-100,-100,-84,-84,-88,-100,-100,-100,-100,-84,-100,-100,-100,-88,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-61,-61,-75,-74,-72,-72,-72,-70,-70,-61,-70,-62,-84,-83,-63,-100,-73,-65,-65,-82,-82,-72,-72,-100,-100,-58,-58,-57,-57,-75,-71,-71,-71,-68,-68,-64,-100,-64,-81,-100,-63,-100,-100,-100,-69,-68,-100,-86,-86,-100,-77,-76,-100,-100,-100,-72,-72,-70,-100,-84,-65,-81,-72,-58,-58,-71,-68,-64,-69,-85,-86,-100,-75,-100,-72,-84,-84,-63,-100,-100,-100,-68,-68,-77,-100,-75,-100,-82,-100,-100,-100,-68,-100,-100,-85,-81,-81,-87,-100,-100,-82,-85,-80,-76,-100,-100,-100,-76,-100,-82,-81,-75,-81,-82,-83,-100,-80,-100,-79,-79,-78,-100,-100,-78,-100,-100,-100,-100,-100,-75,-79,-100,-83,-83,-75,-84,-100,-100,-100,-85,-85,-79,-79,-81,-81,-100,-84,-84,-84,-88,-100,-100,-100,-100,-84,-100,-81,-100,-88,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-61,-68,-74,-74,-71,-71,-71,-71,-71,-62,-72,-62,-84,-83,-62,-100,-69,-66,-66,-83,-81,-71,-70,-100,-100,-57,-57,-56,-57,-74,-71,-71,-71,-70,-70,-61,-74,-60,-81,-76,-65,-100,-100,-100,-69,-71,-100,-87,-86,-100,-72,-72,-100,-100,-100,-74,-71,-72,-100,-85,-66,-82,-70,-57,-58,-71,-70,-60,-71,-85,-86,-100,-72,-100,-72,-84,-84,-63,-100,-100,-100,-69,-68,-79,-100,-78,-100,-83,-64,-100,-100,-69,-100,-100,-85,-81,-80,-86,-100,-100,-81,-85,-78,-74,-100,-100,-100,-76,-100,-82,-82,-75,-81,-81,-81,-100,-80,-100,-79,-79,-78,-83,-100,-77,-100,-100,-100,-100,-100,-75,-79,-100,-83,-81,-77,-84,-100,-100,-100,-86,-85,-79,-79,-81,-81,-100,-82,-84,-84,-88,-100,-100,-100,-100,-83,-100,-81,-100,-88,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-59,-65,-76,-74,-73,-72,-72,-71,-71,-63,-71,-62,-85,-85,-62,-100,-71,-65,-65,-84,-82,-71,-70,-100,-100,-57,-57,-56,-57,-76,-71,-71,-71,-69,-70,-62,-74,-62,-83,-76,-65,-100,-100,-100,-69,-69,-100,-84,-86,-100,-72,-72,-100,-100,-100,-75,-72,-71,-100,-83,-65,-82,-73,-57,-57,-71,-70,-61,-69,-85,-86,-100,-72,-100,-72,-84,-84,-63,-100,-100,-100,-67,-68,-79,-100,-75,-100,-83,-64,-100,-100,-67,-100,-100,-85,-81,-80,-85,-100,-100,-80,-85,-79,-74,-100,-100,-100,-74,-100,-81,-82,-75,-81,-81,-83,-100,-80,-100,-79,-79,-78,-83,-100,-75,-100,-100,-100,-100,-100,-73,-82,-100,-83,-81,-75,-84,-100,-100,-100,-86,-85,-80,-80,-80,-81,-100,-82,-84,-84,-88,-100,-100,-100,-100,-83,-100,-81,-100,-86,-87,-85,-87,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-61,-67,-72,-72,-71,-71,-71,-71,-71,-62,-71,-62,-84,-85,-64,-100,-71,-64,-66,-80,-81,-71,-70,-100,-100,-58,-58,-56,-56,-75,-72,-72,-72,-70,-70,-61,-74,-61,-76,-76,-65,-100,-100,-100,-69,-68,-100,-85,-86,-100,-67,-72,-100,-100,-100,-72,-71,-71,-100,-84,-64,-81,-73,-57,-58,-72,-70,-61,-69,-85,-85,-100,-72,-100,-72,-84,-84,-63,-100,-100,-100,-69,-68,-78,-100,-76,-100,-83,-68,-100,-100,-69,-100,-100,-85,-80,-79,-85,-100,-100,-80,-85,-78,-72,-100,-100,-100,-73,-100,-81,-82,-75,-81,-80,-80,-100,-80,-100,-79,-79,-78,-84,-100,-75,-100,-100,-100,-100,-100,-72,-77,-100,-83,-80,-77,-84,-100,-100,-100,-86,-85,-78,-78,-78,-81,-100,-85,-84,-85,-86,-100,-100,-100,-83,-83,-100,-81,-100,-86,-87,-85,-87,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-60,-67,-72,-73,-70,-70,-71,-73,-73,-60,-73,-60,-84,-85,-81,-77,-70,-63,-63,-83,-83,-71,-70,-100,-100,-58,-58,-56,-56,-75,-77,-77,-77,-69,-69,-61,-75,-64,-82,-76,-64,-100,-100,-100,-63,-62,-100,-85,-86,-100,-73,-73,-100,-100,-100,-73,-70,-73,-100,-84,-63,-83,-73,-57,-58,-77,-69,-61,-63,-85,-85,-100,-73,-100,-78,-86,-85,-64,-86,-100,-100,-67,-67,-78,-100,-76,-100,-86,-64,-84,-100,-66,-100,-100,-85,-80,-79,-85,-100,-100,-80,-85,-76,-77,-100,-100,-100,-77,-100,-82,-82,-76,-81,-80,-80,-100,-79,-100,-79,-79,-78,-84,-100,-75,-100,-100,-100,-100,-100,-76,-77,-100,-83,-80,-77,-85,-100,-100,-100,-84,-84,-77,-77,-77,-78,-100,-85,-84,-85,-86,-100,-100,-100,-83,-83,-100,-81,-100,-86,-80,-87,-86,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15.0
-61,-57,-71,-71,-69,-69,-69,-70,-70,-61,-70,-61,-84,-87,-65,-77,-65,-67,-67,-81,-80,-67,-67,-100,-100,-60,-60,-57,-57,-72,-78,-78,-78,-71,-71,-64,-75,-64,-81,-76,-65,-100,-100,-100,-68,-69,-100,-85,-100,-100,-76,-76,-100,-100,-100,-71,-69,-70,-100,-86,-67,-81,-67,-57,-60,-77,-71,-61,-69,-100,-85,-100,-76,-100,-78,-86,-85,-64,-86,-100,-100,-75,-75,-78,-100,-75,-100,-86,-65,-84,-100,-76,-100,-100,-100,-81,-80,-88,-100,-100,-80,-100,-82,-78,-100,-100,-100,-78,-100,-78,-100,-76,-100,-84,-84,-100,-79,-100,-100,-100,-100,-84,-100,-75,-100,-100,-100,-100,-100,-78,-77,-100,-100,-85,-75,-85,-100,-100,-100,-83,-83,-82,-82,-82,-82,-100,-83,-83,-83,-86,-100,-100,-100,-83,-100,-100,-100,-100,-86,-80,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-59,-58,-70,-70,-70,-70,-70,-71,-71,-60,-71,-60,-84,-87,-66,-77,-62,-65,-65,-82,-83,-67,-67,-100,-100,-57,-57,-59,-57,-68,-77,-80,-80,-72,-71,-64,-75,-64,-84,-76,-64,-100,-100,-100,-63,-63,-100,-85,-100,-100,-73,-73,-100,-100,-100,-69,-70,-71,-100,-86,-65,-83,-67,-59,-57,-79,-71,-65,-63,-86,-85,-100,-73,-100,-78,-85,-85,-64,-86,-100,-100,-75,-71,-78,-81,-75,-100,-84,-64,-84,-100,-76,-100,-100,-100,-81,-80,-88,-100,-81,-80,-100,-78,-78,-100,-100,-100,-78,-100,-83,-100,-75,-100,-80,-80,-100,-79,-100,-100,-100,-100,-84,-100,-75,-80,-100,-100,-100,-100,-78,-81,-100,-100,-80,-76,-85,-100,-100,-100,-83,-83,-79,-79,-79,-82,-100,-85,-84,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-86,-80,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-60,-58,-70,-71,-69,-69,-69,-72,-71,-60,-72,-60,-84,-87,-74,-77,-64,-64,-64,-82,-82,-67,-70,-100,-100,-57,-57,-57,-57,-73,-80,-81,-81,-72,-71,-65,-75,-65,-82,-76,-65,-100,-100,-100,-65,-65,-100,-85,-100,-100,-73,-73,-100,-100,-100,-71,-69,-72,-100,-88,-64,-82,-67,-57,-57,-81,-71,-63,-66,-86,-85,-100,-73,-100,-78,-85,-85,-64,-86,-100,-100,-71,-71,-79,-81,-74,-100,-84,-64,-84,-100,-71,-100,-100,-100,-81,-80,-87,-100,-81,-80,-100,-72,-74,-100,-100,-100,-74,-100,-79,-79,-75,-100,-81,-81,-100,-79,-100,-100,-100,-100,-84,-100,-75,-80,-100,-100,-100,-100,-78,-81,-100,-100,-80,-74,-85,-100,-100,-100,-83,-83,-79,-79,-79,-82,-100,-81,-81,-81,-85,-100,-100,-100,-83,-100,-100,-100,-100,-86,-80,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-59,-58,-70,-71,-69,-69,-69,-71,-71,-60,-72,-60,-84,-87,-72,-77,-64,-65,-65,-83,-84,-67,-70,-100,-100,-55,-55,-58,-58,-71,-81,-81,-82,-70,-71,-63,-72,-63,-81,-69,-67,-100,-100,-100,-65,-65,-100,-85,-100,-100,-75,-73,-100,-100,-100,-71,-69,-71,-100,-87,-65,-84,-67,-58,-55,-81,-70,-63,-66,-86,-85,-100,-75,-100,-78,-85,-85,-64,-86,-100,-100,-68,-71,-79,-81,-74,-100,-85,-67,-84,-100,-68,-100,-100,-86,-81,-80,-87,-100,-81,-80,-86,-72,-74,-100,-100,-100,-73,-100,-79,-79,-70,-79,-81,-81,-100,-79,-100,-100,-100,-100,-84,-100,-75,-82,-100,-100,-100,-100,-78,-81,-100,-100,-80,-74,-85,-100,-100,-100,-83,-83,-80,-80,-81,-82,-100,-81,-81,-81,-87,-100,-100,-100,-83,-100,-100,-100,-100,-87,-82,-87,-86,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-60,-59,-70,-70,-72,-72,-72,-72,-72,-61,-72,-61,-84,-87,-74,-77,-64,-65,-65,-83,-83,-67,-70,-100,-100,-54,-54,-58,-57,-71,-80,-81,-82,-70,-70,-63,-72,-63,-82,-69,-67,-100,-100,-100,-65,-65,-100,-85,-100,-100,-76,-75,-100,-100,-100,-70,-72,-72,-100,-87,-65,-83,-67,-58,-55,-81,-70,-63,-66,-86,-85,-100,-76,-100,-78,-85,-85,-64,-86,-100,-100,-69,-71,-79,-81,-73,-100,-86,-67,-84,-100,-69,-100,-100,-87,-81,-80,-87,-100,-81,-80,-88,-72,-74,-100,-100,-100,-73,-100,-79,-79,-70,-79,-81,-81,-100,-81,-100,-84,-84,-84,-84,-100,-73,-82,-100,-100,-100,-100,-78,-81,-100,-100,-80,-73,-83,-100,-100,-100,-83,-83,-80,-80,-81,-82,-100,-82,-81,-81,-86,-100,-100,-100,-83,-100,-100,-100,-100,-87,-82,-87,-86,-82,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-59,-62,-70,-70,-69,-69,-69,-72,-72,-59,-72,-60,-84,-87,-69,-70,-69,-65,-65,-81,-82,-70,-70,-100,-100,-56,-56,-58,-58,-72,-81,-81,-81,-70,-70,-63,-72,-64,-82,-72,-67,-100,-100,-87,-65,-65,-100,-85,-100,-100,-74,-74,-100,-100,-100,-75,-69,-72,-71,-87,-65,-83,-67,-58,-57,-82,-70,-64,-66,-86,-85,-100,-74,-100,-71,-85,-86,-67,-86,-100,-100,-67,-67,-79,-85,-73,-100,-87,-67,-84,-100,-67,-100,-100,-87,-81,-80,-87,-100,-81,-80,-87,-75,-73,-100,-100,-100,-73,-100,-79,-80,-72,-79,-81,-81,-100,-76,-100,-84,-84,-84,-84,-100,-74,-82,-100,-100,-100,-100,-73,-81,-100,-83,-80,-73,-83,-100,-100,-100,-83,-83,-81,-80,-81,-82,-100,-82,-81,-81,-87,-100,-100,-100,-83,-100,-100,-82,-82,-87,-83,-87,-86,-84,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-58,-56,-70,-70,-71,-71,-71,-72,-72,-61,-72,-61,-100,-86,-66,-70,-68,-66,-66,-83,-84,-70,-100,-100,-100,-62,-62,-60,-61,-73,-80,-80,-80,-68,-68,-63,-73,-63,-84,-73,-66,-86,-100,-87,-66,-65,-100,-100,-100,-100,-76,-76,-100,-100,-100,-74,-71,-72,-71,-85,-66,-83,-100,-61,-62,-80,-68,-62,-65,-85,-100,-100,-76,-100,-71,-100,-86,-67,-100,-100,-100,-67,-67,-79,-85,-73,-100,-87,-67,-100,-100,-67,-100,-100,-83,-81,-100,-83,-100,-84,-100,-83,-75,-73,-100,-100,-100,-74,-100,-83,-84,-73,-84,-100,-100,-100,-76,-100,-84,-84,-84,-100,-100,-74,-86,-100,-100,-100,-100,-74,-78,-100,-80,-100,-73,-83,-100,-100,-100,-83,-83,-83,-83,-83,-100,-100,-82,-81,-100,-83,-100,-100,-100,-100,-100,-100,-80,-80,-86,-84,-100,-86,-83,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-60,-56,-72,-72,-71,-71,-71,-70,-70,-66,-70,-66,-100,-86,-65,-70,-69,-64,-64,-81,-81,-71,-71,-100,-100,-62,-62,-60,-61,-73,-80,-81,-81,-69,-69,-62,-73,-61,-85,-73,-64,-86,-100,-87,-64,-60,-100,-100,-100,-100,-74,-74,-100,-100,-100,-72,-72,-70,-71,-85,-64,-81,-71,-61,-62,-82,-69,-61,-64,-86,-100,-100,-74,-100,-71,-100,-86,-67,-100,-100,-100,-71,-70,-79,-85,-76,-100,-87,-65,-100,-100,-70,-100,-100,-84,-81,-82,-83,-100,-84,-82,-83,-80,-73,-100,-100,-100,-74,-100,-83,-84,-73,-83,-82,-82,-100,-76,-100,-84,-84,-84,-100,-100,-76,-86,-100,-100,-100,-100,-73,-76,-100,-80,-82,-73,-83,-100,-100,-100,-83,-83,-82,-82,-82,-82,-100,-85,-81,-100,-83,-100,-100,-100,-100,-100,-100,-80,-80,-86,-84,-100,-86,-83,-85,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
