80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:d1,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:09:91,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,b4:5d:50:e1:92:31,00:4e:35:df:06:52,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:1f:0e:01,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:23,38:17:c3:1f:22:22,38:17:c3:19:55:42,38:17:c3:1f:09:83,20:a6:cd:50:24:b0,44:48:c1:a5:82:20,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1f:22:30,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:12,38:17:c3:1f:09:92,38:17:c3:1f:22:21,38:17:c3:19:d7:60,38:17:c3:1e:ff:10,9e:2b:77:8e:45:c7,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:25:e0,38:17:c3:19:71:90,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:08:41,38:17:c3:1f:01:80,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:4e:7f:c2:ff:e8,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e2,38:17:c3:19:71:81,a8:bd:27:4c:bd:32,38:17:c3:19:55:40,38:17:c3:1f:08:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:00,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b1,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:df:0e:01,38:17:c3:19:36:30,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a2,32:f7:72:50:57:3b,64:e5:99:c3:13:3c,56:13:79:14:54:6d,0a:05:a7:e3:d9:82,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:10,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:df:27:11,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:01,38:17:c3:19:36:20,x,y,label
-86,-54,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-86,-100,-87,-100,-67,-67,-85,-100,-83,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-79,-88,-67,-84,-85,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-87,-100,-87,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-73,-100,-100,-100,-73,-100,-84,-84,-100,-85,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-73,-100,-100,-100,-40,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-40,-40,-40,-85,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-84,-86,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-86,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48.0
-85,-54,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-86,-100,-87,-100,-66,-66,-83,-100,-84,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-78,-88,-66,-84,-84,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-88,-100,-87,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-73,-100,-84,-84,-100,-84,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-73,-100,-100,-100,-40,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-40,-40,-40,-87,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-84,-86,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48.0
-85,-53,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-86,-100,-87,-100,-66,-66,-83,-100,-84,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-79,-88,-66,-84,-84,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-88,-100,-87,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-72,-100,-85,-85,-100,-85,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-100,-100,-40,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-40,-40,-40,-87,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-84,-86,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48.0
-84,-53,-100,-100,-100,-100,-100,-89,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-84,-100,-64,-64,-79,-100,-81,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-85,-64,-80,-86,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-87,-100,-85,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-100,-100,-100,-70,-100,-85,-85,-100,-84,-42,-41,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-69,-100,-100,-82,-42,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-44,-44,-44,-84,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-83,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-84,-52,-100,-100,-100,-100,-100,-89,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-87,-100,-63,-63,-80,-100,-79,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-63,-79,-85,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-87,-100,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-100,-70,-100,-85,-85,-100,-85,-42,-42,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-70,-100,-100,-82,-42,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-44,-44,-44,-85,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-85,-86,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-84,-52,-100,-100,-100,-100,-100,-89,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-87,-100,-87,-100,-63,-63,-79,-100,-79,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-86,-63,-80,-84,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-87,-100,-83,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-70,-100,-100,-100,-70,-100,-85,-85,-100,-85,-42,-42,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-70,-100,-100,-83,-42,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-44,-44,-44,-83,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-85,-85,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-85,-52,-100,-100,-100,-100,-100,-89,-100,-85,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-86,-87,-100,-87,-100,-64,-65,-78,-100,-79,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-77,-86,-64,-79,-85,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-87,-100,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-71,-100,-100,-100,-71,-100,-85,-85,-100,-85,-42,-42,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-71,-100,-100,-83,-42,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-84,-44,-43,-44,-83,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-85,-85,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-84,-52,-100,-100,-100,-100,-100,-89,-100,-85,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-86,-86,-87,-100,-85,-100,-64,-64,-79,-100,-79,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-77,-86,-64,-80,-86,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-86,-100,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-71,-100,-100,-100,-71,-100,-86,-86,-100,-86,-42,-42,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-71,-100,-100,-83,-42,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-44,-44,-44,-85,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-83,-84,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-84,-90,-100,-100,-100,-100,-100,-89,-100,-86,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-86,-86,-87,-100,-87,-87,-65,-65,-79,-100,-78,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-77,-88,-65,-79,-86,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-86,-100,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-71,-100,-100,-100,-71,-100,-85,-86,-100,-86,-43,-42,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-71,-100,-100,-83,-43,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-44,-44,-44,-84,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-85,-86,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-86,-56,-100,-100,-88,-88,-87,-100,-87,-83,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-85,-87,-72,-71,-81,-100,-82,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-86,-71,-80,-87,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-61,-67,-100,-100,-84,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-70,-100,-100,-100,-70,-100,-86,-86,-100,-86,-44,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-52,-52,-52,-85,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-85,-85,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-85,-52,-100,-100,-88,-88,-87,-100,-87,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-86,-100,-85,-87,-69,-69,-81,-100,-81,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-86,-69,-82,-89,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-84,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-69,-100,-86,-86,-100,-86,-43,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-49,-49,-49,-83,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-86,-85,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-85,-54,-100,-100,-88,-88,-87,-100,-87,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-85,-100,-85,-87,-69,-69,-81,-100,-82,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-86,-69,-81,-89,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-69,-100,-86,-86,-100,-85,-43,-42,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-69,-100,-100,-81,-43,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-50,-50,-49,-85,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-86,-84,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-86,-52,-100,-100,-88,-88,-87,-100,-87,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-87,-100,-87,-87,-72,-73,-80,-100,-80,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-86,-72,-80,-89,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100,-100,-73,-100,-86,-86,-100,-88,-48,-43,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-72,-87,-100,-79,-48,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-51,-51,-51,-85,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-86,-84,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-85,-54,-100,-100,-88,-88,-87,-100,-87,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-85,-100,-85,-87,-69,-69,-81,-100,-82,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-86,-69,-81,-89,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-69,-100,-86,-86,-100,-85,-43,-42,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-69,-100,-100,-81,-43,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-50,-50,-49,-85,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-86,-84,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-85,-52,-100,-100,-88,-88,-87,-100,-87,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-86,-100,-85,-87,-69,-69,-81,-100,-81,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-86,-69,-82,-89,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-84,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-69,-100,-86,-86,-100,-86,-43,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-49,-49,-49,-83,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-86,-85,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-83,-61,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-90,-100,-86,-87,-72,-72,-81,-100,-84,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-72,-84,-88,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-85,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-68,-100,-100,-100,-68,-100,-85,-86,-100,-86,-49,-47,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-68,-87,-100,-81,-49,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-83,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-83,-83,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51.0
-84,-58,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-90,-87,-85,-88,-73,-73,-79,-100,-81,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-73,-84,-88,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-85,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-67,-100,-100,-100,-67,-100,-85,-86,-100,-85,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-67,-87,-100,-79,-46,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-53,-53,-53,-84,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-84,-84,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51.0
