b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e2,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:1e:ff:12,00:4e:35:df:06:52,20:a6:cd:50:24:a1,38:17:c3:1e:ff:10,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:11,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:33,66:2a:2f:53:7c:99,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:45:b2,00:4e:35:de:e1:10,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:de:e1:12,68:ff:7b:e4:af:39,20:a6:cd:50:24:a0,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,38:17:c3:1f:09:93,60:32:b1:3e:1a:b8,38:17:c3:1f:22:32,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:19:45:b1,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:45:b0,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,72:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,68:ff:7b:e4:af:38,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:41,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:df:0e:12,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:30,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:19:36:31,38:17:c3:19:36:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:00,x,y,label
-33,-53,-51,-100,-59,-61,-100,-62,-65,-64,-64,-59,-62,-62,-62,-71,-70,-77,-100,-77,-74,-73,-73,-70,-72,-71,-100,-79,-78,-79,-73,-74,-100,-78,-78,-78,-79,-78,-78,-78,-77,-76,-76,-86,-100,-86,-79,-79,-79,-86,-100,-86,-100,-100,-100,-86,-100,-100,-87,-88,-90,-100,-72,-79,-79,-79,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-91,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-35,-53,-58,-57,-58,-61,-61,-61,-65,-66,-65,-59,-63,-62,-63,-72,-71,-77,-77,-77,-72,-72,-76,-71,-71,-72,-100,-79,-77,-79,-74,-74,-73,-77,-77,-79,-74,-74,-73,-100,-77,-77,-77,-100,-100,-100,-80,-79,-80,-100,-100,-87,-86,-100,-100,-87,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-84,-84,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-81,-81,-100,-100,-100,-100,-89,-100,-100,-90,-90,-87,-100,-100,-91,-91,-92,-92,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-35,-100,-51,-51,-52,-100,-100,-100,-67,-65,-66,-60,-64,-64,-65,-73,-71,-68,-73,-68,-75,-75,-82,-72,-75,-75,-100,-100,-73,-100,-100,-100,-100,-74,-74,-100,-77,-77,-77,-100,-75,-75,-75,-100,-100,-100,-100,-100,-77,-100,-80,-89,-100,-81,-100,-89,-80,-100,-88,-100,-89,-100,-100,-76,-76,-76,-79,-79,-80,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-82,-82,-82,-89,-88,-89,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-53,-53,-52,-100,-62,-62,-62,-69,-66,-66,-60,-68,-67,-85,-71,-73,-100,-70,-100,-74,-77,-83,-72,-75,-74,-76,-80,-72,-100,-100,-75,-100,-72,-73,-100,-79,-79,-79,-84,-75,-75,-75,-80,-100,-80,-80,-80,-80,-80,-80,-87,-100,-81,-88,-88,-81,-84,-88,-89,-100,-93,-71,-78,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-54,-52,-52,-52,-61,-61,-62,-67,-66,-66,-60,-66,-66,-66,-70,-70,-70,-69,-70,-75,-77,-86,-71,-75,-75,-100,-100,-72,-100,-78,-77,-77,-73,-71,-100,-81,-80,-80,-100,-76,-77,-76,-81,-100,-80,-79,-79,-79,-80,-81,-91,-100,-81,-100,-100,-81,-100,-89,-89,-100,-93,-70,-78,-78,-78,-100,-80,-100,-86,-100,-100,-100,-100,-100,-100,-93,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-54,-52,-52,-52,-62,-62,-61,-67,-66,-66,-60,-66,-66,-66,-72,-71,-69,-69,-69,-100,-100,-81,-70,-100,-100,-100,-80,-71,-79,-77,-100,-75,-71,-72,-80,-80,-79,-79,-81,-74,-74,-76,-80,-100,-80,-80,-80,-79,-80,-80,-85,-100,-82,-85,-85,-81,-86,-87,-90,-100,-100,-70,-78,-79,-78,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-82,-82,-82,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-55,-53,-53,-52,-62,-61,-62,-66,-66,-67,-60,-66,-66,-66,-75,-72,-71,-69,-70,-75,-76,-84,-71,-76,-75,-100,-100,-72,-100,-77,-77,-76,-72,-72,-100,-80,-79,-80,-100,-76,-75,-75,-81,-100,-79,-79,-79,-80,-80,-81,-84,-100,-81,-84,-83,-81,-100,-87,-88,-100,-100,-70,-79,-78,-78,-79,-80,-79,-87,-100,-100,-100,-100,-100,-100,-90,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-54,-52,-53,-52,-61,-62,-61,-66,-66,-67,-60,-65,-65,-65,-100,-100,-69,-69,-70,-75,-76,-82,-100,-75,-75,-100,-100,-71,-100,-77,-77,-77,-72,-71,-100,-80,-79,-79,-81,-75,-75,-76,-80,-100,-80,-100,-79,-79,-82,-81,-85,-100,-81,-100,-100,-81,-100,-88,-90,-100,-100,-71,-100,-100,-100,-79,-79,-79,-86,-100,-87,-100,-100,-92,-100,-100,-100,-100,-100,-89,-81,-100,-100,-86,-85,-86,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-33,-51,-52,-52,-53,-62,-68,-63,-70,-70,-70,-58,-60,-60,-59,-73,-73,-70,-70,-69,-75,-74,-74,-73,-74,-74,-75,-100,-75,-100,-100,-76,-100,-75,-74,-75,-72,-73,-73,-80,-76,-76,-76,-85,-100,-85,-79,-79,-79,-84,-83,-84,-100,-83,-100,-100,-83,-100,-100,-87,-90,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-92,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-34,-59,-52,-51,-53,-62,-62,-62,-71,-69,-70,-57,-61,-61,-62,-73,-74,-69,-69,-69,-75,-75,-74,-74,-75,-75,-76,-100,-74,-100,-100,-100,-78,-74,-74,-78,-73,-73,-72,-80,-75,-75,-75,-87,-100,-87,-100,-80,-81,-87,-84,-86,-100,-83,-100,-85,-83,-100,-100,-87,-100,-100,-100,-71,-71,-71,-80,-79,-80,-84,-100,-100,-100,-87,-86,-86,-100,-85,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-92,-85,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-34,-52,-51,-51,-51,-67,-100,-65,-70,-70,-70,-58,-62,-62,-62,-72,-71,-70,-69,-69,-78,-77,-100,-72,-77,-77,-100,-100,-78,-100,-100,-78,-78,-78,-78,-100,-72,-72,-71,-80,-77,-78,-77,-81,-100,-82,-79,-80,-80,-81,-100,-84,-100,-85,-100,-85,-83,-100,-92,-87,-90,-100,-75,-100,-70,-72,-79,-79,-79,-85,-100,-100,-100,-86,-86,-100,-92,-100,-100,-87,-89,-82,-82,-82,-100,-100,-100,-88,-100,-100,-100,-92,-92,-100,-90,-100,-100,-100,-91,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-32,-54,-51,-52,-52,-64,-64,-64,-69,-69,-69,-57,-62,-63,-62,-84,-72,-70,-70,-70,-76,-77,-72,-72,-76,-76,-100,-100,-74,-100,-100,-100,-100,-100,-75,-100,-72,-72,-72,-78,-77,-77,-76,-100,-100,-100,-83,-83,-83,-100,-84,-86,-100,-85,-100,-100,-85,-83,-85,-88,-91,-100,-78,-70,-69,-69,-78,-78,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-32,-50,-51,-51,-51,-62,-62,-61,-70,-70,-71,-57,-62,-61,-61,-76,-75,-71,-71,-70,-75,-76,-72,-75,-76,-76,-100,-100,-74,-100,-100,-76,-100,-74,-75,-100,-72,-71,-71,-81,-76,-76,-76,-87,-100,-86,-81,-81,-81,-86,-100,-84,-87,-100,-86,-85,-100,-84,-84,-88,-90,-100,-100,-71,-72,-72,-79,-78,-79,-86,-100,-100,-100,-89,-88,-100,-90,-100,-87,-100,-90,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-54,-54,-50,-50,-62,-62,-62,-70,-69,-70,-57,-61,-61,-61,-76,-75,-71,-70,-70,-75,-76,-75,-75,-76,-76,-74,-100,-74,-100,-76,-74,-75,-75,-74,-100,-73,-73,-72,-100,-78,-77,-77,-82,-100,-100,-82,-81,-81,-84,-86,-86,-100,-84,-87,-87,-84,-100,-100,-90,-90,-100,-100,-82,-72,-72,-77,-77,-77,-83,-100,-100,-100,-88,-88,-87,-94,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-35,-54,-57,-56,-56,-68,-68,-68,-77,-77,-76,-59,-66,-67,-67,-85,-76,-77,-77,-77,-72,-72,-74,-74,-72,-71,-100,-100,-76,-100,-100,-100,-81,-77,-77,-100,-73,-73,-72,-100,-75,-75,-76,-82,-100,-82,-100,-100,-100,-82,-82,-100,-100,-81,-83,-100,-80,-100,-89,-100,-87,-100,-100,-73,-73,-73,-79,-79,-79,-85,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-53,-52,-60,-56,-66,-65,-65,-69,-70,-71,-60,-66,-67,-67,-74,-73,-77,-77,-78,-72,-73,-75,-74,-73,-72,-100,-100,-73,-100,-100,-100,-85,-73,-73,-100,-74,-74,-73,-77,-76,-76,-76,-80,-82,-80,-80,-79,-81,-80,-80,-80,-82,-81,-100,-80,-80,-100,-100,-90,-87,-93,-75,-100,-100,-73,-78,-78,-78,-100,-100,-100,-100,-100,-85,-100,-90,-100,-100,-100,-90,-79,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-91,-89,-91,-91,-94,-100,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-32,-52,-58,-58,-58,-66,-66,-65,-70,-71,-71,-60,-66,-65,-65,-74,-74,-76,-78,-78,-75,-75,-69,-74,-75,-75,-77,-77,-75,-100,-100,-100,-100,-75,-75,-77,-73,-74,-74,-100,-76,-76,-75,-100,-84,-100,-80,-80,-80,-100,-82,-80,-100,-82,-80,-80,-84,-100,-100,-87,-87,-93,-71,-100,-76,-75,-78,-78,-77,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-32,-51,-56,-56,-56,-67,-67,-67,-71,-70,-70,-60,-63,-63,-63,-75,-74,-77,-77,-77,-72,-72,-100,-75,-72,-72,-100,-100,-77,-100,-100,-100,-81,-76,-77,-100,-76,-75,-75,-83,-77,-77,-77,-80,-83,-79,-80,-81,-80,-79,-82,-80,-84,-82,-81,-80,-81,-100,-92,-87,-87,-94,-68,-72,-73,-73,-100,-100,-100,-86,-90,-100,-100,-87,-87,-100,-90,-84,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-31,-56,-58,-57,-56,-68,-68,-70,-72,-73,-72,-61,-65,-66,-66,-74,-74,-77,-76,-77,-73,-73,-76,-76,-73,-73,-73,-77,-76,-76,-77,-100,-77,-76,-76,-76,-74,-74,-74,-77,-78,-77,-78,-100,-85,-82,-80,-80,-80,-81,-80,-81,-84,-80,-100,-82,-80,-100,-91,-100,-87,-94,-100,-73,-73,-100,-79,-79,-79,-85,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-89,-80,-100,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-93,-93,-90,-94,-93,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-36,-54,-59,-59,-58,-66,-65,-66,-75,-75,-74,-61,-64,-64,-65,-75,-75,-77,-76,-76,-72,-72,-75,-74,-72,-73,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-74,-75,-74,-80,-76,-77,-76,-81,-100,-100,-79,-80,-79,-81,-81,-81,-100,-79,-80,-81,-100,-100,-88,-100,-87,-93,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-87,-100,-92,-100,-100,-100,-91,-77,-100,-100,-92,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
