b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:1f:01:90,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,80:8d:b7:55:35:00,80:8d:b7:55:25:e3,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,20:a6:cd:50:24:b1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,20:a6:cd:50:24:b2,72:32:b1:3e:1a:b8,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,b4:5d:50:e1:92:33,38:17:c3:1f:09:90,38:17:c3:1f:01:80,38:17:c3:1f:01:82,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,66:2a:2f:53:7c:99,b4:5d:50:e1:92:32,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:19:71:90,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:20,a8:bd:27:4c:bd:30,38:17:c3:1e:ff:00,38:17:c3:1f:09:93,38:17:c3:1f:09:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:22:32,38:17:c3:19:71:92,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1f:22:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:19:55:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:e1:00,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:de:d7:43,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:1e:fc:b1,38:17:c3:19:71:82,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:df:0e:11,38:17:c3:1e:fc:b2,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-33,-57,-57,-57,-54,-57,-57,-57,-67,-66,-67,-66,-67,-71,-72,-72,-70,-70,-76,-75,-75,-100,-100,-76,-79,-100,-100,-78,-79,-79,-79,-80,-78,-77,-78,-78,-79,-100,-84,-100,-100,-78,-81,-78,-82,-77,-100,-81,-87,-82,-84,-83,-100,-100,-92,-100,-100,-93,-79,-80,-80,-100,-88,-100,-79,-100,-78,-100,-84,-84,-88,-100,-100,-77,-100,-83,-100,-100,-86,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-32,-57,-58,-58,-55,-57,-58,-57,-66,-67,-67,-67,-68,-70,-73,-72,-69,-69,-76,-76,-75,-75,-76,-100,-80,-76,-79,-79,-80,-80,-79,-79,-78,-78,-78,-78,-79,-81,-84,-80,-100,-78,-82,-78,-81,-78,-85,-81,-87,-84,-84,-84,-100,-100,-100,-100,-100,-100,-79,-79,-80,-100,-100,-75,-80,-79,-78,-80,-84,-84,-89,-100,-79,-78,-88,-83,-100,-86,-100,-88,-90,-100,-100,-100,-100,-88,-100,-100,-100,-90,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-32,-50,-49,-49,-54,-61,-61,-60,-66,-65,-66,-66,-65,-76,-75,-73,-66,-67,-100,-100,-100,-74,-74,-86,-75,-74,-75,-75,-76,-74,-75,-74,-76,-75,-75,-75,-77,-80,-81,-79,-100,-76,-79,-76,-80,-76,-100,-79,-80,-84,-85,-84,-100,-85,-90,-100,-100,-92,-82,-82,-82,-94,-100,-72,-100,-76,-74,-79,-80,-80,-100,-100,-100,-74,-100,-86,-85,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-50,-50,-49,-53,-62,-100,-62,-64,-64,-64,-64,-66,-74,-74,-75,-68,-67,-76,-75,-76,-73,-73,-78,-75,-74,-100,-75,-75,-75,-75,-75,-74,-74,-74,-74,-78,-100,-81,-100,-85,-77,-81,-77,-81,-77,-100,-81,-100,-86,-100,-86,-85,-85,-100,-100,-100,-100,-82,-81,-82,-91,-100,-73,-78,-77,-100,-100,-81,-81,-100,-100,-100,-75,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-32,-49,-49,-49,-54,-60,-60,-61,-64,-64,-63,-63,-65,-73,-73,-74,-66,-67,-79,-78,-77,-72,-73,-83,-76,-72,-100,-76,-77,-76,-77,-77,-75,-74,-74,-74,-77,-100,-80,-100,-100,-77,-80,-77,-80,-76,-100,-80,-100,-84,-85,-83,-100,-100,-91,-100,-100,-100,-82,-83,-82,-91,-100,-100,-77,-77,-75,-100,-79,-80,-100,-100,-77,-76,-100,-100,-100,-86,-86,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-93,-100,-100,-88,-100,-86,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-36,-51,-51,-51,-55,-66,-66,-67,-66,-66,-67,-66,-65,-73,-74,-72,-67,-66,-77,-76,-77,-100,-100,-80,-77,-100,-74,-77,-77,-76,-76,-76,-74,-74,-74,-74,-77,-80,-80,-80,-100,-78,-81,-77,-80,-77,-100,-80,-100,-86,-86,-86,-86,-86,-100,-100,-100,-100,-83,-82,-82,-92,-100,-100,-77,-77,-100,-80,-80,-80,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-92,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-33,-49,-100,-48,-57,-63,-62,-62,-69,-69,-69,-70,-64,-75,-75,-74,-66,-69,-74,-74,-74,-71,-71,-81,-79,-71,-76,-79,-80,-77,-78,-79,-74,-75,-74,-74,-76,-100,-80,-100,-84,-76,-80,-77,-80,-77,-100,-79,-100,-87,-88,-86,-84,-84,-100,-100,-100,-100,-83,-82,-83,-91,-100,-100,-76,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-88,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-49,-48,-48,-53,-65,-63,-63,-68,-68,-67,-67,-65,-73,-75,-72,-66,-67,-76,-75,-75,-73,-72,-100,-77,-72,-76,-77,-78,-76,-76,-77,-75,-75,-76,-76,-76,-100,-80,-100,-100,-76,-78,-76,-78,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-93,-100,-69,-77,-77,-79,-100,-80,-80,-100,-100,-100,-100,-100,-87,-100,-86,-86,-90,-100,-100,-100,-92,-100,-100,-100,-88,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-33,-52,-52,-52,-50,-62,-62,-62,-58,-59,-58,-59,-66,-74,-74,-74,-71,-71,-70,-71,-71,-79,-100,-71,-77,-79,-73,-77,-77,-76,-76,-75,-76,-76,-76,-77,-73,-100,-80,-100,-100,-78,-80,-78,-80,-78,-100,-79,-100,-84,-100,-84,-84,-85,-87,-88,-100,-88,-83,-84,-84,-100,-100,-70,-73,-74,-77,-100,-80,-80,-100,-100,-78,-78,-100,-100,-100,-88,-87,-87,-100,-100,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-90,-90,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-53,-53,-53,-51,-100,-61,-62,-62,-62,-62,-62,-66,-75,-74,-74,-69,-69,-70,-69,-69,-77,-78,-75,-76,-78,-70,-76,-76,-76,-76,-76,-74,-74,-75,-74,-75,-76,-81,-75,-84,-78,-82,-78,-80,-78,-85,-81,-81,-84,-84,-85,-84,-84,-100,-88,-100,-100,-82,-82,-82,-92,-100,-100,-100,-75,-78,-76,-81,-81,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-53,-53,-52,-50,-62,-62,-62,-59,-61,-59,-60,-66,-75,-76,-75,-68,-69,-70,-71,-70,-78,-78,-74,-75,-78,-72,-74,-75,-77,-76,-76,-75,-74,-75,-74,-75,-100,-80,-100,-100,-79,-80,-78,-80,-78,-100,-79,-78,-84,-83,-84,-100,-100,-88,-86,-100,-89,-83,-83,-83,-90,-100,-73,-75,-75,-100,-100,-80,-79,-89,-100,-100,-76,-100,-87,-85,-86,-86,-90,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-90,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-31,-53,-53,-52,-51,-60,-60,-61,-62,-61,-61,-60,-67,-74,-74,-73,-69,-70,-72,-72,-72,-77,-77,-74,-77,-77,-100,-77,-77,-75,-75,-74,-75,-76,-76,-76,-74,-100,-82,-100,-100,-77,-79,-77,-80,-77,-100,-100,-81,-87,-87,-87,-100,-100,-88,-87,-100,-87,-83,-83,-83,-100,-100,-74,-75,-100,-76,-100,-82,-82,-100,-100,-75,-100,-100,-86,-100,-86,-85,-90,-100,-100,-100,-92,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-89,-93,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-32,-53,-53,-53,-50,-65,-64,-65,-60,-60,-60,-60,-67,-100,-100,-100,-69,-69,-72,-72,-72,-76,-76,-70,-78,-77,-100,-77,-78,-77,-77,-77,-77,-78,-77,-77,-73,-75,-80,-77,-100,-77,-80,-77,-81,-77,-100,-80,-82,-84,-86,-85,-84,-83,-89,-87,-89,-88,-84,-82,-83,-100,-100,-100,-100,-73,-100,-100,-80,-81,-100,-100,-100,-100,-100,-84,-100,-87,-87,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-87,-100,-100,-89,-91,-90,-93,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-32,-54,-53,-53,-52,-66,-66,-66,-63,-64,-65,-63,-66,-75,-74,-75,-68,-67,-71,-72,-72,-76,-77,-72,-76,-77,-73,-75,-76,-76,-77,-77,-75,-75,-75,-75,-74,-76,-81,-75,-85,-77,-80,-77,-81,-78,-87,-80,-74,-84,-100,-100,-84,-85,-87,-100,-88,-88,-85,-85,-84,-92,-100,-74,-100,-74,-100,-76,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-34,-57,-61,-53,-56,-70,-100,-70,-62,-62,-56,-63,-67,-78,-78,-77,-67,-68,-100,-100,-100,-75,-74,-75,-73,-75,-100,-74,-74,-81,-81,-81,-77,-77,-77,-77,-73,-100,-76,-100,-100,-78,-80,-78,-81,-78,-85,-80,-100,-84,-100,-100,-100,-100,-88,-100,-88,-89,-81,-81,-81,-91,-100,-100,-73,-74,-100,-100,-76,-76,-88,-92,-81,-82,-100,-81,-100,-84,-84,-86,-100,-100,-83,-93,-100,-100,-100,-100,-100,-89,-92,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-35,-59,-60,-60,-52,-65,-67,-65,-64,-63,-63,-63,-66,-77,-75,-78,-65,-65,-74,-74,-74,-73,-73,-76,-72,-73,-100,-73,-73,-79,-77,-77,-78,-77,-78,-78,-73,-100,-76,-100,-100,-78,-81,-78,-81,-78,-100,-81,-83,-100,-100,-100,-100,-100,-87,-100,-100,-88,-82,-81,-82,-100,-100,-72,-73,-74,-100,-100,-76,-76,-85,-100,-100,-100,-100,-82,-81,-100,-100,-87,-86,-100,-85,-90,-100,-100,-100,-87,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-87,-89,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-35,-59,-61,-60,-51,-69,-68,-68,-64,-64,-64,-64,-67,-73,-75,-73,-67,-66,-75,-74,-74,-74,-74,-75,-72,-74,-75,-73,-73,-80,-80,-80,-78,-80,-80,-80,-72,-78,-100,-79,-100,-78,-100,-78,-100,-78,-100,-100,-100,-86,-84,-85,-100,-100,-89,-87,-100,-89,-82,-81,-81,-94,-100,-100,-73,-73,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-36,-59,-61,-62,-55,-67,-67,-67,-60,-60,-60,-60,-67,-75,-74,-74,-67,-66,-75,-75,-76,-75,-75,-75,-74,-76,-100,-74,-74,-81,-81,-80,-81,-81,-81,-80,-72,-100,-78,-100,-100,-78,-82,-79,-81,-79,-83,-81,-86,-86,-86,-85,-100,-100,-89,-88,-88,-100,-82,-82,-82,-91,-100,-74,-73,-72,-81,-100,-77,-77,-89,-91,-81,-81,-100,-100,-100,-100,-83,-89,-100,-100,-84,-92,-100,-100,-100,-100,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-100,-93,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-35,-59,-62,-62,-52,-67,-67,-67,-62,-62,-63,-62,-66,-76,-77,-76,-66,-65,-77,-77,-77,-75,-100,-76,-72,-75,-100,-74,-73,-80,-80,-79,-77,-76,-76,-78,-72,-100,-76,-100,-100,-100,-82,-100,-82,-79,-100,-81,-81,-100,-100,-100,-100,-82,-88,-100,-89,-88,-82,-83,-83,-100,-100,-73,-72,-72,-82,-100,-76,-76,-87,-100,-82,-83,-100,-83,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-35,-59,-62,-62,-100,-67,-67,-67,-62,-62,-63,-62,-66,-77,-76,-77,-67,-67,-77,-76,-77,-75,-75,-77,-100,-76,-100,-100,-100,-81,-80,-80,-78,-80,-78,-78,-100,-100,-77,-100,-100,-79,-82,-79,-82,-79,-83,-81,-100,-85,-86,-85,-100,-100,-88,-87,-84,-100,-82,-81,-82,-92,-100,-74,-100,-72,-100,-100,-76,-76,-100,-91,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-83,-88,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-90,-91,-100,-91,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
