b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,label
-35,-52,-55,-54,-55,-58,-58,-58,-70,-69,-69,-67,-69,-72,-73,-78,-100,-68,-66,-67,-71,-100,-73,-73,-75,-73,-79,-78,-77,-81,-77,-76,-80,-80,-82,-73,-76,-80,-74,-75,-73,-77,-82,-87,-100,-86,-90,-100,-100,-79,-100,-74,-74,-84,-79,-79,-100,-100,-74,-100,-85,-100,-85,-86,-86,-86,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-71,-100,-71,-70,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-35,-49,-58,-58,-58,-58,-58,-58,-67,-68,-69,-68,-68,-72,-73,-78,-78,-68,-69,-69,-71,-100,-77,-77,-76,-75,-76,-75,-75,-100,-77,-78,-81,-100,-100,-75,-78,-80,-74,-75,-75,-100,-100,-83,-100,-82,-85,-100,-100,-79,-100,-78,-74,-100,-79,-79,-100,-100,-78,-100,-100,-100,-87,-86,-86,-89,-92,-86,-100,-100,-100,-100,-79,-100,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-33,-54,-63,-63,-62,-60,-60,-61,-79,-74,-75,-69,-73,-69,-100,-100,-80,-69,-70,-69,-100,-69,-76,-69,-75,-74,-79,-78,-80,-78,-73,-74,-100,-100,-100,-77,-74,-81,-76,-77,-77,-81,-79,-79,-100,-79,-79,-100,-100,-80,-100,-83,-84,-88,-80,-82,-100,-100,-83,-100,-87,-100,-89,-89,-88,-88,-100,-100,-100,-100,-92,-81,-100,-82,-100,-68,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-52,-61,-60,-61,-58,-59,-59,-73,-72,-73,-69,-71,-68,-80,-81,-80,-69,-69,-69,-100,-68,-76,-70,-76,-76,-78,-78,-80,-78,-73,-73,-100,-80,-100,-76,-73,-79,-76,-77,-76,-82,-79,-78,-100,-79,-78,-100,-100,-80,-100,-83,-84,-88,-80,-81,-100,-100,-84,-100,-87,-100,-87,-89,-88,-89,-100,-100,-100,-100,-92,-81,-100,-80,-100,-68,-87,-100,-100,-86,-100,-76,-100,-100,-100,-89,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-51,-62,-63,-63,-58,-57,-58,-70,-68,-71,-69,-71,-68,-80,-81,-80,-69,-69,-69,-100,-68,-74,-71,-75,-76,-80,-81,-81,-100,-72,-73,-100,-80,-100,-77,-73,-79,-76,-76,-76,-100,-100,-80,-100,-80,-81,-100,-100,-80,-100,-83,-84,-100,-80,-81,-100,-100,-84,-100,-100,-100,-88,-100,-87,-89,-100,-88,-100,-100,-92,-78,-100,-79,-100,-68,-87,-100,-100,-86,-100,-76,-100,-75,-74,-89,-87,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-52,-62,-63,-63,-58,-57,-58,-70,-69,-71,-70,-71,-69,-100,-100,-100,-70,-71,-71,-77,-69,-76,-71,-75,-76,-77,-78,-77,-76,-72,-73,-79,-100,-77,-77,-73,-78,-76,-76,-76,-100,-100,-79,-100,-80,-80,-100,-100,-80,-100,-83,-83,-100,-82,-80,-100,-100,-82,-100,-100,-100,-87,-100,-87,-89,-89,-88,-100,-100,-92,-81,-100,-79,-100,-69,-87,-100,-100,-100,-100,-77,-100,-75,-75,-91,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-55,-62,-63,-62,-58,-57,-58,-73,-70,-73,-70,-73,-69,-100,-82,-100,-70,-70,-70,-77,-69,-75,-73,-75,-76,-77,-76,-77,-76,-74,-73,-80,-79,-80,-78,-73,-79,-78,-78,-77,-85,-80,-80,-100,-80,-80,-100,-86,-80,-86,-84,-83,-100,-82,-80,-100,-100,-83,-100,-100,-100,-87,-100,-87,-90,-89,-100,-100,-100,-100,-80,-81,-80,-100,-70,-87,-100,-100,-100,-100,-79,-100,-100,-77,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-48,-53,-64,-63,-63,-58,-57,-58,-73,-71,-73,-69,-72,-69,-100,-81,-100,-70,-69,-68,-77,-69,-75,-70,-75,-76,-77,-77,-76,-79,-74,-73,-80,-79,-80,-78,-73,-79,-78,-78,-77,-100,-80,-80,-100,-79,-79,-85,-86,-80,-86,-84,-85,-100,-82,-80,-100,-100,-84,-100,-84,-85,-87,-100,-87,-90,-100,-100,-100,-100,-100,-80,-83,-80,-100,-69,-87,-100,-100,-100,-100,-77,-100,-76,-76,-91,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-32,-51,-60,-60,-61,-63,-62,-62,-100,-68,-100,-63,-73,-72,-100,-100,-100,-63,-63,-63,-100,-100,-100,-73,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-74,-100,-77,-74,-74,-75,-100,-78,-83,-100,-83,-82,-100,-100,-85,-100,-77,-77,-100,-100,-85,-100,-100,-77,-90,-79,-100,-89,-87,-88,-87,-100,-87,-100,-100,-100,-73,-74,-74,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-51,-60,-60,-61,-63,-62,-62,-73,-71,-100,-63,-73,-72,-100,-100,-100,-65,-63,-64,-100,-100,-76,-74,-77,-76,-77,-76,-77,-100,-80,-80,-77,-77,-100,-72,-80,-76,-72,-73,-72,-79,-78,-83,-100,-82,-82,-100,-100,-87,-100,-77,-79,-100,-88,-89,-100,-100,-78,-90,-79,-100,-85,-87,-84,-87,-100,-87,-100,-100,-100,-73,-74,-74,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-50,-100,-100,-61,-64,-64,-64,-73,-72,-100,-65,-100,-100,-100,-100,-100,-65,-66,-65,-73,-100,-78,-74,-79,-78,-77,-77,-77,-100,-79,-78,-77,-77,-100,-73,-78,-76,-73,-74,-75,-80,-100,-83,-100,-82,-82,-80,-100,-87,-100,-79,-80,-100,-88,-86,-100,-100,-80,-100,-80,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-73,-74,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-47,-51,-63,-63,-62,-64,-63,-63,-73,-73,-100,-64,-100,-73,-100,-100,-100,-65,-64,-64,-73,-72,-76,-74,-76,-76,-74,-74,-75,-100,-79,-78,-76,-77,-100,-74,-78,-76,-74,-74,-75,-77,-79,-81,-100,-82,-82,-80,-100,-85,-100,-79,-80,-86,-86,-86,-100,-100,-80,-100,-80,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-73,-74,-74,-100,-73,-88,-100,-100,-100,-100,-100,-100,-100,-76,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-36,-48,-61,-59,-60,-64,-64,-64,-73,-74,-100,-64,-100,-73,-100,-77,-100,-64,-64,-64,-100,-72,-78,-71,-79,-79,-76,-77,-76,-80,-78,-77,-76,-80,-100,-75,-76,-100,-74,-74,-73,-80,-80,-83,-100,-82,-83,-79,-100,-85,-100,-77,-78,-84,-86,-86,-86,-100,-77,-100,-79,-100,-89,-87,-89,-86,-100,-87,-100,-100,-100,-76,-74,-74,-100,-72,-88,-100,-100,-91,-100,-100,-100,-100,-76,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-40,-50,-59,-59,-60,-63,-63,-62,-73,-69,-100,-64,-74,-71,-100,-78,-100,-65,-64,-65,-100,-70,-78,-75,-78,-79,-76,-76,-76,-80,-79,-78,-79,-79,-79,-74,-78,-79,-74,-74,-73,-80,-80,-84,-100,-82,-82,-79,-100,-85,-100,-76,-76,-84,-86,-86,-83,-100,-74,-100,-79,-100,-89,-87,-88,-86,-91,-87,-100,-100,-100,-76,-74,-74,-100,-71,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-61,-64,-64,-62,-67,-67,-67,-100,-70,-68,-69,-68,-100,-80,-100,-100,-69,-69,-68,-100,-100,-71,-78,-73,-72,-82,-82,-80,-76,-79,-79,-78,-79,-75,-80,-79,-100,-79,-80,-79,-100,-76,-84,-100,-85,-84,-100,-100,-82,-100,-76,-76,-84,-82,-83,-100,-100,-76,-86,-100,-100,-100,-86,-87,-88,-87,-87,-85,-90,-100,-72,-100,-71,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-45,-55,-60,-59,-60,-63,-63,-63,-68,-74,-68,-69,-66,-68,-80,-100,-100,-69,-69,-68,-100,-68,-71,-75,-71,-71,-82,-82,-81,-76,-77,-77,-78,-79,-75,-80,-76,-78,-78,-78,-78,-100,-76,-79,-100,-79,-79,-100,-100,-84,-100,-76,-76,-84,-83,-83,-85,-100,-76,-88,-100,-82,-85,-86,-85,-88,-87,-87,-85,-90,-100,-74,-75,-73,-100,-69,-86,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-36,-58,-60,-60,-60,-62,-62,-62,-69,-71,-68,-69,-67,-68,-100,-100,-100,-68,-69,-69,-83,-68,-71,-78,-71,-71,-82,-82,-81,-79,-78,-78,-100,-78,-100,-80,-77,-77,-78,-78,-78,-100,-78,-79,-100,-79,-79,-100,-100,-84,-100,-79,-78,-84,-83,-83,-85,-100,-78,-88,-100,-82,-83,-100,-84,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-68,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-32,-58,-60,-59,-60,-62,-62,-62,-66,-71,-66,-69,-67,-68,-100,-100,-100,-68,-69,-69,-83,-68,-72,-76,-72,-72,-82,-82,-81,-79,-77,-77,-100,-78,-100,-77,-77,-77,-79,-78,-76,-100,-78,-79,-100,-79,-80,-100,-100,-84,-100,-77,-78,-100,-82,-83,-100,-100,-78,-100,-100,-100,-86,-87,-86,-86,-100,-87,-100,-100,-100,-100,-73,-100,-100,-68,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-32,-58,-59,-59,-60,-62,-62,-62,-67,-71,-66,-69,-67,-67,-100,-80,-100,-69,-69,-69,-78,-67,-72,-73,-72,-72,-82,-82,-82,-100,-77,-77,-78,-78,-100,-77,-77,-79,-79,-78,-76,-77,-100,-80,-100,-79,-80,-100,-100,-84,-100,-77,-78,-86,-82,-83,-100,-100,-78,-90,-100,-100,-85,-87,-85,-86,-100,-87,-100,-100,-100,-100,-73,-73,-100,-68,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-33,-59,-63,-63,-64,-63,-63,-63,-67,-67,-68,-68,-67,-67,-100,-80,-100,-68,-69,-67,-78,-67,-73,-75,-73,-73,-82,-92,-82,-76,-76,-76,-78,-78,-100,-75,-77,-77,-76,-75,-75,-83,-75,-79,-100,-78,-78,-100,-100,-84,-100,-77,-77,-85,-82,-83,-100,-100,-76,-87,-100,-100,-85,-89,-85,-89,-100,-89,-100,-100,-100,-72,-73,-73,-100,-68,-84,-90,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-32,-57,-69,-70,-68,-66,-67,-67,-75,-72,-100,-67,-100,-68,-100,-100,-100,-67,-69,-67,-100,-69,-70,-71,-71,-71,-86,-86,-85,-76,-82,-81,-77,-78,-100,-84,-82,-77,-83,-85,-85,-80,-76,-81,-85,-81,-81,-100,-85,-87,-84,-76,-77,-81,-86,-86,-100,-100,-76,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-71,-72,-81,-68,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-44,-57,-69,-70,-69,-70,-71,-70,-73,-69,-100,-70,-73,-65,-100,-100,-100,-69,-69,-69,-100,-66,-69,-71,-69,-69,-86,-86,-85,-76,-79,-80,-77,-78,-100,-85,-80,-77,-83,-85,-85,-78,-76,-77,-86,-76,-77,-100,-85,-84,-85,-76,-76,-84,-85,-85,-83,-100,-76,-100,-100,-100,-82,-86,-82,-86,-100,-85,-100,-100,-100,-100,-71,-72,-81,-66,-82,-100,-100,-100,-90,-100,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-40,-54,-100,-67,-69,-68,-67,-67,-71,-68,-71,-69,-72,-66,-100,-100,-100,-69,-69,-69,-100,-66,-69,-71,-69,-69,-84,-84,-83,-75,-79,-80,-100,-78,-73,-85,-80,-80,-84,-85,-85,-100,-75,-80,-86,-80,-79,-100,-85,-84,-85,-76,-76,-82,-84,-84,-83,-100,-76,-100,-100,-100,-83,-85,-83,-86,-100,-86,-100,-100,-100,-72,-100,-100,-100,-66,-82,-100,-100,-87,-90,-100,-100,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
