60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,b4:5d:50:e1:96:43,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:d0:14,44:48:c1:91:d0:11,44:48:c1:91:d0:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:1f:09:91,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:95:a0,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f2,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:b1,44:48:c1:91:95:b0,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:00,66:2a:2f:53:7c:99,80:8d:b7:55:35:12,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,38:17:c3:19:71:82,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,00:4e:35:df:06:40,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a0,00:4e:35:df:06:52,00:4e:35:df:06:41,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-59,-69,-69,-74,-73,-75,-65,-64,-64,-78,-100,-100,-78,-100,-77,-76,-78,-77,-77,-100,-81,-81,-82,-83,-84,-84,-86,-74,-100,-82,-84,-77,-78,-78,-76,-84,-100,-100,-80,-80,-79,-100,-82,-83,-83,-80,-82,-90,-82,-88,-89,-100,-86,-86,-86,-87,-100,-87,-87,-87,-100,-88,-87,-100,-73,-74,-84,-85,-100,-94,-100,-100,-86,-87,-100,-86,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-69,-69,-73,-74,-74,-63,-63,-63,-78,-100,-82,-74,-100,-77,-76,-78,-77,-100,-100,-81,-82,-82,-82,-84,-84,-86,-73,-76,-82,-84,-77,-78,-78,-76,-84,-100,-100,-80,-80,-81,-83,-83,-83,-83,-81,-83,-90,-100,-88,-90,-100,-86,-86,-86,-86,-100,-86,-88,-89,-100,-87,-87,-61,-73,-73,-84,-86,-100,-100,-100,-100,-86,-87,-100,-86,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-63,-69,-68,-68,-67,-67,-70,-69,-69,-81,-81,-100,-80,-100,-83,-78,-100,-100,-100,-83,-81,-84,-83,-83,-86,-87,-86,-76,-100,-83,-87,-85,-84,-85,-85,-100,-83,-83,-86,-85,-86,-100,-83,-85,-84,-85,-81,-85,-86,-85,-86,-100,-84,-83,-84,-86,-100,-84,-87,-87,-100,-86,-85,-61,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-83,-90,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-67,-68,-68,-68,-68,-67,-67,-67,-80,-81,-81,-80,-100,-76,-78,-77,-77,-100,-83,-81,-85,-84,-84,-86,-86,-86,-76,-100,-84,-86,-85,-85,-85,-85,-100,-83,-84,-84,-84,-84,-100,-84,-84,-84,-84,-82,-85,-86,-85,-89,-100,-85,-85,-87,-87,-100,-85,-87,-87,-100,-86,-85,-61,-75,-76,-100,-89,-100,-100,-100,-82,-100,-100,-84,-90,-100,-87,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-67,-100,-68,-68,-68,-67,-67,-67,-74,-83,-84,-80,-82,-76,-80,-78,-79,-80,-83,-84,-85,-84,-84,-88,-87,-87,-76,-84,-84,-86,-85,-85,-86,-100,-100,-83,-84,-84,-84,-84,-100,-85,-84,-84,-84,-82,-100,-100,-100,-89,-100,-86,-86,-87,-87,-100,-85,-87,-87,-100,-100,-100,-100,-75,-100,-100,-89,-100,-100,-100,-82,-100,-90,-84,-90,-100,-86,-87,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-68,-68,-67,-66,-68,-68,-67,-67,-80,-83,-82,-83,-82,-78,-80,-78,-81,-82,-83,-84,-84,-83,-84,-88,-87,-87,-77,-84,-85,-86,-85,-86,-86,-86,-100,-100,-86,-83,-83,-84,-100,-84,-83,-84,-84,-84,-87,-100,-88,-87,-100,-86,-86,-86,-88,-100,-85,-87,-87,-100,-100,-100,-77,-75,-75,-100,-100,-100,-100,-100,-100,-100,-90,-85,-90,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-68,-68,-67,-69,-68,-67,-66,-67,-82,-83,-82,-78,-83,-77,-100,-81,-80,-81,-83,-83,-85,-86,-86,-86,-88,-89,-77,-85,-86,-87,-81,-83,-83,-82,-100,-84,-83,-85,-84,-85,-100,-85,-84,-84,-84,-84,-87,-100,-88,-88,-100,-86,-85,-85,-88,-100,-85,-87,-86,-100,-100,-100,-60,-75,-75,-100,-90,-100,-100,-100,-100,-100,-90,-84,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-68,-68,-67,-66,-67,-67,-66,-67,-82,-82,-82,-78,-83,-78,-76,-81,-80,-81,-83,-83,-86,-86,-88,-86,-87,-88,-76,-81,-87,-87,-84,-83,-83,-82,-100,-84,-83,-85,-84,-85,-100,-83,-84,-82,-84,-84,-100,-86,-100,-88,-100,-86,-84,-85,-100,-100,-85,-87,-86,-100,-100,-100,-57,-75,-75,-100,-90,-100,-100,-100,-100,-100,-90,-84,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-66,-67,-67,-67,-68,-65,-64,-65,-83,-82,-100,-82,-100,-78,-100,-100,-78,-100,-81,-80,-84,-82,-83,-86,-87,-87,-72,-100,-84,-87,-85,-100,-84,-85,-100,-78,-78,-82,-82,-81,-100,-83,-83,-84,-82,-78,-86,-100,-86,-87,-100,-100,-100,-100,-88,-100,-100,-90,-90,-100,-87,-87,-63,-71,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-66,-67,-67,-67,-68,-63,-64,-63,-83,-82,-100,-82,-82,-73,-100,-77,-76,-76,-81,-80,-84,-84,-83,-86,-88,-86,-71,-100,-83,-87,-82,-100,-82,-82,-100,-78,-77,-82,-82,-82,-100,-83,-83,-84,-82,-79,-83,-100,-85,-86,-100,-89,-88,-89,-88,-100,-89,-88,-88,-100,-87,-87,-60,-71,-72,-100,-100,-100,-100,-100,-100,-88,-89,-79,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-66,-66,-70,-70,-70,-63,-63,-63,-81,-78,-100,-79,-82,-73,-100,-77,-76,-76,-100,-77,-83,-83,-83,-85,-86,-85,-71,-100,-83,-86,-82,-100,-82,-81,-100,-78,-77,-82,-81,-82,-100,-83,-83,-84,-82,-79,-85,-100,-86,-87,-100,-87,-88,-88,-88,-100,-88,-88,-88,-100,-89,-88,-61,-72,-71,-100,-100,-100,-100,-100,-100,-88,-87,-78,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-67,-66,-68,-69,-68,-64,-64,-64,-81,-78,-100,-75,-100,-100,-100,-100,-76,-100,-100,-77,-86,-83,-85,-85,-86,-86,-71,-100,-85,-86,-83,-82,-83,-81,-100,-78,-77,-83,-82,-82,-100,-83,-83,-84,-82,-78,-85,-84,-86,-85,-100,-87,-88,-88,-88,-100,-88,-88,-89,-100,-88,-88,-64,-72,-72,-100,-100,-100,-100,-100,-85,-100,-88,-78,-90,-84,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-66,-100,-66,-68,-68,-62,-63,-63,-81,-79,-80,-75,-84,-82,-78,-100,-77,-100,-100,-100,-85,-83,-85,-86,-86,-87,-72,-82,-84,-87,-83,-82,-83,-100,-100,-78,-77,-80,-80,-80,-100,-83,-81,-83,-80,-80,-85,-84,-86,-86,-100,-87,-88,-88,-88,-100,-88,-88,-89,-100,-88,-88,-58,-72,-72,-100,-100,-100,-100,-100,-85,-100,-88,-78,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-69,-67,-69,-66,-66,-68,-65,-65,-66,-100,-79,-80,-100,-84,-75,-78,-100,-77,-76,-100,-100,-81,-80,-81,-88,-86,-87,-72,-82,-80,-86,-84,-83,-84,-84,-85,-78,-79,-80,-80,-80,-100,-83,-83,-84,-80,-79,-86,-100,-87,-86,-100,-87,-87,-87,-88,-100,-86,-88,-88,-100,-88,-88,-58,-72,-72,-85,-100,-100,-100,-100,-100,-100,-88,-79,-90,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-70,-70,-67,-67,-66,-66,-66,-66,-100,-79,-81,-81,-100,-80,-77,-100,-79,-100,-81,-80,-82,-83,-82,-100,-100,-100,-70,-81,-81,-100,-85,-82,-84,-85,-100,-100,-82,-84,-84,-83,-100,-85,-84,-84,-84,-86,-100,-100,-91,-91,-100,-89,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-65,-70,-100,-100,-89,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-66,-66,-67,-67,-66,-66,-65,-66,-81,-79,-79,-81,-82,-78,-77,-82,-79,-100,-81,-78,-78,-78,-78,-83,-81,-82,-70,-80,-77,-82,-84,-81,-84,-85,-86,-100,-82,-87,-87,-85,-100,-81,-81,-82,-86,-86,-87,-100,-90,-90,-100,-88,-89,-89,-88,-100,-87,-100,-100,-100,-88,-87,-62,-70,-71,-100,-89,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-66,-66,-68,-67,-66,-66,-66,-66,-83,-100,-79,-80,-82,-75,-77,-82,-100,-100,-81,-78,-78,-78,-78,-83,-82,-82,-71,-80,-78,-82,-84,-81,-84,-85,-87,-100,-100,-85,-85,-85,-100,-77,-78,-78,-85,-100,-87,-100,-90,-90,-100,-88,-89,-87,-88,-100,-87,-100,-100,-100,-88,-87,-60,-73,-73,-90,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-67,-100,-68,-67,-66,-62,-62,-62,-82,-100,-79,-80,-100,-69,-77,-100,-100,-100,-100,-78,-78,-78,-78,-84,-83,-84,-72,-100,-78,-84,-84,-83,-100,-100,-87,-100,-100,-84,-84,-84,-100,-79,-81,-81,-84,-100,-88,-85,-89,-88,-100,-88,-89,-87,-88,-100,-100,-91,-90,-100,-100,-100,-67,-73,-73,-90,-100,-100,-100,-100,-100,-91,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-67,-69,-67,-67,-67,-62,-62,-62,-82,-100,-83,-100,-100,-73,-75,-100,-100,-100,-83,-100,-79,-78,-79,-84,-84,-84,-73,-100,-79,-84,-80,-81,-100,-80,-100,-79,-80,-83,-83,-83,-100,-79,-81,-80,-83,-76,-89,-85,-89,-88,-100,-90,-90,-89,-90,-100,-100,-89,-90,-100,-100,-90,-67,-72,-72,-100,-100,-100,-100,-100,-100,-91,-90,-80,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-68,-69,-66,-65,-67,-62,-61,-62,-100,-100,-83,-79,-81,-73,-76,-78,-78,-78,-81,-100,-78,-77,-78,-84,-84,-84,-73,-81,-77,-84,-80,-81,-100,-80,-100,-79,-78,-82,-83,-82,-100,-82,-82,-82,-83,-75,-89,-100,-89,-88,-100,-90,-90,-89,-90,-100,-100,-89,-89,-100,-100,-90,-100,-72,-72,-100,-91,-100,-100,-100,-100,-91,-88,-80,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-64,-67,-68,-66,-66,-66,-63,-63,-63,-84,-80,-80,-78,-80,-78,-77,-80,-100,-80,-100,-80,-79,-78,-78,-83,-85,-84,-75,-82,-79,-84,-85,-81,-85,-81,-100,-81,-81,-84,-86,-85,-88,-79,-79,-78,-82,-80,-86,-100,-86,-85,-100,-90,-89,-87,-93,-100,-100,-88,-89,-100,-100,-100,-100,-73,-74,-100,-88,-100,-100,-100,-100,-100,-100,-81,-90,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-61,-67,-67,-67,-68,-68,-63,-64,-63,-82,-80,-80,-79,-80,-80,-77,-80,-100,-80,-100,-80,-79,-78,-79,-90,-100,-100,-75,-81,-79,-100,-84,-100,-85,-84,-100,-81,-81,-84,-85,-85,-88,-79,-79,-78,-85,-81,-87,-88,-87,-87,-100,-88,-86,-89,-93,-100,-87,-86,-87,-100,-100,-100,-100,-74,-75,-100,-88,-100,-100,-100,-100,-88,-90,-81,-89,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-63,-68,-68,-65,-67,-67,-65,-64,-64,-83,-79,-78,-79,-80,-79,-77,-100,-100,-100,-100,-100,-79,-79,-79,-90,-100,-100,-75,-80,-79,-100,-85,-89,-85,-84,-100,-81,-81,-85,-84,-86,-100,-80,-81,-81,-86,-81,-84,-88,-84,-84,-100,-88,-88,-88,-91,-100,-88,-87,-87,-100,-100,-91,-65,-74,-75,-100,-89,-100,-100,-100,-86,-88,-87,-81,-87,-87,-89,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
