38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,60:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:d2,38:17:c3:24:47:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:1f:14:02,38:17:c3:1f:09:90,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:02,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,44:48:c1:91:95:a3,38:17:c3:19:45:a1,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:14:12,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:92,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:91,38:17:c3:1f:09:83,44:48:c1:91:95:b0,20:a6:cd:42:0a:c2,44:48:c1:91:95:b2,44:48:c1:91:d0:00,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:09:80,44:48:c1:91:95:a2,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:19:d7:70,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f0,44:48:c1:91:aa:30,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:90,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:1f:19:f0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:81,80:8d:b7:55:39:c2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:40,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:51,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,00:4e:35:df:06:41,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,38:17:c3:1f:0e:01,x,y,label
-79,-78,-65,-66,-83,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-56,-100,-100,-100,-100,-100,-58,-100,-86,-100,-100,-100,-100,-57,-92,-54,-53,-54,-90,-100,-100,-100,-87,-87,-100,-57,-91,-90,-78,-100,-100,-100,-78,-77,-79,-82,-77,-79,-78,-79,-79,-78,-78,-78,-77,-68,-78,-81,-81,-80,-80,-81,-79,-78,-89,-87,-82,-80,-88,-100,-100,-86,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-83,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-76,-78,-74,-74,-81,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-57,-100,-100,-100,-100,-100,-59,-100,-86,-100,-100,-100,-100,-57,-92,-54,-54,-54,-90,-100,-100,-100,-87,-87,-100,-57,-100,-100,-81,-100,-100,-100,-79,-79,-81,-82,-78,-79,-78,-79,-79,-79,-78,-77,-78,-68,-79,-82,-82,-80,-81,-81,-79,-80,-88,-85,-82,-79,-88,-79,-80,-88,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-84,-83,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-83,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-75,-100,-73,-73,-81,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-55,-100,-100,-100,-100,-100,-54,-100,-85,-100,-100,-100,-100,-55,-91,-54,-54,-54,-92,-100,-100,-100,-100,-100,-100,-55,-100,-100,-80,-100,-100,-100,-78,-79,-78,-82,-79,-100,-100,-100,-78,-79,-79,-78,-78,-90,-79,-82,-81,-80,-80,-81,-79,-80,-90,-85,-100,-80,-89,-79,-80,-86,-100,-100,-100,-100,-100,-87,-88,-88,-83,-100,-84,-83,-100,-90,-88,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-75,-74,-73,-73,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-57,-100,-100,-100,-100,-100,-48,-100,-88,-100,-100,-100,-100,-57,-92,-54,-54,-54,-89,-100,-100,-100,-100,-100,-100,-57,-100,-100,-79,-100,-100,-100,-80,-80,-78,-83,-79,-79,-79,-78,-80,-79,-79,-79,-79,-90,-100,-83,-80,-81,-81,-83,-80,-80,-91,-85,-100,-79,-89,-79,-79,-85,-100,-100,-100,-100,-81,-87,-88,-88,-83,-100,-100,-84,-100,-89,-89,-100,-86,-100,-85,-87,-100,-100,-89,-100,-100,-80,-81,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-75,-74,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-54,-100,-100,-100,-100,-100,-52,-100,-79,-100,-100,-100,-100,-54,-91,-54,-54,-54,-92,-100,-100,-100,-100,-100,-100,-54,-100,-100,-78,-100,-100,-100,-71,-80,-79,-82,-79,-78,-78,-78,-80,-80,-78,-78,-78,-100,-79,-81,-82,-81,-80,-82,-80,-100,-88,-86,-88,-79,-88,-79,-79,-84,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-84,-100,-88,-87,-100,-87,-100,-85,-87,-100,-100,-89,-100,-100,-80,-81,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-51,-100,-87,-100,-100,-100,-100,-56,-91,-56,-56,-56,-90,-100,-100,-100,-100,-100,-100,-56,-100,-100,-76,-100,-100,-100,-75,-76,-84,-77,-79,-77,-77,-78,-75,-76,-79,-79,-80,-100,-78,-76,-82,-80,-81,-76,-73,-74,-87,-100,-84,-73,-88,-78,-78,-82,-100,-88,-100,-100,-81,-79,-79,-79,-100,-100,-100,-100,-100,-87,-88,-84,-100,-84,-100,-100,-100,-100,-84,-85,-100,-82,-82,-87,-86,-91,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-80,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-56,-100,-100,-100,-100,-100,-52,-100,-87,-100,-100,-100,-100,-56,-91,-55,-55,-55,-91,-100,-100,-100,-100,-100,-100,-56,-100,-100,-75,-100,-100,-100,-76,-73,-81,-75,-79,-77,-78,-76,-76,-74,-79,-79,-79,-100,-78,-75,-81,-81,-81,-75,-76,-76,-88,-87,-83,-76,-88,-78,-78,-82,-100,-88,-100,-100,-81,-79,-79,-79,-100,-100,-100,-100,-100,-88,-88,-83,-100,-84,-100,-100,-100,-83,-84,-85,-100,-83,-82,-87,-86,-88,-88,-100,-85,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-79,-78,-77,-77,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-56,-100,-100,-100,-100,-100,-52,-100,-93,-100,-100,-100,-100,-56,-90,-56,-56,-56,-90,-100,-100,-100,-100,-100,-100,-56,-100,-100,-77,-100,-100,-100,-77,-77,-82,-76,-78,-100,-78,-76,-77,-77,-78,-78,-78,-100,-100,-76,-81,-81,-81,-76,-74,-74,-89,-87,-83,-74,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-81,-100,-81,-81,-100,-88,-88,-83,-83,-100,-82,-84,-100,-83,-87,-88,-100,-84,-82,-100,-100,-90,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-79,-77,-77,-77,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-55,-100,-100,-100,-100,-100,-53,-100,-91,-100,-100,-100,-100,-55,-91,-55,-55,-55,-90,-100,-100,-100,-100,-100,-100,-55,-100,-90,-76,-100,-100,-100,-76,-76,-80,-76,-79,-100,-77,-100,-76,-76,-78,-78,-79,-100,-100,-76,-81,-81,-81,-76,-74,-74,-86,-100,-100,-73,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-81,-100,-81,-81,-100,-88,-90,-100,-83,-100,-82,-84,-100,-81,-88,-88,-100,-84,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-79,-81,-100,-100,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-57,-100,-100,-100,-100,-100,-54,-100,-91,-100,-100,-100,-100,-57,-91,-55,-55,-55,-90,-100,-100,-100,-100,-100,-100,-57,-100,-90,-78,-100,-100,-100,-78,-77,-84,-75,-79,-78,-79,-79,-77,-78,-79,-80,-79,-100,-100,-74,-80,-80,-82,-75,-75,-74,-88,-100,-84,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-81,-100,-88,-87,-83,-100,-100,-100,-100,-100,-84,-87,-85,-100,-84,-100,-87,-100,-89,-100,-100,-87,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-81,-82,-100,-75,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-55,-100,-100,-100,-100,-100,-54,-100,-90,-100,-100,-100,-100,-55,-92,-55,-55,-55,-91,-100,-100,-100,-100,-100,-100,-55,-100,-100,-82,-100,-100,-100,-77,-77,-81,-76,-79,-78,-79,-79,-76,-77,-80,-79,-79,-100,-76,-75,-81,-80,-81,-76,-74,-74,-89,-88,-59,-75,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-80,-100,-89,-88,-83,-100,-84,-100,-100,-100,-84,-85,-85,-100,-81,-100,-87,-100,-89,-100,-100,-86,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-82,-82,-75,-75,-82,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-76,-100,-100,-100,-77,-77,-79,-78,-82,-79,-79,-100,-77,-76,-83,-82,-83,-100,-100,-77,-100,-81,-80,-78,-78,-78,-89,-100,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-80,-100,-100,-87,-100,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-82,-82,-72,-72,-81,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-52,-100,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-76,-100,-100,-100,-77,-77,-81,-77,-84,-78,-78,-78,-77,-77,-84,-84,-84,-100,-100,-77,-100,-81,-80,-77,-78,-78,-88,-100,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-80,-100,-80,-80,-100,-89,-88,-100,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-82,-82,-72,-72,-81,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-53,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-55,-100,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-77,-100,-100,-100,-78,-77,-78,-76,-84,-78,-78,-78,-77,-78,-83,-83,-83,-82,-100,-76,-82,-81,-81,-76,-79,-79,-88,-100,-86,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-84,-84,-80,-100,-80,-80,-100,-88,-88,-100,-85,-85,-84,-84,-100,-85,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-80,-79,-72,-72,-81,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-52,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-52,-100,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-76,-100,-100,-100,-78,-78,-80,-77,-83,-78,-78,-78,-77,-77,-84,-84,-83,-82,-100,-77,-81,-81,-76,-77,-79,-79,-88,-100,-86,-79,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-84,-84,-79,-100,-80,-100,-100,-88,-88,-100,-85,-85,-84,-84,-100,-85,-89,-87,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-81,-81,-72,-72,-82,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-54,-100,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-77,-100,-100,-100,-76,-77,-80,-77,-83,-79,-78,-79,-77,-77,-85,-85,-84,-100,-78,-76,-81,-81,-82,-77,-100,-80,-88,-100,-85,-100,-90,-79,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-81,-100,-89,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-81,-81,-74,-74,-83,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-81,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-53,-100,-54,-54,-55,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-77,-100,-100,-100,-79,-79,-80,-77,-83,-78,-78,-78,-79,-79,-83,-72,-75,-100,-78,-77,-81,-83,-82,-77,-78,-78,-91,-100,-85,-78,-90,-79,-78,-100,-100,-100,-100,-100,-100,-82,-82,-82,-80,-100,-81,-80,-100,-89,-91,-84,-84,-100,-100,-84,-100,-100,-88,-100,-100,-100,-87,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-82,-82,-79,-79,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-53,-100,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-79,-100,-100,-100,-74,-74,-100,-81,-79,-74,-73,-78,-74,-74,-79,-78,-79,-83,-100,-80,-79,-79,-80,-80,-100,-100,-89,-100,-88,-83,-90,-82,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-83,-100,-83,-82,-100,-88,-89,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-82,-82,-79,-79,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-53,-100,-57,-56,-56,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-75,-100,-100,-100,-77,-77,-81,-78,-80,-76,-76,-76,-77,-76,-80,-80,-80,-83,-80,-78,-79,-83,-80,-77,-100,-100,-89,-89,-85,-83,-90,-79,-79,-100,-100,-100,-100,-100,-75,-88,-87,-88,-82,-100,-82,-83,-100,-90,-89,-85,-84,-85,-84,-100,-100,-85,-100,-100,-87,-76,-76,-87,-100,-90,-100,-87,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
