38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,60:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:d2,38:17:c3:24:47:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:1f:14:02,38:17:c3:1f:09:90,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:02,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,44:48:c1:91:95:a3,38:17:c3:19:45:a1,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:14:12,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:92,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:91,38:17:c3:1f:09:83,44:48:c1:91:95:b0,20:a6:cd:42:0a:c2,44:48:c1:91:95:b2,44:48:c1:91:d0:00,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:09:80,44:48:c1:91:95:a2,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:19:d7:70,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f0,44:48:c1:91:aa:30,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:90,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:1f:19:f0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:81,80:8d:b7:55:39:c2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:40,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:51,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,00:4e:35:df:06:41,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,38:17:c3:1f:0e:01,x,y,label
-56,-56,-49,-49,-80,-76,-100,-82,-88,-49,-80,-83,-85,-83,-85,-100,-100,-89,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-84,-77,-80,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-56,-88,-100,-100,-100,-88,-84,-83,-100,-100,-100,-72,-100,-85,-77,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-72,-72,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-79,-100,-100,-100,-87,-82,-85,-100,-100,-81,-85,-86,-88,-100,-80,-100,-100,-82,-85,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-50,-50,-44,-44,-75,-80,-86,-87,-90,-44,-82,-100,-100,-100,-100,-100,-100,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-83,-75,-84,-82,-100,-100,-75,-100,-88,-100,-100,-100,-50,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-76,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-79,-79,-79,-100,-81,-100,-100,-91,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-51,-52,-45,-45,-74,-87,-86,-85,-84,-45,-82,-80,-86,-86,-85,-100,-100,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-82,-74,-83,-82,-100,-100,-74,-100,-88,-100,-100,-100,-52,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-87,-87,-87,-100,-100,-78,-78,-100,-100,-84,-100,-100,-100,-100,-100,-81,-100,-79,-100,-100,-100,-100,-84,-83,-82,-83,-83,-84,-100,-100,-76,-76,-76,-100,-85,-83,-83,-91,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-51,-51,-45,-46,-74,-83,-100,-89,-89,-45,-79,-85,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-83,-74,-83,-78,-100,-100,-74,-100,-100,-100,-100,-100,-52,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-87,-87,-100,-100,-79,-78,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-80,-83,-82,-82,-82,-83,-100,-100,-76,-76,-76,-100,-80,-83,-83,-90,-86,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-51,-51,-47,-47,-72,-83,-81,-90,-89,-47,-79,-85,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-83,-72,-83,-78,-100,-100,-72,-100,-100,-100,-100,-88,-51,-100,-89,-93,-85,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-82,-100,-100,-100,-100,-100,-79,-100,-76,-100,-100,-100,-100,-83,-83,-82,-83,-77,-83,-100,-100,-77,-77,-78,-100,-82,-82,-82,-93,-86,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-51,-51,-48,-48,-77,-83,-77,-90,-89,-47,-85,-79,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-77,-86,-85,-100,-100,-77,-100,-100,-100,-100,-88,-51,-100,-89,-100,-85,-92,-100,-100,-100,-100,-100,-76,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-76,-76,-100,-100,-84,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-84,-83,-82,-83,-77,-83,-100,-100,-77,-77,-78,-100,-85,-83,-83,-88,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-52,-51,-46,-46,-72,-83,-80,-91,-91,-46,-85,-79,-85,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-72,-83,-85,-100,-100,-72,-100,-100,-100,-100,-100,-51,-100,-100,-100,-85,-92,-100,-100,-100,-100,-100,-79,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-79,-100,-100,-82,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-82,-83,-82,-82,-82,-83,-100,-100,-76,-76,-76,-100,-82,-83,-83,-88,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-67,-71,-52,-52,-78,-100,-81,-100,-100,-51,-100,-81,-85,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-77,-83,-100,-100,-100,-77,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-79,-81,-82,-82,-82,-81,-100,-100,-81,-83,-83,-100,-79,-82,-82,-89,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-65,-64,-52,-52,-79,-87,-81,-90,-90,-52,-100,-82,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-79,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-65,-100,-100,-87,-100,-93,-100,-100,-100,-100,-100,-66,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-63,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-73,-100,-100,-100,-100,-81,-82,-82,-82,-73,-81,-100,-100,-81,-83,-83,-100,-80,-81,-81,-89,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-64,-64,-52,-53,-79,-87,-79,-90,-90,-52,-89,-83,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-79,-85,-88,-100,-100,-79,-100,-100,-100,-100,-100,-64,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-65,-73,-100,-100,-81,-100,-100,-100,-100,-100,-60,-100,-83,-100,-100,-100,-100,-82,-82,-83,-84,-73,-82,-100,-100,-100,-84,-100,-100,-82,-82,-82,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-64,-64,-51,-51,-80,-84,-83,-90,-91,-51,-89,-83,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-84,-80,-85,-88,-100,-100,-80,-100,-100,-100,-100,-100,-64,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-73,-100,-100,-82,-100,-100,-100,-100,-100,-73,-100,-82,-100,-100,-100,-100,-82,-83,-84,-83,-84,-83,-100,-100,-100,-84,-100,-100,-81,-82,-83,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-66,-65,-53,-53,-80,-84,-83,-100,-90,-52,-78,-82,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-85,-81,-85,-87,-100,-100,-81,-100,-100,-100,-100,-100,-65,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-74,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-89,-100,-100,-100,-73,-74,-100,-100,-82,-100,-100,-100,-100,-100,-75,-100,-83,-100,-100,-100,-100,-81,-82,-84,-83,-84,-82,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-63,-63,-52,-52,-79,-100,-100,-74,-90,-52,-78,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-85,-79,-85,-87,-100,-100,-79,-100,-100,-100,-100,-100,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-89,-88,-100,-100,-73,-74,-100,-100,-82,-100,-100,-100,-100,-100,-76,-100,-80,-100,-100,-100,-100,-82,-83,-84,-85,-84,-83,-100,-100,-100,-84,-100,-100,-82,-83,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-59,-59,-57,-57,-72,-100,-81,-69,-100,-56,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-73,-85,-100,-100,-100,-73,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-81,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-81,-78,-79,-79,-78,-78,-100,-100,-76,-77,-77,-100,-81,-78,-78,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-61,-61,-55,-55,-73,-100,-84,-86,-100,-54,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-73,-81,-100,-100,-100,-73,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-81,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-80,-79,-76,-79,-77,-79,-100,-100,-76,-73,-77,-100,-80,-79,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-61,-61,-56,-56,-76,-84,-82,-86,-100,-56,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-76,-82,-100,-100,-100,-76,-100,-100,-100,-100,-100,-61,-100,-100,-93,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-80,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-80,-79,-78,-77,-79,-79,-100,-100,-76,-76,-76,-100,-80,-78,-78,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-60,-61,-54,-55,-72,-84,-82,-88,-100,-55,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-72,-83,-100,-100,-100,-72,-100,-100,-100,-100,-100,-60,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-100,-74,-74,-100,-100,-82,-100,-100,-100,-100,-100,-73,-100,-76,-100,-100,-100,-100,-82,-78,-78,-77,-78,-79,-100,-100,-76,-76,-76,-100,-82,-78,-78,-93,-88,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-61,-62,-58,-58,-73,-84,-81,-89,-100,-55,-100,-84,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-73,-82,-100,-100,-100,-73,-100,-100,-100,-100,-100,-62,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-75,-74,-100,-100,-83,-100,-100,-100,-100,-100,-72,-100,-76,-100,-100,-100,-100,-82,-83,-78,-78,-79,-83,-100,-100,-82,-81,-82,-100,-82,-83,-83,-93,-100,-100,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-61,-61,-53,-53,-79,-84,-81,-86,-100,-53,-89,-84,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-81,-79,-82,-87,-100,-100,-79,-100,-100,-100,-100,-100,-61,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-73,-100,-100,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-81,-100,-100,-100,-100,-100,-64,-100,-77,-100,-100,-100,-100,-81,-79,-78,-77,-79,-80,-100,-100,-82,-81,-81,-100,-81,-80,-80,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
