38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:53,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:93,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:92,38:17:c3:1f:14:11,b4:5d:50:e1:96:41,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:1f:19:d2,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:19:45:a2,38:17:c3:1f:00:a0,9c:d6:43:60:92:e0,38:17:c3:1f:00:a1,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:1f:09:90,38:17:c3:1f:09:80,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,38:17:c3:1f:14:00,38:17:c3:22:61:90,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:95:a1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:0b:e3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f3,08:36:c9:53:bf:8b,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,38:17:c3:19:36:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:25:e1,80:8d:b7:55:3a:41,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:91,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,68:ff:7b:e4:af:39,38:17:c3:19:71:82,38:17:c3:19:71:92,00:4e:35:df:06:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:81,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,80:8d:b7:55:39:c0,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:df:06:52,00:4e:35:df:06:42,00:4e:35:df:06:51,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,label
-63,-60,-64,-64,-58,-77,-77,-77,-77,-77,-76,-77,-77,-77,-77,-84,-77,-81,-80,-80,-80,-79,-85,-80,-78,-85,-88,-86,-88,-86,-86,-84,-85,-85,-87,-79,-79,-81,-78,-74,-89,-100,-77,-78,-77,-80,-80,-79,-85,-85,-85,-88,-100,-88,-61,-66,-100,-66,-75,-66,-74,-74,-78,-79,-100,-84,-79,-100,-100,-100,-74,-100,-84,-100,-83,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-64,-60,-64,-64,-60,-76,-76,-77,-77,-77,-80,-78,-78,-77,-78,-84,-78,-80,-80,-80,-100,-79,-85,-80,-100,-86,-87,-86,-86,-85,-85,-85,-85,-85,-89,-78,-78,-81,-78,-74,-88,-100,-76,-78,-77,-81,-80,-79,-86,-85,-85,-90,-100,-90,-56,-66,-100,-66,-74,-66,-74,-74,-79,-78,-100,-85,-78,-100,-100,-100,-74,-100,-84,-100,-82,-100,-60,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-63,-60,-60,-60,-73,-73,-73,-80,-75,-79,-77,-77,-80,-80,-84,-77,-80,-77,-77,-100,-76,-83,-80,-80,-84,-87,-86,-85,-80,-84,-83,-81,-83,-87,-74,-83,-83,-79,-84,-87,-100,-73,-77,-80,-81,-77,-76,-81,-85,-84,-88,-80,-86,-61,-100,-100,-65,-86,-100,-74,-74,-100,-86,-100,-84,-84,-100,-88,-100,-73,-100,-100,-100,-88,-100,-100,-88,-82,-100,-78,-81,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-64,-58,-58,-64,-75,-75,-76,-82,-75,-80,-80,-80,-82,-82,-83,-80,-79,-77,-77,-76,-76,-84,-79,-79,-82,-89,-85,-86,-82,-85,-84,-82,-82,-87,-74,-84,-84,-79,-83,-87,-100,-75,-80,-82,-79,-77,-76,-83,-82,-85,-89,-80,-86,-63,-65,-100,-64,-84,-65,-73,-74,-100,-85,-100,-85,-85,-100,-88,-100,-70,-100,-100,-100,-88,-100,-64,-88,-80,-100,-78,-80,-89,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-65,-61,-61,-60,-74,-75,-74,-82,-100,-79,-80,-79,-82,-82,-85,-80,-79,-80,-80,-76,-76,-85,-79,-79,-84,-89,-86,-86,-82,-86,-85,-83,-83,-100,-73,-84,-81,-79,-83,-86,-100,-75,-80,-82,-79,-80,-76,-82,-83,-85,-87,-79,-100,-62,-65,-83,-66,-84,-65,-73,-73,-100,-85,-100,-84,-85,-90,-100,-84,-73,-100,-83,-100,-100,-100,-64,-100,-81,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-63,-60,-60,-65,-77,-76,-77,-82,-100,-79,-81,-81,-100,-82,-85,-81,-80,-80,-80,-100,-76,-85,-79,-100,-84,-100,-87,-87,-82,-87,-84,-83,-84,-100,-73,-100,-82,-79,-83,-85,-100,-76,-81,-100,-79,-79,-76,-82,-84,-86,-90,-79,-86,-62,-65,-83,-66,-84,-66,-74,-74,-100,-100,-100,-85,-100,-90,-100,-84,-74,-100,-83,-100,-100,-100,-63,-100,-81,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-64,-59,-59,-63,-75,-75,-75,-84,-76,-77,-79,-79,-84,-84,-87,-79,-77,-79,-79,-100,-100,-87,-77,-79,-84,-100,-86,-86,-82,-85,-87,-82,-84,-100,-69,-100,-81,-79,-83,-85,-100,-75,-79,-100,-77,-79,-100,-82,-83,-85,-90,-78,-85,-64,-65,-82,-65,-87,-65,-74,-74,-100,-100,-100,-85,-100,-100,-100,-82,-73,-100,-82,-100,-87,-100,-64,-88,-82,-86,-87,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-65,-59,-59,-60,-76,-76,-76,-84,-77,-80,-80,-80,-83,-84,-84,-80,-77,-79,-79,-78,-77,-85,-77,-79,-83,-100,-88,-88,-81,-88,-84,-82,-82,-100,-75,-82,-80,-79,-89,-85,-84,-76,-80,-83,-77,-79,-77,-83,-82,-87,-90,-78,-85,-64,-64,-82,-65,-87,-65,-74,-74,-86,-100,-100,-85,-85,-100,-84,-83,-74,-100,-83,-100,-87,-100,-65,-88,-82,-86,-87,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-63,-59,-59,-65,-74,-74,-74,-81,-79,-77,-79,-79,-82,-81,-85,-79,-72,-100,-100,-100,-77,-84,-72,-100,-81,-100,-86,-87,-88,-85,-86,-87,-80,-100,-78,-85,-78,-79,-87,-81,-81,-74,-78,-82,-73,-77,-77,-87,-80,-86,-100,-100,-82,-69,-62,-84,-62,-77,-62,-74,-75,-84,-85,-100,-86,-86,-100,-81,-84,-74,-100,-84,-100,-100,-100,-62,-100,-79,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-62,-58,-58,-71,-75,-75,-75,-82,-77,-77,-77,-78,-82,-82,-87,-78,-73,-100,-100,-76,-76,-84,-73,-100,-82,-100,-85,-87,-86,-85,-86,-86,-80,-100,-75,-84,-85,-79,-87,-82,-82,-75,-77,-81,-73,-77,-77,-86,-81,-84,-100,-100,-83,-62,-61,-84,-62,-77,-62,-75,-75,-84,-84,-100,-86,-86,-100,-83,-87,-75,-100,-85,-100,-100,-100,-62,-100,-79,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-61,-58,-58,-65,-75,-75,-75,-81,-77,-77,-78,-79,-81,-80,-87,-79,-71,-80,-80,-77,-77,-100,-71,-100,-83,-100,-87,-100,-86,-100,-86,-87,-83,-100,-77,-84,-83,-100,-87,-82,-82,-75,-78,-81,-72,-80,-77,-87,-82,-85,-100,-100,-82,-67,-62,-100,-63,-75,-62,-75,-75,-85,-85,-100,-100,-85,-100,-82,-87,-75,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-64,-60,-60,-67,-77,-77,-77,-82,-78,-77,-80,-80,-82,-81,-85,-81,-72,-80,-81,-79,-77,-86,-72,-100,-83,-100,-87,-100,-87,-100,-86,-87,-84,-100,-78,-78,-81,-100,-87,-82,-82,-77,-80,-82,-73,-80,-77,-86,-84,-85,-100,-79,-82,-67,-62,-100,-63,-77,-62,-75,-75,-85,-76,-100,-86,-85,-100,-82,-100,-75,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-64,-57,-57,-67,-76,-76,-77,-86,-75,-100,-84,-84,-85,-85,-84,-84,-72,-77,-77,-79,-82,-85,-73,-100,-84,-100,-100,-100,-86,-100,-83,-85,-84,-100,-78,-85,-83,-100,-87,-82,-100,-77,-84,-86,-73,-77,-82,-86,-84,-100,-90,-82,-82,-66,-62,-100,-62,-76,-62,-75,-75,-100,-76,-100,-84,-85,-100,-100,-87,-75,-100,-86,-100,-88,-100,-64,-100,-80,-100,-100,-80,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-64,-57,-57,-65,-75,-74,-75,-83,-81,-74,-84,-83,-83,-83,-85,-83,-71,-77,-77,-100,-78,-84,-72,-81,-84,-100,-86,-88,-86,-100,-85,-85,-84,-100,-81,-86,-81,-79,-80,-82,-82,-74,-83,-83,-72,-78,-82,-86,-85,-86,-90,-80,-81,-65,-62,-100,-62,-75,-62,-74,-74,-100,-87,-100,-85,-88,-100,-100,-87,-74,-100,-86,-100,-88,-100,-64,-100,-80,-100,-100,-80,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-66,-58,-58,-65,-80,-81,-81,-83,-78,-78,-81,-82,-83,-83,-85,-82,-73,-80,-100,-82,-100,-87,-74,-100,-82,-89,-87,-100,-86,-86,-86,-87,-82,-100,-81,-76,-77,-100,-88,-89,-100,-80,-82,-84,-74,-79,-81,-86,-82,-86,-90,-100,-89,-62,-61,-100,-61,-100,-59,-100,-100,-100,-86,-100,-85,-85,-100,-100,-100,-74,-100,-87,-100,-100,-100,-67,-100,-77,-86,-100,-77,-100,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-67,-58,-58,-66,-80,-80,-80,-84,-78,-75,-81,-81,-84,-84,-89,-81,-76,-80,-80,-82,-100,-87,-75,-100,-82,-89,-85,-84,-89,-85,-86,-89,-82,-100,-81,-86,-79,-100,-88,-89,-100,-80,-81,-83,-76,-79,-80,-86,-82,-85,-90,-100,-86,-62,-61,-100,-61,-83,-61,-75,-75,-85,-85,-100,-88,-85,-100,-100,-100,-75,-100,-87,-100,-100,-100,-66,-100,-82,-86,-88,-81,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-68,-57,-57,-55,-78,-78,-78,-84,-77,-78,-81,-80,-84,-83,-86,-81,-79,-78,-78,-100,-100,-87,-79,-100,-82,-100,-87,-84,-83,-85,-100,-83,-83,-100,-76,-84,-73,-100,-100,-89,-88,-78,-81,-84,-79,-77,-75,-84,-83,-88,-90,-100,-86,-74,-63,-77,-63,-83,-63,-70,-71,-85,-86,-100,-88,-86,-100,-86,-100,-70,-100,-81,-100,-100,-100,-66,-100,-79,-100,-88,-81,-100,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-68,-57,-57,-63,-78,-78,-78,-84,-78,-62,-80,-80,-83,-84,-85,-81,-80,-78,-78,-100,-100,-86,-80,-100,-83,-100,-90,-100,-82,-100,-87,-83,-82,-100,-76,-84,-77,-81,-85,-100,-88,-78,-80,-84,-80,-77,-80,-83,-83,-88,-92,-80,-86,-64,-64,-77,-64,-100,-64,-70,-71,-100,-86,-100,-86,-86,-100,-86,-76,-68,-100,-82,-100,-100,-100,-100,-100,-80,-85,-100,-81,-100,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-68,-57,-57,-69,-78,-78,-78,-84,-76,-79,-80,-80,-83,-84,-87,-81,-80,-78,-78,-100,-100,-86,-80,-81,-83,-100,-88,-100,-82,-100,-86,-83,-83,-100,-76,-80,-77,-81,-86,-100,-100,-78,-81,-84,-79,-78,-80,-83,-83,-89,-92,-80,-100,-64,-64,-100,-63,-84,-64,-100,-100,-100,-100,-100,-86,-86,-100,-100,-76,-70,-100,-82,-100,-100,-100,-100,-100,-80,-85,-100,-80,-92,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
