b8:27:eb:9f:6b:77,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b4:5d:50:e1:92:33,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:1f:01:81,80:8d:b7:55:39:c2,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,00:4e:35:df:06:51,00:4e:35:df:06:40,80:8d:b7:55:3a:40,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:45:a1,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:45:a0,80:8d:b7:55:39:c1,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:b0,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,38:17:c3:19:55:50,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,44:48:c1:a5:82:22,44:48:c1:a5:82:21,00:4e:35:df:06:50,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,38:17:c3:19:d7:60,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,b4:5d:50:e1:92:21,38:17:c3:1f:09:93,b4:5d:50:e1:96:43,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:19:55:52,00:4e:35:de:e1:10,38:17:c3:1f:22:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,b4:5d:50:e1:96:51,20:a6:cd:42:0b:e3,38:17:c3:19:71:90,38:17:c3:1f:22:32,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:08:51,44:48:c1:91:95:b3,44:48:c1:91:95:b0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b1,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,38:17:c3:1f:22:20,a8:bd:27:4c:bd:32,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,00:4e:35:df:27:01,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:58:a2,00:4e:35:df:27:00,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:24:58:a0,32:f7:72:50:57:3b,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,x,y,label
-41,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-71,-91,-86,-86,-100,-100,-100,-72,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-92,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-83,-84,-89,-100,-89,-100,-90,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-42,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-71,-87,-86,-86,-100,-100,-100,-71,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-91,-100,-90,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-78,-47,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-83,-83,-89,-100,-89,-100,-90,-88,-100,-89,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-41,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-70,-71,-100,-71,-87,-86,-86,-100,-100,-100,-71,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-91,-100,-90,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-80,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-84,-84,-89,-100,-91,-100,-91,-88,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-41,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-70,-71,-100,-71,-87,-86,-85,-100,-100,-100,-71,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-91,-100,-91,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-83,-83,-90,-100,-89,-100,-91,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-40,-89,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-70,-71,-100,-71,-85,-86,-86,-100,-100,-100,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-82,-100,-100,-90,-100,-89,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-84,-84,-91,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-40,-89,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-88,-75,-71,-100,-70,-86,-86,-87,-100,-100,-100,-70,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-82,-100,-100,-91,-100,-91,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-47,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-83,-83,-90,-100,-91,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-40,-85,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-73,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-47,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-40,-85,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-87,-73,-100,-86,-74,-80,-84,-84,-100,-100,-100,-74,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-91,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-47,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-86,-100,-48,-48,-48,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-40,-86,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-87,-73,-74,-86,-74,-79,-84,-84,-100,-100,-100,-74,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-93,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-86,-100,-47,-47,-47,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-84,-82,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-41,-85,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-75,-74,-100,-73,-85,-84,-84,-100,-100,-100,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,-91,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-80,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-48,-48,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-84,-83,-84,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-44,-87,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-87,-75,-74,-100,-73,-80,-83,-84,-100,-100,-100,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-90,-100,-91,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-76,-80,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-88,-100,-48,-48,-48,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-43,-87,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-71,-74,-85,-74,-85,-84,-83,-100,-100,-100,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-90,-100,-100,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-88,-100,-48,-48,-48,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-43,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-74,-74,-100,-74,-87,-82,-83,-100,-100,-100,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-90,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-79,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-48,-100,-100,-100,-100,-46,-45,-46,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,431.4,799.6000000000007,46
-43,-86,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-73,-74,-87,-74,-84,-83,-82,-100,-100,-100,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-90,-100,-100,-90,-100,-100,-71,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-79,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-48,-100,-100,-100,-100,-45,-45,-45,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,431.4,799.6000000000007,46
-44,-88,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-87,-73,-74,-87,-74,-91,-83,-84,-100,-100,-100,-74,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-91,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-72,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-48,-100,-100,-100,-100,-46,-45,-45,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-43,-88,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-75,-73,-86,-74,-86,-83,-83,-100,-100,-100,-73,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-91,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-45,-45,-45,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-82,-81,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-92,-87,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-43,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-74,-73,-86,-74,-84,-83,-82,-100,-100,-100,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-90,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-82,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-46,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-81,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-100,-92,-87,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-44,-84,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-86,-72,-74,-86,-74,-87,-84,-83,-100,-100,-100,-74,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-45,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-82,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-41,-100,-52,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-72,-82,-86,-85,-100,-100,-100,-72,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-46,-100,-100,-100,-100,-50,-50,-50,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
