38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,20:a6:cd:42:0a:c0,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:83,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:00,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:1f:09:90,20:a6:cd:42:13:e0,38:17:c3:19:45:a2,44:48:c1:91:aa:22,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,00:4e:35:de:d7:43,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:36:22,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,00:4e:35:df:06:41,20:a6:cd:50:24:b1,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,80:8d:b7:55:4d:00,x,y,label
-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-84,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-52,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-80,-78,-80,-78,-79,-83,-78,-78,-82,-81,-81,-82,-82,-80,-80,-83,-81,-83,-82,-84,-83,-90,-100,-77,-77,-84,-87,-77,-85,-88,-85,-100,-100,-79,-79,-79,-100,-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-81,-80,-81,-88,-88,-100,-100,-100,-90,-89,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-47,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-47,-47,-55,-54,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-81,-82,-80,-82,-82,-84,-79,-100,-78,-80,-78,-83,-78,-81,-80,-81,-100,-82,-82,-100,-100,-78,-100,-76,-76,-100,-100,-76,-100,-89,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-86,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-48,-100,-100,-90,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-80,-80,-80,-80,-81,-79,-100,-79,-81,-78,-80,-78,-80,-80,-81,-100,-82,-82,-86,-86,-78,-100,-76,-76,-100,-100,-76,-100,-88,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-79,-79,-79,-100,-80,-81,-81,-100,-90,-82,-82,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-90,-100,-100,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-90,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-80,-82,-80,-80,-81,-79,-80,-79,-81,-78,-80,-78,-80,-81,-81,-86,-100,-82,-86,-86,-100,-100,-76,-76,-100,-100,-74,-100,-90,-100,-91,-100,-80,-79,-80,-100,-100,-100,-100,-81,-81,-81,-100,-80,-81,-81,-100,-100,-82,-82,-100,-90,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-81,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-47,-47,-56,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-78,-78,-83,-79,-78,-81,-80,-79,-79,-82,-78,-80,-78,-82,-82,-100,-86,-100,-82,-86,-88,-85,-100,-77,-76,-86,-100,-76,-88,-91,-87,-91,-100,-80,-81,-80,-100,-100,-100,-100,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-90,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-85,-84,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-90,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-55,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-78,-81,-81,-79,-78,-85,-80,-81,-79,-81,-79,-84,-79,-81,-81,-100,-86,-100,-100,-87,-86,-78,-100,-77,-76,-86,-100,-76,-88,-88,-87,-100,-100,-78,-77,-78,-100,-100,-100,-100,-79,-81,-79,-100,-100,-100,-100,-100,-100,-82,-78,-100,-87,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-84,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-90,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-55,-55,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-81,-81,-81,-82,-81,-80,-81,-79,-81,-79,-83,-80,-81,-81,-100,-86,-100,-100,-87,-88,-78,-100,-100,-100,-100,-100,-100,-100,-88,-100,-90,-100,-80,-79,-78,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-82,-82,-82,-88,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-87,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-50,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-79,-80,-84,-79,-80,-81,-80,-81,-82,-84,-82,-100,-82,-84,-83,-81,-82,-100,-79,-82,-81,-100,-100,-73,-73,-100,-100,-73,-100,-90,-100,-100,-100,-76,-75,-75,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-88,-80,-76,-74,-91,-90,-87,-100,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-87,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-93,-100,-100,-89,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-50,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-81,-81,-83,-79,-80,-81,-80,-81,-82,-83,-82,-100,-83,-83,-83,-78,-81,-79,-79,-82,-82,-85,-100,-73,-73,-100,-100,-73,-100,-89,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-88,-80,-78,-79,-89,-88,-87,-100,-100,-88,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-89,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-50,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-82,-81,-84,-82,-83,-84,-81,-80,-82,-83,-82,-100,-82,-85,-84,-78,-82,-79,-79,-82,-82,-86,-100,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-78,-78,-79,-87,-100,-100,-100,-85,-88,-80,-80,-80,-88,-88,-87,-85,-100,-88,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-87,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-56,-57,-50,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-80,-80,-81,-81,-80,-82,-81,-80,-80,-81,-80,-100,-80,-80,-81,-100,-82,-100,-100,-82,-82,-92,-87,-73,-73,-100,-85,-73,-100,-89,-100,-89,-100,-76,-76,-76,-100,-100,-100,-100,-77,-79,-78,-87,-100,-100,-100,-85,-88,-79,-79,-80,-88,-88,-87,-85,-100,-87,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-90,-100,-100,-86,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-79,-79,-82,-79,-77,-82,-79,-80,-83,-82,-84,-100,-83,-82,-83,-80,-82,-80,-81,-82,-83,-92,-87,-73,-73,-100,-100,-73,-100,-89,-100,-89,-100,-76,-76,-76,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-86,-78,-78,-78,-88,-88,-86,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-86,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-58,-59,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-80,-81,-82,-79,-80,-85,-80,-80,-85,-83,-83,-87,-84,-82,-83,-80,-100,-81,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-76,-76,-76,-100,-100,-100,-100,-79,-79,-80,-88,-100,-100,-100,-100,-86,-78,-78,-79,-88,-88,-86,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-89,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-54,-100,-100,-91,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-78,-77,-100,-77,-77,-100,-79,-79,-85,-100,-85,-86,-86,-100,-100,-78,-80,-100,-79,-80,-79,-100,-100,-71,-71,-100,-100,-71,-100,-91,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-87,-75,-100,-100,-100,-100,-86,-88,-100,-87,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-91,-100,-100,-89,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-57,-100,-100,-91,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-63,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-77,-77,-80,-77,-77,-83,-79,-79,-83,-81,-82,-86,-82,-82,-80,-77,-84,-78,-78,-80,-79,-90,-81,-71,-70,-100,-100,-73,-100,-90,-100,-89,-100,-75,-72,-75,-100,-100,-100,-100,-79,-78,-79,-100,-79,-78,-78,-100,-90,-78,-77,-100,-100,-100,-86,-88,-100,-83,-100,-100,-100,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-91,-100,-100,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-78,-79,-78,-78,-81,-100,-100,-83,-80,-82,-100,-83,-80,-81,-77,-84,-80,-78,-100,-100,-90,-81,-70,-71,-100,-100,-71,-100,-91,-100,-88,-100,-73,-73,-73,-100,-100,-100,-100,-79,-78,-79,-100,-79,-78,-78,-100,-90,-78,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-91,-100,-100,-87,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-78,-80,-78,-75,-81,-100,-100,-85,-80,-84,-100,-84,-80,-80,-80,-100,-80,-81,-100,-100,-100,-100,-71,-71,-100,-100,-70,-100,-91,-100,-88,-100,-72,-72,-72,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-84,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-90,-100,-100,-88,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-62,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-78,-80,-78,-78,-79,-100,-100,-84,-80,-84,-100,-83,-79,-80,-80,-100,-80,-81,-100,-100,-100,-84,-71,-71,-100,-100,-70,-100,-92,-100,-86,-100,-72,-74,-72,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-86,-77,-100,-100,-100,-100,-85,-84,-100,-84,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-91,-100,-100,-85,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-61,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-78,-80,-78,-77,-80,-100,-100,-84,-80,-83,-100,-83,-80,-80,-79,-100,-79,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-66,-72,-73,-100,-100,-100,-100,-78,-100,-79,-100,-78,-78,-78,-100,-86,-78,-78,-78,-100,-100,-85,-84,-100,-84,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
