38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,20:a6:cd:42:0a:c0,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:83,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:00,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:1f:09:90,20:a6:cd:42:13:e0,38:17:c3:19:45:a2,44:48:c1:91:aa:22,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,00:4e:35:de:d7:43,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:36:22,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,00:4e:35:df:06:41,20:a6:cd:50:24:b1,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,80:8d:b7:55:4d:00,x,y,label
-73,-87,-71,-71,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-80,-100,-100,-76,-76,-100,-100,-100,-100,-77,-100,-89,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-71,-100,-100,-100,-71,-100,-100,-76,-100,-62,-100,-100,-100,-100,-100,-89,-100,-100,-71,-71,-69,-69,-69,-78,-78,-77,-83,-83,-83,-83,-87,-86,-86,-74,-79,-100,-81,-85,-100,-100,-87,-78,-80,-83,-85,-84,-100,-83,-86,-85,-100,-86,-100,-100,-87,-86,-100,-100,-100,-100,-85,-100,-100,-85,-100,-84,-100,-87,-87,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-73,-100,-72,-72,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-82,-100,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-100,-75,-100,-69,-100,-100,-75,-100,-61,-100,-100,-100,-100,-100,-90,-100,-100,-69,-69,-68,-69,-68,-78,-78,-78,-82,-83,-83,-82,-100,-100,-100,-82,-78,-85,-84,-84,-100,-100,-87,-78,-79,-87,-86,-87,-83,-87,-84,-84,-100,-86,-100,-100,-87,-86,-100,-100,-100,-100,-85,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-72,-100,-74,-74,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-91,-74,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-72,-72,-80,-87,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-86,-100,-100,-100,-74,-100,-74,-100,-69,-100,-100,-80,-100,-66,-100,-100,-100,-100,-100,-90,-100,-100,-69,-69,-69,-69,-69,-78,-100,-78,-85,-84,-85,-86,-100,-100,-100,-80,-78,-85,-84,-84,-100,-100,-86,-78,-79,-86,-85,-85,-83,-86,-84,-84,-100,-100,-100,-85,-100,-100,-100,-100,-86,-88,-86,-100,-86,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-81,-100,-100,-71,-71,-100,-100,-100,-100,-71,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-89,-100,-100,-100,-100,-100,-76,-100,-69,-100,-100,-75,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-71,-71,-71,-100,-100,-100,-86,-86,-85,-86,-100,-100,-89,-80,-85,-81,-81,-84,-81,-81,-84,-84,-84,-100,-85,-85,-88,-85,-85,-85,-78,-84,-80,-82,-83,-83,-100,-100,-100,-100,-86,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-76,-100,-68,-68,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-82,-100,-100,-73,-74,-100,-100,-100,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-89,-100,-100,-100,-100,-100,-76,-100,-70,-100,-100,-77,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-71,-71,-71,-100,-78,-100,-86,-86,-85,-85,-89,-100,-87,-80,-84,-82,-81,-83,-82,-82,-84,-84,-84,-100,-85,-86,-88,-86,-85,-85,-81,-83,-82,-81,-83,-82,-92,-100,-100,-100,-86,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-76,-100,-68,-68,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-83,-89,-100,-74,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-69,-100,-100,-75,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-71,-71,-71,-100,-78,-100,-86,-86,-85,-85,-88,-100,-86,-88,-84,-81,-82,-83,-82,-82,-100,-84,-100,-85,-85,-85,-88,-87,-85,-85,-81,-82,-82,-81,-81,-83,-89,-100,-85,-85,-100,-100,-84,-90,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-76,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-83,-89,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-69,-100,-100,-77,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-71,-70,-71,-100,-100,-100,-86,-86,-86,-86,-88,-100,-90,-82,-85,-81,-83,-86,-82,-81,-83,-84,-84,-85,-86,-85,-88,-84,-85,-86,-81,-82,-82,-82,-83,-82,-89,-100,-85,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-75,-90,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-82,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-69,-100,-100,-75,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-69,-100,-79,-100,-85,-86,-86,-86,-88,-87,-89,-79,-84,-82,-81,-86,-82,-81,-83,-85,-84,-85,-85,-84,-89,-85,-86,-85,-83,-82,-80,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-77,-89,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-81,-100,-100,-73,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-69,-100,-100,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-70,-78,-80,-78,-86,-86,-86,-86,-88,-88,-87,-88,-84,-81,-81,-84,-81,-81,-100,-84,-84,-84,-85,-84,-86,-84,-84,-85,-83,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-88,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-73,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-79,-100,-100,-76,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-67,-100,-100,-78,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-63,-63,-65,-81,-80,-81,-100,-100,-100,-100,-100,-100,-100,-85,-79,-80,-80,-84,-79,-80,-81,-79,-80,-85,-84,-85,-100,-85,-84,-84,-100,-82,-100,-100,-82,-82,-100,-100,-100,-100,-85,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-74,-100,-63,-63,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-78,-100,-100,-77,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-66,-100,-100,-78,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-64,-64,-64,-81,-80,-81,-84,-83,-83,-83,-100,-100,-100,-77,-80,-79,-78,-83,-79,-79,-80,-80,-80,-85,-83,-84,-100,-84,-83,-83,-81,-83,-81,-81,-83,-82,-82,-100,-82,-81,-85,-100,-82,-86,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-73,-100,-64,-64,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-79,-100,-100,-77,-77,-100,-100,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-66,-100,-100,-76,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-64,-64,-65,-78,-77,-78,-84,-82,-84,-83,-100,-100,-89,-76,-80,-77,-77,-84,-77,-77,-79,-80,-80,-85,-84,-84,-87,-84,-85,-84,-81,-83,-81,-81,-82,-80,-82,-100,-82,-81,-85,-85,-82,-87,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-74,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-79,-100,-100,-77,-77,-100,-100,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-63,-100,-100,-77,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-63,-64,-64,-78,-78,-78,-83,-82,-83,-83,-100,-100,-89,-76,-80,-79,-79,-84,-78,-79,-79,-81,-80,-83,-84,-83,-87,-84,-83,-81,-82,-83,-81,-81,-82,-80,-100,-100,-100,-100,-85,-85,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-73,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-80,-90,-100,-77,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-65,-100,-100,-77,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-63,-64,-64,-78,-78,-78,-83,-82,-83,-82,-100,-100,-88,-76,-82,-77,-78,-84,-78,-78,-83,-81,-81,-83,-84,-83,-100,-82,-83,-81,-81,-78,-80,-81,-100,-100,-100,-100,-82,-83,-86,-100,-82,-85,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-73,-100,-64,-64,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-75,-90,-100,-76,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-65,-100,-100,-71,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-65,-64,-70,-78,-78,-83,-84,-83,-84,-100,-100,-88,-77,-82,-79,-79,-85,-79,-79,-83,-80,-76,-85,-85,-84,-87,-86,-85,-86,-81,-83,-80,-81,-82,-82,-100,-100,-82,-83,-84,-84,-82,-85,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-68,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-78,-89,-100,-78,-78,-100,-100,-100,-100,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-70,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-65,-65,-65,-100,-100,-100,-84,-83,-84,-83,-85,-86,-87,-83,-100,-76,-77,-80,-77,-77,-86,-80,-100,-84,-81,-83,-89,-84,-80,-81,-100,-100,-85,-86,-100,-100,-86,-100,-85,-85,-100,-86,-84,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-70,-88,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-81,-89,-100,-74,-74,-100,-100,-100,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-72,-100,-65,-100,-100,-83,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-66,-66,-64,-100,-100,-100,-86,-87,-86,-86,-85,-86,-87,-80,-100,-78,-78,-81,-78,-78,-86,-80,-100,-83,-81,-82,-83,-83,-80,-81,-100,-84,-85,-86,-83,-83,-86,-100,-85,-85,-100,-86,-84,-88,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-73,-88,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-76,-100,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-61,-100,-100,-79,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-65,-65,-65,-100,-82,-100,-87,-88,-88,-88,-100,-100,-88,-83,-80,-78,-78,-80,-78,-78,-82,-79,-80,-84,-79,-84,-83,-85,-79,-79,-79,-81,-79,-80,-81,-81,-89,-100,-100,-100,-86,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-73,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-88,-100,-100,-76,-76,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-84,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-66,-66,-66,-100,-82,-100,-87,-87,-87,-87,-100,-100,-88,-80,-82,-77,-78,-81,-77,-78,-79,-82,-83,-81,-81,-82,-100,-82,-81,-81,-79,-81,-79,-80,-81,-81,-85,-100,-100,-100,-86,-100,-100,-86,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-91,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
