b0:be:76:f8:30:5e,66:2a:2f:53:7c:99,b8:27:eb:9f:6b:77,44:48:c1:a5:82:32,44:48:c1:a5:82:30,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:12,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:61,b4:5d:50:e1:92:33,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:d7:62,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,80:8d:b7:55:3a:50,38:17:c3:1e:ff:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:25:e3,38:17:c3:1f:22:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:90,38:17:c3:1f:22:30,b4:5d:50:e1:92:21,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:1f:22:32,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,00:4e:35:df:06:51,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,68:ff:7b:e4:af:39,00:4e:35:df:06:52,38:17:c3:1f:01:80,38:17:c3:19:45:a0,00:4e:35:de:e1:12,38:17:c3:1f:09:90,72:32:b1:3e:1a:b7,00:4e:35:df:06:50,20:a6:cd:50:24:a1,38:17:c3:1f:09:83,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:1e:ff:01,20:a6:cd:50:24:a2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,00:4e:35:df:06:42,44:48:c1:a5:82:20,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,38:17:c3:19:55:50,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:96:43,38:17:c3:19:71:90,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,00:4e:35:de:e1:11,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:55:41,20:a6:cd:42:0b:f3,44:48:c1:91:95:b2,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,00:4e:35:de:e1:00,9c:d6:43:60:92:e0,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:42,a8:bd:27:4c:bd:30,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,38:17:c3:19:71:81,00:4e:35:de:d7:43,38:17:c3:19:36:30,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:19:71:82,38:17:c3:1f:08:41,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:01,38:17:c3:1b:08:a1,00:4e:35:df:27:02,38:17:c3:1b:08:a0,00:4e:35:df:27:12,da:3b:bf:91:24:81,x,y,label
-79,-90,-31,-80,-80,-59,-61,-60,-77,-77,-69,-68,-60,-72,-71,-72,-80,-68,-65,-66,-72,-72,-75,-90,-61,-77,-68,-72,-66,-72,-76,-84,-52,-52,-75,-75,-75,-85,-83,-81,-82,-81,-52,-75,-81,-55,-55,-71,-71,-75,-100,-86,-100,-71,-100,-100,-84,-74,-86,-100,-100,-100,-77,-74,-75,-73,-84,-86,-55,-82,-100,-100,-100,-84,-86,-100,-84,-81,-73,-100,-87,-88,-100,-82,-81,-100,-76,-78,-82,-82,-75,-75,-100,-86,-77,-100,-100,-84,-100,-100,-100,-100,-100,-100,-89,-85,-91,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-78,-78,-30,-80,-80,-56,-61,-61,-75,-75,-67,-68,-61,-71,-71,-72,-80,-67,-66,-66,-73,-72,-75,-91,-62,-75,-67,-71,-66,-73,-75,-84,-51,-51,-76,-76,-75,-84,-84,-100,-100,-79,-51,-76,-80,-55,-55,-71,-71,-76,-100,-85,-85,-71,-100,-100,-84,-74,-85,-86,-85,-75,-78,-74,-75,-73,-83,-90,-55,-81,-84,-85,-87,-87,-86,-100,-84,-81,-74,-85,-87,-87,-84,-81,-82,-100,-75,-78,-84,-81,-75,-75,-81,-85,-78,-100,-100,-83,-91,-100,-100,-100,-100,-100,-88,-85,-91,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-77,-92,-30,-78,-78,-56,-61,-61,-69,-68,-67,-67,-61,-72,-72,-72,-77,-70,-70,-70,-71,-72,-100,-87,-61,-69,-100,-72,-70,-72,-72,-87,-57,-57,-73,-74,-100,-87,-87,-80,-80,-75,-57,-74,-79,-100,-100,-76,-76,-74,-87,-87,-86,-76,-87,-100,-87,-100,-86,-100,-100,-75,-75,-74,-74,-100,-100,-88,-100,-81,-100,-100,-100,-100,-87,-100,-100,-81,-100,-100,-85,-100,-100,-81,-82,-100,-75,-76,-100,-82,-100,-74,-81,-80,-75,-100,-100,-100,-100,-100,-100,-100,-80,-100,-87,-79,-100,-87,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-76,-91,-32,-78,-77,-54,-60,-60,-68,-68,-68,-67,-60,-72,-72,-72,-78,-70,-69,-69,-72,-72,-72,-89,-60,-68,-68,-72,-69,-72,-74,-88,-55,-55,-73,-73,-72,-86,-86,-80,-80,-82,-55,-74,-80,-59,-59,-76,-76,-51,-87,-86,-86,-75,-87,-100,-87,-100,-86,-100,-86,-76,-75,-74,-74,-100,-82,-88,-59,-81,-100,-100,-100,-100,-88,-100,-100,-79,-75,-100,-88,-92,-100,-81,-82,-93,-75,-75,-81,-84,-100,-73,-81,-80,-75,-100,-100,-81,-100,-90,-89,-88,-80,-100,-86,-79,-100,-87,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-75,-93,-32,-78,-78,-59,-60,-60,-70,-70,-67,-66,-60,-73,-73,-73,-78,-69,-69,-69,-73,-73,-73,-89,-60,-70,-68,-73,-69,-73,-73,-88,-58,-58,-73,-73,-73,-88,-88,-80,-80,-86,-58,-73,-79,-59,-59,-75,-75,-51,-87,-86,-86,-76,-88,-100,-100,-72,-100,-100,-88,-76,-75,-74,-100,-75,-81,-100,-59,-81,-100,-100,-100,-100,-88,-100,-100,-79,-74,-100,-87,-88,-88,-82,-100,-93,-100,-75,-81,-84,-76,-73,-100,-81,-76,-91,-90,-81,-91,-90,-89,-88,-100,-100,-88,-79,-100,-86,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-89,-30,-78,-79,-57,-60,-60,-69,-69,-68,-68,-60,-73,-72,-72,-78,-68,-69,-69,-72,-72,-73,-88,-60,-69,-66,-72,-69,-73,-73,-88,-59,-59,-74,-74,-72,-88,-88,-80,-81,-76,-59,-74,-81,-58,-58,-77,-75,-73,-100,-86,-86,-77,-88,-85,-88,-74,-100,-100,-88,-100,-75,-100,-100,-75,-81,-100,-59,-82,-100,-100,-100,-100,-91,-87,-100,-82,-74,-100,-87,-88,-88,-82,-100,-100,-100,-76,-100,-100,-76,-100,-100,-81,-75,-91,-90,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-86,-87,-88,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-76,-89,-31,-78,-79,-60,-60,-60,-68,-68,-67,-67,-60,-73,-73,-72,-78,-72,-69,-69,-73,-72,-73,-89,-60,-68,-66,-73,-69,-73,-73,-87,-59,-59,-73,-73,-72,-86,-86,-80,-80,-78,-59,-73,-79,-58,-58,-75,-75,-76,-100,-87,-100,-75,-100,-85,-87,-75,-87,-87,-100,-75,-76,-100,-100,-100,-100,-88,-58,-83,-100,-100,-100,-100,-91,-87,-100,-82,-100,-100,-86,-88,-100,-83,-84,-92,-76,-76,-100,-83,-77,-100,-84,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-88,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-74,-91,-31,-78,-78,-55,-59,-59,-69,-68,-68,-68,-59,-72,-72,-72,-78,-72,-70,-70,-72,-72,-73,-88,-60,-69,-67,-72,-70,-72,-73,-88,-58,-58,-73,-73,-73,-88,-87,-80,-81,-80,-58,-73,-80,-57,-58,-72,-73,-76,-100,-87,-100,-73,-86,-86,-88,-75,-87,-87,-100,-75,-75,-74,-74,-76,-82,-90,-57,-82,-100,-100,-100,-100,-64,-100,-100,-83,-100,-100,-87,-100,-100,-83,-84,-92,-76,-75,-100,-84,-77,-100,-84,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-71,-85,-31,-77,-78,-58,-65,-64,-67,-66,-67,-67,-65,-75,-75,-75,-78,-67,-64,-64,-75,-75,-75,-91,-65,-67,-68,-76,-65,-76,-75,-80,-60,-60,-72,-72,-75,-80,-81,-80,-80,-74,-60,-100,-80,-65,-100,-73,-73,-75,-100,-86,-100,-73,-100,-100,-100,-79,-100,-100,-100,-73,-100,-73,-73,-100,-100,-100,-63,-83,-100,-100,-100,-100,-88,-100,-100,-82,-100,-100,-88,-100,-100,-83,-81,-100,-100,-71,-100,-82,-100,-73,-72,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-89,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-71,-90,-31,-78,-79,-62,-62,-63,-67,-67,-67,-67,-63,-77,-77,-77,-79,-68,-64,-64,-74,-75,-75,-89,-63,-67,-67,-77,-65,-75,-77,-80,-62,-62,-72,-72,-77,-79,-79,-79,-80,-61,-62,-72,-80,-63,-100,-74,-74,-75,-100,-88,-87,-74,-88,-100,-100,-77,-100,-100,-87,-74,-72,-74,-73,-77,-100,-100,-64,-82,-100,-100,-88,-88,-88,-100,-87,-82,-76,-100,-88,-86,-100,-82,-82,-100,-74,-71,-100,-78,-75,-73,-82,-83,-74,-100,-100,-80,-89,-100,-100,-100,-82,-100,-89,-83,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-75,-86,-31,-79,-79,-55,-63,-63,-66,-66,-66,-66,-62,-77,-76,-76,-79,-62,-64,-64,-74,-74,-75,-91,-63,-66,-67,-77,-64,-75,-75,-80,-61,-62,-72,-72,-75,-80,-80,-80,-81,-72,-61,-71,-81,-63,-63,-74,-74,-75,-100,-86,-86,-74,-88,-100,-100,-78,-100,-100,-85,-75,-72,-74,-73,-77,-100,-100,-62,-83,-100,-100,-88,-88,-78,-100,-87,-82,-76,-100,-100,-86,-100,-82,-82,-100,-74,-72,-100,-78,-75,-100,-82,-82,-72,-100,-100,-80,-90,-88,-87,-87,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-91,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-74,-86,-30,-78,-79,-61,-62,-62,-67,-66,-69,-69,-62,-76,-76,-76,-78,-65,-64,-64,-75,-76,-75,-88,-62,-66,-69,-76,-66,-75,-75,-80,-60,-60,-72,-72,-75,-80,-81,-80,-81,-70,-60,-71,-81,-63,-65,-74,-73,-100,-100,-86,-86,-73,-100,-100,-100,-78,-100,-100,-85,-75,-72,-100,-74,-78,-81,-100,-65,-82,-100,-100,-100,-87,-78,-100,-86,-83,-78,-100,-100,-88,-100,-83,-100,-91,-100,-72,-80,-100,-100,-100,-100,-82,-72,-100,-100,-80,-90,-88,-88,-88,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-74,-85,-29,-80,-80,-56,-61,-61,-67,-67,-68,-68,-61,-77,-77,-77,-79,-64,-64,-64,-76,-76,-74,-90,-61,-67,-68,-77,-66,-76,-74,-79,-62,-62,-72,-72,-74,-79,-79,-81,-81,-73,-62,-73,-81,-64,-64,-74,-73,-68,-100,-86,-85,-74,-87,-89,-100,-78,-100,-100,-85,-72,-72,-70,-73,-78,-80,-100,-65,-81,-100,-100,-100,-84,-88,-86,-87,-83,-78,-100,-89,-87,-100,-83,-100,-91,-100,-71,-80,-100,-100,-100,-82,-73,-72,-100,-100,-79,-100,-88,-87,-87,-82,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-90,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-53,-85,-30,-78,-78,-59,-61,-61,-66,-66,-67,-68,-61,-76,-76,-76,-77,-67,-65,-65,-75,-74,-74,-91,-61,-66,-68,-76,-65,-75,-74,-80,-63,-63,-73,-72,-74,-80,-80,-80,-81,-78,-63,-72,-80,-65,-65,-75,-74,-75,-88,-86,-86,-75,-87,-89,-100,-100,-100,-100,-85,-72,-72,-73,-73,-77,-80,-100,-65,-81,-100,-100,-100,-89,-88,-86,-85,-81,-100,-100,-89,-87,-100,-81,-100,-100,-100,-71,-80,-100,-100,-73,-82,-83,-72,-100,-100,-80,-91,-88,-87,-87,-82,-100,-100,-72,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-79,-80,-29,-73,-73,-55,-56,-56,-73,-73,-67,-66,-56,-73,-74,-74,-73,-65,-65,-65,-68,-68,-100,-100,-56,-73,-67,-74,-65,-68,-100,-83,-64,-64,-100,-100,-100,-83,-83,-80,-80,-73,-64,-100,-81,-66,-66,-79,-78,-78,-100,-84,-100,-79,-87,-100,-85,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-66,-80,-100,-100,-100,-100,-83,-100,-85,-80,-75,-100,-84,-100,-100,-80,-83,-91,-100,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-87,-86,-86,-82,-94,-100,-82,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-81,-92,-29,-75,-76,-59,-56,-56,-76,-76,-66,-64,-56,-73,-73,-73,-75,-64,-65,-65,-68,-68,-77,-90,-56,-76,-66,-73,-65,-68,-78,-81,-66,-66,-74,-75,-78,-81,-81,-80,-81,-77,-66,-75,-80,-67,-67,-80,-80,-80,-100,-84,-83,-81,-87,-100,-85,-74,-100,-100,-83,-100,-72,-100,-100,-74,-100,-85,-66,-80,-85,-100,-86,-89,-83,-100,-85,-80,-75,-100,-84,-85,-85,-80,-83,-91,-100,-72,-100,-83,-100,-100,-83,-83,-72,-100,-100,-100,-91,-88,-88,-88,-82,-94,-100,-81,-100,-85,-100,-87,-100,-100,-100,-100,-87,-100,-86,-86,-86,-87,-86,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-75,-92,-29,-75,-75,-58,-57,-57,-72,-72,-66,-66,-57,-76,-76,-75,-75,-72,-65,-65,-70,-70,-78,-87,-57,-72,-67,-76,-65,-70,-78,-79,-59,-59,-72,-74,-78,-79,-79,-79,-79,-70,-59,-74,-79,-67,-67,-80,-81,-77,-100,-83,-84,-80,-88,-85,-100,-75,-87,-85,-84,-74,-73,-100,-100,-74,-100,-89,-67,-80,-85,-100,-87,-89,-81,-85,-100,-80,-72,-100,-84,-86,-87,-100,-100,-100,-73,-73,-100,-100,-74,-100,-100,-83,-72,-89,-89,-100,-88,-88,-88,-88,-83,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-85,-85,-86,-100,-91,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-77,-91,-29,-73,-74,-60,-57,-57,-72,-72,-66,-66,-57,-75,-75,-75,-73,-71,-65,-65,-70,-69,-76,-89,-57,-72,-67,-75,-65,-68,-77,-83,-62,-62,-75,-75,-77,-83,-83,-81,-83,-75,-62,-75,-82,-67,-67,-80,-79,-74,-100,-84,-85,-79,-86,-85,-100,-76,-87,-85,-86,-74,-73,-100,-100,-100,-100,-86,-67,-81,-100,-100,-86,-100,-81,-85,-89,-81,-72,-100,-85,-87,-85,-81,-82,-91,-74,-71,-100,-100,-74,-100,-100,-80,-73,-89,-89,-100,-90,-89,-89,-88,-83,-100,-87,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-79,-91,-28,-73,-74,-56,-57,-57,-73,-73,-67,-67,-57,-77,-77,-76,-73,-64,-65,-62,-70,-69,-78,-88,-57,-73,-67,-76,-62,-70,-77,-82,-60,-60,-75,-75,-77,-82,-82,-81,-79,-77,-60,-75,-81,-66,-65,-76,-77,-74,-100,-84,-85,-77,-87,-85,-86,-76,-100,-100,-86,-74,-72,-75,-76,-100,-100,-84,-65,-79,-100,-100,-86,-100,-100,-100,-89,-80,-100,-100,-88,-87,-85,-79,-83,-90,-75,-72,-100,-84,-75,-76,-84,-79,-72,-100,-89,-100,-90,-89,-89,-88,-81,-100,-88,-82,-88,-87,-100,-88,-100,-100,-100,-100,-100,-100,-87,-86,-86,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
