60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:00:b0,44:48:c1:91:d0:01,38:17:c3:1f:14:00,38:17:c3:19:45:b0,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,44:48:c1:91:95:a2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,66:2a:2f:53:7c:99,44:48:c1:91:d0:04,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:19:45:a0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:90,86:0d:8e:aa:25:a4,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:93,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:f3,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,38:17:c3:19:36:21,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:1e:ff:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1f:0e:02,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:71:80,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,x,y,timestamp
-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-79,-79,-100,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-55,-84,-100,-83,-85,-100,-100,-100,-64,-55,-55,-64,-64,-74,-100,-76,-75,-76,-76,-80,-72,-80,-81,-81,-72,-72,-85,-83,-84,-75,-80,-85,-79,-86,-76,-80,-86,-80,-84,-80,-100,-81,-81,-100,-80,-100,-100,-100,-100,-80,-83,-83,-84,-80,-80,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,696,2529967796534
-100,-100,-78,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-79,-79,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-58,-84,-100,-83,-85,-100,-100,-100,-65,-59,-59,-65,-65,-73,-75,-76,-76,-76,-76,-83,-72,-83,-81,-82,-72,-72,-83,-83,-100,-75,-82,-85,-82,-86,-75,-80,-86,-80,-84,-80,-100,-81,-82,-81,-80,-100,-100,-100,-100,-80,-83,-83,-84,-79,-100,-100,-100,-81,-100,-100,-100,-82,-81,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,696,2533502451304
-100,-100,-78,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-58,-100,-100,-84,-84,-100,-100,-100,-65,-58,-58,-65,-65,-72,-76,-76,-75,-76,-76,-83,-72,-82,-82,-82,-71,-72,-82,-100,-100,-76,-82,-84,-82,-84,-76,-81,-84,-81,-100,-79,-100,-82,-82,-88,-100,-100,-100,-100,-100,-80,-84,-84,-100,-79,-81,-100,-100,-81,-79,-79,-79,-82,-81,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,696,2537094887996
-100,-100,-78,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-84,-84,-100,-100,-100,-65,-54,-54,-65,-65,-71,-76,-77,-77,-77,-76,-81,-73,-81,-82,-84,-74,-74,-82,-100,-82,-76,-81,-84,-81,-84,-76,-81,-84,-81,-100,-78,-100,-83,-83,-80,-79,-100,-100,-100,-100,-80,-84,-84,-81,-79,-81,-100,-100,-100,-79,-79,-79,-80,-79,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,696,2540684406766
-100,-100,-76,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-85,-51,-100,-100,-100,-100,-100,-100,-100,-61,-51,-51,-61,-60,-75,-74,-100,-100,-100,-100,-100,-78,-100,-85,-84,-78,-78,-82,-100,-100,-100,-100,-85,-100,-84,-100,-100,-84,-100,-81,-81,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2568865424998
-100,-100,-76,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-85,-53,-100,-100,-100,-100,-100,-100,-100,-60,-53,-53,-59,-59,-74,-78,-75,-75,-76,-100,-86,-78,-86,-84,-83,-78,-78,-82,-100,-82,-76,-86,-85,-86,-86,-77,-100,-85,-100,-80,-81,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-78,-78,-78,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2572486667614
-100,-100,-72,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-78,-79,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-59,-55,-55,-59,-59,-74,-76,-73,-73,-73,-77,-88,-78,-87,-87,-86,-77,-78,-83,-82,-81,-75,-86,-85,-86,-85,-74,-78,-84,-77,-81,-81,-100,-86,-87,-100,-84,-89,-100,-100,-100,-100,-81,-81,-100,-100,-78,-78,-78,-78,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2576059320691
-100,-100,-72,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-60,-53,-53,-60,-60,-77,-76,-76,-77,-73,-77,-86,-78,-87,-85,-85,-77,-78,-82,-82,-81,-75,-87,-87,-86,-87,-74,-77,-87,-77,-81,-80,-100,-86,-86,-77,-83,-89,-100,-100,-100,-83,-81,-81,-100,-83,-78,-100,-100,-100,-79,-78,-79,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2579669541922
-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-55,-84,-100,-84,-100,-100,-100,-100,-61,-56,-56,-61,-61,-74,-75,-74,-74,-100,-100,-86,-100,-85,-86,-87,-100,-100,-78,-83,-100,-76,-86,-85,-86,-84,-77,-77,-85,-78,-81,-82,-100,-86,-86,-78,-83,-90,-100,-100,-100,-83,-83,-83,-81,-84,-78,-100,-80,-80,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2583290226999
-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-55,-84,-100,-84,-100,-100,-100,-100,-61,-56,-55,-61,-60,-74,-76,-74,-74,-100,-76,-86,-100,-86,-86,-85,-100,-78,-84,-83,-81,-76,-86,-85,-86,-84,-76,-100,-85,-78,-80,-81,-100,-86,-85,-78,-83,-90,-100,-100,-100,-84,-84,-84,-82,-83,-100,-80,-80,-79,-100,-100,-100,-78,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,570,696,2586949460691
-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-81,-81,-100,-100,-100,-100,-81,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-82,-52,-100,-100,-100,-100,-100,-100,-100,-62,-53,-52,-61,-62,-72,-79,-74,-74,-74,-78,-100,-74,-100,-86,-86,-74,-100,-100,-90,-82,-78,-100,-100,-100,-100,-78,-72,-100,-72,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-81,-100,-100,-81,-80,-82,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2627458001617
-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-81,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-82,-53,-100,-100,-100,-100,-100,-100,-100,-61,-53,-53,-61,-61,-76,-79,-75,-75,-75,-78,-100,-74,-100,-86,-86,-74,-100,-100,-90,-82,-78,-100,-100,-100,-89,-78,-72,-100,-73,-82,-84,-100,-86,-86,-81,-78,-100,-100,-100,-100,-78,-100,-100,-100,-78,-72,-81,-100,-100,-81,-79,-80,-82,-82,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2630911806694
-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-81,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-61,-52,-52,-61,-61,-73,-79,-74,-73,-74,-80,-87,-100,-87,-86,-87,-100,-100,-81,-100,-100,-79,-87,-100,-87,-89,-80,-73,-100,-73,-100,-85,-100,-86,-86,-81,-79,-100,-100,-100,-100,-79,-100,-100,-83,-79,-73,-100,-100,-100,-80,-80,-80,-82,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2634513777156
-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-60,-52,-52,-60,-60,-74,-77,-73,-73,-74,-79,-86,-75,-87,-85,-86,-75,-75,-81,-88,-100,-80,-87,-100,-87,-88,-79,-72,-100,-72,-100,-84,-100,-85,-86,-82,-79,-100,-100,-100,-100,-79,-100,-87,-83,-79,-72,-100,-100,-100,-80,-80,-80,-82,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2638066399310
-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-61,-52,-52,-61,-61,-73,-79,-73,-74,-73,-79,-87,-75,-87,-85,-85,-75,-75,-81,-88,-100,-78,-88,-100,-88,-88,-79,-72,-100,-72,-100,-83,-100,-85,-85,-82,-80,-100,-100,-100,-100,-80,-100,-87,-100,-80,-72,-81,-81,-81,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2641741098618
-100,-100,-78,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-80,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-61,-52,-52,-61,-61,-74,-79,-74,-74,-74,-78,-86,-76,-87,-85,-85,-76,-76,-83,-100,-100,-78,-88,-100,-87,-100,-78,-73,-100,-73,-100,-84,-100,-85,-85,-100,-80,-100,-100,-100,-100,-80,-100,-86,-100,-80,-72,-81,-80,-81,-81,-81,-82,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,587,696,2645231168772
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-57,-47,-47,-57,-57,-78,-75,-76,-76,-100,-75,-84,-100,-84,-84,-84,-100,-100,-79,-86,-100,-75,-84,-100,-84,-100,-100,-71,-100,-71,-100,-82,-100,-84,-83,-78,-80,-100,-100,-100,-100,-80,-86,-87,-100,-80,-72,-77,-77,-77,-100,-100,-100,-78,-77,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2684052662543
-100,-100,-75,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-58,-48,-47,-58,-58,-78,-75,-76,-76,-100,-76,-84,-75,-84,-84,-84,-75,-76,-79,-86,-100,-75,-84,-100,-89,-100,-76,-71,-100,-71,-100,-82,-100,-84,-83,-78,-80,-100,-100,-100,-100,-80,-87,-87,-100,-80,-71,-77,-77,-77,-100,-78,-78,-78,-77,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2687619923236
-100,-100,-75,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-57,-47,-47,-57,-57,-78,-75,-76,-76,-76,-76,-84,-75,-83,-84,-84,-75,-76,-79,-86,-100,-75,-83,-100,-83,-100,-76,-70,-100,-71,-100,-82,-100,-100,-84,-100,-80,-100,-100,-100,-100,-80,-87,-87,-100,-80,-71,-77,-77,-77,-78,-78,-78,-100,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2691224074390
-100,-100,-75,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-89,-47,-100,-100,-100,-100,-100,-100,-100,-58,-47,-47,-57,-57,-78,-100,-76,-76,-76,-76,-84,-76,-84,-86,-84,-76,-100,-78,-86,-100,-75,-84,-100,-84,-100,-75,-71,-100,-71,-100,-81,-100,-85,-86,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-78,-71,-77,-77,-77,-78,-79,-79,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2694991435929
-100,-100,-76,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-89,-49,-100,-100,-100,-100,-100,-100,-100,-57,-49,-49,-57,-58,-100,-78,-100,-100,-76,-75,-84,-77,-84,-83,-83,-77,-76,-78,-89,-100,-75,-84,-100,-84,-100,-75,-72,-100,-71,-100,-82,-100,-83,-83,-100,-79,-100,-100,-100,-100,-79,-88,-100,-100,-78,-72,-77,-100,-100,-78,-78,-78,-100,-100,-100,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2698621862698
-100,-100,-76,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-79,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-57,-49,-49,-57,-57,-76,-81,-75,-75,-75,-75,-87,-77,-86,-86,-85,-77,-77,-80,-89,-100,-75,-87,-100,-86,-90,-74,-71,-100,-71,-100,-80,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-71,-100,-100,-100,-78,-78,-78,-100,-100,-100,-87,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,696,2702119281621
-100,-100,-78,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-75,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-82,-82,-100,-100,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-89,-51,-100,-100,-100,-100,-100,-100,-100,-54,-51,-51,-54,-54,-80,-100,-79,-79,-81,-78,-85,-100,-85,-100,-100,-100,-100,-83,-86,-100,-77,-85,-100,-85,-90,-78,-72,-100,-72,-100,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-73,-100,-100,-100,-74,-74,-74,-78,-78,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,621,696,2743875329239
