60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:00:b0,44:48:c1:91:d0:01,38:17:c3:1f:14:00,38:17:c3:19:45:b0,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,44:48:c1:91:95:a2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,66:2a:2f:53:7c:99,44:48:c1:91:d0:04,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:19:45:a0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:90,86:0d:8e:aa:25:a4,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:93,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:f3,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,38:17:c3:19:36:21,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:1e:ff:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1f:0e:02,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:71:80,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,x,y,timestamp
-73,-85,-46,-58,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-77,-83,-85,-85,-79,-100,-79,-100,-100,-82,-83,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-46,-100,-58,-100,-77,-85,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-78,-46,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-73,-100,-100,-100,-73,-78,-79,-82,-80,-77,-82,-82,-83,-86,-79,-79,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,210,644,1231979482380
-74,-85,-46,-59,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-77,-77,-83,-83,-84,-79,-100,-79,-100,-100,-82,-83,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-46,-100,-59,-100,-76,-84,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-73,-100,-100,-100,-76,-78,-78,-82,-78,-78,-82,-82,-82,-87,-79,-78,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,210,644,1235406115611
-73,-100,-53,-53,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-82,-78,-78,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-72,-80,-80,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1282668266614
-73,-84,-53,-53,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-75,-76,-82,-76,-76,-76,-100,-77,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-53,-100,-75,-76,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-75,-100,-100,-100,-75,-100,-72,-80,-73,-72,-80,-80,-79,-87,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1285953884075
-73,-84,-52,-52,-100,-88,-100,-86,-52,-100,-100,-100,-100,-100,-77,-77,-81,-76,-76,-79,-100,-79,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-77,-76,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-52,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-74,-100,-100,-100,-75,-100,-72,-80,-73,-72,-80,-80,-80,-86,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1289318943999
-71,-84,-53,-53,-84,-88,-100,-86,-53,-89,-100,-100,-100,-100,-77,-77,-81,-75,-75,-81,-100,-80,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-100,-77,-75,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-100,-100,-100,-77,-53,-100,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-74,-100,-100,-100,-75,-100,-72,-78,-73,-72,-78,-78,-78,-85,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1292713975614
-71,-87,-54,-53,-84,-88,-100,-79,-53,-89,-100,-100,-100,-100,-77,-77,-81,-76,-76,-81,-100,-81,-100,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-53,-100,-77,-76,-81,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-72,-53,-100,-100,-100,-100,-100,-89,-85,-100,-84,-100,-100,-73,-100,-100,-100,-73,-100,-72,-80,-72,-72,-79,-79,-79,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1296179297153
-74,-87,-54,-53,-84,-86,-100,-79,-53,-89,-100,-100,-100,-100,-79,-80,-100,-78,-78,-82,-100,-82,-100,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-53,-100,-79,-79,-82,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-75,-54,-100,-100,-100,-100,-100,-89,-85,-100,-85,-100,-100,-75,-100,-100,-100,-73,-100,-72,-80,-72,-72,-79,-79,-79,-85,-100,-79,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,227,644,1299620646538
-77,-100,-52,-61,-100,-100,-100,-86,-61,-100,-100,-100,-100,-100,-78,-78,-81,-69,-69,-83,-100,-83,-100,-89,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-61,-100,-77,-70,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-72,-73,-100,-100,-100,-100,-71,-52,-100,-100,-100,-100,-100,-100,-80,-100,-85,-100,-100,-71,-100,-100,-100,-78,-78,-100,-83,-100,-77,-82,-83,-83,-86,-79,-78,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1333956009232
-74,-100,-54,-59,-100,-100,-100,-86,-59,-100,-100,-100,-100,-100,-78,-78,-81,-71,-71,-82,-100,-81,-100,-89,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-59,-100,-78,-71,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-75,-75,-100,-100,-100,-100,-75,-54,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-70,-100,-100,-100,-78,-78,-100,-81,-100,-77,-81,-82,-83,-86,-79,-78,-85,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1337455736771
-78,-100,-54,-54,-100,-100,-100,-86,-54,-100,-100,-100,-100,-100,-78,-78,-81,-71,-71,-82,-100,-81,-100,-89,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-55,-100,-78,-71,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-75,-75,-100,-100,-100,-100,-75,-55,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-70,-100,-100,-100,-79,-79,-81,-79,-100,-80,-78,-78,-78,-88,-80,-80,-85,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1340934160617
-78,-89,-52,-55,-100,-100,-100,-86,-55,-100,-100,-100,-100,-100,-78,-78,-81,-71,-71,-81,-100,-80,-100,-89,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-55,-100,-78,-71,-80,-91,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-75,-69,-100,-100,-100,-100,-69,-52,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-68,-100,-100,-100,-76,-80,-74,-78,-74,-74,-78,-78,-78,-89,-80,-80,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1344377477771
-78,-89,-52,-55,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-82,-82,-83,-71,-71,-81,-100,-81,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-55,-100,-100,-71,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-70,-71,-100,-100,-100,-100,-71,-52,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-67,-100,-100,-100,-74,-80,-74,-78,-74,-74,-78,-78,-78,-89,-80,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1347818279694
-78,-89,-53,-54,-100,-100,-100,-86,-54,-100,-100,-100,-100,-100,-82,-82,-84,-73,-74,-81,-100,-81,-100,-100,-84,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-50,-100,-54,-100,-82,-74,-81,-91,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-72,-71,-100,-100,-100,-100,-72,-54,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-68,-100,-100,-100,-76,-79,-74,-79,-74,-75,-79,-79,-79,-89,-79,-78,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,244,644,1351244416464
-76,-100,-55,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-80,-80,-100,-77,-77,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-64,-100,-80,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-69,-55,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-73,-100,-100,-100,-56,-76,-70,-81,-70,-69,-80,-80,-80,-87,-75,-75,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1393966005005
-76,-88,-56,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-83,-83,-78,-78,-78,-82,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-65,-100,-100,-78,-82,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-56,-100,-100,-100,-100,-100,-100,-82,-100,-87,-100,-100,-74,-100,-100,-100,-70,-76,-70,-80,-70,-70,-80,-80,-80,-88,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1397347216159
-81,-88,-55,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-83,-83,-78,-77,-76,-81,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-55,-100,-65,-100,-100,-77,-81,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-55,-100,-100,-100,-100,-100,-100,-82,-100,-87,-100,-100,-75,-100,-100,-100,-70,-75,-70,-78,-71,-70,-78,-78,-78,-88,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1400737590698
-78,-88,-55,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-83,-83,-76,-75,-74,-81,-100,-81,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-55,-100,-65,-100,-100,-74,-81,-91,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-55,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-76,-100,-100,-100,-70,-75,-71,-78,-70,-70,-78,-78,-78,-88,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1404126003005
-76,-88,-55,-66,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-83,-81,-76,-75,-81,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-55,-100,-65,-100,-100,-75,-81,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-71,-55,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-76,-100,-100,-100,-66,-75,-71,-79,-70,-70,-78,-78,-78,-88,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1407513938160
-76,-100,-55,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-82,-83,-82,-75,-75,-81,-100,-81,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-65,-100,-100,-75,-81,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-73,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-69,-75,-70,-78,-69,-69,-78,-78,-78,-88,-75,-75,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,644,1410991459544
-76,-100,-60,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-81,-81,-100,-77,-76,-79,-100,-78,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-60,-100,-66,-100,-81,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-71,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-74,-100,-100,-100,-100,-100,-69,-79,-69,-68,-79,-79,-79,-82,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,278,644,1448446993931
-78,-100,-63,-63,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-81,-81,-84,-75,-75,-80,-100,-79,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-81,-75,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-68,-63,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-74,-100,-100,-100,-67,-75,-67,-78,-67,-67,-78,-78,-78,-82,-74,-75,-82,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,278,644,1451809934085
-78,-88,-58,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-81,-81,-84,-70,-70,-80,-100,-79,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-58,-100,-67,-100,-81,-70,-80,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-67,-58,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-70,-100,-100,-100,-67,-74,-67,-78,-67,-67,-78,-78,-78,-83,-74,-74,-83,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,278,644,1455281731085
