38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:e3,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:55:51,00:4e:35:df:06:41,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,38:17:c3:19:55:50,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,00:4e:35:df:06:52,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:71,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:92:23,38:17:c3:19:55:52,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:11,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:41,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:92,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:1f:22:31,38:17:c3:1f:08:42,38:17:c3:1f:22:32,38:17:c3:1f:08:51,00:4e:35:df:0e:00,38:17:c3:1f:08:52,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:02,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:a1,x,y,timestamp
-72,-72,-64,-100,-100,-64,-100,-100,-67,-72,-71,-65,-66,-72,-100,-100,-67,-100,-71,-71,-68,-100,-100,-73,-72,-79,-79,-60,-81,-81,-81,-100,-73,-71,-100,-100,-72,-74,-100,-67,-72,-66,-100,-71,-100,-72,-60,-81,-100,-100,-66,-77,-71,-83,-60,-100,-100,-100,-100,-77,-77,-79,-100,-64,-66,-66,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-73,-100,-85,-70,-70,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2211603704669
-72,-72,-64,-74,-74,-65,-100,-100,-65,-72,-71,-66,-66,-72,-80,-80,-65,-80,-71,-71,-70,-100,-100,-72,-72,-78,-79,-61,-81,-81,-81,-100,-72,-71,-100,-86,-72,-74,-100,-65,-72,-66,-79,-71,-100,-73,-61,-81,-72,-100,-65,-77,-71,-87,-61,-100,-100,-100,-100,-77,-77,-78,-100,-65,-65,-65,-71,-87,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-72,-100,-85,-70,-70,-70,-100,-100,-100,-100,-100,-100,-79,-100,-81,-78,-82,-73,-83,-83,-83,-100,-100,-100,-100,-83,-100,-100,-100,-84,-84,-100,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2226038702208
-72,-72,-65,-74,-74,-65,-100,-100,-65,-72,-71,-66,-66,-72,-80,-80,-65,-80,-71,-71,-77,-100,-100,-72,-72,-78,-79,-59,-80,-81,-81,-100,-72,-71,-100,-83,-100,-74,-100,-65,-72,-66,-80,-71,-100,-73,-61,-81,-72,-100,-66,-76,-71,-82,-61,-100,-100,-100,-100,-76,-76,-76,-100,-65,-66,-66,-71,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-72,-100,-85,-70,-70,-70,-100,-100,-100,-100,-100,-100,-78,-100,-81,-74,-82,-73,-83,-83,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2229720487516
-72,-72,-64,-100,-100,-66,-100,-100,-65,-71,-72,-66,-66,-73,-80,-80,-65,-79,-72,-72,-69,-100,-100,-72,-72,-78,-78,-61,-81,-81,-81,-100,-72,-71,-100,-83,-72,-100,-100,-65,-72,-66,-80,-72,-100,-73,-61,-81,-72,-100,-66,-77,-71,-88,-61,-100,-100,-100,-100,-76,-77,-80,-100,-65,-66,-66,-71,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-72,-100,-86,-70,-70,-70,-100,-100,-100,-100,-100,-100,-78,-100,-82,-79,-81,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2233443592209
-72,-72,-66,-100,-100,-66,-100,-100,-65,-72,-72,-66,-66,-73,-80,-80,-65,-79,-71,-71,-71,-100,-100,-72,-72,-78,-78,-61,-81,-80,-81,-100,-72,-71,-100,-100,-72,-100,-90,-65,-72,-66,-80,-72,-100,-72,-61,-81,-72,-100,-65,-77,-71,-88,-61,-100,-100,-100,-100,-76,-77,-80,-100,-65,-65,-65,-67,-79,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-72,-100,-86,-70,-70,-71,-100,-100,-100,-100,-100,-100,-78,-100,-82,-78,-81,-78,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2237267737517
-72,-72,-64,-100,-100,-66,-100,-100,-65,-72,-72,-66,-66,-71,-79,-79,-65,-80,-72,-72,-70,-100,-100,-74,-72,-79,-79,-61,-81,-81,-81,-100,-72,-71,-100,-100,-72,-100,-90,-65,-72,-66,-79,-72,-100,-72,-62,-80,-72,-100,-65,-77,-71,-87,-62,-100,-100,-100,-100,-77,-77,-79,-100,-65,-66,-65,-71,-79,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-72,-100,-86,-70,-70,-70,-100,-100,-100,-100,-100,-100,-78,-100,-83,-78,-82,-78,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,316,2240531024825
-74,-100,-65,-75,-75,-72,-100,-100,-70,-69,-69,-70,-71,-70,-81,-81,-70,-81,-75,-75,-70,-100,-100,-70,-70,-100,-100,-65,-78,-78,-78,-100,-72,-71,-88,-83,-100,-75,-91,-70,-69,-71,-82,-75,-100,-100,-65,-78,-72,-100,-68,-100,-71,-82,-64,-100,-100,-100,-100,-100,-100,-100,-100,-74,-68,-68,-71,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-72,-100,-84,-74,-74,-74,-100,-100,-100,-100,-100,-88,-82,-100,-100,-81,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2288877076597
-74,-74,-67,-75,-75,-72,-100,-100,-70,-69,-69,-70,-70,-71,-81,-81,-70,-81,-75,-75,-68,-100,-100,-69,-70,-100,-100,-65,-79,-79,-79,-100,-72,-70,-88,-82,-74,-75,-91,-70,-69,-70,-81,-75,-100,-70,-65,-78,-72,-100,-67,-77,-70,-83,-65,-100,-100,-100,-100,-77,-77,-100,-100,-74,-67,-67,-71,-87,-100,-100,-100,-100,-74,-74,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-72,-100,-85,-74,-74,-74,-100,-100,-100,-100,-100,-88,-82,-100,-100,-81,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-84,-85,-81,-100,-100,-100,-93,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2292561448597
-74,-74,-66,-75,-75,-70,-100,-100,-71,-68,-69,-71,-71,-68,-81,-82,-70,-81,-75,-75,-70,-100,-100,-70,-70,-100,-100,-63,-78,-78,-79,-100,-72,-70,-88,-82,-74,-75,-90,-70,-69,-71,-82,-75,-100,-70,-64,-79,-70,-88,-68,-76,-71,-83,-64,-100,-100,-100,-100,-76,-76,-100,-100,-74,-68,-68,-70,-87,-89,-100,-100,-100,-74,-74,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-84,-72,-100,-85,-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-85,-85,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-93,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2296185193136
-73,-74,-66,-75,-75,-68,-100,-100,-69,-70,-70,-72,-72,-68,-82,-82,-69,-82,-75,-76,-70,-100,-100,-70,-71,-81,-81,-63,-78,-78,-79,-100,-72,-70,-88,-83,-73,-75,-90,-69,-70,-71,-82,-75,-100,-71,-64,-79,-70,-88,-70,-76,-70,-83,-64,-100,-100,-100,-100,-76,-76,-81,-100,-72,-70,-70,-70,-100,-89,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-84,-72,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-82,-87,-85,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-84,-83,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2300021371367
-74,-74,-67,-75,-75,-63,-100,-100,-69,-69,-69,-70,-70,-69,-82,-82,-69,-82,-76,-76,-70,-100,-100,-70,-70,-81,-81,-63,-77,-77,-77,-100,-74,-72,-88,-83,-74,-75,-100,-69,-69,-70,-82,-76,-100,-71,-100,-77,-74,-88,-70,-75,-72,-82,-64,-100,-100,-100,-100,-75,-76,-81,-100,-73,-69,-70,-72,-85,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-74,-100,-84,-74,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-84,-84,-83,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2303824378828
-74,-74,-65,-75,-75,-67,-100,-100,-69,-67,-69,-70,-70,-69,-82,-82,-69,-82,-76,-76,-74,-100,-100,-70,-70,-82,-82,-100,-77,-77,-77,-88,-73,-72,-89,-82,-74,-75,-100,-69,-69,-70,-82,-77,-100,-70,-100,-77,-73,-87,-69,-75,-71,-81,-100,-100,-100,-100,-100,-75,-76,-82,-100,-72,-69,-69,-71,-85,-100,-100,-100,-88,-74,-72,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-85,-73,-100,-83,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-84,-85,-83,-83,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,295,2307568415367
-71,-71,-66,-100,-100,-69,-100,-100,-65,-76,-100,-61,-61,-75,-79,-78,-65,-78,-76,-76,-66,-100,-100,-100,-100,-100,-100,-61,-83,-83,-82,-100,-72,-67,-85,-100,-71,-71,-90,-65,-100,-61,-79,-76,-100,-75,-60,-83,-72,-100,-70,-75,-66,-81,-61,-100,-100,-100,-100,-75,-75,-100,-100,-67,-69,-70,-67,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-79,-72,-100,-84,-74,-75,-75,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2357465403832
-71,-71,-66,-100,-100,-68,-100,-100,-65,-76,-75,-61,-61,-75,-78,-77,-65,-78,-76,-76,-71,-100,-100,-100,-100,-77,-100,-61,-83,-83,-82,-100,-72,-67,-84,-83,-71,-71,-88,-65,-76,-62,-78,-76,-100,-76,-61,-83,-72,-90,-70,-75,-66,-82,-61,-100,-100,-100,-100,-75,-75,-78,-100,-67,-69,-70,-67,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-81,-72,-100,-84,-74,-75,-75,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2360617417986
-71,-71,-66,-100,-100,-69,-100,-100,-63,-75,-75,-61,-61,-74,-78,-78,-64,-78,-75,-75,-71,-100,-100,-100,-100,-77,-77,-60,-83,-83,-84,-100,-72,-68,-85,-81,-71,-71,-88,-64,-75,-60,-78,-75,-100,-76,-61,-83,-72,-90,-70,-77,-66,-80,-60,-100,-100,-100,-100,-77,-77,-78,-100,-67,-70,-70,-63,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-83,-80,-72,-100,-84,-74,-74,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2364308580370
-71,-71,-65,-100,-71,-69,-100,-100,-64,-75,-75,-61,-61,-76,-78,-78,-64,-78,-75,-75,-71,-100,-100,-76,-75,-77,-77,-61,-84,-84,-84,-100,-72,-68,-85,-84,-71,-100,-90,-64,-75,-61,-78,-75,-100,-100,-61,-84,-72,-100,-69,-77,-100,-81,-61,-100,-100,-100,-100,-77,-77,-78,-100,-67,-69,-69,-68,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-83,-80,-72,-100,-86,-100,-74,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2367944162832
-71,-71,-66,-100,-71,-69,-100,-100,-64,-75,-75,-61,-61,-74,-78,-78,-64,-78,-76,-76,-71,-100,-100,-76,-75,-77,-77,-61,-84,-84,-84,-100,-72,-67,-85,-82,-71,-100,-90,-64,-75,-61,-78,-75,-100,-76,-61,-83,-73,-100,-69,-76,-67,-80,-61,-100,-100,-100,-100,-76,-76,-77,-100,-67,-69,-69,-67,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-83,-100,-72,-100,-86,-74,-74,-75,-100,-100,-100,-100,-100,-85,-100,-100,-83,-82,-100,-77,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2371578511371
-71,-71,-67,-100,-100,-68,-100,-100,-64,-75,-75,-61,-61,-73,-78,-78,-64,-78,-76,-76,-73,-100,-100,-77,-77,-77,-77,-61,-84,-84,-85,-100,-72,-68,-84,-82,-71,-100,-88,-65,-75,-61,-78,-76,-100,-77,-62,-85,-72,-100,-69,-75,-68,-80,-61,-100,-100,-100,-100,-75,-75,-77,-100,-67,-69,-69,-68,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-83,-80,-72,-100,-85,-75,-74,-74,-100,-100,-100,-100,-100,-84,-100,-100,-83,-82,-100,-77,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,274,2375297932756
-76,-76,-68,-100,-100,-59,-100,-100,-68,-72,-100,-68,-68,-69,-77,-78,-68,-78,-74,-74,-73,-100,-100,-71,-71,-100,-100,-60,-79,-79,-79,-100,-75,-68,-87,-100,-76,-100,-100,-67,-100,-100,-78,-74,-100,-72,-60,-79,-75,-100,-72,-73,-68,-85,-60,-100,-100,-100,-100,-73,-73,-100,-100,-72,-72,-72,-68,-86,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-75,-100,-87,-69,-70,-69,-100,-100,-100,-100,-100,-88,-81,-100,-100,-81,-100,-100,-82,-100,-81,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-87,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,253,2429460585144
-75,-76,-68,-74,-74,-57,-100,-100,-67,-72,-72,-67,-67,-69,-78,-78,-67,-78,-74,-73,-72,-100,-100,-72,-72,-83,-82,-60,-79,-79,-79,-100,-76,-68,-88,-86,-76,-74,-100,-67,-71,-67,-77,-74,-100,-71,-60,-79,-76,-87,-72,-72,-68,-85,-60,-100,-100,-100,-100,-71,-72,-100,-100,-72,-72,-72,-67,-86,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-81,-100,-76,-100,-87,-69,-68,-69,-100,-100,-100,-100,-100,-88,-82,-100,-80,-82,-80,-80,-82,-82,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-86,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,253,2433152057759
-75,-75,-68,-75,-74,-60,-100,-100,-67,-72,-72,-68,-67,-71,-77,-78,-67,-77,-74,-74,-72,-100,-100,-72,-71,-82,-82,-60,-80,-79,-80,-88,-76,-68,-87,-84,-76,-75,-100,-67,-72,-67,-78,-74,-100,-72,-60,-80,-76,-88,-72,-72,-68,-82,-59,-100,-100,-100,-100,-72,-72,-100,-100,-72,-72,-72,-67,-100,-100,-100,-100,-88,-72,-72,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-81,-100,-76,-100,-86,-69,-69,-69,-100,-100,-100,-100,-100,-87,-82,-100,-80,-80,-81,-80,-84,-82,-84,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-86,-86,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,253,2437061300375
-75,-75,-67,-75,-100,-59,-100,-100,-67,-72,-71,-68,-68,-69,-77,-77,-67,-77,-74,-74,-72,-100,-100,-72,-72,-83,-100,-60,-80,-80,-80,-88,-77,-68,-89,-82,-75,-75,-100,-67,-71,-100,-78,-74,-100,-72,-60,-80,-76,-88,-72,-73,-68,-84,-59,-100,-100,-100,-100,-73,-73,-81,-100,-72,-72,-72,-68,-100,-100,-100,-100,-88,-72,-71,-100,-88,-100,-100,-100,-88,-87,-100,-100,-100,-81,-84,-77,-100,-86,-69,-69,-69,-100,-100,-100,-100,-100,-88,-80,-100,-80,-80,-81,-80,-83,-84,-83,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-86,-86,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,253,2440714432529
