72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:19:d0,44:48:c1:91:95:a3,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:95:a1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:b0,00:4e:35:de:d7:43,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:83,38:17:c3:1f:09:90,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:92,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:d7:70,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1f:0e:11,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:31,80:8d:b7:55:29:d1,00:4e:35:df:06:52,38:17:c3:1f:22:32,00:4e:35:df:06:50,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,x,y,timestamp
-61,-64,-100,-68,-69,-69,-100,-100,-100,-76,-76,-77,-76,-75,-74,-100,-76,-76,-100,-78,-74,-74,-77,-76,-83,-81,-82,-79,-78,-79,-100,-89,-90,-90,-88,-100,-87,-88,-87,-86,-85,-100,-84,-83,-78,-100,-78,-100,-88,-89,-87,-88,-88,-87,-100,-100,-89,-100,-91,-91,-89,-100,-100,-100,-77,-100,-100,-100,-83,-100,-100,-87,-86,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,766,583926773272
-100,-64,-61,-68,-68,-68,-100,-75,-75,-77,-76,-77,-76,-74,-74,-100,-77,-76,-100,-100,-74,-75,-77,-77,-100,-100,-100,-79,-79,-79,-100,-90,-88,-90,-88,-100,-88,-88,-86,-85,-86,-83,-84,-84,-79,-84,-78,-100,-100,-100,-88,-87,-88,-88,-100,-100,-89,-100,-100,-91,-91,-100,-100,-75,-79,-100,-83,-83,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,766,586590821766
-69,-65,-100,-65,-66,-65,-77,-100,-100,-80,-80,-80,-80,-78,-79,-83,-78,-79,-100,-100,-78,-78,-78,-79,-100,-100,-82,-81,-81,-81,-78,-87,-86,-87,-85,-100,-86,-86,-89,-90,-88,-100,-88,-88,-76,-87,-76,-91,-86,-86,-89,-91,-92,-91,-100,-100,-86,-100,-100,-87,-88,-86,-100,-100,-77,-100,-79,-80,-79,-83,-100,-90,-86,-87,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,644852375070
-58,-68,-64,-64,-66,-67,-100,-74,-74,-80,-80,-80,-79,-78,-78,-82,-79,-78,-82,-100,-77,-77,-79,-78,-81,-82,-100,-84,-84,-85,-100,-87,-86,-86,-87,-100,-86,-88,-89,-90,-89,-85,-89,-87,-78,-100,-77,-88,-87,-86,-89,-87,-88,-87,-100,-100,-87,-100,-90,-87,-87,-88,-100,-73,-78,-80,-79,-79,-79,-82,-83,-89,-100,-88,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,647509805179
-68,-65,-100,-64,-65,-64,-100,-74,-74,-81,-81,-81,-80,-78,-79,-100,-77,-77,-100,-100,-79,-78,-77,-77,-82,-81,-80,-82,-82,-82,-100,-88,-88,-86,-86,-100,-88,-88,-89,-88,-89,-82,-100,-86,-77,-100,-77,-100,-100,-100,-87,-88,-88,-87,-100,-100,-100,-100,-100,-87,-88,-87,-100,-74,-77,-100,-100,-79,-79,-83,-100,-90,-100,-88,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,650185290602
-100,-66,-100,-64,-65,-64,-100,-74,-75,-81,-81,-81,-81,-80,-79,-82,-77,-78,-82,-76,-79,-79,-78,-78,-82,-80,-82,-100,-100,-100,-100,-90,-87,-87,-89,-100,-87,-89,-88,-89,-89,-100,-88,-100,-78,-88,-78,-100,-85,-85,-89,-88,-89,-89,-100,-100,-85,-100,-100,-87,-88,-87,-100,-75,-78,-100,-79,-80,-80,-82,-83,-91,-100,-88,-100,-100,-100,-86,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,652847293731
-73,-68,-68,-64,-64,-64,-78,-75,-75,-78,-77,-78,-77,-78,-77,-81,-76,-77,-82,-78,-77,-78,-76,-77,-81,-82,-81,-100,-100,-82,-79,-88,-89,-88,-89,-100,-86,-86,-88,-89,-88,-100,-100,-100,-79,-100,-79,-100,-87,-87,-89,-90,-89,-89,-100,-100,-87,-100,-100,-87,-87,-86,-100,-74,-78,-81,-79,-80,-80,-81,-100,-88,-100,-87,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,655526030873
-100,-67,-100,-65,-64,-65,-100,-74,-75,-78,-78,-79,-78,-78,-77,-100,-77,-77,-100,-100,-78,-77,-77,-78,-82,-83,-81,-83,-82,-82,-100,-88,-86,-86,-88,-100,-88,-87,-88,-88,-88,-100,-100,-100,-78,-100,-79,-100,-86,-87,-88,-88,-88,-88,-100,-100,-87,-100,-90,-87,-87,-87,-100,-72,-79,-100,-80,-80,-80,-100,-83,-88,-88,-87,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,749,658185428378
-100,-66,-100,-62,-62,-63,-100,-100,-100,-80,-80,-80,-80,-82,-82,-79,-84,-84,-80,-100,-82,-82,-84,-84,-100,-100,-100,-80,-81,-81,-100,-100,-100,-100,-90,-86,-100,-88,-90,-89,-89,-83,-86,-86,-73,-86,-73,-90,-82,-84,-100,-100,-89,-89,-100,-100,-83,-100,-100,-91,-90,-100,-100,-100,-74,-100,-83,-84,-84,-78,-100,-89,-87,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,704748577339
-100,-64,-69,-61,-64,-64,-100,-69,-70,-80,-79,-80,-80,-85,-85,-82,-79,-80,-83,-100,-84,-85,-80,-80,-100,-82,-82,-80,-79,-80,-100,-87,-87,-87,-88,-100,-100,-90,-100,-100,-92,-100,-90,-100,-75,-89,-74,-100,-84,-84,-100,-100,-100,-90,-100,-100,-85,-100,-100,-91,-89,-89,-100,-69,-74,-82,-83,-100,-100,-100,-100,-91,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,707428102450
-68,-67,-65,-62,-61,-60,-79,-100,-100,-81,-81,-81,-81,-82,-82,-81,-83,-82,-100,-100,-82,-82,-83,-82,-100,-83,-81,-81,-81,-81,-100,-88,-87,-87,-87,-100,-100,-87,-100,-100,-93,-100,-86,-100,-73,-100,-73,-100,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-90,-90,-89,-89,-100,-100,-73,-100,-83,-100,-100,-82,-100,-100,-86,-89,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,710087835631
-69,-68,-68,-63,-62,-64,-100,-71,-71,-82,-81,-81,-81,-81,-81,-100,-100,-84,-100,-100,-81,-81,-100,-84,-100,-100,-100,-77,-77,-78,-100,-90,-100,-100,-88,-100,-89,-88,-89,-88,-89,-85,-89,-88,-73,-89,-74,-100,-89,-88,-100,-100,-100,-93,-100,-100,-88,-100,-100,-93,-91,-100,-100,-72,-74,-82,-84,-84,-84,-100,-86,-88,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,712752832668
-100,-65,-67,-63,-65,-65,-84,-71,-71,-81,-81,-81,-82,-84,-85,-83,-83,-83,-83,-83,-84,-85,-83,-83,-84,-83,-83,-100,-82,-82,-100,-91,-91,-100,-88,-100,-89,-88,-100,-100,-100,-100,-85,-85,-75,-85,-74,-100,-85,-85,-100,-100,-91,-90,-100,-100,-85,-100,-100,-93,-91,-100,-100,-71,-74,-81,-84,-85,-85,-83,-85,-100,-86,-100,-100,-100,-100,-86,-86,-88,-100,-89,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,715425551944
-65,-66,-69,-62,-64,-63,-100,-69,-69,-81,-80,-81,-81,-82,-81,-100,-81,-81,-100,-100,-81,-81,-81,-81,-84,-84,-84,-100,-100,-100,-100,-91,-89,-91,-89,-100,-89,-89,-88,-89,-100,-100,-85,-86,-75,-86,-74,-100,-84,-85,-91,-100,-90,-90,-100,-100,-85,-100,-100,-90,-90,-100,-100,-70,-74,-100,-86,-100,-85,-100,-82,-88,-100,-91,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,732,718086214189
-100,-70,-100,-61,-61,-62,-81,-71,-70,-84,-84,-84,-84,-80,-80,-83,-78,-78,-83,-100,-80,-79,-78,-78,-100,-100,-84,-80,-80,-80,-83,-90,-88,-88,-90,-100,-100,-100,-100,-90,-91,-100,-86,-86,-75,-86,-74,-100,-85,-85,-100,-100,-100,-89,-100,-100,-86,-100,-100,-89,-88,-100,-100,-70,-74,-100,-86,-86,-86,-83,-83,-100,-85,-100,-100,-100,-100,-85,-86,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,768452455456
-67,-70,-100,-63,-63,-63,-100,-70,-70,-85,-84,-83,-83,-79,-79,-100,-77,-77,-83,-82,-78,-79,-77,-77,-83,-82,-83,-78,-78,-78,-82,-91,-100,-100,-91,-100,-100,-100,-100,-91,-91,-85,-87,-87,-100,-86,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-88,-90,-100,-70,-100,-100,-87,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,771022286493
-66,-66,-100,-62,-63,-63,-100,-100,-100,-87,-88,-89,-88,-78,-78,-100,-81,-81,-100,-100,-78,-78,-82,-81,-81,-100,-81,-77,-76,-77,-79,-92,-100,-90,-91,-100,-100,-100,-100,-100,-90,-100,-87,-100,-73,-87,-73,-100,-85,-85,-89,-86,-87,-87,-100,-100,-86,-100,-100,-100,-91,-100,-100,-100,-73,-100,-85,-100,-86,-84,-89,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,773664007017
-63,-67,-66,-63,-63,-62,-77,-72,-73,-88,-88,-88,-89,-78,-78,-83,-82,-81,-100,-100,-78,-78,-82,-82,-100,-80,-80,-78,-78,-78,-78,-91,-100,-100,-91,-100,-100,-100,-100,-100,-92,-100,-100,-86,-73,-87,-74,-100,-84,-84,-88,-89,-88,-89,-100,-100,-84,-100,-100,-91,-90,-100,-100,-73,-73,-100,-86,-86,-86,-83,-83,-100,-84,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,776336093637
-100,-66,-100,-62,-62,-62,-77,-72,-73,-88,-88,-89,-87,-78,-78,-83,-81,-82,-83,-80,-78,-78,-81,-81,-100,-80,-81,-78,-78,-78,-78,-89,-100,-100,-92,-100,-100,-100,-100,-100,-91,-82,-87,-86,-72,-88,-73,-100,-85,-85,-88,-88,-90,-88,-100,-100,-84,-100,-100,-90,-90,-100,-100,-72,-73,-80,-85,-86,-85,-84,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,778990396714
-100,-66,-67,-62,-62,-63,-78,-73,-73,-89,-89,-88,-88,-78,-79,-100,-81,-81,-100,-100,-78,-78,-81,-81,-100,-100,-100,-78,-77,-78,-76,-92,-90,-91,-91,-100,-100,-100,-100,-100,-93,-82,-87,-86,-73,-87,-73,-100,-85,-85,-88,-89,-88,-88,-100,-100,-85,-100,-100,-90,-91,-100,-100,-73,-73,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,714,781667532710
-66,-68,-100,-67,-67,-68,-100,-72,-73,-86,-85,-86,-85,-81,-81,-100,-83,-82,-100,-79,-81,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-91,-100,-88,-89,-74,-89,-75,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-93,-89,-90,-100,-100,-73,-75,-100,-100,-100,-100,-86,-100,-90,-88,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,697,825682924907
-100,-68,-100,-66,-68,-68,-85,-74,-74,-85,-84,-84,-84,-82,-82,-88,-84,-83,-100,-79,-82,-81,-84,-84,-100,-83,-84,-80,-80,-80,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-91,-88,-89,-89,-80,-88,-80,-100,-90,-90,-100,-100,-91,-100,-100,-100,-89,-100,-89,-89,-90,-100,-100,-74,-79,-100,-86,-100,-86,-85,-82,-90,-88,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,151,697,828262643185
