38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:c0,ac:e2:d3:c4:08:e6,44:48:c1:a5:82:30,80:8d:b7:55:39:c1,44:48:c1:a5:82:32,b0:be:76:f8:30:5e,44:48:c1:a5:82:22,44:48:c1:a5:82:20,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:3a:50,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:f2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:12,38:17:c3:19:d7:60,38:17:c3:19:45:b2,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:1e:ff:00,b4:5d:50:e1:96:51,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:a0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:45:b1,38:17:c3:1f:01:80,00:4e:35:df:06:42,00:4e:35:df:06:40,b4:5d:50:e1:92:33,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,38:17:c3:1f:09:90,72:32:b1:3e:1a:b8,38:17:c3:1f:09:83,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:71:90,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,38:17:c3:19:45:b0,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:22:31,72:32:b1:3e:1a:b7,00:4e:35:df:0e:12,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,00:4e:35:de:e1:00,38:17:c3:19:36:31,38:17:c3:1f:22:32,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,00:4e:35:df:0e:00,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,x,y,timestamp
-52,-56,-100,-56,-56,-56,-56,-58,-73,-74,-73,-63,-64,-64,-64,-73,-73,-74,-100,-80,-100,-80,-80,-77,-80,-79,-86,-86,-85,-81,-81,-80,-80,-82,-80,-100,-100,-85,-80,-88,-87,-89,-83,-100,-83,-83,-84,-100,-87,-89,-91,-90,-100,-90,-100,-90,-100,-91,-100,-89,-75,-76,-75,-76,-100,-100,-100,-81,-90,-93,-73,-74,-74,-100,-76,-75,-100,-100,-89,-91,-89,-92,-89,-93,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,707,1006654263456
-51,-56,-74,-54,-54,-56,-56,-55,-74,-73,-74,-63,-63,-63,-63,-74,-72,-72,-76,-78,-100,-100,-79,-76,-79,-80,-86,-86,-86,-83,-82,-100,-100,-82,-100,-85,-84,-84,-100,-100,-100,-100,-83,-80,-100,-83,-83,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-75,-75,-100,-100,-80,-100,-100,-91,-73,-73,-74,-100,-76,-75,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,707,1009405072063
-52,-56,-71,-54,-55,-100,-56,-56,-70,-69,-69,-60,-60,-60,-60,-76,-75,-75,-71,-74,-71,-100,-74,-72,-74,-100,-80,-80,-80,-80,-80,-75,-75,-81,-75,-100,-100,-100,-75,-81,-82,-81,-81,-81,-100,-80,-80,-80,-88,-100,-100,-100,-82,-100,-82,-100,-91,-100,-100,-91,-100,-77,-77,-77,-100,-100,-80,-81,-87,-100,-71,-71,-71,-100,-100,-100,-100,-100,-90,-89,-89,-91,-100,-91,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1083535775594
-52,-53,-70,-54,-54,-56,-56,-56,-100,-100,-100,-61,-60,-60,-61,-74,-75,-74,-69,-74,-72,-77,-73,-71,-74,-79,-80,-81,-100,-80,-80,-75,-74,-81,-75,-83,-83,-91,-75,-84,-100,-84,-81,-80,-87,-81,-81,-80,-87,-89,-89,-88,-79,-87,-79,-87,-100,-87,-100,-93,-100,-76,-76,-76,-100,-100,-80,-80,-100,-91,-71,-71,-71,-100,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-85,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1086214515184
-51,-55,-70,-54,-53,-57,-57,-57,-70,-69,-69,-60,-60,-60,-60,-76,-74,-75,-100,-74,-100,-61,-75,-100,-74,-79,-80,-80,-79,-81,-80,-75,-74,-80,-75,-100,-100,-100,-75,-100,-100,-100,-80,-80,-88,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-94,-100,-76,-77,-76,-86,-86,-81,-100,-100,-91,-70,-70,-71,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1088833073205
-51,-55,-65,-53,-52,-58,-58,-58,-68,-69,-69,-62,-62,-62,-62,-74,-74,-74,-71,-73,-71,-86,-74,-71,-74,-80,-82,-80,-80,-100,-100,-76,-76,-100,-76,-81,-82,-81,-76,-84,-100,-100,-81,-79,-86,-81,-81,-79,-88,-100,-100,-100,-81,-88,-82,-87,-100,-88,-100,-94,-100,-77,-77,-77,-100,-100,-79,-82,-100,-92,-61,-100,-100,-100,-75,-75,-100,-76,-90,-100,-100,-91,-88,-100,-100,-100,-100,-85,-90,-93,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1091553015767
-51,-56,-100,-52,-52,-58,-58,-58,-69,-68,-69,-62,-62,-62,-61,-74,-74,-75,-72,-74,-72,-79,-74,-72,-75,-100,-100,-100,-100,-80,-81,-77,-76,-81,-76,-81,-81,-82,-76,-100,-100,-100,-81,-79,-100,-81,-81,-79,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-74,-77,-78,-78,-100,-100,-79,-82,-100,-92,-100,-100,-100,-100,-75,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1094279565935
-51,-55,-71,-52,-52,-58,-58,-58,-100,-100,-100,-62,-62,-62,-62,-74,-73,-74,-72,-74,-72,-80,-74,-72,-73,-80,-80,-80,-81,-80,-81,-76,-76,-80,-77,-82,-83,-100,-76,-79,-80,-79,-81,-79,-86,-81,-80,-79,-89,-100,-100,-100,-82,-100,-81,-100,-92,-100,-100,-100,-100,-77,-77,-77,-100,-100,-79,-81,-100,-88,-70,-70,-72,-100,-100,-100,-100,-100,-91,-91,-89,-92,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,691,1097047691211
-51,-49,-70,-52,-52,-72,-100,-65,-72,-71,-71,-67,-67,-67,-67,-71,-70,-69,-73,-70,-100,-80,-71,-100,-70,-80,-100,-100,-100,-78,-78,-76,-75,-79,-76,-100,-100,-100,-75,-80,-79,-80,-82,-81,-100,-82,-82,-80,-89,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-74,-71,-71,-72,-100,-100,-81,-78,-100,-91,-70,-70,-70,-100,-79,-100,-100,-100,-87,-87,-100,-87,-100,-100,-77,-100,-77,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1155839554672
-52,-52,-100,-53,-53,-65,-65,-65,-72,-70,-72,-67,-67,-67,-67,-72,-73,-72,-72,-70,-72,-100,-71,-72,-70,-100,-81,-81,-81,-100,-100,-75,-75,-100,-76,-82,-82,-82,-75,-81,-81,-81,-83,-81,-100,-83,-83,-82,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-94,-75,-73,-72,-72,-100,-100,-82,-100,-100,-90,-70,-70,-70,-100,-79,-100,-100,-100,-87,-87,-90,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1158507872698
-51,-52,-70,-54,-53,-65,-65,-67,-72,-72,-71,-67,-67,-68,-68,-73,-71,-73,-72,-71,-72,-100,-69,-72,-70,-100,-81,-81,-81,-81,-81,-75,-76,-81,-76,-100,-82,-82,-76,-86,-86,-85,-82,-81,-82,-83,-83,-81,-87,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-92,-100,-72,-72,-72,-88,-100,-81,-78,-89,-91,-71,-71,-71,-100,-100,-100,-100,-100,-87,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1161173580463
-52,-51,-70,-53,-52,-65,-64,-65,-70,-71,-71,-68,-67,-68,-67,-71,-70,-71,-72,-70,-73,-81,-70,-72,-70,-100,-100,-81,-100,-81,-81,-75,-76,-81,-75,-100,-100,-81,-75,-80,-80,-81,-83,-81,-81,-83,-83,-78,-89,-88,-87,-87,-78,-100,-78,-100,-100,-100,-100,-100,-100,-73,-73,-73,-87,-87,-81,-78,-100,-91,-71,-70,-70,-100,-80,-100,-100,-100,-87,-87,-91,-87,-92,-100,-100,-100,-100,-83,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1163815151872
-52,-56,-70,-53,-53,-100,-65,-100,-72,-70,-71,-67,-68,-67,-67,-71,-71,-71,-100,-70,-72,-100,-70,-100,-70,-100,-81,-81,-81,-82,-81,-76,-75,-81,-75,-100,-100,-100,-76,-82,-81,-82,-83,-82,-100,-82,-83,-100,-88,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-73,-80,-73,-100,-100,-100,-78,-88,-100,-71,-70,-71,-100,-100,-100,-100,-100,-89,-100,-90,-87,-90,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1166473578387
-51,-53,-66,-53,-53,-65,-65,-65,-71,-72,-71,-66,-67,-66,-66,-73,-73,-71,-73,-71,-72,-79,-71,-72,-70,-100,-100,-80,-100,-78,-78,-74,-74,-78,-75,-83,-82,-83,-74,-86,-85,-85,-82,-81,-100,-82,-83,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-72,-73,-72,-100,-100,-81,-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,674,1169148748602
-55,-50,-75,-61,-61,-60,-61,-61,-74,-75,-64,-64,-64,-63,-63,-75,-77,-76,-75,-69,-74,-78,-68,-74,-69,-100,-75,-75,-75,-100,-100,-75,-75,-100,-75,-80,-81,-81,-75,-100,-100,-100,-82,-81,-100,-83,-82,-81,-89,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-81,-100,-100,-100,-71,-71,-72,-100,-78,-100,-100,-100,-88,-86,-100,-87,-90,-100,-100,-100,-100,-100,-100,-93,-86,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1227407882791
-55,-48,-76,-57,-57,-62,-62,-62,-65,-65,-65,-69,-69,-68,-68,-78,-78,-78,-74,-69,-75,-75,-69,-75,-69,-75,-75,-76,-75,-75,-75,-74,-75,-75,-75,-100,-100,-100,-75,-84,-84,-84,-83,-81,-100,-82,-83,-81,-88,-85,-86,-87,-78,-100,-77,-100,-100,-100,-100,-100,-100,-76,-76,-76,-85,-85,-80,-78,-100,-91,-72,-73,-73,-100,-79,-100,-100,-100,-88,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1230081226911
-55,-51,-77,-59,-59,-62,-62,-61,-65,-64,-65,-66,-66,-65,-65,-77,-75,-77,-74,-69,-74,-80,-69,-74,-69,-74,-75,-75,-75,-77,-77,-75,-75,-77,-74,-100,-100,-80,-74,-84,-85,-85,-81,-100,-100,-82,-82,-100,-88,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-100,-100,-76,-88,-100,-72,-72,-72,-100,-79,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1232718618372
-55,-50,-76,-58,-58,-63,-62,-61,-63,-64,-66,-100,-69,-68,-67,-77,-77,-77,-74,-68,-74,-83,-69,-74,-69,-74,-75,-76,-75,-76,-76,-100,-100,-76,-100,-80,-100,-81,-100,-84,-82,-83,-82,-80,-100,-82,-82,-100,-88,-87,-88,-88,-76,-100,-75,-100,-100,-100,-100,-100,-77,-75,-76,-100,-85,-84,-100,-77,-88,-92,-72,-72,-72,-86,-100,-100,-100,-100,-87,-87,-85,-87,-100,-95,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-91,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1235406437650
-54,-49,-71,-59,-58,-62,-62,-62,-64,-65,-65,-66,-66,-67,-67,-76,-75,-84,-100,-70,-100,-100,-70,-100,-69,-100,-76,-76,-76,-76,-76,-75,-74,-75,-75,-100,-100,-100,-75,-100,-100,-100,-82,-82,-100,-82,-82,-81,-90,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-81,-76,-100,-92,-72,-71,-72,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1238053731143
-55,-49,-70,-58,-58,-62,-62,-62,-73,-65,-65,-65,-66,-66,-66,-78,-76,-76,-74,-69,-74,-76,-70,-74,-70,-100,-75,-75,-75,-100,-100,-75,-74,-100,-74,-100,-100,-100,-75,-85,-100,-86,-82,-81,-100,-82,-100,-80,-89,-100,-100,-100,-100,-100,-77,-87,-100,-87,-100,-100,-100,-74,-75,-75,-85,-100,-81,-100,-88,-100,-71,-71,-71,-100,-79,-100,-100,-100,-88,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,658,1240723785836
-53,-55,-70,-53,-53,-68,-68,-68,-72,-72,-72,-61,-62,-62,-62,-73,-73,-74,-68,-70,-69,-80,-70,-68,-71,-79,-77,-77,-77,-76,-76,-74,-74,-77,-93,-100,-100,-100,-74,-83,-83,-83,-81,-86,-100,-83,-83,-87,-88,-85,-85,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-79,-79,-85,-100,-87,-100,-100,-92,-71,-71,-73,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-93,-100,-100,-79,-84,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,641,1295930325971
-53,-56,-100,-54,-54,-67,-100,-67,-67,-67,-68,-63,-62,-63,-62,-75,-74,-74,-68,-70,-68,-86,-70,-68,-71,-79,-77,-77,-77,-77,-77,-75,-74,-77,-75,-78,-78,-78,-74,-79,-80,-80,-84,-87,-91,-84,-84,-86,-91,-100,-100,-100,-80,-100,-81,-100,-91,-100,-100,-100,-75,-79,-79,-78,-100,-84,-87,-82,-100,-90,-71,-71,-71,-100,-83,-100,-100,-82,-88,-88,-83,-89,-100,-100,-79,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,641,1298594275768
