60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,38:17:c3:1f:00:a0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:09:90,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:22:61:90,38:17:c3:19:d7:70,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:00,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,38:17:c3:22:61:92,20:a6:cd:42:13:e2,00:4e:35:de:d7:43,20:a6:cd:42:13:e0,38:17:c3:1f:1c:10,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,44:48:c1:91:d0:01,44:48:c1:91:aa:20,38:17:c3:1f:09:81,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:80,38:17:c3:1f:19:c0,80:8d:b7:55:25:e3,44:48:c1:91:95:a1,38:17:c3:19:45:a1,44:48:c1:91:95:a2,38:17:c3:1f:19:f2,38:17:c3:1f:19:c1,20:a6:cd:42:0b:e3,38:17:c3:19:45:a0,44:48:c1:91:d0:00,38:17:c3:19:45:a2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b7,38:17:c3:19:d7:61,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:19:71:91,00:4e:35:df:06:52,38:17:c3:1e:ff:11,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:1e:ff:00,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:19:36:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,00:4e:35:df:06:41,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,44:48:c1:a5:82:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:0e:01,00:4e:35:de:e1:11,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,label
-73,-49,-49,-74,-85,-74,-87,-85,-69,-86,-86,-87,-85,-100,-100,-79,-49,-49,-100,-100,-100,-100,-74,-74,-100,-83,-86,-100,-100,-83,-84,-82,-83,-100,-76,-75,-100,-100,-47,-74,-86,-87,-100,-49,-100,-100,-83,-74,-86,-100,-75,-83,-100,-100,-100,-80,-100,-71,-66,-79,-81,-74,-79,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-72,-83,-100,-85,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-80,-80,-80,-81,-100,-80,-81,-100,-79,-100,-78,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-72,-49,-49,-75,-100,-76,-100,-100,-73,-86,-86,-86,-85,-100,-86,-78,-49,-49,-100,-100,-100,-100,-74,-75,-100,-100,-85,-100,-100,-84,-81,-81,-81,-100,-76,-100,-100,-100,-48,-76,-100,-86,-85,-49,-100,-100,-84,-75,-85,-88,-100,-81,-100,-100,-100,-80,-100,-100,-66,-100,-81,-75,-78,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-78,-100,-70,-79,-100,-83,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-79,-81,-82,-81,-74,-79,-82,-100,-79,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-73,-48,-48,-76,-100,-76,-89,-100,-71,-85,-84,-85,-85,-100,-86,-79,-49,-49,-100,-100,-100,-100,-77,-77,-100,-100,-87,-100,-100,-84,-81,-81,-81,-100,-76,-77,-100,-100,-48,-76,-88,-86,-87,-49,-100,-100,-84,-77,-86,-87,-100,-81,-100,-100,-100,-80,-100,-67,-67,-100,-81,-74,-78,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-78,-100,-70,-79,-100,-83,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-79,-81,-81,-81,-74,-80,-81,-100,-79,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-72,-48,-48,-73,-100,-73,-89,-100,-72,-85,-84,-85,-86,-100,-86,-80,-48,-48,-100,-100,-100,-100,-74,-74,-100,-85,-84,-100,-100,-84,-81,-81,-81,-100,-76,-76,-100,-100,-47,-74,-88,-86,-87,-48,-100,-100,-84,-74,-85,-87,-77,-81,-100,-100,-100,-80,-69,-66,-62,-100,-80,-74,-79,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-78,-100,-68,-79,-100,-83,-100,-77,-100,-100,-100,-69,-76,-100,-100,-100,-100,-79,-82,-81,-82,-73,-80,-82,-100,-100,-79,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-72,-49,-49,-75,-100,-76,-89,-100,-69,-86,-86,-86,-84,-85,-100,-81,-49,-49,-100,-100,-100,-100,-75,-75,-100,-85,-85,-100,-100,-84,-82,-82,-82,-87,-74,-76,-100,-100,-48,-76,-88,-86,-86,-49,-100,-100,-100,-75,-87,-87,-76,-82,-100,-100,-100,-80,-69,-69,-69,-100,-80,-76,-68,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-77,-100,-100,-100,-70,-76,-100,-100,-100,-100,-79,-81,-81,-82,-73,-79,-81,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-74,-49,-49,-75,-100,-74,-100,-100,-75,-86,-87,-87,-85,-85,-100,-57,-49,-49,-100,-100,-100,-100,-75,-75,-100,-85,-85,-100,-100,-84,-81,-82,-83,-86,-76,-76,-100,-100,-48,-75,-100,-87,-87,-49,-100,-100,-83,-75,-84,-100,-77,-83,-100,-100,-100,-80,-71,-69,-69,-100,-82,-76,-78,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-78,-100,-71,-100,-100,-85,-100,-77,-100,-100,-100,-71,-76,-100,-100,-100,-100,-80,-82,-82,-82,-73,-79,-82,-100,-100,-100,-66,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-74,-49,-49,-75,-100,-74,-100,-100,-75,-86,-87,-87,-85,-85,-100,-57,-49,-49,-100,-100,-100,-100,-75,-75,-100,-85,-85,-100,-100,-84,-81,-82,-83,-86,-76,-76,-100,-100,-48,-75,-100,-87,-87,-49,-100,-100,-83,-75,-84,-100,-77,-83,-100,-100,-100,-80,-71,-69,-69,-100,-82,-76,-78,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-78,-100,-71,-100,-100,-85,-100,-77,-100,-100,-100,-71,-76,-100,-100,-100,-100,-80,-82,-82,-82,-73,-79,-82,-100,-100,-100,-66,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-78,-43,-43,-73,-100,-73,-88,-100,-72,-100,-100,-87,-85,-100,-85,-79,-100,-100,-100,-100,-100,-100,-72,-73,-100,-84,-85,-100,-100,-85,-84,-83,-84,-100,-100,-100,-100,-100,-43,-73,-87,-87,-86,-100,-100,-100,-100,-73,-84,-100,-100,-83,-100,-85,-100,-80,-72,-69,-100,-100,-82,-78,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-100,-74,-100,-100,-82,-77,-77,-78,-70,-81,-77,-76,-77,-100,-77,-78,-100,-84,-83,-85,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-43,-43,-73,-100,-73,-88,-100,-74,-85,-86,-86,-85,-85,-85,-83,-43,-43,-100,-100,-100,-100,-72,-73,-100,-84,-84,-100,-100,-84,-84,-85,-86,-100,-77,-100,-100,-100,-43,-73,-87,-86,-85,-44,-100,-100,-100,-72,-83,-100,-100,-83,-100,-84,-100,-81,-72,-69,-100,-100,-81,-77,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-84,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-74,-100,-100,-82,-77,-77,-78,-78,-82,-77,-76,-76,-76,-77,-78,-77,-83,-84,-85,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-78,-43,-43,-73,-89,-73,-88,-88,-52,-85,-86,-86,-83,-85,-85,-80,-43,-43,-100,-100,-100,-100,-72,-73,-100,-84,-85,-100,-100,-85,-83,-85,-86,-87,-77,-100,-100,-100,-43,-73,-88,-86,-85,-44,-100,-100,-88,-73,-85,-100,-100,-83,-100,-84,-100,-81,-72,-69,-69,-100,-82,-77,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-84,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-74,-100,-100,-81,-77,-77,-78,-78,-82,-77,-85,-76,-76,-77,-78,-77,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-43,-43,-74,-89,-74,-88,-88,-70,-85,-86,-85,-85,-84,-85,-80,-43,-43,-100,-100,-100,-100,-73,-73,-100,-84,-84,-100,-100,-85,-83,-84,-83,-87,-77,-100,-100,-100,-43,-74,-89,-87,-85,-44,-100,-100,-88,-73,-85,-100,-100,-84,-100,-84,-100,-82,-100,-70,-70,-100,-82,-77,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-84,-100,-85,-100,-74,-100,-100,-100,-72,-74,-100,-66,-100,-100,-82,-77,-77,-78,-78,-82,-77,-85,-76,-76,-77,-100,-76,-84,-84,-85,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-43,-43,-74,-89,-74,-90,-88,-69,-100,-100,-85,-83,-84,-85,-80,-44,-44,-100,-100,-100,-100,-72,-72,-100,-84,-83,-100,-100,-85,-83,-84,-85,-87,-79,-79,-100,-100,-43,-74,-89,-87,-85,-44,-100,-100,-88,-73,-84,-87,-78,-85,-100,-85,-100,-80,-73,-70,-69,-85,-82,-77,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-87,-100,-74,-100,-100,-100,-73,-74,-100,-74,-100,-100,-81,-77,-77,-78,-78,-82,-77,-85,-100,-100,-77,-77,-76,-84,-85,-100,-84,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-78,-43,-43,-76,-100,-76,-90,-100,-72,-86,-86,-86,-85,-84,-86,-83,-44,-44,-100,-100,-100,-100,-69,-69,-100,-84,-85,-100,-100,-84,-83,-88,-85,-100,-83,-83,-100,-100,-43,-77,-89,-87,-86,-44,-100,-100,-100,-69,-84,-87,-83,-88,-100,-87,-100,-81,-73,-70,-69,-76,-82,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-74,-100,-100,-100,-75,-71,-100,-74,-100,-100,-80,-81,-81,-81,-78,-81,-82,-100,-100,-100,-100,-77,-76,-84,-85,-100,-84,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-43,-43,-76,-100,-76,-100,-100,-71,-86,-85,-86,-86,-100,-86,-85,-45,-45,-100,-100,-100,-100,-69,-69,-100,-84,-84,-100,-100,-84,-100,-88,-100,-100,-83,-83,-100,-100,-43,-76,-100,-86,-86,-45,-100,-100,-100,-69,-85,-100,-81,-88,-100,-86,-100,-80,-76,-100,-73,-76,-83,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-65,-100,-100,-86,-100,-100,-100,-100,-100,-74,-71,-100,-100,-100,-100,-81,-81,-81,-82,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-43,-43,-76,-88,-76,-88,-87,-71,-86,-85,-86,-85,-100,-86,-83,-45,-45,-100,-100,-100,-100,-70,-70,-100,-84,-85,-100,-100,-84,-100,-88,-100,-100,-83,-83,-100,-100,-43,-76,-87,-86,-86,-45,-100,-100,-100,-70,-84,-100,-81,-88,-100,-86,-100,-79,-76,-100,-73,-76,-83,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-73,-100,-100,-86,-100,-100,-100,-100,-100,-74,-71,-100,-100,-100,-100,-80,-81,-81,-81,-100,-79,-81,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-43,-43,-76,-88,-76,-88,-87,-70,-85,-85,-85,-85,-85,-100,-83,-45,-45,-100,-100,-100,-100,-70,-70,-100,-85,-84,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-43,-77,-87,-85,-86,-45,-100,-100,-100,-70,-84,-100,-81,-88,-100,-86,-100,-81,-76,-100,-74,-100,-83,-81,-85,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-65,-100,-100,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-81,-81,-81,-79,-79,-82,-79,-78,-78,-79,-77,-77,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-43,-43,-76,-87,-76,-87,-87,-65,-85,-85,-85,-86,-85,-100,-76,-46,-46,-100,-100,-100,-100,-69,-69,-100,-85,-85,-100,-100,-85,-87,-100,-100,-100,-81,-100,-100,-100,-43,-76,-87,-85,-86,-46,-100,-100,-100,-69,-84,-100,-100,-88,-100,-86,-100,-80,-76,-100,-74,-100,-83,-80,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-80,-81,-82,-82,-78,-80,-81,-79,-78,-78,-79,-78,-77,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
