60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,38:17:c3:1f:00:a0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:09:90,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:22:61:90,38:17:c3:19:d7:70,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:00,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,38:17:c3:22:61:92,20:a6:cd:42:13:e2,00:4e:35:de:d7:43,20:a6:cd:42:13:e0,38:17:c3:1f:1c:10,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,44:48:c1:91:d0:01,44:48:c1:91:aa:20,38:17:c3:1f:09:81,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:80,38:17:c3:1f:19:c0,80:8d:b7:55:25:e3,44:48:c1:91:95:a1,38:17:c3:19:45:a1,44:48:c1:91:95:a2,38:17:c3:1f:19:f2,38:17:c3:1f:19:c1,20:a6:cd:42:0b:e3,38:17:c3:19:45:a0,44:48:c1:91:d0:00,38:17:c3:19:45:a2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b7,38:17:c3:19:d7:61,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:19:71:91,00:4e:35:df:06:52,38:17:c3:1e:ff:11,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:1e:ff:00,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:19:36:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,00:4e:35:df:06:41,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,44:48:c1:a5:82:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:0e:01,00:4e:35:de:e1:11,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,label
-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-69,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-71,-100,-77,-100,-100,-100,-84,-77,-100,-77,-100,-100,-52,-88,-88,-88,-83,-52,-87,-81,-55,-55,-83,-100,-55,-100,-100,-74,-74,-74,-74,-74,-72,-71,-72,-73,-76,-77,-76,-77,-83,-73,-73,-73,-74,-72,-72,-77,-72,-85,-74,-74,-75,-100,-74,-85,-86,-79,-84,-84,-86,-74,-84,-83,-84,-100,-100,-75,-100,-100,-100,-100,-77,-77,-83,-86,-74,-84,-84,-85,-86,-79,-83,-79,-75,-79,-100,-87,-87,-78,-78,-83,-77,-78,-86,-100,-85,-85,-86,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-69,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-71,-100,-77,-100,-100,-100,-84,-77,-100,-77,-100,-100,-53,-88,-88,-88,-83,-53,-87,-81,-52,-52,-83,-100,-52,-100,-100,-75,-75,-75,-74,-76,-72,-71,-72,-79,-77,-77,-77,-77,-83,-79,-79,-80,-80,-72,-100,-77,-100,-84,-74,-74,-75,-100,-80,-84,-83,-79,-84,-85,-85,-74,-82,-86,-85,-100,-100,-75,-100,-100,-100,-100,-77,-77,-83,-86,-74,-82,-82,-86,-86,-79,-83,-100,-75,-79,-100,-87,-87,-78,-78,-83,-77,-100,-85,-100,-85,-85,-86,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-53,-100,-100,-50,-50,-100,-100,-50,-100,-100,-74,-74,-74,-71,-74,-100,-100,-100,-78,-77,-77,-77,-82,-55,-77,-78,-75,-75,-72,-72,-77,-73,-82,-100,-100,-100,-100,-76,-82,-81,-100,-85,-84,-84,-100,-82,-86,-84,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-100,-82,-82,-86,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-89,-100,-89,-86,-55,-100,-100,-51,-51,-86,-100,-50,-100,-100,-73,-72,-73,-71,-72,-76,-76,-100,-78,-78,-78,-77,-79,-73,-77,-79,-75,-76,-73,-73,-78,-74,-81,-100,-100,-72,-100,-76,-81,-80,-100,-85,-85,-85,-72,-84,-86,-85,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-72,-84,-84,-86,-88,-77,-100,-100,-70,-100,-100,-87,-87,-100,-100,-100,-81,-80,-84,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-89,-100,-89,-86,-53,-100,-100,-51,-51,-86,-100,-50,-100,-100,-74,-74,-74,-73,-74,-74,-76,-100,-79,-77,-76,-77,-78,-79,-79,-78,-75,-75,-73,-73,-77,-74,-82,-75,-76,-72,-74,-75,-82,-81,-84,-85,-85,-84,-72,-84,-100,-85,-100,-100,-71,-100,-100,-73,-100,-100,-100,-100,-100,-72,-84,-84,-86,-88,-77,-100,-100,-72,-100,-100,-87,-87,-100,-100,-100,-81,-80,-85,-100,-86,-86,-84,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-89,-100,-89,-86,-54,-100,-100,-51,-51,-86,-100,-51,-100,-100,-74,-74,-74,-73,-74,-74,-76,-75,-78,-77,-76,-77,-77,-79,-79,-78,-100,-75,-74,-74,-77,-74,-83,-75,-76,-72,-77,-75,-83,-83,-84,-86,-85,-87,-72,-84,-84,-85,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-87,-72,-83,-83,-86,-88,-77,-100,-77,-72,-77,-100,-87,-87,-74,-100,-100,-81,-81,-85,-100,-85,-85,-84,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-50,-50,-100,-100,-49,-100,-100,-74,-74,-74,-73,-74,-75,-100,-74,-78,-78,-79,-78,-79,-79,-78,-78,-75,-76,-73,-73,-79,-74,-83,-75,-76,-72,-77,-76,-81,-82,-84,-85,-85,-85,-72,-84,-84,-86,-100,-100,-100,-100,-100,-73,-100,-75,-75,-100,-87,-72,-84,-84,-86,-100,-77,-100,-77,-72,-77,-100,-100,-100,-75,-100,-100,-81,-81,-85,-100,-85,-85,-86,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-50,-89,-100,-90,-100,-50,-100,-100,-49,-49,-100,-100,-49,-100,-100,-78,-78,-78,-75,-78,-75,-100,-74,-78,-78,-78,-78,-77,-84,-78,-77,-75,-76,-75,-75,-78,-76,-86,-75,-76,-72,-77,-76,-86,-86,-84,-85,-85,-87,-72,-82,-84,-86,-100,-100,-70,-100,-100,-71,-100,-75,-75,-100,-87,-72,-82,-82,-87,-86,-77,-85,-77,-70,-77,-100,-86,-100,-75,-100,-85,-81,-81,-85,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-89,-100,-87,-100,-50,-100,-100,-50,-50,-100,-100,-50,-100,-100,-78,-78,-79,-75,-78,-72,-73,-72,-78,-79,-79,-79,-77,-81,-78,-77,-100,-100,-76,-75,-78,-76,-86,-100,-100,-72,-100,-100,-86,-86,-100,-85,-85,-88,-72,-83,-100,-86,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-72,-82,-83,-87,-87,-79,-85,-81,-70,-82,-100,-87,-86,-75,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-50,-89,-100,-87,-100,-50,-100,-100,-50,-50,-100,-100,-50,-100,-100,-78,-77,-78,-75,-78,-72,-73,-72,-77,-78,-79,-79,-78,-82,-78,-77,-100,-100,-76,-76,-79,-76,-87,-73,-73,-72,-73,-100,-85,-86,-100,-85,-86,-88,-72,-82,-84,-86,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-72,-83,-82,-87,-87,-79,-85,-81,-70,-82,-100,-87,-86,-75,-79,-85,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-72,-100,-80,-100,-100,-100,-84,-80,-100,-80,-100,-100,-50,-89,-100,-90,-100,-50,-100,-100,-50,-50,-100,-100,-50,-100,-100,-78,-79,-78,-76,-79,-72,-72,-72,-77,-79,-79,-79,-78,-82,-78,-77,-71,-72,-76,-76,-79,-76,-86,-73,-73,-72,-73,-71,-86,-86,-100,-85,-85,-86,-72,-83,-85,-85,-100,-100,-71,-100,-100,-71,-100,-100,-100,-86,-100,-72,-82,-83,-87,-87,-83,-100,-83,-70,-81,-100,-88,-87,-73,-79,-86,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-75,-100,-80,-100,-100,-100,-84,-80,-100,-80,-100,-100,-50,-89,-100,-90,-100,-49,-100,-100,-50,-50,-100,-100,-50,-100,-100,-79,-78,-78,-74,-78,-71,-72,-72,-77,-79,-79,-78,-76,-69,-77,-77,-71,-72,-76,-76,-79,-76,-86,-73,-73,-72,-73,-71,-86,-86,-100,-85,-85,-87,-72,-83,-85,-84,-100,-100,-71,-100,-100,-71,-100,-74,-75,-86,-100,-72,-83,-83,-86,-87,-82,-100,-83,-70,-82,-100,-88,-87,-75,-79,-86,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-73,-100,-80,-100,-100,-100,-86,-80,-100,-80,-100,-100,-50,-89,-100,-90,-100,-50,-100,-100,-49,-49,-100,-100,-50,-100,-100,-79,-79,-79,-75,-79,-72,-72,-72,-77,-80,-79,-79,-77,-69,-78,-78,-71,-72,-76,-76,-79,-76,-85,-100,-100,-72,-100,-71,-86,-86,-100,-85,-85,-86,-72,-83,-85,-84,-100,-100,-71,-100,-100,-71,-100,-75,-75,-86,-100,-72,-83,-83,-86,-87,-82,-100,-83,-71,-82,-100,-86,-87,-75,-79,-86,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-72,-100,-100,-100,-100,-100,-86,-100,-100,-80,-100,-100,-51,-88,-100,-89,-100,-51,-100,-85,-48,-48,-100,-100,-47,-100,-100,-75,-75,-75,-77,-75,-73,-74,-73,-77,-79,-78,-79,-77,-69,-78,-78,-73,-73,-78,-77,-78,-77,-84,-100,-100,-72,-100,-73,-80,-80,-81,-85,-85,-86,-72,-83,-100,-84,-100,-100,-71,-100,-100,-73,-100,-75,-75,-100,-100,-72,-84,-84,-88,-86,-83,-100,-100,-73,-82,-100,-87,-87,-69,-73,-85,-74,-74,-100,-100,-86,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-51,-89,-100,-91,-100,-51,-100,-85,-48,-48,-100,-100,-48,-100,-100,-75,-75,-76,-77,-76,-66,-73,-73,-82,-78,-78,-78,-81,-79,-81,-80,-73,-73,-77,-76,-78,-77,-81,-100,-77,-72,-100,-73,-80,-81,-81,-86,-100,-87,-72,-85,-85,-100,-100,-100,-100,-100,-100,-73,-100,-63,-69,-100,-100,-72,-83,-84,-85,-86,-84,-100,-83,-73,-82,-100,-86,-87,-70,-74,-85,-73,-73,-100,-100,-86,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-72,-100,-100,-100,-100,-100,-84,-81,-100,-81,-100,-100,-52,-88,-100,-89,-100,-52,-100,-85,-48,-48,-85,-100,-47,-100,-100,-75,-75,-75,-76,-75,-73,-73,-73,-83,-78,-78,-78,-82,-79,-82,-82,-73,-73,-77,-77,-78,-76,-81,-100,-77,-72,-100,-73,-81,-81,-81,-86,-100,-87,-72,-84,-85,-100,-100,-100,-73,-100,-100,-73,-100,-70,-69,-100,-100,-72,-84,-84,-85,-86,-84,-100,-83,-73,-82,-100,-87,-87,-70,-74,-85,-73,-73,-100,-100,-86,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-72,-100,-100,-100,-100,-100,-84,-81,-100,-81,-100,-100,-52,-88,-100,-89,-100,-52,-100,-100,-48,-48,-85,-100,-47,-100,-100,-75,-75,-75,-76,-75,-73,-73,-73,-81,-78,-78,-78,-78,-79,-82,-82,-73,-73,-77,-77,-78,-76,-80,-100,-77,-72,-100,-73,-80,-80,-100,-86,-100,-87,-72,-84,-85,-100,-100,-100,-74,-100,-100,-73,-100,-70,-69,-100,-100,-72,-84,-84,-87,-86,-84,-100,-83,-73,-82,-100,-87,-87,-70,-74,-100,-74,-73,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
