80:8d:b7:55:39:c0,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1e:ff:12,38:17:c3:19:55:52,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:33,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,38:17:c3:19:55:50,20:a6:cd:50:24:a0,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,38:17:c3:1f:22:30,b4:5d:50:e1:92:21,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,38:17:c3:1f:01:81,80:8d:b7:55:3a:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:a2,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,80:8d:b7:55:3a:40,38:17:c3:1f:01:82,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,38:17:c3:19:71:90,20:a6:cd:42:0b:f0,44:48:c1:a5:82:22,44:48:c1:a5:82:21,44:48:c1:a5:82:20,b4:5d:50:e1:96:52,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:83,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:00:b0,38:17:c3:1f:09:82,38:17:c3:1f:08:51,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:45:a1,38:17:c3:19:55:40,38:17:c3:19:45:a0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,00:4e:35:de:d7:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,38:17:c3:1f:22:22,38:17:c3:1f:08:52,00:4e:35:de:d7:50,38:17:c3:1f:22:21,00:4e:35:df:0e:12,00:4e:35:de:d7:42,38:17:c3:19:71:82,a8:bd:27:4c:bd:22,38:17:c3:19:71:81,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,00:4e:35:de:d7:40,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:b0,00:4e:35:df:27:02,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a0,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,38:17:c3:19:36:21,38:17:c3:19:36:20,x,y,label
-100,-48,-48,-58,-58,-59,-65,-64,-70,-69,-73,-25,-42,-52,-52,-73,-64,-66,-66,-72,-72,-73,-67,-100,-74,-74,-80,-80,-72,-72,-72,-72,-71,-100,-78,-78,-79,-80,-73,-69,-80,-100,-75,-81,-86,-85,-86,-100,-85,-85,-48,-59,-64,-70,-53,-74,-73,-66,-74,-80,-72,-72,-78,-80,-69,-81,-100,-86,-100,-86,-85,-100,-87,-66,-65,-71,-80,-100,-78,-75,-100,-82,-79,-76,-84,-83,-73,-72,-69,-100,-100,-100,-84,-83,-85,-100,-100,-72,-65,-81,-100,-100,-79,-84,-84,-86,-89,-100,-86,-88,-69,-69,-69,-83,-86,-86,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-100,-48,-48,-59,-58,-59,-65,-65,-69,-69,-73,-22,-43,-52,-52,-73,-60,-66,-66,-73,-72,-72,-68,-68,-75,-75,-80,-80,-71,-73,-71,-73,-71,-100,-78,-78,-79,-80,-74,-69,-80,-80,-100,-81,-86,-85,-86,-100,-85,-85,-48,-59,-64,-69,-52,-73,-72,-66,-74,-80,-72,-73,-78,-80,-69,-81,-100,-86,-100,-86,-85,-100,-87,-65,-65,-100,-80,-100,-78,-100,-100,-86,-79,-100,-85,-100,-78,-100,-69,-100,-100,-100,-100,-83,-100,-100,-100,-72,-65,-84,-100,-100,-82,-84,-85,-86,-100,-100,-86,-100,-69,-69,-69,-83,-86,-86,-73,-74,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-62,-50,-50,-59,-59,-59,-64,-64,-62,-62,-71,-22,-50,-52,-52,-71,-62,-64,-64,-70,-70,-70,-62,-62,-72,-72,-78,-78,-74,-73,-74,-72,-71,-100,-78,-78,-77,-83,-75,-72,-77,-80,-78,-81,-83,-82,-86,-100,-84,-85,-50,-60,-64,-63,-52,-72,-70,-64,-72,-100,-75,-73,-78,-77,-72,-81,-100,-86,-100,-86,-87,-100,-87,-63,-64,-100,-76,-100,-78,-77,-100,-86,-76,-100,-82,-100,-78,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-72,-65,-84,-100,-65,-85,-84,-85,-86,-90,-100,-86,-100,-69,-67,-67,-100,-83,-86,-73,-74,-85,-85,-85,-87,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-63,-52,-52,-57,-58,-58,-63,-64,-64,-64,-75,-22,-49,-100,-52,-75,-60,-61,-62,-70,-70,-70,-63,-63,-72,-73,-75,-75,-73,-72,-74,-72,-71,-82,-80,-100,-75,-80,-78,-72,-75,-100,-77,-81,-83,-82,-86,-100,-85,-100,-52,-58,-64,-64,-51,-76,-70,-63,-72,-75,-73,-72,-100,-75,-73,-100,-100,-100,-86,-86,-85,-100,-87,-64,-64,-74,-76,-100,-100,-75,-85,-86,-76,-77,-84,-100,-100,-74,-100,-100,-100,-84,-100,-100,-85,-100,-100,-74,-65,-100,-81,-65,-85,-83,-84,-84,-87,-87,-85,-89,-67,-67,-67,-100,-83,-100,-100,-100,-100,-100,-85,-87,-86,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-63,-49,-50,-58,-58,-58,-63,-63,-65,-65,-76,-22,-49,-100,-52,-76,-61,-64,-64,-70,-70,-70,-63,-63,-72,-73,-77,-77,-73,-72,-73,-72,-71,-84,-82,-100,-74,-82,-78,-72,-75,-100,-77,-81,-83,-83,-86,-83,-84,-100,-50,-58,-63,-65,-52,-76,-71,-64,-72,-77,-73,-72,-100,-75,-73,-81,-100,-83,-84,-86,-85,-100,-87,-64,-64,-74,-75,-76,-100,-75,-83,-86,-76,-77,-81,-100,-100,-74,-100,-100,-100,-84,-100,-100,-85,-100,-100,-74,-65,-100,-81,-65,-85,-82,-81,-85,-87,-87,-85,-89,-67,-67,-65,-100,-83,-86,-100,-100,-100,-100,-85,-87,-86,-84,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-63,-50,-50,-57,-57,-57,-63,-63,-65,-65,-73,-21,-48,-100,-52,-74,-62,-64,-64,-71,-71,-71,-63,-63,-75,-75,-77,-77,-73,-73,-73,-72,-73,-84,-81,-81,-74,-84,-73,-75,-75,-100,-77,-83,-83,-83,-87,-83,-83,-83,-50,-58,-63,-66,-52,-74,-71,-64,-75,-77,-73,-73,-81,-75,-74,-83,-100,-83,-84,-86,-85,-100,-86,-66,-64,-74,-76,-76,-100,-75,-83,-100,-76,-77,-83,-100,-75,-73,-74,-100,-100,-84,-100,-100,-85,-100,-100,-74,-100,-100,-81,-100,-100,-84,-84,-85,-87,-87,-84,-89,-67,-67,-65,-100,-83,-85,-75,-75,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-63,-50,-50,-56,-56,-56,-63,-63,-65,-65,-76,-22,-46,-52,-52,-76,-61,-64,-64,-71,-71,-71,-62,-63,-75,-75,-76,-76,-76,-72,-76,-72,-76,-84,-82,-81,-74,-84,-57,-75,-74,-80,-100,-83,-83,-83,-87,-83,-83,-83,-50,-57,-63,-66,-52,-76,-71,-64,-75,-76,-76,-72,-81,-74,-74,-83,-79,-83,-84,-86,-85,-100,-86,-64,-65,-73,-76,-76,-79,-100,-83,-84,-76,-100,-85,-88,-75,-74,-73,-100,-100,-100,-88,-87,-100,-100,-100,-73,-65,-100,-82,-100,-100,-86,-86,-86,-89,-100,-84,-89,-67,-67,-65,-87,-83,-84,-75,-75,-100,-100,-100,-100,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-62,-50,-50,-58,-59,-58,-63,-63,-65,-65,-76,-22,-46,-52,-52,-76,-60,-63,-63,-71,-70,-70,-62,-62,-75,-74,-76,-77,-72,-72,-72,-72,-79,-83,-82,-81,-75,-84,-57,-75,-75,-80,-100,-83,-100,-100,-87,-83,-83,-84,-50,-59,-63,-65,-52,-76,-71,-63,-75,-77,-72,-72,-81,-75,-74,-83,-79,-83,-83,-86,-85,-84,-87,-65,-65,-74,-76,-77,-79,-79,-84,-84,-76,-74,-81,-88,-75,-74,-74,-83,-100,-100,-88,-87,-84,-100,-100,-73,-65,-100,-82,-100,-100,-83,-83,-86,-88,-100,-84,-89,-67,-67,-67,-87,-83,-84,-75,-75,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-62,-51,-52,-61,-61,-62,-65,-65,-69,-69,-65,-22,-46,-52,-52,-66,-63,-63,-65,-71,-71,-71,-62,-62,-70,-70,-76,-75,-77,-72,-77,-72,-79,-84,-82,-100,-81,-80,-73,-100,-80,-80,-100,-100,-83,-83,-100,-82,-82,-84,-52,-61,-63,-69,-52,-66,-71,-63,-75,-76,-78,-72,-100,-81,-74,-100,-81,-100,-82,-100,-87,-85,-83,-67,-65,-74,-76,-77,-79,-79,-81,-84,-76,-74,-87,-89,-100,-74,-74,-83,-100,-100,-88,-88,-84,-100,-100,-73,-65,-100,-82,-100,-100,-83,-83,-86,-88,-100,-88,-89,-65,-67,-67,-87,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-52,-52,-62,-63,-62,-63,-63,-70,-70,-67,-22,-45,-52,-52,-67,-62,-65,-64,-71,-71,-71,-65,-64,-70,-70,-76,-76,-75,-72,-75,-72,-70,-84,-80,-81,-80,-80,-74,-70,-80,-100,-100,-100,-83,-83,-87,-82,-82,-100,-52,-62,-63,-70,-52,-67,-71,-65,-100,-76,-75,-72,-80,-80,-70,-100,-81,-100,-82,-87,-87,-85,-83,-68,-70,-71,-100,-100,-79,-100,-81,-79,-81,-100,-87,-89,-100,-72,-70,-100,-100,-100,-100,-88,-100,-100,-100,-100,-71,-80,-84,-70,-83,-85,-85,-100,-100,-100,-86,-100,-66,-65,-66,-100,-85,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-52,-52,-62,-62,-62,-64,-64,-69,-69,-67,-22,-45,-52,-52,-66,-62,-65,-65,-70,-71,-71,-65,-64,-70,-70,-76,-76,-76,-72,-76,-72,-70,-84,-81,-81,-79,-80,-73,-70,-79,-100,-100,-100,-83,-83,-87,-81,-82,-100,-52,-62,-64,-70,-52,-67,-70,-64,-70,-76,-75,-72,-81,-80,-71,-100,-81,-100,-81,-87,-87,-85,-84,-67,-70,-71,-100,-100,-79,-100,-82,-79,-81,-100,-85,-89,-100,-72,-70,-82,-100,-100,-100,-88,-100,-100,-100,-71,-71,-82,-84,-70,-83,-85,-85,-100,-100,-100,-88,-100,-66,-66,-66,-100,-87,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-52,-52,-63,-63,-63,-65,-65,-70,-70,-67,-19,-44,-48,-52,-66,-63,-65,-65,-71,-71,-71,-64,-55,-70,-70,-76,-76,-75,-72,-76,-72,-67,-100,-80,-80,-79,-81,-71,-65,-79,-80,-100,-80,-83,-83,-87,-81,-81,-100,-52,-63,-65,-70,-52,-67,-71,-65,-70,-76,-75,-72,-80,-80,-70,-81,-79,-82,-81,-87,-100,-85,-83,-67,-71,-71,-100,-100,-80,-100,-82,-79,-81,-100,-84,-100,-69,-72,-63,-82,-81,-100,-100,-100,-100,-86,-100,-71,-71,-82,-84,-71,-85,-84,-84,-100,-100,-100,-87,-100,-66,-66,-66,-100,-87,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-52,-52,-63,-63,-63,-65,-65,-70,-70,-66,-25,-45,-48,-52,-66,-66,-65,-65,-70,-71,-70,-64,-64,-70,-70,-77,-77,-78,-71,-77,-71,-69,-100,-80,-80,-79,-80,-74,-65,-79,-80,-79,-80,-83,-83,-87,-82,-82,-100,-52,-63,-64,-70,-100,-66,-71,-65,-70,-77,-77,-72,-80,-79,-70,-81,-80,-82,-82,-100,-100,-85,-84,-60,-71,-71,-100,-100,-79,-78,-82,-84,-81,-79,-85,-89,-69,-72,-63,-82,-81,-83,-100,-90,-83,-86,-100,-72,-100,-82,-100,-71,-85,-84,-84,-100,-87,-87,-86,-89,-66,-66,-66,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-52,-52,-62,-62,-62,-65,-65,-70,-69,-66,-26,-42,-48,-52,-66,-66,-65,-65,-71,-71,-71,-64,-64,-70,-70,-76,-76,-77,-72,-77,-72,-66,-84,-80,-80,-79,-80,-74,-65,-79,-80,-79,-80,-83,-83,-87,-82,-82,-100,-52,-62,-64,-69,-53,-66,-71,-65,-70,-77,-77,-72,-80,-79,-70,-81,-80,-82,-82,-100,-87,-100,-85,-67,-71,-71,-82,-80,-79,-80,-82,-84,-81,-79,-84,-90,-69,-72,-70,-79,-81,-83,-100,-91,-83,-86,-100,-72,-100,-52,-100,-71,-85,-84,-85,-100,-87,-87,-87,-89,-66,-66,-66,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-87,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-65,-56,-56,-58,-58,-58,-57,-57,-70,-69,-64,-25,-49,-100,-100,-64,-61,-62,-61,-73,-72,-73,-100,-64,-67,-66,-77,-77,-77,-72,-77,-72,-70,-84,-76,-100,-73,-80,-74,-71,-73,-76,-79,-100,-100,-83,-86,-82,-80,-89,-56,-58,-57,-70,-53,-64,-72,-62,-67,-77,-77,-72,-100,-73,-71,-100,-80,-100,-82,-86,-84,-100,-85,-70,-71,-71,-82,-80,-75,-80,-82,-77,-100,-79,-83,-90,-100,-72,-71,-79,-100,-83,-100,-91,-83,-100,-100,-72,-100,-82,-100,-100,-82,-82,-84,-82,-84,-83,-87,-83,-68,-69,-68,-100,-82,-85,-100,-100,-100,-100,-100,-86,-84,-100,-83,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-55,-55,-56,-57,-57,-58,-59,-69,-69,-66,-25,-52,-100,-100,-66,-82,-62,-61,-74,-74,-74,-100,-100,-67,-67,-76,-77,-77,-70,-74,-100,-70,-81,-76,-100,-74,-100,-73,-71,-74,-75,-74,-100,-100,-100,-86,-100,-80,-89,-55,-57,-57,-70,-100,-66,-74,-62,-67,-77,-74,-100,-75,-74,-71,-100,-75,-100,-100,-86,-84,-100,-80,-68,-100,-100,-79,-79,-75,-73,-100,-79,-79,-74,-82,-89,-100,-100,-71,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-82,-100,-100,-82,-83,-84,-84,-84,-83,-87,-83,-68,-69,-68,-87,-82,-83,-100,-100,-100,-100,-100,-86,-84,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-55,-55,-56,-56,-56,-58,-58,-69,-70,-64,-22,-52,-56,-100,-64,-78,-64,-61,-74,-74,-74,-100,-63,-68,-68,-77,-78,-74,-72,-74,-71,-70,-81,-76,-100,-74,-81,-73,-71,-74,-75,-74,-80,-100,-82,-86,-100,-80,-89,-55,-56,-57,-70,-100,-65,-74,-62,-68,-77,-74,-72,-75,-75,-71,-100,-75,-100,-100,-86,-84,-100,-80,-68,-69,-74,-79,-79,-75,-75,-100,-76,-79,-75,-81,-89,-100,-74,-71,-85,-100,-86,-86,-86,-100,-100,-100,-100,-100,-82,-100,-100,-82,-82,-82,-83,-84,-83,-86,-85,-68,-68,-68,-87,-82,-84,-100,-100,-100,-100,-100,-86,-84,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-54,-54,-56,-56,-56,-59,-59,-70,-70,-67,-22,-69,-56,-100,-67,-78,-64,-100,-74,-75,-75,-100,-63,-68,-68,-78,-77,-71,-70,-71,-70,-70,-83,-76,-100,-74,-81,-73,-100,-74,-75,-74,-80,-82,-82,-100,-81,-80,-100,-54,-56,-58,-70,-100,-67,-74,-100,-68,-78,-71,-70,-75,-74,-70,-100,-75,-100,-80,-87,-84,-100,-80,-68,-69,-74,-79,-79,-75,-75,-81,-82,-79,-75,-84,-86,-100,-74,-100,-85,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-79,-100,-82,-84,-85,-85,-100,-100,-86,-85,-68,-68,-100,-87,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
