38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:38,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,32:f7:72:50:57:3b,00:4e:35:df:06:50,00:4e:35:df:06:51,70:56:81:c9:91:ab,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:24:58:a0,38:17:c3:19:55:41,68:ff:7b:e4:af:39,66:2a:2f:53:7c:99,38:17:c3:1f:08:51,38:17:c3:1f:08:50,44:48:c1:a5:82:30,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:81,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:39:c0,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,44:48:c1:a5:82:22,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,38:17:c3:19:d7:62,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:31,60:32:b1:3e:1a:b8,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,44:48:c1:a5:82:21,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:01:80,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,20:a6:cd:50:24:a0,b4:5d:50:e1:92:21,38:17:c3:19:71:92,38:17:c3:19:71:91,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:22:30,00:4e:35:df:06:40,00:4e:35:de:e1:01,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,38:17:c3:1e:ff:02,00:4e:35:de:e1:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,00:4e:35:de:d7:52,00:4e:35:df:0e:12,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:53,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:df:0e:02,38:17:c3:19:36:31,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b1,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-72,-72,-100,-100,-54,-85,-100,-100,-100,-100,-100,-69,-69,-100,-72,-100,-100,-65,-69,-79,-78,-100,-79,-83,-80,-88,-86,-57,-100,-100,-100,-100,-100,-65,-65,-70,-70,-70,-86,-85,-59,-59,-61,-100,-100,-81,-82,-57,-57,-75,-75,-100,-65,-75,-65,-75,-83,-100,-84,-100,-85,-100,-100,-70,-78,-100,-75,-64,-70,-85,-59,-81,-75,-63,-100,-85,-100,-71,-79,-100,-88,-74,-74,-74,-62,-62,-69,-85,-45,-69,-100,-100,-80,-80,-100,-100,-73,-81,-100,-100,-100,-75,-75,-80,-75,-81,-100,-100,-49,-100,-100,-84,-100,-100,-49,-73,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-84,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-86,-82,-83,-87,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-72,-72,-100,-100,-58,-85,-100,-100,-100,-100,-100,-69,-69,-100,-72,-100,-100,-65,-70,-100,-100,-100,-100,-78,-82,-88,-86,-57,-100,-100,-100,-100,-100,-65,-65,-70,-70,-70,-86,-100,-59,-59,-61,-100,-100,-82,-82,-57,-57,-75,-75,-100,-65,-76,-65,-76,-84,-100,-85,-100,-84,-100,-100,-71,-79,-100,-75,-64,-70,-100,-59,-81,-75,-62,-100,-86,-100,-69,-80,-100,-88,-74,-74,-74,-62,-62,-69,-85,-48,-68,-100,-100,-80,-80,-100,-100,-73,-82,-100,-100,-100,-75,-75,-80,-75,-81,-100,-73,-48,-100,-100,-83,-100,-83,-48,-73,-70,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-70,-84,-100,-100,-86,-100,-100,-100,-84,-100,-84,-100,-100,-86,-86,-100,-100,-100,-86,-82,-83,-86,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-72,-72,-100,-100,-58,-84,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-63,-67,-100,-100,-100,-100,-78,-82,-87,-86,-56,-100,-100,-100,-81,-100,-66,-66,-70,-69,-71,-86,-100,-61,-61,-62,-100,-100,-82,-82,-56,-56,-76,-76,-100,-63,-76,-63,-76,-84,-100,-89,-100,-84,-100,-100,-71,-78,-100,-76,-66,-70,-100,-61,-82,-76,-58,-100,-88,-91,-72,-77,-100,-88,-73,-72,-63,-58,-58,-69,-85,-51,-69,-100,-82,-77,-77,-100,-100,-72,-82,-100,-100,-100,-76,-76,-79,-76,-81,-100,-73,-50,-100,-100,-81,-100,-83,-51,-73,-69,-100,-100,-79,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-84,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-83,-86,-100,-100,-100,-100,-82,-83,-84,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-72,-100,-100,-100,-59,-86,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-64,-70,-100,-100,-100,-100,-100,-100,-86,-85,-57,-100,-100,-100,-81,-100,-64,-64,-68,-68,-68,-100,-100,-60,-60,-59,-100,-100,-82,-81,-57,-56,-75,-75,-100,-64,-74,-64,-100,-100,-100,-89,-100,-100,-100,-100,-71,-78,-100,-75,-63,-68,-100,-60,-81,-75,-58,-100,-88,-91,-71,-77,-100,-87,-73,-72,-63,-57,-56,-67,-84,-51,-67,-100,-82,-77,-78,-100,-100,-72,-100,-100,-100,-100,-75,-75,-79,-75,-81,-100,-100,-50,-100,-100,-81,-100,-100,-51,-100,-67,-100,-100,-79,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-84,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-72,-72,-100,-100,-61,-86,-100,-100,-100,-100,-100,-65,-69,-100,-100,-100,-100,-64,-69,-100,-100,-100,-100,-100,-100,-87,-87,-54,-100,-100,-100,-81,-100,-64,-64,-68,-68,-68,-100,-100,-62,-62,-64,-100,-100,-82,-82,-54,-54,-75,-75,-100,-64,-75,-64,-70,-84,-100,-84,-100,-86,-100,-100,-71,-78,-100,-78,-62,-68,-100,-62,-82,-75,-58,-100,-84,-91,-71,-79,-100,-87,-73,-73,-75,-59,-59,-67,-84,-50,-67,-83,-82,-80,-80,-100,-100,-73,-82,-100,-68,-100,-78,-78,-81,-77,-80,-100,-69,-50,-100,-100,-81,-100,-100,-50,-100,-67,-100,-100,-79,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-84,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-87,-88,-100,-100,-100,-85,-74,-100,-88,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-71,-71,-100,-100,-57,-86,-100,-100,-100,-100,-100,-69,-69,-100,-71,-100,-100,-64,-69,-100,-100,-100,-78,-100,-83,-87,-86,-54,-100,-100,-100,-100,-100,-64,-64,-68,-68,-68,-84,-85,-61,-61,-59,-100,-100,-82,-82,-54,-54,-75,-75,-100,-64,-75,-64,-52,-84,-100,-84,-100,-86,-100,-100,-71,-79,-100,-78,-64,-68,-100,-61,-83,-75,-58,-100,-84,-100,-71,-79,-100,-87,-73,-73,-73,-57,-57,-67,-84,-49,-67,-83,-82,-78,-78,-100,-100,-73,-82,-100,-73,-100,-79,-77,-80,-79,-80,-100,-69,-49,-100,-100,-81,-100,-100,-49,-73,-67,-100,-80,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-86,-100,-100,-100,-81,-100,-83,-100,-100,-87,-88,-100,-100,-100,-85,-74,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-72,-71,-100,-100,-59,-100,-100,-100,-100,-100,-100,-70,-70,-100,-72,-100,-100,-64,-70,-100,-100,-100,-78,-100,-83,-87,-86,-54,-100,-100,-100,-100,-100,-64,-64,-68,-68,-68,-84,-85,-61,-61,-62,-100,-100,-82,-82,-54,-53,-76,-75,-100,-64,-76,-64,-76,-84,-100,-84,-100,-86,-100,-100,-71,-79,-100,-78,-64,-68,-100,-61,-83,-76,-58,-100,-84,-100,-71,-78,-100,-100,-73,-73,-76,-58,-58,-67,-84,-50,-67,-83,-82,-78,-78,-100,-100,-73,-82,-100,-73,-100,-76,-78,-78,-78,-80,-100,-73,-50,-100,-100,-81,-100,-100,-50,-72,-67,-100,-79,-79,-100,-100,-100,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-72,-84,-100,-100,-86,-100,-100,-100,-82,-100,-83,-100,-100,-87,-88,-100,-100,-100,-85,-74,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-72,-71,-100,-100,-59,-100,-100,-100,-100,-100,-100,-69,-70,-100,-72,-100,-100,-64,-70,-100,-100,-100,-78,-100,-81,-100,-86,-54,-100,-100,-100,-100,-100,-65,-64,-69,-68,-68,-84,-83,-62,-61,-62,-100,-100,-83,-82,-54,-54,-75,-75,-100,-64,-75,-64,-76,-83,-100,-84,-100,-84,-100,-100,-71,-79,-100,-78,-64,-69,-85,-61,-82,-75,-58,-100,-84,-100,-71,-77,-100,-100,-73,-73,-73,-58,-58,-100,-84,-50,-100,-100,-82,-77,-78,-100,-100,-100,-100,-100,-73,-100,-78,-77,-78,-77,-84,-100,-73,-50,-100,-100,-83,-100,-100,-50,-72,-100,-100,-79,-79,-100,-100,-100,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-72,-84,-100,-100,-86,-100,-100,-100,-82,-100,-83,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-70,-70,-100,-100,-56,-100,-100,-100,-100,-100,-100,-69,-69,-100,-70,-100,-100,-67,-69,-100,-100,-100,-100,-79,-77,-100,-86,-60,-100,-100,-100,-100,-100,-65,-64,-69,-68,-69,-84,-83,-55,-55,-57,-100,-70,-83,-83,-60,-60,-74,-74,-100,-67,-74,-67,-76,-86,-100,-82,-100,-82,-87,-100,-70,-78,-100,-80,-71,-70,-85,-55,-85,-74,-62,-100,-83,-88,-70,-75,-100,-84,-74,-73,-72,-62,-61,-62,-84,-57,-62,-78,-79,-75,-75,-100,-100,-74,-78,-100,-100,-100,-81,-81,-78,-81,-84,-100,-73,-57,-100,-100,-78,-100,-100,-58,-72,-63,-100,-79,-79,-100,-100,-100,-82,-83,-83,-79,-100,-100,-100,-100,-100,-100,-81,-84,-72,-79,-100,-100,-86,-84,-100,-100,-79,-100,-83,-100,-100,-81,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-70,-100,-100,-56,-100,-100,-100,-100,-100,-100,-70,-70,-100,-70,-100,-100,-67,-70,-71,-100,-100,-70,-79,-78,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-84,-84,-55,-55,-63,-100,-70,-83,-83,-59,-59,-74,-74,-100,-67,-73,-67,-100,-86,-100,-82,-100,-82,-87,-100,-70,-78,-100,-80,-71,-70,-83,-55,-83,-74,-62,-100,-83,-88,-70,-75,-100,-84,-74,-73,-72,-61,-61,-62,-100,-57,-62,-79,-78,-75,-75,-100,-100,-74,-79,-100,-100,-100,-80,-80,-81,-80,-81,-100,-100,-59,-100,-100,-72,-100,-100,-58,-100,-63,-100,-78,-77,-100,-100,-100,-82,-83,-83,-79,-100,-100,-100,-100,-100,-100,-81,-84,-100,-79,-100,-100,-85,-84,-100,-100,-79,-100,-100,-100,-100,-78,-88,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-70,-100,-100,-57,-100,-100,-100,-100,-100,-100,-69,-69,-100,-70,-100,-100,-67,-69,-76,-76,-100,-76,-80,-80,-100,-100,-60,-100,-100,-100,-100,-70,-100,-70,-70,-69,-69,-83,-83,-55,-56,-65,-70,-70,-82,-84,-60,-60,-74,-74,-100,-67,-74,-67,-100,-85,-100,-83,-100,-82,-87,-100,-70,-78,-100,-80,-70,-69,-83,-56,-83,-74,-61,-100,-82,-88,-69,-73,-100,-82,-74,-74,-71,-61,-61,-63,-100,-57,-61,-79,-78,-73,-73,-100,-100,-74,-79,-100,-100,-100,-80,-81,-82,-81,-80,-100,-100,-57,-100,-100,-79,-100,-100,-57,-100,-64,-85,-78,-79,-100,-100,-100,-82,-83,-83,-81,-100,-100,-100,-100,-100,-81,-81,-84,-65,-79,-100,-100,-85,-84,-100,-100,-79,-100,-100,-100,-100,-80,-88,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-85,-87,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-70,-100,-100,-56,-84,-100,-100,-100,-100,-100,-69,-69,-100,-70,-100,-100,-66,-69,-76,-76,-100,-76,-80,-80,-100,-87,-60,-100,-100,-100,-100,-70,-70,-70,-69,-70,-70,-83,-83,-56,-55,-57,-70,-100,-82,-83,-60,-60,-74,-74,-100,-66,-74,-66,-75,-85,-100,-83,-100,-82,-100,-100,-71,-78,-100,-81,-70,-70,-83,-56,-83,-74,-63,-100,-82,-88,-71,-74,-100,-83,-74,-74,-72,-61,-61,-63,-85,-57,-61,-79,-78,-74,-75,-100,-100,-74,-79,-100,-74,-100,-81,-81,-80,-81,-80,-100,-100,-58,-100,-100,-79,-100,-100,-58,-100,-64,-85,-78,-79,-100,-100,-100,-82,-82,-83,-81,-100,-100,-100,-100,-100,-81,-82,-84,-71,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100,-100,-85,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-85,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-70,-100,-100,-56,-83,-100,-100,-100,-100,-100,-65,-70,-100,-70,-100,-100,-66,-70,-76,-76,-100,-76,-80,-81,-86,-87,-60,-100,-100,-100,-100,-70,-70,-71,-69,-69,-69,-83,-83,-55,-56,-58,-70,-100,-83,-83,-60,-60,-74,-74,-100,-66,-74,-66,-75,-85,-100,-83,-100,-82,-100,-100,-71,-78,-100,-81,-70,-69,-83,-56,-82,-74,-63,-100,-82,-88,-71,-75,-100,-83,-74,-73,-72,-61,-61,-63,-84,-57,-61,-79,-78,-75,-75,-100,-89,-74,-79,-100,-74,-82,-81,-81,-81,-81,-80,-100,-100,-58,-100,-100,-79,-100,-100,-58,-100,-64,-85,-100,-79,-100,-100,-100,-82,-82,-82,-81,-100,-100,-100,-100,-100,-81,-82,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-88,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-70,-100,-100,-56,-83,-100,-100,-100,-100,-100,-64,-69,-100,-70,-100,-100,-67,-69,-100,-100,-100,-100,-100,-81,-86,-87,-60,-100,-100,-100,-100,-70,-70,-70,-69,-70,-69,-83,-83,-56,-56,-58,-70,-70,-83,-82,-60,-60,-74,-74,-100,-66,-74,-66,-75,-84,-100,-83,-100,-83,-100,-100,-71,-78,-100,-81,-70,-69,-83,-56,-82,-74,-61,-100,-83,-88,-70,-72,-100,-82,-74,-73,-70,-62,-62,-100,-84,-58,-100,-78,-77,-71,-75,-100,-89,-74,-100,-100,-74,-82,-81,-81,-80,-81,-82,-100,-100,-58,-100,-100,-82,-100,-100,-58,-73,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-82,-84,-71,-79,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-72,-70,-100,-100,-64,-84,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-62,-68,-100,-100,-100,-100,-52,-81,-84,-85,-61,-100,-100,-100,-85,-70,-70,-70,-69,-69,-69,-83,-83,-57,-57,-60,-70,-70,-80,-80,-61,-61,-77,-77,-100,-62,-77,-62,-70,-84,-100,-83,-100,-83,-100,-100,-70,-80,-100,-74,-69,-69,-83,-57,-81,-76,-55,-100,-83,-100,-70,-73,-100,-84,-72,-73,-73,-56,-55,-100,-80,-59,-100,-78,-77,-73,-73,-100,-89,-100,-100,-100,-70,-82,-74,-74,-77,-74,-80,-100,-71,-58,-100,-100,-82,-89,-100,-100,-71,-61,-100,-100,-100,-100,-100,-100,-81,-83,-83,-86,-100,-100,-100,-100,-100,-100,-100,-86,-70,-79,-100,-100,-86,-86,-100,-100,-78,-100,-79,-100,-100,-78,-100,-82,-81,-81,-86,-84,-85,-78,-100,-100,-100,-100,-86,-84,-78,-78,-100,-100,-100,-84,-100,-83,-83,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-73,-72,-100,-100,-63,-84,-100,-100,-100,-100,-100,-68,-67,-100,-73,-100,-100,-62,-68,-100,-100,-100,-73,-52,-78,-84,-85,-61,-100,-100,-100,-85,-70,-70,-70,-67,-69,-69,-84,-84,-58,-58,-65,-70,-70,-81,-80,-61,-61,-76,-76,-100,-61,-76,-62,-68,-100,-100,-100,-100,-100,-100,-100,-69,-80,-100,-75,-69,-69,-84,-58,-80,-76,-54,-100,-100,-100,-69,-73,-100,-84,-72,-74,-66,-54,-55,-62,-80,-58,-62,-100,-100,-73,-73,-100,-100,-100,-100,-100,-70,-100,-74,-75,-79,-74,-82,-100,-70,-59,-100,-100,-100,-88,-100,-59,-71,-62,-100,-100,-80,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-84,-69,-79,-100,-100,-85,-86,-100,-100,-80,-100,-79,-100,-100,-78,-100,-82,-81,-81,-86,-84,-85,-78,-100,-100,-100,-100,-86,-84,-78,-78,-100,-100,-100,-84,-100,-83,-82,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-70,-72,-100,-100,-58,-84,-100,-100,-100,-100,-100,-68,-67,-100,-70,-100,-100,-62,-68,-100,-100,-100,-73,-52,-79,-84,-84,-60,-100,-100,-100,-85,-70,-70,-70,-68,-68,-68,-84,-84,-56,-56,-65,-74,-75,-83,-84,-60,-60,-72,-72,-100,-62,-72,-61,-68,-81,-100,-87,-100,-86,-100,-100,-68,-79,-100,-75,-71,-68,-84,-56,-84,-72,-54,-88,-87,-100,-68,-73,-100,-83,-71,-71,-73,-59,-60,-62,-80,-56,-62,-100,-100,-73,-74,-100,-100,-71,-100,-100,-70,-100,-75,-75,-79,-75,-83,-100,-70,-59,-100,-100,-76,-88,-100,-59,-71,-61,-100,-100,-79,-100,-100,-100,-78,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-84,-68,-79,-100,-100,-86,-86,-100,-100,-80,-100,-84,-100,-100,-78,-100,-82,-81,-81,-86,-84,-85,-78,-100,-100,-100,-100,-86,-84,-78,-78,-100,-100,-100,-84,-100,-83,-82,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-72,-72,-100,-100,-57,-100,-100,-100,-100,-100,-100,-66,-66,-100,-73,-100,-100,-62,-66,-100,-100,-100,-73,-100,-77,-100,-84,-59,-100,-100,-100,-100,-70,-72,-100,-69,-69,-69,-84,-84,-58,-58,-65,-74,-75,-82,-84,-59,-59,-72,-72,-100,-62,-72,-62,-71,-82,-100,-87,-100,-86,-100,-100,-68,-79,-100,-76,-72,-69,-84,-58,-84,-72,-60,-86,-87,-100,-68,-73,-100,-83,-71,-71,-73,-60,-60,-63,-82,-56,-62,-100,-100,-74,-73,-100,-100,-71,-100,-100,-70,-100,-76,-77,-82,-76,-79,-100,-70,-59,-100,-100,-77,-88,-100,-59,-71,-62,-100,-79,-79,-100,-100,-100,-78,-100,-84,-63,-100,-100,-100,-100,-100,-100,-79,-86,-68,-79,-100,-100,-85,-86,-100,-100,-83,-100,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
