44:48:c1:a5:82:30,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:31,00:4e:35:de:e1:11,38:17:c3:19:45:a2,38:17:c3:19:45:a1,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,38:17:c3:19:55:41,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:92:31,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,38:17:c3:19:45:a0,38:17:c3:1f:09:90,38:17:c3:19:55:40,80:8d:b7:55:35:01,80:8d:b7:55:35:03,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:1f:09:83,68:ff:7b:e4:af:39,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,b4:5d:50:e1:96:50,38:17:c3:1f:01:81,b4:5d:50:e1:92:23,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,38:17:c3:19:71:90,00:4e:35:de:e1:02,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:22:22,00:4e:35:de:e1:01,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:1f:08:52,00:4e:35:de:e1:00,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:09:91,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:09:92,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:df:0e:11,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:0e:10,00:4e:35:de:d7:41,38:17:c3:19:36:30,44:48:c1:91:95:b1,38:17:c3:19:36:31,00:4e:35:df:0e:02,38:17:c3:19:36:32,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:36:22,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:24:58:a0,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:11,00:4e:35:df:27:10,x,y,label
-66,-67,-50,-50,-59,-59,-59,-66,-66,-68,-68,-44,-51,-51,-67,-67,-76,-75,-71,-71,-71,-65,-68,-67,-100,-74,-74,-74,-74,-82,-83,-78,-79,-73,-76,-81,-85,-85,-85,-86,-85,-85,-100,-80,-80,-82,-87,-100,-51,-60,-66,-68,-52,-75,-71,-75,-74,-84,-79,-75,-85,-84,-85,-100,-86,-100,-62,-62,-100,-71,-100,-100,-79,-79,-70,-73,-100,-100,-100,-100,-100,-79,-73,-100,-65,-71,-83,-76,-80,-65,-71,-79,-63,-100,-71,-73,-80,-85,-87,-85,-63,-100,-100,-68,-81,-78,-85,-85,-88,-88,-100,-68,-100,-85,-89,-100,-87,-82,-88,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-66,-66,-49,-49,-61,-61,-61,-64,-64,-66,-66,-47,-49,-50,-66,-66,-75,-76,-73,-73,-73,-66,-68,-70,-72,-74,-74,-74,-74,-82,-83,-78,-78,-74,-76,-81,-85,-85,-85,-86,-85,-85,-85,-80,-80,-82,-100,-100,-49,-61,-64,-66,-50,-76,-74,-75,-74,-84,-78,-75,-85,-85,-85,-100,-100,-100,-63,-63,-82,-70,-100,-100,-78,-78,-73,-73,-100,-100,-100,-100,-100,-78,-75,-100,-66,-72,-81,-76,-80,-66,-71,-80,-63,-73,-73,-72,-80,-84,-100,-81,-63,-73,-100,-70,-81,-80,-84,-86,-89,-88,-100,-68,-72,-86,-86,-100,-90,-82,-88,-89,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-71,-64,-52,-52,-64,-64,-64,-65,-65,-64,-64,-46,-54,-54,-71,-71,-73,-73,-70,-71,-71,-66,-68,-55,-72,-72,-72,-72,-73,-100,-100,-76,-76,-76,-75,-81,-100,-85,-100,-83,-100,-100,-85,-100,-100,-83,-100,-100,-52,-64,-66,-64,-54,-73,-71,-72,-73,-100,-77,-75,-100,-83,-100,-100,-100,-100,-65,-61,-84,-70,-79,-80,-80,-79,-74,-73,-86,-89,-100,-100,-80,-79,-73,-87,-66,-72,-81,-76,-80,-66,-71,-80,-65,-73,-73,-72,-80,-84,-100,-81,-65,-73,-89,-70,-81,-80,-84,-86,-89,-88,-100,-68,-73,-86,-85,-86,-90,-82,-100,-89,-84,-85,-85,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-71,-65,-52,-52,-64,-64,-64,-64,-65,-64,-64,-46,-54,-54,-71,-71,-72,-72,-71,-71,-71,-66,-100,-55,-100,-72,-72,-73,-73,-100,-100,-77,-77,-44,-75,-100,-100,-84,-100,-83,-100,-100,-83,-100,-100,-84,-100,-100,-52,-64,-65,-65,-54,-73,-72,-73,-73,-100,-77,-76,-100,-83,-100,-100,-100,-100,-66,-62,-84,-100,-80,-80,-79,-79,-74,-73,-86,-89,-100,-100,-80,-80,-73,-87,-66,-63,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-77,-66,-75,-90,-100,-83,-100,-86,-88,-100,-100,-100,-100,-73,-86,-85,-86,-100,-100,-83,-100,-100,-100,-85,-85,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-70,-66,-52,-52,-64,-63,-64,-65,-65,-64,-64,-45,-52,-52,-70,-70,-73,-72,-71,-71,-72,-66,-100,-69,-73,-73,-73,-74,-73,-100,-84,-77,-77,-44,-75,-73,-81,-84,-84,-82,-84,-81,-82,-100,-100,-84,-100,-100,-52,-64,-66,-65,-52,-73,-71,-74,-73,-84,-77,-75,-85,-82,-82,-100,-100,-100,-65,-62,-84,-67,-80,-80,-79,-79,-74,-74,-86,-89,-100,-100,-80,-80,-74,-87,-66,-67,-84,-75,-80,-66,-67,-100,-65,-100,-100,-73,-74,-84,-100,-77,-66,-75,-90,-100,-84,-80,-86,-88,-88,-100,-100,-69,-73,-85,-85,-86,-88,-100,-84,-100,-85,-100,-85,-85,-85,-85,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-70,-60,-52,-52,-64,-64,-64,-65,-65,-65,-65,-45,-52,-52,-70,-70,-72,-73,-72,-72,-71,-66,-100,-80,-73,-73,-72,-75,-75,-100,-84,-77,-77,-68,-75,-73,-81,-84,-84,-82,-84,-81,-82,-100,-100,-84,-100,-100,-52,-64,-66,-65,-52,-73,-72,-75,-73,-84,-77,-75,-85,-82,-82,-100,-100,-100,-65,-64,-100,-66,-80,-80,-79,-80,-74,-74,-86,-88,-89,-100,-80,-79,-74,-100,-66,-67,-84,-75,-80,-66,-67,-100,-65,-100,-100,-73,-74,-85,-87,-77,-66,-74,-90,-100,-80,-80,-86,-88,-90,-100,-100,-69,-73,-85,-86,-100,-89,-100,-84,-100,-85,-85,-100,-100,-100,-85,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-70,-66,-52,-52,-62,-62,-62,-65,-65,-65,-65,-68,-52,-51,-71,-71,-73,-73,-71,-71,-71,-66,-100,-73,-73,-73,-72,-76,-76,-100,-84,-76,-76,-68,-75,-73,-81,-84,-84,-83,-84,-81,-83,-100,-100,-100,-100,-100,-52,-62,-65,-65,-52,-73,-71,-76,-73,-84,-77,-75,-85,-81,-82,-100,-100,-100,-66,-64,-100,-66,-79,-79,-80,-80,-74,-74,-86,-89,-89,-100,-80,-79,-74,-100,-66,-67,-84,-75,-80,-66,-67,-81,-65,-100,-100,-72,-74,-85,-87,-100,-100,-74,-100,-100,-80,-80,-100,-100,-89,-100,-100,-69,-73,-87,-85,-100,-90,-100,-84,-100,-85,-85,-100,-100,-100,-85,-87,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-71,-65,-53,-53,-62,-62,-62,-66,-67,-65,-65,-45,-53,-51,-71,-71,-72,-73,-70,-70,-71,-66,-69,-74,-73,-72,-72,-74,-74,-86,-85,-77,-77,-69,-75,-80,-82,-84,-84,-81,-85,-82,-83,-100,-100,-86,-87,-100,-53,-62,-67,-65,-53,-73,-71,-74,-72,-86,-77,-75,-85,-81,-83,-100,-87,-100,-66,-64,-100,-66,-79,-80,-79,-79,-100,-100,-86,-89,-89,-100,-80,-79,-74,-88,-66,-66,-84,-76,-100,-66,-66,-80,-66,-75,-75,-72,-80,-85,-87,-100,-100,-75,-100,-69,-80,-100,-87,-86,-89,-100,-100,-69,-73,-86,-85,-100,-90,-81,-100,-100,-85,-85,-100,-100,-100,-85,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-70,-66,-52,-52,-61,-61,-61,-60,-60,-67,-67,-44,-53,-53,-70,-70,-72,-73,-75,-75,-76,-63,-69,-74,-73,-68,-68,-76,-76,-86,-85,-79,-79,-74,-78,-82,-82,-84,-84,-82,-85,-82,-83,-100,-100,-86,-87,-100,-52,-61,-60,-67,-53,-73,-75,-75,-68,-86,-79,-77,-85,-83,-83,-100,-87,-100,-66,-63,-84,-66,-80,-80,-75,-75,-71,-71,-86,-89,-89,-89,-80,-75,-71,-83,-63,-69,-84,-78,-100,-63,-66,-80,-66,-75,-75,-72,-82,-100,-100,-100,-100,-75,-87,-69,-100,-100,-85,-84,-89,-100,-100,-69,-73,-86,-85,-85,-90,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-70,-66,-52,-52,-62,-61,-61,-60,-60,-69,-69,-44,-56,-55,-70,-71,-72,-72,-75,-75,-76,-64,-69,-100,-100,-68,-68,-74,-74,-100,-100,-79,-78,-77,-78,-82,-100,-85,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-52,-61,-60,-69,-56,-72,-75,-74,-68,-100,-79,-79,-100,-82,-100,-100,-100,-100,-66,-65,-85,-68,-80,-81,-75,-75,-71,-71,-86,-87,-89,-89,-81,-75,-71,-85,-63,-68,-100,-78,-100,-64,-100,-100,-66,-100,-100,-100,-81,-100,-92,-100,-67,-72,-88,-100,-82,-100,-87,-85,-100,-100,-100,-100,-100,-86,-85,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-69,-68,-51,-51,-61,-61,-61,-60,-60,-69,-69,-45,-56,-56,-70,-70,-73,-73,-74,-74,-75,-64,-70,-100,-100,-69,-69,-76,-76,-79,-78,-79,-78,-79,-79,-80,-86,-85,-85,-83,-85,-86,-82,-100,-100,-100,-100,-100,-52,-61,-60,-69,-57,-73,-74,-76,-69,-79,-79,-80,-85,-81,-85,-100,-100,-100,-66,-65,-84,-68,-80,-81,-76,-76,-71,-71,-86,-87,-89,-89,-81,-75,-71,-82,-63,-68,-100,-78,-100,-64,-100,-100,-65,-72,-72,-100,-80,-100,-92,-100,-66,-72,-88,-71,-84,-100,-85,-86,-100,-100,-100,-100,-100,-85,-85,-84,-100,-79,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-69,-66,-52,-52,-62,-62,-62,-60,-60,-70,-70,-45,-55,-54,-70,-70,-72,-72,-75,-75,-75,-63,-70,-100,-100,-68,-68,-73,-74,-78,-78,-79,-78,-79,-80,-80,-85,-86,-86,-80,-85,-85,-81,-100,-100,-100,-87,-100,-53,-62,-60,-70,-55,-72,-75,-73,-68,-79,-79,-80,-87,-80,-86,-100,-100,-100,-69,-68,-84,-68,-80,-81,-75,-75,-100,-100,-86,-87,-100,-100,-81,-76,-100,-82,-64,-68,-84,-78,-100,-64,-100,-100,-69,-72,-72,-100,-80,-100,-92,-100,-66,-72,-88,-71,-84,-80,-86,-86,-100,-100,-100,-100,-100,-85,-85,-84,-100,-79,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-70,-68,-53,-53,-62,-62,-62,-59,-60,-70,-70,-43,-55,-54,-70,-70,-72,-72,-75,-75,-75,-63,-70,-72,-100,-69,-69,-75,-75,-77,-77,-80,-80,-76,-80,-81,-85,-85,-86,-81,-85,-85,-80,-100,-100,-84,-87,-100,-54,-62,-60,-70,-55,-72,-75,-74,-69,-79,-80,-80,-87,-81,-86,-83,-87,-100,-69,-68,-83,-68,-79,-79,-74,-74,-100,-100,-100,-89,-88,-100,-79,-74,-100,-83,-64,-100,-84,-78,-100,-64,-100,-100,-69,-72,-72,-100,-82,-100,-100,-100,-66,-72,-88,-71,-84,-80,-85,-84,-100,-100,-100,-100,-100,-85,-100,-84,-100,-79,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-70,-66,-52,-52,-62,-61,-61,-60,-60,-69,-69,-44,-56,-55,-70,-71,-72,-72,-75,-75,-76,-64,-69,-100,-100,-68,-68,-74,-74,-100,-100,-79,-78,-77,-78,-82,-100,-85,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-52,-61,-60,-69,-56,-72,-75,-74,-68,-100,-79,-79,-100,-82,-100,-100,-100,-100,-66,-65,-85,-68,-80,-81,-75,-75,-71,-71,-86,-87,-89,-89,-81,-75,-71,-85,-63,-68,-100,-78,-100,-64,-100,-100,-66,-100,-100,-100,-81,-100,-92,-100,-67,-72,-88,-100,-82,-100,-87,-85,-100,-100,-100,-100,-100,-86,-85,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-69,-68,-53,-53,-62,-62,-62,-60,-60,-70,-70,-76,-56,-56,-70,-69,-72,-72,-76,-76,-76,-64,-100,-72,-100,-68,-68,-76,-76,-77,-77,-80,-80,-76,-80,-81,-86,-85,-85,-81,-87,-86,-81,-100,-100,-81,-87,-100,-54,-62,-60,-70,-55,-72,-75,-76,-68,-77,-80,-80,-85,-82,-86,-83,-87,-100,-68,-57,-83,-68,-79,-79,-74,-74,-100,-100,-100,-89,-88,-100,-79,-74,-72,-82,-64,-100,-84,-79,-100,-64,-68,-81,-69,-71,-100,-100,-81,-100,-88,-100,-68,-100,-88,-100,-100,-80,-85,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-87,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-68,-67,-56,-56,-57,-57,-58,-61,-61,-69,-68,-43,-55,-55,-69,-69,-70,-70,-73,-73,-73,-64,-73,-70,-72,-74,-74,-71,-71,-81,-100,-75,-76,-72,-80,-100,-85,-80,-100,-84,-100,-85,-100,-100,-100,-87,-100,-100,-56,-58,-61,-69,-55,-70,-73,-71,-74,-100,-76,-80,-100,-83,-84,-100,-83,-100,-56,-55,-100,-69,-78,-78,-72,-72,-73,-73,-100,-87,-88,-88,-79,-72,-72,-79,-65,-69,-83,-100,-100,-65,-69,-76,-56,-70,-70,-73,-100,-85,-100,-100,-56,-100,-100,-73,-84,-100,-86,-100,-88,-88,-100,-73,-72,-84,-87,-100,-90,-100,-100,-88,-85,-84,-85,-100,-100,-100,-82,-85,-100,-100,-100,-86,-100,-100,-100,-100,-83,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-67,-67,-55,-55,-58,-58,-58,-61,-61,-69,-69,-43,-55,-55,-68,-67,-71,-71,-72,-72,-72,-65,-100,-65,-72,-74,-74,-74,-74,-79,-80,-76,-76,-71,-79,-80,-83,-81,-80,-82,-81,-83,-82,-100,-100,-80,-100,-100,-56,-58,-61,-69,-56,-71,-72,-74,-74,-80,-77,-79,-81,-82,-83,-83,-87,-100,-57,-61,-83,-68,-79,-76,-73,-72,-71,-71,-100,-86,-88,-100,-79,-73,-71,-82,-65,-100,-83,-74,-100,-65,-68,-76,-57,-71,-100,-72,-80,-100,-86,-100,-68,-100,-88,-100,-100,-76,-85,-85,-88,-88,-100,-100,-72,-85,-85,-100,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-87,-85,-86,-86,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
