60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-58,-61,-61,-57,-63,-63,-72,-72,-72,-76,-65,-75,-69,-69,-75,-75,-73,-73,-74,-74,-73,-83,-80,-80,-83,-69,-70,-80,-77,-80,-83,-80,-80,-80,-78,-82,-83,-75,-60,-63,-72,-69,-76,-73,-74,-83,-80,-75,-100,-82,-81,-80,-100,-80,-77,-100,-67,-74,-100,-87,-69,-74,-86,-100,-100,-70,-100,-100,-100,-66,-70,-100,-100,-100,-65,-79,-100,-84,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-85,-100,-53,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-61,-61,-46,-63,-63,-72,-72,-72,-73,-65,-75,-69,-69,-75,-75,-72,-73,-73,-73,-73,-83,-79,-79,-83,-68,-70,-81,-77,-80,-84,-80,-80,-80,-78,-83,-82,-75,-61,-63,-72,-69,-76,-72,-74,-83,-79,-74,-78,-83,-80,-81,-100,-81,-78,-100,-75,-74,-100,-87,-70,-74,-86,-100,-100,-71,-100,-100,-100,-65,-71,-100,-100,-100,-65,-79,-100,-85,-84,-86,-100,-100,-100,-100,-83,-100,-100,-78,-85,-100,-57,-100,-100,-76,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-63,-60,-60,-58,-64,-64,-73,-73,-74,-69,-67,-74,-73,-73,-74,-74,-77,-78,-79,-79,-78,-83,-80,-79,-83,-71,-70,-81,-75,-82,-84,-84,-83,-84,-78,-83,-85,-73,-58,-64,-73,-73,-73,-77,-79,-83,-80,-70,-78,-85,-84,-81,-77,-82,-77,-100,-70,-70,-100,-87,-70,-70,-86,-100,-100,-71,-71,-100,-100,-67,-71,-100,-100,-100,-67,-79,-100,-85,-84,-100,-100,-100,-100,-100,-83,-100,-100,-78,-85,-100,-57,-100,-100,-77,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-57,-57,-50,-65,-65,-72,-72,-72,-76,-67,-73,-70,-70,-73,-73,-76,-75,-79,-79,-75,-100,-81,-81,-100,-73,-100,-83,-75,-82,-84,-82,-82,-81,-78,-82,-85,-73,-55,-65,-72,-70,-73,-75,-79,-100,-80,-70,-78,-83,-82,-82,-75,-81,-77,-100,-72,-72,-100,-100,-100,-71,-86,-100,-100,-100,-73,-100,-100,-66,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-57,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-59,-59,-54,-65,-65,-73,-73,-73,-71,-67,-75,-67,-67,-75,-75,-78,-78,-76,-76,-78,-82,-81,-81,-83,-73,-100,-80,-76,-83,-83,-84,-84,-85,-78,-82,-82,-77,-57,-65,-73,-67,-75,-78,-76,-82,-81,-76,-81,-83,-84,-82,-76,-82,-81,-100,-72,-72,-100,-100,-100,-71,-86,-100,-100,-100,-73,-100,-100,-69,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-53,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-59,-59,-54,-63,-63,-73,-74,-74,-72,-100,-74,-72,-72,-73,-74,-77,-78,-78,-78,-77,-82,-82,-81,-83,-73,-71,-81,-76,-82,-83,-84,-84,-83,-100,-83,-83,-75,-58,-63,-74,-72,-74,-78,-79,-82,-81,-72,-81,-83,-84,-81,-77,-80,-81,-100,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-69,-100,-100,-100,-100,-66,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-60,-60,-59,-63,-63,-74,-74,-74,-72,-67,-74,-72,-72,-74,-74,-77,-78,-79,-79,-77,-86,-82,-82,-86,-71,-71,-81,-77,-82,-82,-85,-84,-83,-78,-83,-83,-57,-59,-63,-74,-72,-74,-78,-79,-85,-82,-73,-79,-84,-86,-82,-77,-82,-78,-100,-100,-72,-100,-100,-71,-72,-100,-100,-100,-100,-66,-100,-100,-67,-100,-66,-90,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-67,-100,-100,-100,-77,-100,-100,-56,-100,-100,-77,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-60,-60,-59,-63,-63,-74,-74,-74,-72,-67,-74,-72,-72,-74,-74,-77,-78,-79,-79,-77,-86,-82,-82,-86,-71,-71,-81,-77,-82,-82,-85,-84,-83,-78,-83,-83,-57,-59,-63,-74,-72,-74,-78,-79,-85,-82,-73,-79,-84,-86,-82,-77,-82,-78,-100,-100,-72,-100,-100,-71,-72,-100,-100,-100,-100,-66,-100,-100,-67,-100,-66,-90,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-67,-100,-100,-100,-77,-100,-100,-56,-100,-100,-77,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-56,-56,-42,-62,-62,-75,-75,-75,-69,-66,-73,-69,-69,-73,-73,-75,-76,-77,-76,-75,-85,-79,-80,-85,-71,-75,-82,-76,-83,-83,-83,-82,-86,-78,-82,-83,-76,-55,-62,-75,-69,-71,-76,-79,-85,-80,-78,-79,-84,-83,-82,-76,-82,-78,-100,-100,-74,-100,-100,-71,-74,-79,-100,-100,-74,-77,-100,-100,-66,-100,-66,-90,-100,-65,-77,-100,-73,-100,-85,-100,-100,-100,-67,-100,-100,-100,-77,-100,-100,-57,-100,-100,-76,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-56,-56,-57,-63,-63,-75,-75,-75,-75,-66,-73,-69,-69,-73,-73,-76,-75,-77,-76,-75,-86,-81,-80,-85,-76,-73,-82,-76,-83,-84,-100,-100,-86,-77,-84,-84,-100,-55,-62,-75,-70,-71,-75,-100,-86,-81,-78,-77,-84,-100,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-74,-77,-100,-100,-66,-100,-100,-100,-100,-66,-74,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-57,-100,-100,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-56,-56,-57,-63,-63,-75,-75,-75,-74,-66,-73,-69,-69,-72,-72,-76,-75,-77,-76,-75,-85,-80,-80,-86,-76,-73,-83,-76,-83,-83,-100,-100,-87,-77,-84,-83,-100,-56,-63,-75,-70,-72,-75,-100,-85,-80,-78,-77,-84,-100,-84,-76,-100,-78,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-74,-77,-100,-100,-66,-100,-100,-100,-100,-66,-74,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-57,-100,-100,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-56,-56,-57,-63,-63,-75,-75,-75,-74,-66,-72,-69,-69,-73,-73,-75,-75,-77,-77,-75,-87,-81,-81,-87,-75,-72,-83,-76,-83,-84,-100,-100,-86,-78,-84,-84,-100,-56,-63,-75,-70,-73,-75,-78,-86,-81,-100,-77,-84,-86,-83,-100,-83,-78,-100,-100,-100,-100,-100,-75,-100,-88,-100,-100,-75,-77,-100,-100,-66,-75,-100,-100,-100,-66,-74,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-56,-56,-54,-63,-63,-75,-75,-75,-75,-66,-72,-69,-69,-73,-72,-72,-72,-77,-77,-72,-86,-80,-80,-85,-75,-82,-84,-76,-83,-84,-100,-100,-86,-77,-83,-84,-75,-56,-62,-76,-69,-73,-72,-77,-86,-80,-82,-78,-84,-85,-84,-76,-84,-77,-100,-100,-100,-100,-100,-75,-100,-88,-100,-100,-74,-77,-100,-100,-65,-75,-77,-88,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-56,-56,-64,-64,-64,-79,-79,-80,-72,-65,-72,-67,-67,-72,-72,-76,-76,-78,-78,-75,-83,-79,-79,-83,-73,-81,-81,-77,-81,-83,-84,-84,-84,-78,-84,-84,-74,-56,-64,-79,-67,-72,-75,-78,-84,-79,-75,-78,-84,-84,-81,-76,-80,-78,-100,-73,-73,-100,-88,-74,-72,-88,-100,-100,-74,-71,-100,-100,-65,-75,-77,-87,-100,-65,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-58,-58,-56,-62,-62,-74,-74,-74,-72,-65,-80,-62,-62,-80,-80,-75,-76,-80,-81,-75,-82,-82,-82,-82,-63,-71,-81,-76,-83,-85,-84,-84,-86,-77,-85,-85,-73,-56,-62,-74,-62,-80,-75,-81,-82,-82,-77,-76,-85,-86,-81,-75,-80,-77,-100,-73,-73,-100,-88,-74,-72,-88,-100,-100,-74,-70,-100,-100,-62,-75,-71,-87,-100,-65,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-58,-100,-78,-75,-100,-100,-100,-100,-100,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-56,-56,-60,-62,-61,-75,-75,-75,-70,-100,-81,-62,-62,-81,-81,-75,-75,-79,-79,-76,-82,-82,-81,-82,-72,-71,-82,-77,-82,-85,-100,-100,-87,-77,-85,-86,-72,-56,-61,-75,-62,-81,-75,-79,-82,-81,-78,-76,-85,-86,-100,-75,-100,-77,-100,-75,-75,-100,-100,-76,-75,-88,-100,-100,-100,-70,-100,-100,-62,-76,-71,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-75,-100,-100,-58,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-57,-57,-58,-62,-61,-75,-75,-75,-70,-100,-81,-62,-62,-81,-81,-76,-76,-78,-79,-76,-82,-82,-82,-82,-72,-71,-83,-77,-82,-85,-100,-100,-87,-77,-85,-85,-72,-57,-61,-75,-62,-81,-76,-78,-82,-82,-78,-78,-85,-86,-100,-75,-100,-78,-100,-75,-75,-100,-100,-76,-75,-88,-100,-100,-100,-70,-100,-100,-62,-76,-71,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-75,-100,-100,-58,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-79,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-57,-57,-58,-62,-61,-75,-75,-75,-70,-100,-81,-62,-62,-81,-81,-76,-76,-78,-79,-76,-82,-82,-82,-82,-72,-71,-83,-77,-82,-85,-100,-100,-87,-77,-85,-85,-72,-57,-61,-75,-62,-81,-76,-78,-82,-82,-78,-78,-85,-86,-100,-75,-100,-78,-100,-75,-75,-100,-100,-76,-75,-88,-100,-100,-100,-70,-100,-100,-62,-76,-71,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-75,-100,-100,-58,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-79,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
