60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-100,-74,-74,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-57,-100,-100,-100,-89,-57,-57,-100,-90,-88,-55,-55,-55,-100,-74,-100,-75,-72,-79,-75,-75,-76,-77,-76,-77,-75,-79,-75,-77,-79,-79,-100,-77,-86,-77,-77,-75,-75,-100,-74,-74,-86,-100,-86,-100,-100,-87,-85,-77,-86,-85,-86,-100,-100,-86,-100,-86,-100,-100,-100,-100,-73,-100,-78,-85,-88,-85,-87,-83,-85,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,741,175,34
-100,-74,-74,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-57,-100,-100,-100,-89,-57,-57,-100,-90,-88,-55,-55,-55,-100,-74,-100,-75,-72,-79,-75,-75,-76,-77,-76,-77,-75,-79,-75,-77,-79,-79,-100,-77,-86,-77,-77,-75,-75,-100,-74,-74,-86,-100,-86,-100,-100,-87,-85,-77,-86,-85,-86,-100,-100,-86,-100,-86,-100,-100,-100,-100,-73,-100,-78,-85,-88,-85,-87,-83,-85,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,741,175,34
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-44,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-82,-76,-84,-58,-100,-100,-100,-85,-58,-58,-86,-85,-86,-56,-55,-56,-100,-74,-100,-76,-100,-75,-76,-77,-75,-75,-75,-78,-82,-75,-76,-74,-75,-75,-100,-100,-82,-77,-78,-76,-76,-100,-78,-78,-81,-78,-81,-83,-83,-86,-82,-77,-83,-83,-83,-100,-77,-83,-100,-83,-100,-82,-100,-100,-78,-100,-79,-85,-100,-83,-86,-81,-100,-100,-100,-100,-100,-100,-85,-85,-81,-82,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-45,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-83,-85,-100,-59,-100,-100,-100,-86,-59,-59,-86,-86,-86,-57,-57,-57,-100,-76,-100,-76,-77,-75,-76,-76,-100,-100,-100,-77,-82,-74,-76,-76,-75,-74,-76,-76,-82,-72,-100,-76,-75,-75,-78,-78,-81,-78,-81,-83,-83,-86,-80,-71,-84,-84,-83,-100,-77,-84,-100,-84,-100,-80,-100,-79,-78,-100,-100,-87,-86,-84,-85,-100,-100,-100,-100,-79,-100,-100,-85,-85,-80,-81,-87,-74,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-70,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-45,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-85,-100,-57,-100,-100,-77,-86,-57,-57,-86,-86,-85,-57,-57,-57,-100,-76,-100,-76,-74,-75,-76,-76,-100,-100,-100,-75,-76,-75,-76,-75,-75,-75,-76,-74,-80,-72,-100,-75,-75,-75,-78,-78,-80,-76,-79,-76,-76,-86,-80,-71,-83,-83,-84,-100,-77,-84,-76,-84,-100,-80,-100,-79,-78,-100,-100,-87,-86,-84,-86,-100,-100,-100,-100,-81,-100,-100,-85,-85,-80,-81,-87,-74,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-74,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-43,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-81,-82,-100,-59,-100,-100,-77,-87,-59,-59,-87,-86,-87,-57,-57,-57,-100,-77,-100,-77,-74,-76,-76,-77,-74,-74,-73,-77,-76,-76,-76,-75,-76,-76,-75,-75,-80,-72,-73,-76,-75,-75,-78,-78,-80,-76,-80,-76,-76,-100,-81,-71,-84,-83,-83,-100,-100,-84,-76,-83,-100,-81,-100,-82,-78,-100,-100,-87,-86,-83,-85,-100,-87,-100,-100,-81,-100,-100,-85,-86,-81,-80,-86,-81,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-74,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-82,-100,-58,-100,-100,-77,-85,-58,-58,-84,-85,-84,-57,-57,-57,-100,-77,-100,-77,-75,-76,-76,-77,-74,-74,-74,-78,-76,-76,-76,-80,-76,-76,-75,-75,-80,-100,-73,-76,-75,-75,-78,-78,-81,-76,-81,-76,-76,-100,-81,-100,-83,-84,-84,-100,-100,-83,-76,-84,-100,-81,-100,-81,-78,-100,-100,-87,-85,-83,-86,-100,-87,-100,-100,-80,-100,-100,-85,-86,-81,-80,-86,-81,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-82,-82,-59,-100,-100,-100,-84,-59,-58,-85,-85,-85,-56,-56,-56,-100,-77,-100,-77,-74,-76,-76,-77,-75,-74,-74,-76,-100,-76,-75,-78,-76,-76,-75,-75,-100,-100,-73,-75,-75,-75,-100,-100,-81,-100,-81,-100,-100,-100,-81,-72,-83,-84,-84,-100,-100,-83,-100,-83,-100,-80,-100,-81,-100,-100,-75,-87,-87,-83,-86,-86,-87,-100,-100,-80,-100,-100,-85,-86,-81,-80,-87,-81,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-71,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-81,-82,-82,-51,-100,-100,-100,-84,-50,-51,-85,-85,-85,-50,-50,-50,-100,-74,-100,-74,-74,-77,-74,-74,-75,-74,-74,-76,-100,-76,-76,-79,-76,-76,-76,-75,-100,-73,-73,-75,-75,-75,-76,-75,-79,-100,-79,-100,-100,-84,-79,-74,-83,-84,-85,-100,-100,-83,-100,-83,-100,-80,-100,-81,-75,-75,-75,-86,-87,-83,-87,-86,-100,-100,-100,-80,-100,-73,-85,-87,-100,-80,-87,-79,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-73,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-50,-50,-100,-100,-100,-50,-51,-50,-100,-76,-100,-75,-72,-75,-75,-76,-73,-73,-73,-76,-100,-76,-76,-79,-75,-75,-80,-79,-100,-73,-73,-75,-75,-76,-76,-75,-80,-100,-79,-100,-100,-82,-79,-74,-86,-87,-86,-100,-100,-87,-100,-87,-100,-100,-100,-79,-75,-75,-75,-84,-87,-86,-87,-85,-85,-100,-100,-78,-100,-73,-100,-87,-100,-80,-86,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-73,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-50,-50,-100,-90,-100,-50,-51,-50,-100,-75,-100,-75,-72,-76,-75,-75,-73,-73,-73,-76,-78,-75,-76,-75,-75,-75,-80,-79,-100,-73,-73,-76,-75,-76,-75,-75,-78,-100,-77,-78,-78,-82,-78,-73,-85,-87,-86,-100,-100,-87,-100,-87,-100,-78,-100,-78,-75,-77,-77,-87,-87,-86,-86,-85,-85,-100,-100,-78,-100,-76,-100,-87,-100,-80,-86,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-73,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-50,-100,-100,-100,-100,-50,-50,-100,-90,-100,-50,-50,-50,-100,-75,-100,-75,-72,-76,-74,-74,-72,-72,-72,-76,-78,-75,-76,-75,-75,-75,-76,-76,-84,-73,-73,-76,-76,-76,-75,-75,-79,-75,-79,-78,-78,-82,-79,-73,-86,-85,-85,-100,-100,-87,-100,-87,-100,-78,-100,-77,-75,-77,-77,-88,-87,-86,-86,-85,-85,-100,-100,-78,-100,-76,-100,-100,-79,-80,-88,-80,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-73,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-71,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-51,-100,-100,-100,-90,-51,-51,-100,-91,-100,-51,-51,-51,-100,-75,-100,-74,-71,-75,-75,-74,-72,-72,-71,-75,-78,-76,-75,-75,-76,-75,-76,-76,-84,-100,-100,-75,-75,-77,-75,-75,-79,-75,-79,-78,-78,-100,-79,-73,-86,-85,-86,-100,-75,-87,-75,-87,-100,-78,-100,-78,-75,-75,-77,-83,-87,-86,-86,-100,-100,-100,-100,-78,-100,-76,-100,-100,-79,-80,-89,-80,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-72,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-82,-81,-50,-100,-100,-100,-90,-50,-50,-100,-91,-100,-51,-51,-51,-100,-75,-100,-73,-71,-76,-75,-75,-72,-72,-71,-76,-100,-76,-76,-75,-76,-76,-77,-77,-84,-74,-74,-76,-76,-76,-100,-100,-79,-73,-79,-100,-100,-83,-79,-75,-86,-87,-86,-100,-74,-86,-75,-86,-100,-78,-100,-78,-100,-75,-76,-87,-87,-86,-87,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-80,-85,-80,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-81,-53,-100,-100,-100,-90,-53,-53,-100,-91,-100,-49,-50,-50,-100,-73,-100,-73,-75,-76,-73,-73,-72,-72,-73,-83,-100,-76,-77,-82,-75,-75,-74,-74,-100,-74,-74,-77,-77,-76,-100,-100,-82,-73,-82,-100,-100,-83,-81,-75,-85,-87,-85,-100,-74,-83,-75,-83,-100,-78,-100,-81,-100,-78,-77,-87,-90,-82,-86,-100,-100,-100,-100,-81,-83,-100,-85,-86,-100,-100,-85,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-77,-77,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-52,-100,-100,-100,-100,-52,-52,-100,-100,-100,-50,-49,-49,-100,-73,-100,-74,-75,-77,-74,-73,-74,-75,-75,-83,-100,-77,-77,-82,-77,-77,-74,-76,-100,-74,-100,-77,-77,-74,-100,-100,-82,-100,-82,-100,-100,-100,-81,-77,-85,-100,-85,-100,-100,-84,-100,-84,-100,-81,-81,-82,-100,-77,-76,-86,-89,-84,-86,-100,-100,-100,-100,-81,-82,-100,-85,-86,-81,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-77,-77,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-52,-100,-100,-100,-100,-52,-52,-100,-100,-100,-48,-48,-49,-100,-74,-100,-74,-72,-77,-74,-74,-75,-75,-76,-82,-100,-77,-78,-82,-76,-77,-74,-76,-100,-74,-100,-78,-78,-73,-100,-100,-83,-100,-83,-100,-100,-86,-82,-74,-85,-85,-86,-100,-100,-83,-100,-83,-100,-81,-81,-81,-100,-77,-77,-87,-90,-83,-85,-100,-100,-100,-100,-81,-82,-100,-85,-86,-81,-100,-100,-81,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-77,-77,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-52,-100,-100,-100,-100,-52,-52,-100,-100,-100,-49,-49,-49,-100,-74,-100,-74,-72,-76,-74,-74,-75,-75,-76,-82,-100,-77,-78,-82,-77,-77,-74,-76,-100,-74,-100,-78,-78,-73,-71,-70,-84,-100,-83,-100,-100,-85,-83,-74,-86,-85,-87,-100,-100,-83,-100,-84,-100,-81,-81,-81,-70,-77,-77,-86,-90,-84,-85,-100,-100,-100,-100,-81,-81,-77,-86,-85,-81,-100,-100,-81,-80,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
