44:48:c1:a5:82:30,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:81,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,ac:e2:d3:c4:08:e6,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:1f:01:90,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,66:2a:2f:53:7c:99,38:17:c3:1f:0e:01,80:8d:b7:55:39:c1,38:17:c3:19:55:52,44:48:c1:a5:82:21,38:17:c3:19:55:51,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,44:48:c1:a5:82:20,38:17:c3:19:55:50,38:17:c3:1f:09:90,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:01:82,b4:5d:50:e1:92:22,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,a8:bd:27:4c:bd:30,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:40,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,80:8d:b7:55:25:e0,44:48:c1:a5:82:22,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,a8:bd:27:4c:bd:32,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:20,38:17:c3:1e:ff:00,b4:5d:50:e1:92:21,80:8d:b7:55:25:e1,38:17:c3:19:55:42,20:a6:cd:42:0b:e3,38:17:c3:19:71:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,20:a6:cd:42:0b:f1,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:52,38:17:c3:1f:22:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:43,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:71:82,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:32,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:00,00:4e:35:df:27:01,38:17:c3:24:4f:00,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:de:d7:40,x,y,label
-46,-100,-57,-57,-57,-100,-100,-100,-61,-70,-70,-73,-73,-73,-27,-62,-100,-73,-73,-49,-100,-100,-46,-84,-78,-77,-76,-77,-76,-55,-65,-70,-65,-70,-73,-62,-100,-62,-100,-100,-100,-72,-100,-100,-100,-100,-77,-77,-78,-80,-82,-100,-72,-71,-73,-100,-74,-100,-78,-77,-70,-65,-82,-62,-72,-100,-100,-77,-86,-78,-79,-100,-55,-77,-47,-77,-100,-100,-79,-47,-77,-100,-100,-86,-100,-100,-100,-77,-100,-79,-78,-100,-79,-100,-84,-100,-100,-100,-85,-100,-88,-100,-76,-78,-100,-47,-78,-100,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-84,-84,-86,-100,-84,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-47,-57,-56,-56,-56,-100,-100,-100,-60,-70,-72,-72,-72,-72,-29,-64,-100,-75,-76,-47,-83,-82,-47,-84,-78,-78,-76,-76,-76,-56,-65,-70,-66,-70,-73,-63,-78,-64,-83,-86,-84,-72,-100,-100,-100,-100,-76,-76,-77,-80,-83,-100,-72,-71,-72,-100,-74,-83,-78,-76,-70,-66,-82,-63,-73,-86,-100,-76,-86,-78,-79,-100,-57,-77,-50,-77,-100,-100,-81,-50,-77,-100,-100,-86,-100,-80,-100,-77,-100,-80,-78,-100,-80,-100,-84,-100,-100,-100,-88,-100,-88,-100,-78,-77,-100,-50,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-87,-86,-87,-87,-84,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-48,-53,-56,-57,-57,-100,-100,-100,-62,-71,-71,-72,-71,-72,-26,-58,-68,-74,-76,-46,-83,-82,-48,-84,-78,-78,-77,-76,-77,-53,-65,-70,-65,-71,-71,-63,-80,-64,-83,-82,-84,-73,-100,-100,-84,-83,-77,-77,-77,-80,-84,-100,-74,-71,-72,-68,-74,-83,-78,-76,-71,-65,-82,-63,-73,-86,-100,-77,-86,-81,-81,-68,-53,-77,-49,-77,-100,-100,-81,-49,-77,-100,-100,-86,-100,-82,-100,-100,-100,-80,-100,-100,-81,-100,-84,-87,-88,-74,-88,-100,-87,-100,-82,-82,-100,-49,-78,-100,-80,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-86,-86,-87,-87,-84,-100,-87,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-48,-54,-56,-56,-56,-100,-100,-100,-61,-68,-68,-72,-72,-72,-27,-61,-68,-73,-73,-46,-81,-81,-48,-83,-77,-78,-76,-76,-76,-54,-65,-71,-65,-71,-71,-62,-80,-63,-84,-83,-84,-73,-100,-100,-84,-81,-78,-78,-78,-76,-84,-100,-73,-68,-72,-68,-74,-81,-78,-76,-71,-65,-80,-63,-73,-86,-100,-78,-87,-81,-81,-71,-54,-77,-49,-100,-100,-100,-80,-49,-100,-100,-100,-100,-100,-79,-100,-100,-100,-81,-100,-84,-81,-100,-100,-87,-88,-73,-87,-100,-87,-100,-77,-81,-73,-48,-100,-100,-81,-86,-80,-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-88,-100,-100,-100,-85,-100,-100,-100,-100,-100,-84,-85,-86,-87,-87,-85,-100,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-46,-54,-56,-56,-56,-100,-100,-100,-61,-66,-68,-71,-72,-72,-27,-63,-68,-73,-73,-48,-81,-81,-46,-83,-78,-78,-76,-76,-76,-54,-64,-71,-65,-71,-70,-63,-80,-63,-84,-78,-84,-73,-100,-100,-84,-83,-78,-77,-78,-76,-81,-100,-73,-68,-71,-68,-74,-81,-78,-76,-71,-65,-80,-63,-73,-100,-100,-78,-85,-81,-80,-71,-54,-77,-48,-78,-100,-100,-76,-48,-100,-100,-100,-100,-100,-76,-100,-100,-100,-81,-100,-84,-81,-100,-84,-85,-88,-73,-86,-100,-86,-70,-76,-77,-72,-48,-100,-100,-80,-86,-78,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-84,-80,-87,-100,-100,-100,-85,-85,-100,-100,-100,-100,-82,-82,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-50,-54,-55,-56,-56,-83,-83,-83,-61,-66,-68,-68,-68,-68,-28,-65,-100,-73,-73,-50,-85,-85,-50,-83,-83,-81,-76,-75,-75,-54,-64,-68,-64,-68,-74,-65,-82,-63,-84,-80,-84,-71,-100,-100,-100,-83,-78,-78,-78,-81,-83,-100,-72,-68,-68,-100,-71,-86,-82,-76,-68,-64,-81,-66,-73,-100,-100,-78,-85,-72,-80,-71,-54,-73,-52,-74,-100,-100,-79,-52,-100,-100,-100,-100,-100,-78,-100,-80,-100,-81,-100,-84,-81,-100,-81,-85,-100,-71,-86,-100,-86,-75,-71,-71,-75,-53,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-80,-100,-80,-75,-76,-88,-100,-100,-100,-86,-100,-100,-100,-76,-76,-85,-79,-79,-100,-100,-84,-84,-87,-100,-100,-100,-79,-78,-100,-100,-100,-100,-83,-82,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-48,-57,-56,-57,-57,-84,-84,-84,-57,-69,-69,-68,-68,-68,-28,-62,-100,-73,-73,-48,-85,-85,-48,-100,-82,-82,-76,-75,-75,-57,-64,-69,-64,-69,-72,-66,-82,-66,-100,-75,-100,-70,-100,-100,-100,-100,-81,-81,-81,-74,-83,-100,-74,-69,-68,-70,-71,-86,-83,-76,-69,-64,-81,-66,-70,-100,-100,-81,-85,-72,-79,-100,-57,-72,-55,-74,-100,-100,-77,-56,-100,-100,-100,-84,-100,-78,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-71,-85,-100,-100,-75,-71,-71,-75,-55,-100,-100,-79,-85,-78,-100,-100,-100,-100,-100,-80,-100,-79,-75,-75,-100,-84,-100,-100,-86,-100,-85,-100,-75,-75,-100,-79,-80,-100,-100,-100,-84,-87,-100,-100,-100,-79,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-49,-57,-56,-56,-57,-84,-84,-84,-45,-69,-68,-68,-68,-68,-28,-62,-73,-73,-72,-49,-85,-85,-49,-100,-83,-83,-76,-76,-76,-57,-63,-69,-63,-69,-70,-67,-80,-67,-100,-81,-100,-71,-100,-100,-100,-100,-79,-79,-80,-74,-83,-100,-71,-69,-68,-70,-73,-86,-84,-76,-69,-63,-81,-67,-72,-100,-100,-80,-86,-72,-79,-100,-57,-74,-55,-73,-100,-100,-77,-56,-74,-100,-100,-85,-100,-77,-100,-79,-100,-79,-100,-100,-79,-100,-81,-88,-100,-71,-85,-100,-89,-74,-71,-72,-75,-55,-78,-100,-79,-85,-77,-100,-100,-100,-100,-100,-80,-100,-79,-75,-75,-100,-84,-100,-100,-86,-100,-84,-100,-75,-75,-100,-77,-78,-100,-100,-100,-84,-87,-100,-100,-100,-78,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-49,-57,-56,-56,-56,-84,-84,-84,-45,-68,-68,-67,-68,-67,-28,-62,-73,-73,-72,-49,-85,-85,-49,-100,-82,-82,-76,-76,-76,-57,-63,-70,-63,-69,-70,-67,-80,-67,-81,-81,-100,-71,-100,-100,-100,-100,-78,-78,-79,-74,-86,-100,-71,-69,-68,-70,-73,-86,-83,-76,-69,-63,-100,-67,-72,-100,-100,-79,-85,-72,-78,-100,-57,-74,-55,-73,-100,-100,-77,-56,-74,-100,-100,-85,-100,-77,-100,-79,-100,-78,-100,-100,-79,-100,-81,-88,-100,-71,-84,-100,-89,-74,-71,-72,-100,-51,-85,-100,-78,-85,-77,-100,-100,-100,-100,-100,-100,-100,-79,-100,-75,-100,-84,-100,-100,-85,-100,-84,-100,-75,-75,-84,-78,-78,-100,-100,-86,-100,-87,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-51,-57,-57,-57,-57,-100,-100,-100,-56,-68,-68,-68,-68,-68,-26,-54,-73,-73,-70,-50,-84,-83,-50,-100,-82,-83,-76,-76,-76,-57,-63,-70,-63,-70,-73,-65,-80,-65,-81,-81,-100,-71,-100,-100,-100,-100,-81,-80,-81,-83,-84,-100,-73,-67,-68,-100,-73,-83,-83,-76,-70,-63,-100,-66,-72,-87,-100,-81,-84,-71,-79,-100,-57,-74,-53,-73,-100,-100,-78,-100,-74,-100,-100,-85,-100,-78,-100,-80,-100,-78,-100,-100,-79,-100,-79,-88,-100,-71,-84,-100,-89,-76,-71,-71,-76,-53,-85,-100,-79,-85,-78,-100,-100,-100,-100,-100,-80,-100,-81,-75,-100,-100,-84,-100,-100,-84,-100,-84,-100,-100,-100,-86,-80,-80,-100,-100,-86,-100,-87,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-50,-100,-56,-56,-56,-100,-100,-100,-36,-68,-67,-69,-69,-69,-30,-64,-100,-100,-62,-49,-83,-84,-50,-84,-83,-81,-76,-76,-76,-100,-64,-70,-64,-70,-73,-65,-100,-66,-81,-47,-84,-70,-100,-100,-100,-100,-79,-79,-80,-78,-84,-100,-73,-66,-69,-100,-73,-84,-82,-76,-70,-64,-100,-66,-71,-87,-100,-79,-86,-71,-79,-100,-100,-74,-55,-74,-100,-100,-79,-55,-100,-100,-100,-100,-100,-79,-89,-79,-100,-80,-100,-100,-80,-100,-82,-100,-100,-71,-84,-100,-100,-76,-71,-71,-73,-54,-86,-100,-81,-84,-78,-100,-100,-100,-100,-100,-80,-100,-81,-75,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-84,-78,-78,-100,-100,-86,-100,-86,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-59,-100,-58,-58,-58,-100,-100,-100,-62,-70,-70,-69,-70,-69,-28,-61,-100,-100,-62,-59,-87,-84,-59,-84,-81,-81,-72,-72,-72,-100,-62,-69,-62,-68,-70,-62,-100,-62,-81,-80,-80,-70,-100,-100,-100,-100,-75,-75,-75,-75,-77,-100,-73,-70,-70,-100,-100,-89,-82,-72,-68,-63,-100,-62,-71,-87,-100,-75,-85,-75,-76,-100,-100,-74,-57,-74,-100,-100,-79,-56,-100,-100,-100,-100,-100,-79,-89,-79,-100,-82,-77,-100,-83,-79,-79,-100,-100,-71,-84,-100,-100,-76,-70,-74,-74,-56,-86,-100,-83,-85,-78,-100,-100,-100,-100,-100,-80,-100,-81,-74,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-84,-77,-76,-100,-100,-84,-85,-86,-100,-100,-100,-76,-76,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-59,-55,-56,-58,-58,-100,-100,-100,-57,-71,-72,-70,-71,-70,-25,-63,-100,-100,-100,-59,-87,-100,-59,-100,-82,-83,-72,-72,-72,-100,-63,-70,-63,-69,-72,-62,-79,-62,-81,-81,-80,-70,-100,-100,-100,-85,-74,-74,-74,-76,-78,-100,-76,-72,-70,-100,-100,-89,-83,-72,-67,-63,-80,-62,-70,-100,-100,-74,-85,-75,-83,-100,-100,-75,-57,-75,-100,-100,-76,-56,-75,-100,-100,-83,-100,-75,-100,-78,-100,-83,-77,-100,-83,-79,-79,-100,-100,-100,-84,-100,-100,-76,-76,-75,-74,-64,-100,-100,-82,-85,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-82,-100,-100,-83,-100,-83,-100,-100,-100,-84,-76,-76,-100,-100,-84,-85,-100,-85,-100,-100,-76,-76,-100,-100,-100,-100,-85,-100,-81,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-63,-55,-57,-57,-57,-100,-100,-100,-58,-71,-72,-70,-70,-70,-28,-63,-100,-100,-71,-63,-86,-87,-63,-100,-82,-83,-72,-73,-73,-55,-62,-69,-62,-70,-69,-62,-79,-62,-78,-76,-80,-71,-100,-100,-100,-83,-75,-75,-75,-80,-82,-100,-76,-72,-70,-100,-71,-87,-82,-73,-70,-62,-80,-62,-70,-100,-84,-75,-85,-75,-55,-100,-55,-75,-63,-75,-100,-100,-78,-63,-75,-100,-100,-82,-100,-77,-100,-78,-100,-83,-77,-100,-83,-80,-79,-100,-100,-100,-84,-100,-100,-74,-75,-75,-74,-63,-71,-100,-82,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-82,-100,-100,-84,-100,-83,-100,-73,-100,-84,-76,-76,-100,-100,-85,-85,-86,-85,-100,-100,-76,-76,-100,-100,-100,-100,-85,-100,-82,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-64,-55,-56,-56,-56,-100,-100,-100,-59,-71,-71,-70,-70,-70,-29,-61,-100,-100,-71,-64,-86,-87,-64,-100,-81,-82,-72,-72,-73,-56,-63,-68,-63,-67,-69,-63,-79,-63,-78,-81,-80,-71,-100,-100,-100,-83,-76,-76,-76,-76,-82,-100,-69,-71,-71,-100,-71,-87,-82,-72,-68,-63,-80,-56,-71,-100,-84,-76,-85,-75,-76,-100,-55,-74,-63,-74,-100,-92,-76,-63,-74,-100,-100,-83,-100,-76,-100,-76,-100,-83,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-74,-75,-74,-74,-63,-71,-100,-82,-100,-76,-100,-100,-100,-100,-100,-77,-100,-77,-74,-100,-100,-83,-100,-100,-84,-100,-82,-100,-73,-75,-84,-76,-76,-100,-100,-85,-100,-86,-85,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-64,-55,-57,-57,-57,-100,-100,-100,-48,-71,-71,-69,-70,-70,-27,-63,-100,-72,-72,-63,-86,-87,-63,-100,-82,-81,-72,-72,-73,-56,-63,-69,-63,-67,-72,-63,-80,-63,-78,-78,-80,-71,-100,-100,-100,-83,-75,-75,-75,-56,-82,-100,-70,-71,-70,-100,-72,-87,-82,-72,-69,-64,-100,-56,-71,-100,-84,-75,-84,-75,-76,-100,-53,-73,-63,-73,-100,-92,-78,-63,-74,-100,-100,-83,-100,-78,-100,-76,-100,-100,-100,-100,-100,-80,-79,-88,-100,-100,-83,-100,-100,-74,-76,-74,-73,-63,-71,-89,-100,-84,-78,-100,-100,-100,-100,-100,-77,-100,-77,-74,-100,-100,-84,-100,-100,-84,-100,-83,-100,-73,-75,-84,-74,-74,-100,-100,-85,-100,-86,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-57,-58,-58,-58,-58,-100,-100,-100,-54,-71,-71,-68,-68,-68,-26,-68,-75,-70,-70,-56,-100,-100,-56,-100,-82,-82,-73,-73,-73,-58,-62,-70,-62,-69,-72,-63,-77,-63,-100,-78,-100,-70,-100,-100,-100,-100,-75,-75,-75,-76,-76,-100,-67,-71,-68,-100,-70,-100,-81,-73,-69,-62,-79,-56,-70,-100,-100,-75,-84,-73,-76,-74,-58,-76,-60,-76,-100,-92,-75,-63,-76,-100,-100,-83,-100,-75,-100,-76,-100,-100,-74,-100,-100,-100,-80,-88,-87,-100,-84,-100,-88,-100,-76,-73,-73,-58,-100,-89,-82,-84,-78,-100,-100,-100,-100,-100,-77,-100,-77,-74,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-75,-100,-76,-76,-100,-100,-100,-100,-86,-83,-100,-83,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-57,-56,-58,-58,-58,-100,-100,-100,-63,-71,-71,-67,-67,-66,-22,-50,-76,-70,-70,-57,-85,-84,-57,-100,-80,-80,-70,-71,-71,-56,-60,-70,-60,-69,-69,-63,-77,-61,-82,-83,-79,-70,-85,-100,-100,-100,-74,-74,-74,-74,-74,-100,-70,-71,-67,-100,-70,-85,-81,-71,-70,-61,-79,-100,-70,-86,-100,-74,-85,-77,-77,-78,-56,-77,-59,-76,-100,-100,-77,-63,-76,-100,-100,-83,-100,-76,-100,-79,-100,-79,-74,-100,-100,-100,-80,-88,-87,-67,-86,-100,-88,-69,-77,-77,-73,-59,-100,-89,-78,-85,-76,-100,-100,-100,-100,-100,-79,-100,-79,-74,-100,-100,-83,-100,-100,-84,-100,-83,-100,-100,-100,-85,-80,-79,-87,-100,-84,-100,-100,-83,-100,-83,-80,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-88,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
