44:48:c1:a5:82:30,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:81,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,ac:e2:d3:c4:08:e6,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:1f:01:90,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,66:2a:2f:53:7c:99,38:17:c3:1f:0e:01,80:8d:b7:55:39:c1,38:17:c3:19:55:52,44:48:c1:a5:82:21,38:17:c3:19:55:51,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,44:48:c1:a5:82:20,38:17:c3:19:55:50,38:17:c3:1f:09:90,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:01:82,b4:5d:50:e1:92:22,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,a8:bd:27:4c:bd:30,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:40,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,80:8d:b7:55:25:e0,44:48:c1:a5:82:22,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,a8:bd:27:4c:bd:32,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:20,38:17:c3:1e:ff:00,b4:5d:50:e1:92:21,80:8d:b7:55:25:e1,38:17:c3:19:55:42,20:a6:cd:42:0b:e3,38:17:c3:19:71:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,20:a6:cd:42:0b:f1,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:52,38:17:c3:1f:22:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:43,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:71:82,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:32,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:00,00:4e:35:df:27:01,38:17:c3:24:4f:00,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:de:d7:40,x,y,label
-100,-100,-88,-87,-87,-100,-100,-100,-49,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-70,-83,-70,-87,-79,-100,-80,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-83,-100,-80,-65,-100,-100,-100,-100,-69,-80,-100,-100,-100,-100,-100,-100,-100,-75,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-47,-100,-100,-45,-100,-100,-100,-100,-65,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-45,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-41,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-81,-70,-87,-79,-100,-80,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-81,-100,-80,-66,-100,-100,-100,-100,-67,-78,-100,-100,-100,-100,-100,-100,-100,-67,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-66,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-47,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-42,-42,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-85,-85,-85,-100,-100,-100,-48,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-72,-81,-72,-87,-77,-100,-80,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-82,-100,-78,-67,-100,-100,-100,-100,-66,-78,-100,-100,-100,-100,-100,-100,-100,-67,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-47,-100,-100,-45,-100,-100,-100,-100,-67,-100,-100,-100,-100,-61,-66,-100,-100,-100,-100,-47,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-41,-40,-100,-100,-100,-100,-100,-83,-82,-100,-100,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-85,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-85,-84,-85,-100,-100,-100,-48,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-73,-82,-73,-87,-77,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-81,-100,-78,-67,-100,-100,-100,-100,-68,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-45,-100,-100,-47,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-67,-100,-100,-86,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-40,-40,-100,-100,-100,-100,-100,-83,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-84,-84,-84,-100,-100,-100,-49,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-71,-82,-71,-100,-77,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-82,-100,-78,-67,-100,-100,-100,-100,-69,-80,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-46,-100,-100,-46,-100,-100,-100,-100,-67,-100,-100,-100,-100,-69,-69,-100,-100,-86,-100,-46,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-40,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-85,-84,-84,-100,-100,-100,-49,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-71,-81,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-81,-100,-100,-100,-100,-100,-100,-100,-66,-78,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-86,-100,-45,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-40,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-85,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-85,-84,-84,-100,-100,-100,-50,-100,-100,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-84,-69,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-83,-100,-78,-100,-100,-100,-100,-100,-62,-74,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-45,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-90,-100,-45,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-76,-85,-85,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-70,-84,-70,-87,-78,-100,-78,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-85,-100,-78,-66,-100,-100,-90,-100,-65,-76,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-65,-100,-100,-88,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-83,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-83,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-84,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-87,-86,-87,-100,-100,-100,-51,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-70,-83,-70,-87,-79,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-100,-79,-66,-100,-100,-90,-100,-62,-70,-100,-100,-100,-100,-100,-100,-100,-65,-100,-90,-100,-100,-100,-100,-65,-100,-100,-100,-47,-100,-100,-48,-100,-100,-100,-100,-65,-100,-100,-100,-100,-62,-62,-100,-100,-88,-100,-47,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-100,-100,-100,-100,-100,-83,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-83,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-87,-86,-88,-100,-100,-100,-51,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-84,-70,-87,-78,-100,-79,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-100,-79,-65,-100,-100,-90,-100,-63,-78,-100,-100,-100,-100,-100,-100,-100,-65,-100,-91,-100,-100,-100,-100,-65,-100,-100,-100,-45,-100,-100,-45,-100,-100,-100,-100,-65,-100,-100,-100,-100,-63,-63,-100,-100,-88,-100,-48,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-87,-86,-88,-100,-100,-100,-50,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-71,-84,-71,-100,-78,-100,-78,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-100,-79,-66,-100,-100,-100,-100,-63,-77,-100,-100,-100,-100,-100,-100,-100,-65,-100,-91,-100,-100,-100,-100,-65,-100,-100,-100,-46,-100,-100,-46,-100,-100,-100,-100,-65,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-48,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-86,-86,-80,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-87,-100,-88,-100,-100,-100,-49,-100,-100,-100,-100,-100,-22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-68,-84,-68,-100,-78,-100,-79,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-84,-100,-79,-66,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-60,-100,-91,-100,-100,-100,-100,-64,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-66,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-47,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-100,-100,-100,-100,-100,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-80,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-83,-74,-88,-83,-100,-79,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-83,-100,-83,-68,-100,-100,-100,-100,-57,-73,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-45,-100,-100,-46,-100,-100,-100,-100,-68,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-45,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-84,-84,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-88,-80,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-88,-88,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-83,-75,-88,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-83,-100,-83,-67,-100,-100,-100,-100,-59,-72,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-46,-100,-100,-47,-100,-100,-100,-100,-68,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-46,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-84,-84,-100,-100,-84,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-88,-88,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-75,-85,-75,-88,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-83,-100,-83,-68,-100,-100,-100,-100,-59,-72,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-45,-100,-100,-48,-100,-100,-100,-100,-68,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-46,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-88,-84,-84,-100,-100,-84,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-88,-88,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-74,-82,-73,-100,-83,-100,-83,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-84,-100,-100,-68,-100,-100,-100,-100,-57,-72,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-68,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-85,-75,-100,-83,-100,-83,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-100,-100,-67,-100,-100,-100,-100,-58,-72,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-68,-100,-100,-100,-100,-54,-59,-100,-100,-100,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-83,-75,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-100,-100,-69,-100,-100,-100,-100,-56,-73,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-68,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-47,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
