60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:00:a2,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b0,38:17:c3:1f:09:90,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,a8:bd:27:4c:aa:80,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,20:a6:cd:42:13:e1,38:17:c3:19:36:30,38:17:c3:22:61:90,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,38:17:c3:1f:19:c2,38:17:c3:19:d7:70,20:a6:cd:42:13:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,68:ff:7b:e4:af:39,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:71:91,38:17:c3:19:71:90,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:81,20:a6:cd:50:24:a1,38:17:c3:19:71:82,38:17:c3:19:71:80,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:19:36:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b0,00:4e:35:df:06:41,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-100,-72,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-54,-100,-100,-100,-100,-59,-100,-100,-100,-57,-56,-90,-57,-93,-54,-54,-100,-100,-80,-77,-76,-77,-72,-80,-100,-77,-86,-81,-100,-81,-80,-77,-81,-77,-81,-81,-81,-80,-80,-81,-100,-80,-100,-100,-100,-100,-100,-100,-89,-84,-100,-87,-100,-80,-81,-100,-81,-100,-100,-91,-87,-100,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-90,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,676,2487844867852
-100,-67,-67,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-67,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-54,-100,-100,-100,-100,-58,-100,-100,-100,-57,-57,-90,-57,-93,-54,-54,-100,-100,-81,-75,-75,-78,-75,-80,-77,-75,-86,-81,-100,-82,-80,-77,-80,-76,-79,-81,-81,-80,-80,-81,-100,-80,-80,-81,-80,-100,-100,-100,-88,-82,-100,-87,-100,-81,-81,-100,-81,-100,-100,-91,-87,-100,-86,-86,-100,-87,-100,-100,-88,-100,-100,-88,-89,-86,-86,-86,-90,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,676,2492271415715
-100,-68,-68,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-67,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-54,-100,-100,-100,-100,-58,-100,-100,-100,-57,-57,-93,-57,-100,-54,-54,-100,-100,-81,-77,-77,-77,-77,-82,-77,-77,-88,-81,-100,-81,-79,-77,-79,-77,-79,-81,-81,-81,-81,-80,-80,-100,-80,-81,-80,-100,-100,-100,-91,-84,-100,-85,-100,-74,-81,-100,-76,-100,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-88,-100,-100,-89,-88,-88,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,676,2496993828890
-100,-72,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-72,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-53,-100,-100,-100,-100,-54,-100,-100,-100,-56,-56,-100,-56,-100,-53,-53,-100,-100,-76,-74,-74,-80,-74,-77,-80,-74,-87,-76,-100,-77,-81,-80,-80,-80,-80,-76,-76,-77,-77,-74,-74,-74,-80,-100,-80,-100,-100,-88,-89,-100,-100,-100,-88,-72,-82,-100,-72,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-90,-91,-88,-100,-100,-100,-90,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2536402189813
-100,-69,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-69,-82,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-53,-100,-100,-100,-100,-55,-100,-100,-100,-57,-57,-100,-57,-100,-52,-52,-100,-100,-77,-75,-74,-80,-74,-80,-79,-74,-87,-78,-100,-77,-81,-77,-82,-74,-80,-77,-78,-80,-79,-74,-74,-74,-81,-81,-80,-100,-100,-89,-87,-100,-100,-100,-88,-72,-82,-100,-72,-100,-100,-100,-86,-100,-83,-83,-83,-100,-100,-73,-88,-72,-73,-88,-90,-91,-88,-100,-100,-100,-89,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2540648759551
-100,-73,-73,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-72,-82,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-52,-100,-100,-100,-100,-54,-100,-100,-100,-55,-55,-100,-55,-100,-52,-52,-100,-100,-76,-74,-73,-83,-73,-79,-81,-73,-87,-77,-100,-77,-81,-81,-82,-81,-81,-77,-77,-78,-79,-76,-75,-76,-81,-81,-80,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-100,-83,-100,-100,-73,-88,-72,-73,-89,-100,-100,-100,-100,-84,-100,-89,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2545230115799
-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-93,-100,-52,-100,-100,-100,-100,-47,-100,-100,-100,-56,-56,-100,-56,-100,-52,-52,-100,-100,-76,-73,-67,-80,-73,-79,-80,-68,-100,-77,-86,-77,-82,-81,-80,-81,-82,-77,-77,-78,-79,-75,-75,-76,-100,-100,-100,-100,-100,-87,-88,-85,-100,-100,-100,-82,-82,-100,-83,-100,-100,-100,-86,-100,-100,-82,-100,-100,-100,-85,-89,-83,-83,-89,-100,-88,-87,-100,-84,-100,-89,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2549797958870
-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-93,-100,-53,-100,-100,-100,-100,-53,-100,-100,-100,-56,-56,-100,-56,-100,-52,-52,-100,-100,-78,-74,-73,-59,-73,-80,-80,-73,-83,-77,-88,-78,-81,-100,-81,-81,-81,-77,-77,-79,-79,-76,-100,-76,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-82,-82,-100,-82,-100,-100,-100,-86,-100,-82,-82,-83,-100,-100,-83,-88,-84,-84,-88,-88,-85,-87,-100,-88,-89,-88,-88,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2554372356577
-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-53,-100,-100,-100,-100,-56,-100,-100,-100,-55,-56,-100,-56,-100,-53,-53,-100,-100,-80,-73,-73,-80,-73,-78,-100,-73,-86,-77,-88,-77,-81,-100,-81,-100,-81,-76,-76,-77,-77,-75,-76,-75,-100,-100,-100,-100,-100,-89,-89,-85,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-82,-82,-83,-100,-100,-84,-89,-84,-83,-87,-88,-89,-100,-100,-88,-87,-90,-88,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,676,2558887687929
-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-93,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-57,-57,-100,-56,-100,-51,-51,-100,-100,-75,-76,-76,-77,-75,-78,-77,-75,-100,-80,-100,-81,-78,-77,-77,-77,-77,-80,-81,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-80,-79,-80,-100,-100,-100,-90,-100,-83,-91,-100,-87,-88,-86,-100,-100,-90,-100,-100,-90,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2596033674009
-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-51,-100,-100,-100,-100,-52,-100,-100,-100,-57,-57,-100,-57,-100,-51,-51,-100,-100,-77,-76,-76,-75,-75,-78,-77,-75,-100,-80,-100,-81,-78,-77,-77,-77,-78,-80,-81,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-89,-92,-88,-86,-83,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-80,-81,-80,-100,-100,-83,-90,-84,-84,-91,-87,-87,-86,-87,-100,-100,-88,-100,-87,-89,-88,-88,-89,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2601210701455
-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-73,-100,-52,-100,-100,-100,-100,-52,-100,-100,-100,-58,-58,-100,-58,-100,-52,-52,-100,-100,-76,-77,-77,-70,-77,-80,-77,-77,-83,-100,-100,-81,-78,-77,-78,-75,-78,-80,-80,-79,-79,-77,-100,-100,-100,-100,-100,-83,-100,-100,-91,-85,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-89,-82,-83,-90,-87,-87,-87,-87,-100,-100,-88,-100,-88,-90,-88,-89,-100,-88,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2606429672286
-100,-67,-67,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-73,-100,-52,-100,-100,-100,-100,-50,-100,-100,-100,-58,-58,-100,-58,-100,-52,-52,-100,-100,-76,-77,-77,-76,-77,-79,-77,-77,-83,-79,-100,-80,-78,-76,-78,-77,-78,-80,-80,-79,-79,-77,-78,-100,-100,-79,-100,-100,-100,-100,-90,-83,-100,-100,-100,-81,-82,-100,-82,-100,-100,-100,-100,-100,-81,-82,-82,-100,-100,-83,-89,-82,-83,-91,-86,-88,-88,-87,-100,-100,-88,-100,-87,-91,-88,-89,-100,-87,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2611495456034
-100,-68,-68,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-53,-100,-100,-100,-100,-52,-100,-100,-100,-58,-59,-100,-58,-100,-53,-53,-100,-100,-79,-76,-77,-75,-77,-79,-78,-76,-83,-80,-100,-80,-79,-76,-78,-78,-78,-80,-79,-79,-78,-100,-78,-100,-100,-79,-100,-85,-100,-90,-90,-89,-100,-85,-100,-81,-82,-100,-82,-100,-100,-100,-100,-100,-81,-82,-82,-100,-100,-84,-90,-82,-82,-91,-88,-87,-87,-87,-100,-100,-88,-100,-87,-91,-88,-89,-91,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2616683020876
-100,-69,-69,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-53,-100,-100,-100,-100,-51,-100,-100,-100,-56,-56,-100,-56,-100,-53,-53,-100,-100,-77,-78,-77,-77,-78,-79,-77,-77,-100,-80,-100,-81,-79,-100,-78,-78,-78,-80,-81,-79,-79,-77,-100,-100,-100,-100,-100,-85,-100,-91,-89,-89,-85,-84,-100,-100,-80,-100,-80,-100,-100,-100,-88,-100,-82,-82,-82,-100,-100,-84,-89,-83,-83,-89,-91,-88,-91,-89,-100,-90,-88,-100,-87,-91,-88,-89,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,632,676,2622096692228
-100,-75,-77,-93,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-52,-100,-100,-100,-100,-55,-100,-100,-100,-56,-56,-100,-56,-100,-52,-52,-100,-100,-74,-77,-77,-72,-76,-81,-77,-77,-86,-80,-86,-80,-100,-77,-79,-76,-79,-80,-80,-81,-81,-100,-100,-100,-77,-100,-100,-88,-87,-88,-88,-83,-87,-87,-89,-100,-100,-100,-76,-100,-100,-81,-88,-100,-82,-82,-79,-82,-82,-83,-88,-83,-100,-86,-94,-91,-100,-100,-100,-100,-91,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,652,676,2652750726070
-100,-73,-100,-93,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-53,-100,-100,-100,-100,-47,-100,-100,-100,-56,-56,-100,-56,-100,-53,-53,-100,-100,-77,-78,-78,-78,-78,-81,-78,-78,-89,-80,-86,-81,-78,-79,-79,-78,-79,-80,-80,-81,-81,-81,-80,-80,-77,-78,-78,-100,-88,-88,-86,-86,-100,-100,-87,-100,-79,-100,-76,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-88,-100,-100,-90,-91,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,652,676,2658138146225
-100,-74,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-53,-100,-100,-100,-100,-48,-100,-100,-100,-57,-57,-100,-56,-100,-52,-53,-100,-100,-77,-79,-78,-78,-78,-81,-78,-78,-83,-79,-100,-79,-79,-78,-79,-78,-79,-80,-79,-81,-81,-81,-80,-80,-78,-77,-78,-100,-88,-88,-89,-84,-89,-100,-88,-100,-79,-100,-76,-100,-100,-100,-100,-100,-78,-79,-81,-100,-100,-83,-88,-83,-83,-87,-89,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,652,676,2663464139191
-100,-74,-74,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-52,-100,-100,-100,-100,-57,-100,-100,-100,-56,-56,-100,-56,-100,-52,-52,-100,-100,-76,-78,-78,-75,-78,-81,-100,-78,-89,-79,-88,-79,-79,-78,-80,-78,-78,-80,-79,-81,-81,-82,-81,-82,-78,-77,-100,-100,-88,-88,-86,-85,-89,-100,-88,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-88,-83,-83,-87,-89,-89,-88,-100,-100,-100,-89,-89,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,652,676,2668649986325
-100,-74,-74,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-52,-100,-100,-100,-100,-47,-100,-100,-100,-56,-56,-100,-56,-100,-52,-52,-100,-100,-75,-78,-78,-76,-78,-82,-79,-78,-89,-79,-88,-80,-79,-78,-79,-79,-79,-80,-80,-81,-81,-82,-81,-82,-100,-100,-100,-100,-100,-100,-88,-85,-89,-100,-100,-78,-79,-100,-78,-100,-100,-85,-100,-100,-100,-100,-100,-82,-82,-100,-88,-100,-100,-87,-89,-89,-100,-100,-87,-87,-92,-89,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,652,676,2673927615281
