60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:1f:14:01,44:48:c1:91:95:b1,38:17:c3:19:45:b1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,44:48:c1:91:d0:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:04,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,44:48:c1:91:95:a2,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:09:90,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1a:cf:d0,00:4e:35:de:d7:43,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:36:30,38:17:c3:22:61:90,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,ea:9e:b4:53:24:54,38:17:c3:19:36:20,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,00:4e:35:df:06:52,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,00:4e:35:df:06:51,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,timestamp
-100,-74,-74,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-78,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-91,-81,-100,-100,-52,-100,-100,-100,-100,-55,-55,-100,-56,-56,-92,-56,-100,-100,-100,-55,-80,-100,-100,-75,-75,-75,-75,-80,-100,-100,-83,-100,-100,-79,-80,-82,-80,-79,-83,-82,-83,-83,-82,-79,-78,-78,-81,-83,-85,-88,-81,-81,-88,-100,-100,-100,-83,-100,-100,-100,-100,-82,-86,-82,-87,-100,-87,-85,-81,-88,-87,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,483,663,2879998853692
-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-81,-100,-100,-53,-100,-100,-100,-100,-56,-56,-100,-56,-56,-92,-56,-100,-100,-100,-56,-81,-100,-100,-75,-74,-74,-75,-84,-100,-100,-100,-100,-100,-80,-80,-81,-80,-80,-81,-81,-81,-82,-81,-78,-77,-78,-100,-100,-85,-89,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-82,-100,-82,-100,-100,-87,-100,-81,-87,-87,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,483,663,2884444228377
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-49,-100,-100,-100,-100,-52,-52,-100,-63,-63,-100,-63,-100,-100,-87,-52,-77,-87,-87,-76,-76,-76,-76,-81,-100,-100,-75,-75,-74,-80,-76,-77,-80,-73,-77,-77,-100,-79,-80,-75,-75,-76,-100,-100,-100,-90,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2934692484764
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-87,-100,-100,-52,-100,-100,-100,-100,-52,-52,-100,-63,-63,-100,-63,-100,-100,-87,-52,-78,-88,-87,-77,-77,-77,-77,-83,-100,-100,-75,-75,-76,-79,-79,-77,-79,-79,-77,-77,-80,-80,-80,-75,-75,-75,-79,-89,-86,-87,-77,-79,-87,-86,-100,-100,-100,-100,-100,-100,-100,-77,-84,-77,-84,-80,-86,-84,-78,-87,-87,-86,-100,-100,-100,-80,-80,-89,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2938966210961
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-87,-100,-100,-50,-100,-100,-100,-100,-53,-53,-100,-63,-64,-100,-64,-100,-100,-88,-53,-80,-88,-88,-78,-79,-78,-79,-81,-100,-100,-75,-75,-76,-79,-79,-78,-79,-79,-78,-77,-80,-81,-80,-75,-75,-75,-79,-88,-87,-91,-77,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-76,-83,-80,-87,-83,-77,-87,-90,-86,-100,-100,-89,-80,-80,-88,-100,-100,-100,-88,-100,-100,-89,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2943399647105
-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-54,-100,-100,-100,-100,-52,-52,-100,-61,-61,-94,-61,-100,-100,-88,-52,-80,-86,-87,-78,-79,-78,-79,-81,-100,-100,-75,-73,-75,-80,-80,-78,-80,-80,-78,-77,-81,-78,-80,-75,-76,-76,-100,-88,-87,-87,-100,-100,-86,-87,-100,-100,-100,-100,-87,-100,-100,-78,-83,-78,-83,-81,-87,-83,-78,-87,-87,-85,-100,-85,-88,-82,-80,-88,-100,-100,-100,-88,-100,-100,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2948004402676
-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-50,-100,-100,-100,-100,-55,-55,-89,-61,-57,-94,-61,-100,-100,-88,-55,-78,-86,-87,-77,-77,-76,-77,-80,-100,-100,-74,-73,-75,-80,-80,-75,-81,-80,-74,-74,-79,-80,-80,-75,-75,-75,-100,-87,-87,-92,-100,-100,-86,-86,-100,-100,-100,-100,-86,-100,-100,-78,-100,-78,-100,-81,-100,-100,-79,-87,-87,-85,-100,-85,-88,-82,-80,-89,-100,-100,-100,-100,-88,-100,-88,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2952543176164
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-55,-55,-91,-61,-61,-100,-61,-100,-100,-100,-55,-74,-100,-100,-77,-77,-76,-77,-80,-100,-100,-75,-76,-75,-81,-81,-75,-82,-81,-75,-75,-80,-76,-81,-75,-74,-75,-100,-87,-86,-90,-100,-100,-86,-86,-100,-100,-86,-100,-86,-100,-100,-80,-100,-80,-100,-81,-88,-100,-80,-100,-89,-85,-100,-100,-100,-81,-82,-85,-100,-100,-100,-100,-87,-100,-90,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,663,2957002237985
-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-51,-51,-100,-56,-56,-100,-56,-100,-100,-100,-51,-80,-100,-100,-80,-80,-79,-80,-86,-100,-100,-78,-78,-78,-81,-81,-79,-80,-81,-79,-79,-81,-80,-81,-78,-78,-79,-81,-83,-100,-92,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-83,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,2997329711668
-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-53,-100,-100,-100,-100,-51,-51,-100,-57,-57,-100,-57,-100,-100,-100,-51,-83,-100,-100,-82,-82,-82,-80,-86,-100,-100,-78,-78,-78,-80,-81,-78,-80,-80,-78,-78,-81,-81,-81,-78,-78,-79,-81,-86,-88,-90,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-81,-81,-83,-87,-81,-81,-100,-100,-83,-83,-83,-100,-82,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,3001550417343
-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-91,-84,-100,-100,-54,-100,-100,-100,-100,-53,-53,-100,-56,-56,-100,-57,-100,-100,-100,-53,-80,-100,-100,-78,-78,-78,-78,-80,-100,-100,-77,-78,-78,-82,-81,-79,-81,-81,-79,-79,-80,-79,-80,-78,-78,-78,-79,-84,-89,-90,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-80,-83,-83,-87,-82,-80,-100,-100,-83,-83,-83,-100,-84,-85,-87,-77,-77,-77,-87,-100,-100,-100,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,3005892409477
-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-83,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-91,-83,-100,-100,-55,-100,-100,-100,-100,-53,-53,-100,-57,-57,-100,-57,-100,-100,-100,-53,-79,-100,-100,-77,-78,-77,-78,-82,-100,-100,-78,-78,-78,-80,-81,-79,-81,-81,-78,-79,-81,-79,-81,-78,-78,-78,-79,-84,-87,-91,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-79,-83,-83,-88,-83,-79,-100,-100,-83,-83,-82,-87,-84,-83,-86,-76,-77,-78,-87,-100,-100,-89,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,3010359653954
-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-100,-91,-85,-100,-100,-55,-100,-100,-100,-100,-52,-52,-100,-56,-56,-100,-56,-100,-100,-100,-52,-77,-100,-100,-80,-80,-79,-80,-82,-100,-100,-75,-75,-76,-83,-82,-81,-83,-83,-80,-81,-80,-81,-80,-78,-78,-78,-100,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-82,-83,-88,-82,-80,-89,-89,-81,-82,-82,-88,-100,-83,-88,-77,-77,-77,-100,-100,-100,-89,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,3014944541609
-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-100,-90,-85,-100,-100,-48,-100,-100,-100,-100,-51,-51,-100,-57,-57,-100,-57,-100,-100,-100,-51,-78,-100,-100,-80,-80,-79,-80,-83,-100,-100,-76,-76,-76,-83,-82,-78,-82,-83,-79,-78,-80,-80,-80,-100,-78,-78,-100,-85,-89,-91,-100,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-81,-83,-81,-84,-83,-88,-83,-80,-89,-89,-81,-82,-82,-88,-83,-100,-86,-78,-76,-76,-86,-100,-100,-100,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,513,663,3019456229628
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-52,-53,-100,-58,-58,-100,-58,-100,-100,-100,-53,-76,-100,-100,-75,-75,-74,-75,-82,-100,-100,-81,-100,-100,-81,-82,-83,-81,-81,-83,-83,-100,-100,-100,-77,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-79,-100,-100,-79,-78,-100,-100,-81,-81,-80,-100,-100,-100,-100,-79,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,663,3053518338000
-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-79,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-42,-100,-100,-100,-100,-54,-54,-100,-58,-58,-100,-58,-100,-100,-100,-54,-80,-100,-100,-76,-77,-76,-76,-74,-100,-100,-81,-81,-100,-82,-82,-83,-83,-82,-83,-83,-100,-100,-100,-77,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-100,-89,-79,-79,-100,-100,-81,-82,-80,-100,-100,-100,-100,-79,-79,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,663,3057657562061
-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-78,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-44,-100,-100,-100,-100,-54,-54,-100,-58,-58,-100,-58,-100,-100,-100,-54,-76,-100,-100,-75,-75,-75,-76,-83,-100,-100,-82,-82,-82,-82,-82,-85,-81,-82,-86,-85,-100,-100,-100,-77,-77,-100,-100,-100,-100,-91,-76,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-80,-79,-78,-80,-86,-89,-79,-78,-100,-100,-82,-82,-83,-100,-100,-100,-91,-80,-80,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,663,3061755765393
-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-46,-100,-100,-100,-100,-53,-53,-100,-58,-58,-100,-58,-100,-100,-100,-53,-81,-100,-100,-77,-77,-76,-77,-84,-100,-100,-82,-82,-82,-84,-83,-84,-84,-84,-83,-83,-100,-100,-100,-79,-78,-100,-100,-100,-87,-91,-76,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-81,-79,-81,-86,-88,-81,-78,-100,-100,-83,-82,-82,-100,-100,-100,-91,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,663,3066094661537
-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-53,-55,-100,-57,-58,-100,-57,-100,-100,-100,-55,-77,-100,-100,-77,-77,-76,-77,-82,-100,-100,-82,-82,-82,-83,-83,-84,-83,-83,-83,-83,-100,-100,-100,-77,-77,-78,-76,-100,-87,-90,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-79,-100,-88,-81,-78,-89,-90,-82,-82,-83,-100,-100,-87,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,663,3070534290129
