b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:13,44:48:c1:a5:82:31,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,00:4e:35:df:06:42,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:62,38:17:c3:1f:01:91,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:01:92,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,20:a6:cd:50:24:b0,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:de:e1:12,80:8d:b7:55:35:02,00:4e:35:df:06:50,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:df:06:41,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:52,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:31,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,38:17:c3:1f:22:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,38:17:c3:1f:01:82,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:01:80,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b8,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:25:e0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:19:55:51,b4:5d:50:e1:96:52,38:17:c3:19:55:50,b4:5d:50:e1:92:21,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:19:71:90,44:48:c1:91:95:b2,38:17:c3:19:55:52,00:4e:35:de:e1:01,38:17:c3:1f:09:83,38:17:c3:19:55:41,44:48:c1:91:95:b3,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:22:22,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:32,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:10,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:22:21,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a1,00:4e:35:df:27:12,x,y,timestamp
-75,-75,-73,-70,-71,-76,-61,-76,-61,-61,-51,-69,-54,-54,-74,-74,-74,-71,-76,-61,-100,-54,-74,-69,-70,-70,-77,-74,-86,-86,-74,-70,-74,-86,-56,-56,-56,-78,-100,-78,-100,-87,-88,-68,-82,-89,-100,-76,-100,-82,-82,-82,-79,-100,-77,-77,-86,-100,-89,-77,-87,-69,-72,-87,-100,-100,-68,-60,-100,-88,-100,-100,-81,-72,-80,-100,-88,-90,-100,-100,-78,-90,-77,-77,-100,-100,-89,-100,-100,-78,-100,-100,-100,-100,-88,-87,-84,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,687,744004191225
-73,-75,-73,-71,-71,-78,-61,-78,-61,-61,-51,-71,-56,-55,-74,-74,-74,-71,-79,-61,-86,-55,-74,-69,-70,-70,-77,-74,-85,-85,-74,-70,-74,-86,-55,-55,-55,-82,-100,-77,-87,-90,-88,-68,-82,-87,-100,-100,-100,-82,-82,-81,-73,-100,-77,-77,-87,-100,-88,-77,-86,-69,-72,-85,-100,-100,-68,-60,-100,-88,-100,-76,-81,-72,-100,-100,-88,-100,-100,-100,-78,-89,-77,-100,-100,-83,-91,-100,-100,-78,-85,-100,-100,-100,-100,-89,-84,-89,-85,-82,-88,-89,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,687,749628883515
-73,-74,-74,-67,-67,-76,-61,-76,-61,-61,-50,-68,-60,-59,-75,-75,-74,-67,-76,-61,-100,-59,-75,-70,-70,-71,-100,-73,-100,-100,-74,-70,-73,-100,-59,-59,-59,-78,-100,-100,-100,-100,-90,-69,-82,-100,-75,-100,-100,-88,-87,-81,-77,-100,-79,-79,-83,-100,-100,-81,-82,-69,-69,-84,-89,-100,-69,-60,-76,-87,-90,-100,-82,-69,-100,-85,-85,-85,-100,-100,-100,-90,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,809055160107
-73,-74,-74,-67,-67,-78,-59,-78,-59,-59,-51,-66,-60,-60,-76,-75,-74,-68,-78,-59,-82,-60,-75,-70,-70,-71,-73,-73,-81,-81,-74,-71,-73,-81,-59,-60,-60,-78,-77,-74,-100,-100,-90,-69,-82,-100,-74,-75,-83,-87,-87,-81,-77,-100,-80,-80,-85,-88,-92,-80,-87,-69,-60,-87,-89,-100,-69,-60,-75,-87,-90,-77,-82,-68,-77,-85,-85,-87,-100,-100,-74,-90,-76,-100,-100,-100,-100,-89,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,814581953750
-74,-74,-74,-68,-68,-80,-59,-80,-59,-59,-52,-65,-58,-58,-76,-76,-74,-68,-80,-59,-77,-58,-76,-71,-71,-71,-73,-74,-81,-81,-73,-71,-74,-81,-59,-60,-60,-100,-77,-74,-80,-100,-87,-69,-82,-87,-74,-75,-77,-88,-88,-82,-100,-77,-81,-80,-85,-89,-91,-80,-87,-69,-59,-86,-100,-100,-69,-69,-75,-89,-100,-77,-100,-68,-76,-100,-87,-87,-100,-100,-74,-89,-100,-100,-100,-84,-100,-89,-84,-100,-100,-100,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,820306426769
-74,-73,-73,-68,-68,-80,-59,-80,-59,-59,-52,-66,-59,-59,-76,-76,-74,-68,-80,-59,-84,-59,-76,-71,-71,-71,-74,-73,-81,-81,-74,-71,-74,-81,-60,-60,-60,-76,-100,-73,-80,-88,-87,-70,-84,-85,-100,-100,-84,-88,-88,-83,-73,-77,-80,-80,-87,-88,-91,-80,-86,-69,-61,-86,-88,-90,-70,-69,-100,-87,-89,-100,-83,-69,-76,-86,-86,-89,-86,-100,-74,-91,-100,-100,-88,-84,-100,-100,-84,-76,-100,-100,-75,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-86,-87,-88,-87,-91,-89,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,825953642131
-73,-73,-73,-68,-68,-80,-59,-80,-59,-59,-51,-69,-59,-59,-75,-75,-73,-68,-80,-59,-84,-59,-75,-71,-70,-70,-74,-73,-81,-81,-74,-70,-73,-81,-59,-60,-59,-79,-100,-73,-80,-88,-88,-69,-85,-85,-100,-100,-84,-100,-89,-83,-78,-77,-80,-80,-86,-87,-100,-79,-86,-69,-69,-86,-89,-89,-70,-60,-100,-87,-87,-100,-80,-69,-100,-87,-86,-88,-89,-100,-74,-89,-100,-100,-88,-84,-100,-100,-100,-76,-87,-87,-100,-87,-100,-100,-100,-100,-89,-100,-100,-88,-100,-87,-100,-88,-87,-88,-87,-100,-89,-90,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,831778490775
-74,-73,-73,-67,-67,-78,-60,-79,-60,-60,-50,-69,-57,-57,-75,-75,-73,-68,-79,-61,-83,-57,-76,-71,-71,-71,-75,-74,-81,-81,-74,-71,-74,-81,-60,-60,-60,-78,-100,-75,-80,-100,-87,-69,-83,-84,-76,-76,-84,-100,-88,-82,-76,-77,-81,-81,-86,-91,-100,-81,-87,-100,-69,-85,-90,-90,-69,-68,-76,-87,-87,-100,-80,-60,-100,-87,-88,-88,-89,-100,-75,-89,-76,-76,-87,-84,-100,-100,-100,-76,-87,-87,-100,-87,-86,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-88,-86,-88,-87,-100,-100,-100,-100,-87,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,670,837599633533
-73,-74,-74,-69,-70,-77,-62,-77,-63,-63,-51,-64,-57,-57,-74,-71,-74,-70,-77,-63,-82,-57,-72,-74,-74,-74,-100,-73,-83,-84,-73,-74,-74,-83,-58,-59,-59,-78,-100,-77,-100,-100,-85,-66,-82,-85,-75,-75,-83,-100,-85,-83,-78,-74,-78,-78,-88,-88,-88,-78,-89,-66,-100,-87,-100,-100,-66,-61,-75,-88,-100,-72,-83,-67,-100,-84,-86,-100,-100,-100,-100,-100,-76,-77,-84,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,878111467112
-70,-74,-74,-69,-69,-77,-62,-77,-62,-62,-53,-68,-57,-57,-74,-74,-75,-69,-77,-62,-81,-58,-74,-73,-73,-73,-78,-76,-85,-84,-76,-74,-76,-85,-60,-60,-61,-79,-75,-77,-100,-73,-86,-66,-82,-85,-75,-74,-82,-85,-86,-81,-79,-74,-77,-78,-87,-89,-87,-78,-89,-66,-66,-87,-100,-100,-66,-67,-74,-88,-100,-74,-83,-66,-75,-84,-87,-100,-100,-100,-100,-90,-76,-77,-84,-100,-100,-85,-100,-74,-100,-85,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,882661614922
-73,-74,-74,-69,-69,-75,-63,-75,-62,-62,-52,-68,-58,-57,-74,-74,-74,-69,-76,-62,-84,-58,-74,-74,-73,-73,-77,-76,-85,-84,-76,-73,-76,-84,-59,-59,-59,-80,-75,-77,-83,-73,-86,-66,-82,-86,-75,-74,-84,-85,-86,-81,-79,-76,-78,-78,-87,-87,-87,-78,-89,-66,-67,-87,-100,-87,-66,-59,-74,-88,-100,-74,-100,-68,-75,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-75,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,887245346014
-73,-75,-75,-69,-69,-76,-61,-75,-61,-61,-52,-67,-57,-58,-73,-73,-75,-69,-76,-61,-83,-58,-73,-74,-75,-74,-77,-76,-83,-85,-76,-74,-76,-84,-60,-60,-59,-80,-100,-77,-84,-85,-85,-63,-82,-85,-75,-73,-82,-84,-85,-82,-100,-76,-77,-77,-89,-87,-87,-77,-89,-66,-62,-100,-87,-87,-66,-62,-75,-89,-100,-100,-83,-68,-100,-84,-86,-100,-100,-100,-100,-100,-77,-77,-100,-85,-100,-85,-84,-78,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,891861424554
-73,-75,-74,-69,-68,-76,-63,-75,-62,-62,-81,-72,-57,-57,-74,-74,-75,-69,-76,-62,-84,-57,-74,-73,-73,-73,-77,-75,-83,-85,-75,-74,-75,-84,-60,-60,-60,-79,-70,-100,-84,-85,-86,-63,-83,-84,-75,-75,-83,-84,-85,-82,-100,-75,-77,-77,-88,-88,-91,-78,-87,-66,-64,-87,-87,-100,-66,-65,-76,-88,-100,-100,-82,-64,-70,-84,-86,-89,-88,-100,-100,-89,-77,-77,-100,-85,-100,-85,-84,-78,-100,-100,-75,-100,-86,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,896434830021
-72,-74,-75,-69,-69,-75,-62,-75,-62,-62,-50,-64,-58,-58,-73,-74,-75,-69,-75,-62,-83,-58,-74,-73,-73,-73,-100,-76,-85,-85,-76,-73,-76,-86,-60,-60,-59,-81,-70,-100,-84,-78,-86,-66,-81,-85,-75,-75,-83,-85,-84,-81,-76,-70,-78,-77,-88,-89,-88,-78,-87,-66,-67,-88,-100,-100,-67,-69,-75,-88,-100,-100,-81,-67,-70,-85,-100,-89,-88,-100,-100,-89,-100,-100,-86,-85,-100,-85,-84,-100,-100,-100,-75,-100,-100,-100,-85,-100,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-80,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,653,901041962051
-71,-72,-72,-73,-73,-72,-58,-72,-58,-58,-50,-65,-58,-58,-73,-73,-73,-73,-72,-58,-82,-59,-73,-74,-74,-74,-75,-75,-83,-83,-75,-74,-75,-83,-62,-64,-62,-74,-74,-100,-100,-86,-88,-68,-80,-82,-100,-100,-83,-100,-100,-81,-100,-100,-78,-78,-87,-89,-100,-78,-87,-100,-66,-86,-100,-89,-69,-100,-100,-100,-100,-100,-81,-69,-100,-100,-89,-100,-100,-100,-75,-100,-100,-100,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,952868663489
-71,-72,-72,-72,-72,-73,-58,-73,-58,-58,-53,-67,-58,-58,-73,-73,-72,-72,-73,-58,-82,-58,-73,-75,-74,-75,-75,-76,-83,-83,-76,-74,-76,-84,-62,-62,-61,-74,-75,-100,-100,-85,-86,-69,-81,-81,-73,-73,-82,-84,-100,-79,-81,-76,-78,-77,-87,-87,-84,-78,-86,-70,-70,-87,-90,-87,-70,-69,-73,-89,-88,-100,-80,-69,-75,-82,-89,-89,-90,-100,-75,-89,-100,-100,-87,-100,-100,-84,-81,-100,-100,-100,-75,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-85,-100,-100,-90,-100,-100,-100,-100,-100,-84,-100,-100,-88,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,958297079998
-66,-73,-72,-73,-73,-73,-58,-73,-57,-57,-52,-68,-58,-58,-73,-72,-72,-73,-73,-58,-82,-59,-73,-75,-74,-74,-75,-76,-83,-83,-76,-75,-76,-83,-62,-62,-62,-73,-75,-100,-100,-85,-86,-69,-80,-82,-73,-73,-82,-84,-85,-81,-81,-76,-77,-78,-87,-87,-85,-78,-86,-69,-69,-87,-88,-88,-70,-69,-73,-88,-88,-100,-80,-69,-75,-83,-100,-88,-89,-100,-100,-90,-100,-100,-100,-81,-100,-84,-100,-100,-100,-100,-75,-100,-84,-100,-100,-84,-85,-100,-100,-100,-100,-87,-85,-100,-100,-88,-100,-100,-100,-100,-89,-84,-100,-100,-88,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,964169977808
-68,-73,-73,-72,-72,-74,-58,-74,-58,-58,-51,-66,-58,-58,-72,-70,-73,-73,-74,-58,-82,-58,-73,-75,-75,-75,-75,-76,-84,-83,-76,-75,-76,-83,-61,-62,-61,-73,-100,-75,-100,-85,-85,-100,-80,-82,-73,-100,-82,-100,-85,-80,-100,-100,-77,-78,-87,-88,-84,-78,-87,-68,-69,-87,-88,-89,-69,-69,-100,-90,-89,-100,-80,-69,-100,-82,-87,-90,-89,-100,-100,-90,-100,-73,-100,-80,-100,-100,-100,-73,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-87,-89,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,969958671504
-68,-73,-73,-73,-72,-74,-58,-74,-58,-58,-53,-67,-58,-58,-72,-72,-73,-73,-74,-58,-82,-58,-72,-75,-75,-75,-75,-76,-84,-83,-76,-75,-76,-83,-62,-61,-62,-73,-74,-75,-82,-83,-87,-100,-80,-82,-73,-72,-83,-84,-84,-80,-75,-100,-78,-78,-86,-88,-85,-79,-87,-68,-100,-87,-88,-89,-68,-100,-74,-90,-89,-100,-80,-68,-74,-84,-86,-90,-89,-100,-100,-100,-73,-73,-100,-80,-88,-85,-100,-73,-87,-85,-75,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-84,-100,-100,-86,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,975590841606
-67,-72,-73,-72,-72,-74,-58,-74,-58,-58,-51,-66,-58,-59,-72,-73,-73,-71,-74,-58,-81,-59,-73,-75,-75,-75,-75,-76,-83,-83,-75,-75,-75,-84,-62,-62,-61,-74,-74,-75,-82,-85,-88,-68,-80,-82,-100,-72,-83,-84,-83,-79,-75,-100,-77,-78,-86,-89,-85,-78,-100,-69,-62,-100,-100,-100,-69,-65,-74,-100,-100,-76,-80,-69,-74,-84,-88,-100,-100,-100,-75,-100,-73,-100,-100,-81,-86,-84,-82,-100,-87,-85,-75,-85,-87,-100,-81,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-83,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,636,981542300614
