60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,02:54:af:fe:54:11,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,label
-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-52,-52,-52,-63,-100,-100,-100,-62,-78,-74,-84,-82,-75,-74,-75,-75,-82,-75,-75,-81,-100,-82,-100,-84,-88,-88,-81,-87,-87,-82,-81,-100,-100,-100,-77,-78,-78,-77,-79,-81,-82,-81,-78,-87,-87,-87,-100,-100,-100,-100,-100,-78,-77,-86,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-82,-82,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-81,-100,-84,-100,-100,-100,-85,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-52,-52,-52,-62,-100,-100,-100,-62,-78,-76,-84,-81,-75,-74,-75,-75,-81,-75,-75,-82,-100,-81,-88,-85,-88,-87,-81,-87,-87,-82,-81,-100,-100,-100,-78,-78,-78,-77,-79,-81,-82,-81,-78,-87,-87,-87,-100,-100,-100,-81,-100,-77,-77,-87,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-81,-100,-82,-100,-100,-100,-86,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-52,-52,-52,-63,-100,-100,-100,-63,-77,-74,-84,-82,-74,-74,-75,-74,-81,-75,-75,-81,-100,-81,-87,-86,-88,-88,-81,-88,-87,-81,-81,-100,-100,-100,-76,-78,-78,-100,-79,-81,-81,-81,-78,-86,-86,-87,-100,-100,-100,-81,-100,-77,-77,-86,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-86,-100,-51,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-65,-100,-52,-52,-52,-65,-100,-100,-100,-65,-77,-75,-83,-82,-77,-74,-76,-77,-81,-77,-75,-82,-100,-82,-86,-84,-86,-86,-81,-86,-87,-81,-81,-100,-100,-100,-78,-78,-78,-78,-79,-81,-81,-81,-79,-86,-86,-86,-100,-100,-100,-100,-100,-77,-77,-86,-86,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-80,-80,-100,-83,-83,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-87,-100,-57,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-63,-100,-52,-52,-52,-64,-100,-100,-100,-63,-77,-73,-81,-81,-75,-100,-76,-75,-81,-75,-100,-81,-100,-82,-86,-84,-87,-86,-80,-86,-87,-80,-80,-100,-100,-100,-78,-78,-78,-78,-78,-82,-81,-82,-79,-86,-86,-85,-100,-100,-100,-100,-100,-78,-77,-86,-86,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-80,-80,-100,-81,-82,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-86,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-52,-52,-52,-60,-100,-100,-100,-60,-77,-73,-81,-82,-76,-100,-75,-76,-82,-76,-100,-82,-100,-82,-86,-84,-87,-87,-80,-87,-84,-80,-80,-100,-100,-100,-78,-78,-78,-78,-78,-82,-81,-82,-78,-84,-84,-85,-100,-80,-80,-100,-82,-78,-77,-84,-84,-79,-100,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-52,-52,-53,-60,-100,-100,-100,-60,-80,-80,-85,-83,-74,-100,-78,-74,-84,-75,-100,-83,-100,-84,-100,-83,-100,-86,-74,-100,-90,-74,-75,-100,-100,-100,-100,-81,-80,-100,-81,-78,-78,-78,-100,-100,-100,-87,-88,-100,-100,-100,-100,-78,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-80,-100,-81,-100,-100,-100,-87,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-52,-52,-52,-61,-100,-100,-100,-61,-81,-83,-84,-83,-76,-79,-79,-76,-84,-76,-79,-83,-100,-84,-87,-82,-100,-86,-73,-100,-90,-73,-73,-100,-100,-100,-100,-79,-78,-77,-79,-80,-80,-80,-100,-100,-100,-86,-88,-77,-78,-100,-100,-80,-79,-100,-86,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-80,-100,-81,-100,-100,-100,-87,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-52,-52,-52,-62,-100,-100,-100,-62,-81,-83,-84,-83,-74,-78,-78,-74,-84,-76,-78,-83,-100,-84,-86,-82,-100,-87,-74,-86,-90,-73,-73,-100,-100,-100,-100,-79,-78,-78,-79,-80,-80,-80,-100,-100,-100,-86,-89,-80,-78,-100,-100,-80,-79,-100,-86,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-81,-86,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-80,-100,-80,-100,-100,-100,-89,-100,-48,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-61,-100,-52,-53,-53,-61,-100,-100,-100,-61,-83,-83,-84,-84,-76,-77,-78,-76,-83,-77,-78,-83,-100,-84,-86,-82,-86,-86,-72,-86,-89,-72,-71,-100,-100,-100,-100,-82,-82,-78,-81,-100,-100,-100,-100,-100,-100,-87,-89,-80,-100,-100,-100,-81,-81,-88,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-81,-100,-80,-100,-100,-100,-89,-100,-51,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-59,-100,-51,-53,-53,-59,-100,-100,-100,-59,-79,-83,-85,-84,-74,-78,-78,-74,-84,-75,-78,-84,-100,-84,-86,-82,-85,-86,-72,-85,-89,-72,-71,-100,-100,-100,-100,-82,-81,-100,-81,-100,-100,-100,-100,-100,-100,-86,-88,-77,-100,-100,-100,-80,-80,-86,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-53,-53,-52,-60,-100,-100,-100,-60,-79,-81,-87,-83,-74,-78,-79,-74,-84,-75,-79,-84,-100,-84,-86,-82,-85,-86,-74,-86,-89,-74,-74,-100,-100,-100,-76,-82,-81,-76,-81,-100,-100,-100,-100,-100,-100,-86,-88,-77,-77,-100,-100,-80,-80,-86,-100,-80,-100,-100,-77,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-74,-77,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-82,-86,-77,-100,-78,-78,-85,-77,-78,-83,-100,-83,-89,-80,-90,-90,-73,-90,-88,-72,-75,-100,-100,-100,-100,-81,-82,-77,-81,-75,-75,-75,-100,-88,-88,-88,-87,-100,-100,-100,-100,-77,-78,-100,-100,-78,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-77,-77,-100,-82,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-51,-51,-52,-55,-100,-100,-100,-55,-78,-77,-82,-85,-77,-75,-75,-78,-84,-77,-75,-84,-100,-84,-90,-82,-90,-90,-75,-90,-100,-75,-75,-100,-100,-100,-77,-81,-82,-77,-81,-76,-76,-76,-77,-100,-100,-100,-86,-100,-100,-100,-100,-77,-77,-100,-100,-78,-100,-100,-81,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-76,-75,-100,-85,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-73,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-52,-52,-52,-54,-100,-100,-100,-54,-77,-76,-100,-84,-77,-75,-75,-78,-84,-100,-75,-84,-100,-84,-90,-81,-89,-88,-74,-100,-100,-74,-74,-100,-100,-100,-77,-100,-100,-77,-100,-76,-76,-76,-77,-100,-100,-100,-86,-100,-100,-100,-100,-77,-77,-100,-100,-77,-85,-100,-81,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-77,-100,-85,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-52,-52,-52,-55,-100,-100,-100,-55,-78,-79,-100,-83,-100,-75,-75,-78,-83,-79,-76,-82,-100,-82,-89,-81,-89,-89,-74,-100,-100,-74,-74,-100,-100,-100,-100,-82,-82,-100,-82,-73,-74,-74,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-75,-100,-100,-77,-85,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-77,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-52,-52,-52,-55,-100,-100,-100,-55,-79,-79,-100,-82,-77,-76,-76,-78,-82,-79,-76,-83,-100,-83,-89,-80,-100,-89,-74,-100,-100,-74,-73,-100,-100,-100,-100,-82,-82,-100,-82,-73,-74,-74,-82,-100,-100,-89,-86,-100,-100,-100,-84,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-79,-100,-81,-82,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-52,-51,-51,-57,-100,-100,-100,-56,-75,-77,-85,-84,-77,-75,-75,-77,-84,-100,-75,-83,-100,-83,-88,-80,-100,-89,-73,-100,-100,-73,-74,-100,-100,-100,-82,-82,-82,-82,-82,-75,-75,-75,-81,-100,-100,-87,-88,-100,-100,-100,-84,-77,-76,-87,-88,-76,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-80,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-52,-52,-52,-54,-100,-100,-100,-55,-76,-76,-83,-100,-81,-100,-76,-100,-100,-100,-75,-100,-100,-100,-100,-83,-100,-100,-80,-100,-100,-79,-79,-100,-100,-100,-75,-81,-81,-75,-81,-78,-78,-78,-75,-100,-100,-100,-87,-100,-79,-100,-100,-69,-69,-100,-100,-70,-100,-100,-79,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-55,-100,-100,-100,-55,-76,-76,-100,-100,-80,-100,-78,-79,-100,-80,-100,-100,-100,-100,-88,-83,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-79,-78,-78,-77,-77,-100,-100,-100,-100,-77,-77,-100,-100,-70,-70,-100,-100,-70,-100,-100,-77,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-54,-54,-54,-55,-100,-100,-100,-55,-75,-76,-100,-89,-80,-77,-77,-79,-88,-80,-77,-100,-100,-100,-88,-83,-88,-89,-78,-89,-91,-100,-100,-100,-100,-100,-76,-80,-81,-76,-80,-78,-78,-78,-77,-100,-100,-88,-87,-77,-77,-84,-84,-70,-70,-100,-100,-70,-84,-100,-77,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-48,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-55,-100,-54,-54,-54,-55,-100,-100,-100,-55,-76,-77,-100,-89,-80,-77,-77,-80,-88,-80,-77,-100,-100,-100,-89,-83,-88,-88,-79,-89,-91,-79,-78,-100,-100,-100,-77,-81,-80,-76,-80,-78,-78,-78,-76,-100,-100,-88,-87,-77,-77,-84,-84,-70,-70,-100,-100,-70,-84,-100,-77,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-79,-79,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-50,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-55,-100,-54,-54,-54,-55,-100,-100,-100,-55,-76,-77,-83,-89,-80,-78,-78,-80,-89,-80,-77,-100,-100,-100,-90,-83,-88,-89,-78,-89,-90,-78,-78,-100,-100,-100,-77,-81,-80,-76,-80,-78,-78,-78,-76,-100,-100,-88,-87,-77,-100,-84,-84,-70,-70,-100,-100,-71,-84,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
