b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:02,80:8d:b7:55:35:01,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:19:55:52,b4:5d:50:e1:92:33,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,44:48:c1:a5:82:20,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:32,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:19:55:50,66:2a:2f:53:7c:99,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:30,00:4e:35:df:06:51,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:de:e1:12,b4:5d:50:e1:96:53,20:a6:cd:50:24:a0,38:17:c3:19:d7:60,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:df:06:50,20:a6:cd:42:0b:f3,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:19:55:42,00:4e:35:de:e1:00,a8:bd:27:4c:bd:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,00:4e:35:de:e1:01,60:32:b1:3e:1a:b7,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,38:17:c3:1f:22:21,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:30,00:4e:35:de:d7:43,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:50,00:4e:35:df:0e:12,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,x,y,label
-69,-59,-59,-75,-28,-57,-57,-49,-75,-75,-72,-72,-69,-69,-67,-76,-76,-76,-76,-69,-69,-75,-78,-74,-78,-78,-78,-77,-77,-76,-75,-76,-82,-77,-83,-83,-79,-79,-81,-81,-81,-82,-100,-80,-85,-100,-100,-100,-100,-59,-75,-58,-70,-66,-69,-77,-76,-75,-78,-77,-76,-83,-79,-82,-82,-88,-80,-66,-65,-78,-78,-84,-80,-100,-100,-100,-72,-78,-84,-86,-100,-85,-100,-84,-87,-85,-100,-100,-100,-77,-80,-80,-84,-90,-81,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-71,-57,-57,-73,-33,-52,-52,-46,-73,-73,-71,-71,-73,-73,-68,-78,-78,-75,-75,-69,-69,-72,-79,-72,-79,-79,-81,-81,-81,-78,-79,-78,-82,-78,-82,-82,-79,-79,-81,-81,-100,-82,-86,-80,-85,-100,-100,-100,-100,-57,-73,-52,-73,-64,-69,-78,-75,-73,-79,-82,-76,-82,-79,-82,-100,-88,-80,-64,-64,-80,-80,-86,-80,-100,-100,-100,-70,-81,-84,-88,-100,-85,-100,-100,-88,-87,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-70,-58,-58,-68,-29,-63,-62,-49,-68,-68,-100,-100,-74,-74,-64,-73,-73,-75,-75,-62,-62,-70,-100,-71,-79,-79,-100,-100,-100,-100,-100,-73,-75,-73,-81,-81,-82,-83,-100,-100,-80,-81,-100,-100,-86,-100,-80,-80,-82,-58,-68,-63,-74,-100,-62,-73,-75,-70,-79,-85,-100,-82,-83,-100,-80,-100,-78,-100,-63,-72,-72,-85,-100,-100,-100,-100,-74,-72,-86,-86,-100,-100,-100,-100,-86,-87,-100,-100,-100,-72,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-75,-52,-53,-67,-33,-56,-56,-48,-67,-67,-100,-72,-74,-74,-65,-73,-73,-76,-76,-64,-64,-72,-100,-72,-77,-77,-100,-86,-85,-100,-100,-74,-75,-73,-81,-81,-83,-83,-84,-84,-79,-78,-85,-79,-86,-89,-80,-80,-84,-53,-67,-56,-74,-60,-64,-73,-76,-72,-77,-86,-100,-81,-83,-83,-78,-89,-79,-60,-63,-72,-72,-85,-79,-100,-100,-100,-72,-73,-86,-84,-100,-100,-100,-100,-86,-86,-91,-100,-100,-74,-100,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-71,-52,-52,-67,-33,-56,-56,-46,-67,-67,-74,-74,-73,-73,-67,-73,-73,-76,-76,-62,-63,-71,-73,-71,-77,-77,-86,-85,-86,-73,-72,-74,-81,-72,-82,-82,-82,-83,-83,-83,-78,-78,-84,-80,-88,-89,-81,-81,-84,-52,-68,-56,-74,-63,-63,-74,-77,-72,-77,-86,-73,-83,-83,-84,-78,-89,-79,-62,-62,-74,-74,-100,-80,-100,-100,-100,-74,-73,-89,-86,-100,-100,-100,-86,-85,-87,-91,-100,-81,-74,-100,-100,-86,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-73,-52,-52,-67,-35,-56,-56,-44,-67,-67,-74,-74,-74,-74,-66,-74,-74,-75,-75,-63,-63,-71,-73,-71,-77,-77,-84,-85,-85,-73,-72,-73,-76,-72,-82,-82,-83,-83,-83,-82,-77,-78,-81,-79,-88,-89,-81,-81,-85,-52,-68,-56,-74,-62,-62,-74,-75,-70,-78,-86,-73,-83,-83,-83,-78,-88,-79,-62,-62,-75,-75,-100,-79,-100,-100,-100,-74,-73,-88,-85,-100,-100,-100,-85,-86,-85,-100,-100,-81,-72,-100,-100,-84,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-70,-52,-52,-67,-34,-56,-56,-46,-67,-67,-74,-74,-74,-74,-65,-74,-74,-75,-75,-63,-62,-71,-73,-71,-77,-77,-85,-85,-85,-73,-100,-72,-76,-72,-82,-82,-83,-83,-83,-83,-77,-78,-81,-79,-85,-100,-81,-81,-86,-52,-68,-56,-74,-62,-63,-74,-75,-71,-76,-85,-73,-100,-83,-84,-78,-89,-100,-62,-61,-75,-75,-85,-80,-100,-100,-100,-74,-73,-85,-85,-100,-100,-100,-85,-86,-85,-100,-100,-81,-72,-100,-100,-84,-100,-100,-100,-85,-100,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-71,-52,-52,-68,-35,-56,-56,-46,-67,-67,-74,-74,-74,-74,-66,-73,-74,-75,-75,-62,-63,-100,-74,-100,-77,-77,-85,-86,-85,-73,-73,-71,-76,-72,-82,-82,-83,-83,-83,-83,-77,-78,-100,-79,-85,-100,-81,-81,-84,-52,-68,-56,-74,-61,-63,-74,-75,-71,-78,-85,-74,-82,-83,-83,-78,-89,-100,-61,-61,-74,-74,-85,-79,-100,-100,-100,-74,-74,-85,-85,-100,-100,-100,-84,-86,-85,-100,-100,-81,-72,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-72,-66,-66,-70,-32,-59,-59,-50,-70,-69,-67,-66,-70,-70,-63,-69,-69,-73,-73,-63,-63,-100,-73,-100,-100,-100,-82,-83,-82,-100,-100,-72,-77,-72,-78,-78,-78,-78,-78,-78,-77,-77,-100,-100,-83,-100,-100,-100,-100,-66,-70,-59,-70,-64,-63,-69,-73,-67,-100,-83,-100,-78,-77,-78,-77,-100,-100,-64,-64,-75,-75,-83,-100,-100,-100,-100,-67,-75,-83,-88,-100,-100,-100,-84,-85,-84,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-75,-63,-63,-68,-32,-56,-55,-49,-68,-68,-67,-66,-71,-71,-63,-70,-70,-72,-72,-64,-64,-68,-75,-68,-80,-79,-84,-83,-84,-71,-71,-70,-79,-70,-81,-81,-78,-79,-82,-81,-77,-77,-83,-79,-84,-100,-100,-78,-100,-63,-68,-55,-72,-66,-64,-70,-72,-69,-79,-84,-71,-81,-78,-82,-77,-100,-100,-65,-65,-75,-75,-84,-79,-100,-100,-100,-67,-75,-83,-84,-85,-100,-100,-84,-88,-85,-100,-100,-100,-70,-100,-100,-85,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-76,-56,-56,-67,-36,-54,-55,-49,-67,-67,-67,-66,-73,-73,-68,-69,-69,-73,-73,-67,-67,-68,-77,-68,-79,-79,-82,-82,-82,-71,-73,-72,-80,-73,-81,-81,-78,-78,-80,-81,-100,-100,-83,-79,-84,-100,-100,-78,-86,-56,-67,-54,-73,-65,-67,-69,-73,-69,-79,-82,-71,-81,-78,-82,-100,-100,-100,-65,-65,-74,-74,-83,-79,-100,-100,-100,-67,-74,-84,-83,-86,-100,-100,-100,-86,-84,-100,-100,-80,-72,-81,-82,-84,-100,-81,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-75,-58,-58,-67,-33,-54,-54,-50,-67,-66,-66,-66,-71,-71,-62,-70,-70,-72,-72,-63,-63,-68,-75,-68,-81,-80,-81,-82,-81,-72,-72,-70,-79,-70,-81,-82,-78,-78,-81,-81,-75,-75,-85,-100,-84,-88,-80,-80,-86,-58,-67,-54,-71,-66,-63,-70,-72,-68,-81,-81,-72,-82,-78,-81,-76,-88,-79,-66,-66,-74,-74,-83,-100,-100,-100,-100,-67,-73,-84,-90,-86,-100,-100,-100,-87,-84,-100,-100,-81,-70,-81,-82,-84,-100,-81,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-58,-58,-69,-35,-52,-52,-50,-69,-69,-66,-66,-71,-72,-66,-69,-69,-72,-72,-66,-66,-68,-75,-68,-79,-79,-82,-81,-82,-72,-72,-70,-79,-70,-80,-80,-78,-78,-81,-81,-75,-75,-83,-100,-100,-88,-80,-80,-100,-58,-69,-53,-72,-65,-66,-69,-72,-68,-79,-81,-72,-80,-78,-81,-75,-88,-80,-65,-65,-72,-72,-100,-80,-100,-100,-100,-66,-72,-100,-84,-100,-100,-100,-83,-86,-83,-100,-100,-80,-70,-83,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-58,-58,-66,-33,-52,-53,-51,-66,-66,-65,-66,-69,-69,-66,-68,-68,-72,-72,-66,-67,-67,-75,-67,-81,-80,-82,-82,-82,-100,-100,-72,-80,-71,-81,-81,-78,-78,-80,-80,-75,-75,-81,-100,-100,-88,-79,-81,-100,-58,-66,-53,-69,-65,-67,-68,-72,-67,-81,-82,-100,-81,-78,-80,-75,-89,-80,-64,-64,-72,-72,-100,-80,-100,-100,-100,-66,-72,-100,-85,-100,-100,-100,-83,-86,-85,-100,-100,-80,-72,-83,-82,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-67,-64,-64,-68,-33,-57,-57,-57,-68,-68,-73,-73,-73,-73,-66,-76,-75,-100,-100,-65,-65,-70,-78,-69,-77,-77,-81,-81,-81,-78,-78,-75,-77,-75,-80,-100,-100,-83,-81,-81,-77,-78,-100,-100,-83,-85,-83,-83,-100,-65,-68,-57,-73,-73,-65,-75,-100,-70,-77,-81,-78,-100,-83,-81,-77,-86,-77,-72,-72,-71,-72,-83,-100,-100,-85,-91,-73,-71,-83,-85,-100,-100,-86,-83,-84,-84,-100,-87,-82,-75,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-64,-58,-59,-69,-31,-55,-55,-57,-70,-70,-74,-74,-69,-68,-66,-73,-73,-76,-76,-64,-65,-70,-78,-70,-81,-81,-84,-85,-84,-74,-74,-72,-80,-72,-81,-81,-82,-82,-81,-81,-77,-78,-85,-76,-83,-85,-81,-82,-80,-59,-69,-55,-69,-68,-65,-73,-76,-70,-81,-84,-75,-81,-82,-81,-77,-86,-77,-68,-68,-72,-72,-83,-77,-100,-85,-91,-74,-72,-83,-84,-100,-84,-86,-84,-84,-85,-100,-88,-82,-72,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-69,-58,-59,-70,-34,-55,-55,-54,-70,-70,-73,-73,-72,-73,-66,-73,-73,-74,-74,-64,-65,-71,-72,-72,-78,-78,-82,-82,-82,-72,-72,-72,-78,-73,-81,-81,-82,-82,-80,-80,-78,-78,-85,-76,-83,-100,-81,-83,-80,-58,-70,-55,-72,-68,-65,-73,-74,-71,-78,-81,-72,-81,-82,-80,-78,-100,-77,-68,-66,-72,-72,-83,-77,-100,-100,-100,-73,-70,-84,-85,-100,-84,-100,-84,-100,-86,-100,-88,-84,-72,-100,-100,-85,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-67,-61,-61,-68,-33,-54,-54,-49,-68,-67,-73,-73,-71,-71,-100,-75,-75,-75,-75,-63,-63,-70,-73,-70,-78,-78,-81,-82,-81,-79,-78,-72,-79,-72,-81,-81,-100,-81,-81,-81,-78,-78,-83,-79,-83,-100,-100,-82,-80,-61,-67,-54,-71,-100,-63,-75,-75,-70,-78,-82,-79,-81,-100,-80,-78,-100,-79,-68,-68,-72,-73,-83,-78,-100,-100,-100,-73,-73,-83,-85,-100,-100,-100,-80,-84,-80,-100,-88,-82,-72,-100,-100,-81,-90,-83,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-67,-63,-63,-70,-33,-57,-57,-56,-70,-70,-74,-74,-73,-73,-63,-74,-74,-75,-75,-62,-62,-70,-72,-68,-80,-80,-81,-82,-81,-79,-78,-73,-79,-72,-80,-80,-100,-82,-81,-81,-78,-78,-83,-79,-84,-100,-100,-80,-80,-63,-70,-57,-73,-100,-63,-75,-75,-70,-80,-82,-79,-80,-100,-82,-78,-100,-79,-68,-68,-72,-72,-84,-78,-100,-100,-100,-74,-72,-85,-85,-100,-83,-100,-80,-84,-80,-100,-88,-82,-73,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-67,-64,-64,-69,-31,-59,-59,-52,-70,-69,-74,-75,-72,-72,-65,-78,-77,-75,-75,-63,-63,-70,-72,-69,-80,-80,-82,-82,-82,-100,-100,-76,-81,-76,-80,-80,-82,-82,-82,-82,-78,-78,-100,-100,-84,-100,-100,-80,-85,-63,-69,-59,-72,-100,-63,-78,-75,-70,-80,-81,-100,-80,-82,-82,-78,-100,-100,-100,-100,-71,-72,-82,-100,-100,-100,-100,-75,-72,-85,-85,-100,-83,-100,-79,-82,-79,-100,-87,-100,-75,-82,-83,-80,-100,-83,-100,-100,-100,-83,-83,-100,-100,-87,-87,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-67,-59,-59,-74,-31,-63,-63,-51,-74,-74,-75,-76,-67,-66,-66,-75,-75,-70,-70,-65,-65,-64,-70,-64,-79,-79,-85,-86,-86,-73,-73,-70,-78,-100,-76,-76,-83,-100,-84,-85,-100,-100,-100,-78,-84,-85,-100,-100,-79,-59,-74,-63,-67,-66,-65,-76,-70,-100,-79,-86,-74,-76,-83,-85,-100,-100,-78,-66,-66,-75,-75,-84,-78,-100,-86,-100,-76,-75,-84,-100,-100,-100,-100,-84,-89,-84,-100,-100,-100,-70,-100,-100,-84,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
