38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b2,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:33,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,00:4e:35:df:06:52,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:42,38:17:c3:19:55:50,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:19:45:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:20,38:17:c3:19:45:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:96:53,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,38:17:c3:19:45:a1,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,00:4e:35:de:e1:12,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:71:82,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:fc:a2,00:4e:35:df:0e:12,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-51,-51,-49,-50,-50,-70,-67,-67,-73,-73,-65,-68,-67,-73,-73,-68,-68,-74,-74,-67,-66,-73,-74,-73,-82,-83,-82,-83,-83,-81,-81,-81,-51,-50,-68,-73,-74,-68,-67,-74,-83,-100,-83,-84,-80,-79,-100,-85,-85,-74,-72,-79,-71,-76,-100,-76,-77,-90,-68,-73,-77,-75,-80,-86,-77,-85,-85,-82,-85,-89,-88,-100,-83,-81,-87,-87,-100,-100,-88,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-51,-51,-46,-51,-51,-70,-67,-67,-73,-73,-67,-68,-68,-75,-75,-68,-69,-75,-76,-67,-66,-74,-74,-73,-82,-82,-82,-82,-82,-81,-81,-81,-51,-51,-67,-73,-75,-68,-67,-74,-82,-82,-83,-84,-81,-79,-79,-85,-85,-76,-71,-77,-71,-76,-100,-100,-79,-90,-68,-100,-76,-100,-80,-100,-76,-85,-85,-83,-85,-89,-88,-100,-83,-81,-87,-87,-100,-100,-87,-88,-100,-100,-82,-87,-100,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-55,-55,-53,-54,-54,-74,-100,-100,-74,-74,-63,-63,-63,-71,-71,-72,-72,-100,-73,-64,-64,-72,-72,-72,-80,-80,-81,-80,-81,-84,-85,-100,-55,-54,-100,-74,-71,-72,-100,-72,-80,-85,-80,-82,-100,-100,-100,-82,-82,-100,-72,-69,-72,-100,-74,-74,-74,-88,-63,-72,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-55,-55,-55,-53,-53,-73,-72,-72,-73,-73,-62,-63,-63,-70,-70,-72,-72,-73,-73,-65,-65,-72,-72,-72,-81,-81,-81,-81,-81,-84,-85,-84,-55,-54,-72,-73,-70,-72,-65,-71,-81,-85,-80,-83,-83,-77,-77,-83,-82,-74,-72,-68,-72,-72,-74,-73,-74,-88,-62,-73,-72,-73,-77,-85,-72,-100,-100,-100,-86,-88,-89,-79,-83,-83,-86,-86,-100,-100,-86,-87,-88,-100,-77,-86,-78,-100,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-57,-57,-53,-53,-53,-71,-73,-72,-72,-72,-64,-63,-63,-71,-71,-73,-73,-73,-73,-65,-65,-69,-69,-69,-80,-79,-80,-79,-80,-84,-85,-84,-58,-53,-73,-72,-71,-73,-65,-69,-79,-84,-81,-83,-84,-77,-78,-82,-83,-73,-73,-68,-74,-72,-74,-74,-73,-88,-62,-74,-72,-74,-77,-84,-72,-100,-100,-82,-88,-88,-89,-83,-82,-84,-85,-85,-100,-100,-86,-87,-88,-100,-78,-86,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-58,-58,-56,-53,-53,-74,-72,-72,-72,-72,-66,-63,-63,-71,-71,-73,-73,-73,-73,-65,-65,-69,-69,-69,-80,-79,-81,-80,-80,-84,-84,-84,-58,-53,-73,-72,-71,-73,-65,-69,-79,-84,-81,-83,-84,-77,-77,-82,-83,-73,-73,-69,-73,-71,-74,-74,-74,-89,-63,-73,-71,-74,-77,-84,-71,-100,-100,-82,-88,-89,-100,-83,-82,-84,-85,-84,-100,-84,-86,-86,-89,-100,-77,-100,-77,-100,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-58,-58,-56,-53,-53,-75,-72,-73,-72,-72,-66,-63,-63,-71,-71,-73,-73,-73,-75,-65,-65,-70,-70,-70,-80,-80,-81,-80,-81,-84,-84,-83,-58,-53,-72,-72,-71,-74,-65,-70,-80,-84,-81,-83,-84,-77,-77,-83,-82,-74,-73,-71,-74,-71,-74,-74,-74,-89,-63,-73,-71,-74,-77,-83,-71,-100,-100,-82,-100,-89,-86,-83,-82,-83,-84,-84,-100,-84,-85,-86,-88,-100,-77,-100,-77,-100,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-58,-58,-57,-53,-53,-74,-73,-73,-72,-72,-66,-63,-63,-71,-71,-73,-73,-74,-74,-65,-65,-70,-70,-70,-80,-80,-80,-80,-80,-84,-84,-83,-58,-53,-73,-72,-71,-73,-65,-70,-80,-84,-81,-83,-84,-77,-77,-82,-82,-74,-73,-69,-73,-71,-74,-74,-74,-88,-63,-73,-71,-100,-77,-85,-71,-100,-100,-100,-100,-100,-89,-83,-82,-84,-85,-85,-100,-100,-86,-87,-88,-100,-77,-86,-77,-100,-77,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-57,-59,-51,-56,-56,-69,-72,-72,-73,-73,-68,-67,-67,-73,-73,-71,-100,-100,-100,-65,-65,-69,-69,-69,-87,-86,-81,-100,-82,-76,-76,-100,-57,-56,-72,-73,-73,-70,-65,-69,-86,-76,-100,-100,-100,-80,-79,-84,-83,-100,-76,-77,-76,-100,-74,-74,-100,-86,-67,-77,-75,-74,-100,-100,-100,-85,-85,-78,-100,-85,-86,-78,-78,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-81,-85,-80,-100,-100,-85,-82,-86,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-58,-58,-53,-52,-52,-69,-72,-72,-75,-75,-68,-66,-66,-73,-73,-71,-100,-100,-100,-66,-67,-68,-68,-68,-87,-87,-82,-86,-81,-76,-77,-100,-58,-52,-72,-75,-73,-70,-67,-68,-87,-76,-100,-82,-100,-79,-79,-82,-82,-100,-76,-77,-76,-75,-74,-73,-75,-86,-67,-76,-75,-74,-100,-82,-75,-86,-85,-78,-86,-86,-87,-78,-78,-100,-82,-81,-82,-100,-87,-100,-100,-100,-79,-100,-80,-85,-80,-100,-100,-87,-84,-86,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-58,-58,-52,-52,-51,-71,-72,-72,-75,-75,-67,-66,-66,-73,-73,-71,-71,-74,-100,-66,-66,-68,-68,-68,-86,-86,-81,-87,-81,-76,-77,-84,-60,-52,-72,-75,-73,-71,-67,-68,-86,-77,-81,-82,-84,-79,-100,-82,-82,-100,-100,-100,-76,-75,-74,-73,-84,-87,-66,-76,-75,-74,-100,-82,-75,-86,-85,-78,-86,-86,-87,-100,-78,-84,-82,-81,-83,-100,-87,-87,-100,-100,-79,-100,-80,-100,-80,-100,-100,-87,-84,-100,-90,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-58,-58,-52,-52,-52,-71,-72,-72,-75,-75,-66,-66,-65,-73,-73,-71,-71,-74,-74,-67,-67,-69,-69,-69,-85,-84,-81,-87,-81,-76,-76,-83,-58,-52,-72,-74,-73,-71,-67,-69,-85,-75,-81,-82,-84,-100,-79,-82,-82,-74,-100,-79,-76,-75,-74,-74,-75,-86,-65,-100,-75,-74,-78,-100,-75,-100,-86,-78,-85,-86,-86,-78,-79,-83,-88,-88,-84,-100,-87,-87,-100,-100,-80,-87,-80,-100,-80,-100,-100,-100,-83,-86,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-57,-57,-51,-52,-52,-71,-73,-73,-72,-72,-68,-66,-66,-73,-72,-71,-71,-72,-71,-66,-66,-68,-68,-68,-84,-85,-81,-84,-81,-77,-77,-83,-58,-52,-73,-72,-72,-71,-66,-68,-84,-77,-81,-82,-83,-79,-79,-82,-82,-73,-100,-79,-76,-75,-74,-74,-75,-86,-66,-100,-75,-75,-80,-87,-75,-100,-86,-78,-85,-86,-85,-78,-79,-83,-88,-88,-84,-100,-87,-100,-90,-100,-80,-87,-80,-100,-80,-90,-100,-100,-83,-85,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-57,-57,-52,-52,-52,-67,-72,-72,-73,-73,-68,-67,-67,-73,-73,-71,-71,-72,-71,-66,-66,-68,-68,-68,-85,-85,-82,-85,-82,-77,-77,-83,-57,-52,-72,-74,-73,-71,-66,-68,-84,-75,-82,-82,-83,-80,-80,-83,-83,-73,-76,-76,-75,-75,-74,-100,-74,-86,-67,-76,-75,-75,-80,-87,-75,-86,-100,-78,-86,-85,-85,-78,-78,-84,-88,-100,-100,-100,-87,-87,-89,-100,-80,-86,-79,-100,-80,-90,-100,-86,-84,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-55,-55,-62,-62,-67,-67,-67,-72,-72,-61,-66,-66,-70,-70,-100,-100,-74,-74,-68,-68,-69,-69,-69,-79,-79,-81,-79,-81,-79,-79,-85,-55,-62,-67,-72,-70,-72,-68,-69,-80,-80,-82,-100,-85,-100,-100,-80,-79,-74,-100,-69,-71,-70,-100,-100,-77,-100,-66,-100,-69,-100,-100,-82,-70,-100,-100,-81,-100,-100,-85,-81,-100,-86,-82,-100,-100,-100,-84,-83,-100,-82,-81,-84,-80,-82,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-55,-54,-61,-61,-68,-69,-69,-73,-73,-62,-64,-64,-72,-72,-72,-72,-76,-76,-67,-68,-69,-69,-69,-79,-80,-80,-80,-81,-80,-79,-83,-55,-61,-68,-74,-72,-72,-68,-69,-80,-80,-80,-80,-84,-81,-81,-81,-80,-76,-72,-72,-72,-69,-100,-100,-78,-88,-64,-72,-69,-73,-100,-82,-69,-100,-100,-81,-100,-100,-87,-81,-81,-84,-81,-82,-100,-100,-83,-84,-100,-82,-79,-84,-80,-82,-80,-89,-100,-100,-83,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-55,-57,-61,-61,-70,-69,-69,-75,-75,-62,-64,-64,-72,-72,-72,-72,-75,-75,-68,-67,-69,-69,-69,-79,-79,-80,-79,-81,-80,-80,-83,-55,-62,-70,-75,-72,-71,-68,-69,-79,-80,-80,-80,-84,-81,-81,-79,-80,-75,-72,-72,-72,-70,-72,-72,-78,-88,-64,-72,-70,-71,-81,-82,-69,-86,-86,-81,-86,-87,-85,-77,-81,-84,-82,-82,-100,-100,-84,-84,-89,-100,-79,-85,-80,-100,-79,-89,-100,-100,-82,-100,-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-54,-54,-55,-61,-61,-69,-69,-69,-75,-75,-65,-65,-65,-73,-72,-71,-100,-75,-75,-68,-67,-70,-70,-70,-79,-79,-81,-79,-81,-80,-80,-83,-54,-62,-69,-75,-73,-71,-68,-70,-79,-80,-100,-79,-100,-100,-81,-79,-79,-75,-72,-72,-72,-69,-72,-72,-78,-88,-65,-73,-70,-71,-81,-82,-69,-86,-86,-100,-86,-87,-87,-82,-80,-100,-82,-82,-100,-100,-84,-84,-89,-100,-79,-84,-100,-84,-79,-100,-100,-87,-82,-88,-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-55,-55,-62,-61,-67,-68,-68,-75,-75,-65,-65,-64,-74,-73,-71,-100,-74,-74,-68,-68,-70,-70,-70,-80,-80,-81,-80,-81,-79,-79,-100,-55,-61,-68,-75,-73,-100,-68,-70,-80,-79,-82,-79,-100,-80,-80,-80,-80,-75,-72,-72,-72,-70,-100,-100,-77,-88,-65,-73,-69,-100,-81,-81,-69,-86,-85,-82,-85,-87,-87,-82,-81,-100,-81,-81,-100,-100,-82,-84,-100,-83,-79,-84,-100,-83,-100,-100,-100,-87,-84,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-54,-54,-57,-62,-62,-62,-68,-68,-74,-74,-62,-63,-63,-74,-74,-100,-100,-74,-74,-67,-67,-70,-70,-70,-80,-80,-82,-80,-81,-79,-79,-100,-54,-62,-68,-74,-74,-100,-67,-70,-80,-79,-81,-80,-100,-80,-80,-80,-79,-75,-72,-74,-72,-69,-100,-100,-77,-87,-63,-72,-69,-100,-80,-81,-69,-85,-85,-82,-85,-87,-100,-100,-81,-100,-81,-82,-100,-82,-84,-83,-100,-84,-79,-83,-78,-81,-79,-100,-100,-100,-84,-100,-100,-100,-100,-90,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-60,-60,-52,-60,-60,-66,-67,-67,-76,-75,-63,-63,-63,-70,-70,-75,-75,-65,-65,-68,-69,-70,-69,-70,-77,-77,-81,-77,-81,-80,-80,-85,-60,-60,-67,-76,-70,-75,-68,-70,-77,-80,-81,-100,-84,-78,-78,-77,-78,-65,-71,-100,-100,-77,-73,-72,-81,-100,-63,-100,-79,-73,-78,-84,-77,-100,-100,-79,-100,-100,-100,-79,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-60,-60,-51,-59,-59,-67,-67,-67,-76,-76,-64,-64,-65,-70,-70,-74,-74,-65,-65,-69,-70,-69,-69,-69,-76,-76,-81,-77,-81,-80,-81,-83,-60,-59,-68,-76,-71,-73,-68,-69,-76,-80,-81,-78,-83,-79,-79,-78,-78,-65,-72,-69,-70,-79,-73,-74,-82,-86,-64,-72,-80,-73,-79,-82,-77,-100,-84,-79,-84,-87,-87,-79,-79,-83,-82,-82,-100,-100,-89,-100,-87,-100,-85,-100,-100,-100,-84,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
