60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:42:0a:c3,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,20:a6:cd:42:0a:c1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c2,38:17:c3:19:45:a0,44:48:c1:91:d0:11,66:2a:2f:53:7c:99,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:81,44:48:c1:91:95:a1,38:17:c3:24:47:51,38:17:c3:24:47:52,20:a6:cd:42:13:e2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,44:48:c1:91:95:b0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,44:48:c1:91:95:b3,20:a6:cd:42:13:e1,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,38:17:c3:1f:19:c2,80:8d:b7:55:25:e3,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,44:48:c1:91:aa:20,38:17:c3:1f:09:92,38:17:c3:1f:09:91,44:48:c1:91:aa:21,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:3a:42,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,38:17:c3:19:71:90,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:39:d2,38:17:c3:19:36:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:41,b4:5d:50:e1:92:23,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,x,y,label
-57,-67,-67,-67,-67,-67,-71,-73,-73,-79,-73,-79,-79,-80,-76,-76,-80,-80,-86,-79,-77,-100,-100,-71,-100,-79,-79,-73,-82,-81,-82,-100,-67,-73,-70,-77,-79,-76,-80,-86,-80,-72,-100,-82,-100,-75,-75,-75,-78,-78,-81,-100,-100,-86,-67,-75,-78,-79,-88,-100,-70,-70,-80,-75,-100,-86,-88,-88,-100,-82,-87,-72,-100,-100,-100,-100,-100,-100,-91,-88,-84,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-56,-68,-66,-66,-67,-67,-71,-73,-74,-77,-72,-80,-80,-80,-76,-76,-80,-80,-86,-79,-77,-100,-100,-74,-82,-79,-79,-74,-82,-82,-81,-100,-67,-74,-70,-77,-80,-76,-81,-85,-79,-72,-100,-81,-100,-78,-78,-78,-78,-77,-100,-100,-100,-100,-66,-78,-78,-78,-88,-100,-70,-70,-78,-75,-88,-86,-88,-88,-100,-100,-100,-73,-100,-100,-88,-100,-100,-84,-100,-87,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-54,-70,-68,-68,-68,-68,-71,-77,-77,-77,-70,-83,-83,-83,-75,-75,-85,-84,-88,-76,-77,-79,-80,-71,-80,-75,-82,-100,-80,-80,-80,-100,-68,-77,-69,-77,-83,-75,-84,-88,-76,-100,-79,-80,-100,-80,-80,-80,-81,-100,-79,-88,-88,-100,-100,-80,-81,-100,-100,-89,-69,-69,-77,-77,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-54,-70,-68,-67,-68,-68,-71,-77,-77,-77,-71,-82,-82,-82,-75,-74,-84,-85,-88,-78,-78,-79,-80,-74,-80,-78,-81,-75,-79,-79,-79,-89,-68,-77,-68,-77,-82,-74,-85,-87,-80,-75,-79,-79,-90,-79,-79,-79,-82,-81,-79,-88,-88,-100,-68,-79,-81,-78,-100,-89,-68,-68,-78,-77,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-53,-72,-100,-68,-66,-66,-72,-77,-78,-78,-71,-82,-82,-82,-74,-75,-84,-84,-88,-77,-78,-100,-100,-74,-100,-78,-82,-75,-80,-81,-80,-89,-66,-78,-68,-78,-82,-75,-85,-88,-80,-75,-80,-80,-91,-79,-79,-79,-81,-81,-100,-100,-100,-100,-68,-78,-100,-77,-100,-100,-68,-68,-77,-100,-100,-88,-100,-100,-100,-100,-100,-75,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-54,-72,-69,-70,-66,-66,-72,-77,-78,-78,-71,-83,-84,-84,-75,-75,-83,-83,-87,-64,-78,-100,-100,-76,-100,-61,-83,-75,-80,-79,-80,-90,-66,-78,-67,-78,-83,-75,-84,-87,-80,-75,-80,-80,-91,-79,-80,-80,-81,-81,-100,-100,-100,-100,-69,-80,-100,-64,-100,-100,-67,-68,-64,-80,-100,-87,-100,-100,-100,-100,-100,-76,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-52,-69,-70,-70,-67,-67,-72,-77,-78,-78,-73,-83,-83,-83,-75,-75,-82,-82,-88,-77,-79,-100,-100,-76,-100,-77,-82,-75,-79,-79,-79,-90,-67,-78,-68,-78,-83,-76,-83,-88,-80,-75,-100,-79,-100,-80,-79,-79,-82,-100,-100,-88,-88,-100,-70,-79,-100,-78,-100,-88,-68,-68,-78,-80,-100,-88,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-72,-68,-68,-65,-65,-72,-76,-77,-77,-71,-81,-81,-81,-75,-74,-84,-84,-88,-77,-77,-81,-80,-74,-82,-77,-81,-74,-81,-81,-81,-100,-65,-77,-68,-78,-81,-75,-84,-88,-76,-74,-81,-81,-91,-79,-80,-80,-80,-80,-82,-89,-88,-100,-68,-80,-80,-78,-100,-88,-68,-67,-78,-80,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-71,-66,-66,-64,-64,-72,-72,-72,-76,-71,-79,-79,-80,-76,-76,-100,-100,-100,-100,-75,-78,-78,-100,-100,-100,-76,-75,-82,-82,-82,-100,-64,-72,-72,-100,-79,-76,-100,-89,-74,-75,-100,-82,-100,-80,-80,-80,-100,-79,-100,-100,-89,-100,-66,-80,-79,-80,-100,-89,-72,-72,-100,-83,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-71,-67,-66,-65,-65,-73,-71,-72,-79,-75,-81,-80,-80,-75,-75,-81,-81,-100,-78,-79,-78,-78,-76,-100,-80,-77,-76,-82,-81,-81,-100,-65,-72,-72,-78,-80,-75,-82,-89,-78,-77,-100,-81,-100,-80,-79,-80,-78,-78,-83,-100,-89,-100,-66,-80,-78,-79,-100,-89,-72,-72,-78,-82,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-54,-71,-66,-66,-63,-63,-74,-72,-72,-77,-61,-81,-81,-81,-75,-75,-81,-82,-100,-79,-78,-79,-80,-76,-100,-80,-77,-77,-83,-82,-82,-100,-63,-72,-71,-78,-81,-75,-81,-100,-78,-77,-80,-83,-100,-80,-80,-80,-78,-78,-84,-100,-100,-100,-67,-80,-78,-79,-100,-90,-72,-72,-79,-84,-100,-100,-100,-100,-100,-82,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-70,-66,-66,-63,-63,-74,-72,-72,-78,-76,-80,-80,-81,-76,-76,-81,-81,-100,-79,-78,-80,-80,-76,-100,-82,-100,-77,-81,-82,-82,-91,-63,-72,-72,-78,-81,-76,-81,-100,-78,-77,-80,-82,-100,-80,-80,-80,-79,-100,-84,-100,-100,-100,-67,-80,-79,-79,-100,-90,-72,-72,-79,-84,-100,-100,-100,-100,-100,-82,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-71,-66,-67,-63,-63,-73,-72,-72,-78,-75,-80,-80,-80,-75,-75,-81,-81,-100,-79,-80,-80,-79,-76,-83,-81,-77,-77,-81,-82,-82,-91,-63,-72,-73,-78,-80,-75,-81,-100,-79,-78,-80,-82,-100,-80,-80,-80,-79,-100,-82,-100,-100,-100,-67,-80,-79,-79,-100,-100,-72,-73,-78,-81,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-91,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-71,-67,-66,-63,-63,-65,-72,-72,-79,-76,-80,-80,-81,-75,-75,-81,-81,-100,-79,-79,-80,-80,-74,-83,-81,-77,-77,-82,-81,-82,-90,-63,-72,-72,-78,-80,-75,-81,-100,-79,-78,-79,-82,-100,-80,-80,-80,-79,-100,-82,-100,-100,-100,-67,-81,-78,-78,-100,-100,-72,-72,-78,-80,-100,-100,-100,-100,-100,-83,-100,-77,-100,-100,-91,-100,-100,-100,-91,-91,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-73,-67,-67,-65,-65,-100,-77,-77,-77,-74,-79,-79,-79,-69,-69,-82,-82,-100,-74,-77,-100,-79,-73,-82,-74,-77,-76,-83,-82,-83,-100,-65,-77,-69,-77,-78,-69,-82,-100,-100,-100,-79,-82,-100,-85,-85,-85,-78,-78,-82,-87,-87,-100,-67,-85,-78,-74,-100,-87,-100,-100,-74,-80,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-90,-100,-100,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-73,-66,-65,-65,-65,-81,-78,-77,-77,-74,-80,-81,-81,-70,-70,-83,-84,-100,-74,-76,-79,-79,-71,-82,-73,-77,-76,-84,-84,-83,-100,-65,-78,-68,-77,-81,-70,-84,-100,-80,-75,-79,-83,-100,-85,-85,-85,-78,-79,-82,-87,-87,-100,-65,-85,-79,-74,-100,-87,-68,-68,-74,-80,-100,-100,-100,-100,-100,-82,-100,-75,-82,-83,-90,-100,-100,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-73,-66,-66,-65,-65,-81,-78,-77,-77,-77,-80,-80,-80,-70,-70,-82,-83,-100,-74,-77,-79,-79,-73,-100,-73,-78,-76,-82,-82,-82,-100,-65,-78,-68,-77,-80,-70,-82,-100,-82,-75,-77,-82,-100,-85,-85,-85,-78,-78,-100,-100,-100,-100,-65,-100,-79,-100,-100,-100,-68,-68,-74,-80,-100,-100,-100,-100,-100,-100,-100,-75,-82,-83,-89,-100,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-72,-68,-68,-65,-65,-81,-77,-77,-77,-77,-78,-78,-78,-70,-70,-82,-82,-100,-75,-77,-79,-78,-71,-82,-73,-78,-75,-82,-82,-82,-100,-65,-77,-68,-77,-78,-70,-82,-89,-79,-75,-78,-82,-100,-85,-85,-85,-79,-78,-82,-100,-100,-100,-68,-85,-100,-75,-100,-100,-67,-68,-75,-81,-100,-100,-100,-100,-100,-82,-100,-76,-83,-100,-89,-83,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-58,-73,-68,-68,-65,-65,-81,-77,-77,-76,-76,-79,-79,-79,-70,-70,-82,-81,-100,-74,-76,-78,-78,-72,-82,-74,-78,-75,-82,-82,-82,-100,-65,-77,-68,-77,-79,-70,-82,-88,-79,-76,-78,-82,-100,-84,-84,-84,-78,-78,-82,-100,-100,-100,-68,-83,-79,-76,-100,-100,-66,-67,-75,-81,-100,-100,-100,-100,-100,-82,-100,-76,-83,-100,-89,-83,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-73,-68,-68,-65,-64,-79,-77,-77,-76,-76,-79,-79,-79,-70,-70,-81,-81,-100,-75,-76,-78,-100,-70,-82,-74,-78,-75,-83,-83,-82,-100,-65,-78,-68,-76,-79,-70,-81,-88,-79,-75,-78,-82,-100,-84,-84,-84,-78,-78,-83,-100,-100,-100,-68,-84,-78,-75,-100,-100,-67,-68,-75,-79,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-89,-100,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-75,-65,-65,-66,-66,-79,-100,-100,-77,-75,-81,-81,-81,-72,-72,-79,-79,-100,-72,-77,-100,-100,-72,-100,-77,-81,-71,-83,-83,-100,-100,-66,-100,-68,-77,-81,-72,-79,-100,-100,-71,-100,-84,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-64,-82,-82,-74,-100,-100,-68,-68,-74,-82,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
