60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:04,b4:5d:50:e1:96:42,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,38:17:c3:1f:14:12,38:17:c3:19:45:a2,38:17:c3:1f:14:11,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:83,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:14:00,44:48:c1:91:95:a2,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,38:17:c3:1f:14:02,20:a6:cd:42:13:e2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:aa:81,38:17:c3:24:47:50,a8:bd:27:4c:aa:93,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:52,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,x,y,label
-100,-71,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-71,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-51,-75,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-53,-52,-60,-60,-52,-73,-86,-81,-86,-75,-75,-76,-86,-73,-72,-72,-84,-73,-72,-72,-84,-79,-87,-86,-86,-87,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-75,-100,-82,-82,-74,-74,-78,-74,-80,-81,-81,-77,-75,-100,-88,-100,-84,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-52,-73,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-51,-52,-59,-59,-52,-79,-80,-80,-80,-72,-72,-72,-81,-72,-72,-72,-81,-73,-73,-73,-100,-82,-82,-86,-86,-83,-82,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-81,-86,-82,-82,-74,-74,-78,-74,-80,-81,-81,-77,-82,-78,-100,-85,-100,-100,-78,-100,-100,-84,-84,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-48,-76,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-51,-51,-62,-63,-51,-77,-84,-84,-84,-76,-75,-76,-84,-72,-75,-75,-86,-73,-71,-71,-83,-82,-82,-100,-100,-83,-83,-83,-88,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-81,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-86,-87,-100,-100,-78,-100,-100,-84,-84,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-76,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-53,-74,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-51,-51,-63,-63,-51,-77,-80,-80,-80,-77,-75,-76,-80,-76,-76,-77,-80,-100,-71,-71,-81,-82,-86,-86,-87,-86,-81,-81,-87,-100,-85,-85,-85,-100,-100,-100,-100,-100,-78,-100,-79,-87,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-80,-81,-86,-87,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-46,-74,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-52,-52,-59,-59,-52,-77,-100,-86,-86,-100,-79,-78,-86,-75,-75,-75,-77,-77,-77,-77,-86,-80,-86,-86,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-78,-100,-82,-82,-100,-100,-100,-100,-84,-84,-100,-100,-78,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-44,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-52,-52,-60,-60,-52,-77,-84,-86,-83,-78,-77,-77,-84,-73,-72,-73,-79,-77,-77,-77,-84,-82,-86,-85,-86,-86,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-79,-79,-78,-87,-81,-82,-100,-100,-79,-100,-84,-84,-100,-78,-78,-100,-89,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-46,-74,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-55,-55,-58,-58,-54,-75,-84,-86,-85,-78,-76,-76,-86,-73,-72,-73,-79,-76,-75,-75,-84,-82,-85,-85,-85,-84,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-79,-79,-78,-88,-84,-84,-82,-83,-79,-82,-100,-100,-100,-78,-78,-77,-100,-87,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-45,-74,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-52,-53,-61,-61,-52,-75,-87,-86,-85,-78,-78,-77,-86,-74,-74,-74,-78,-76,-75,-75,-84,-84,-88,-87,-85,-87,-84,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-79,-79,-87,-84,-84,-82,-81,-79,-82,-81,-100,-81,-78,-78,-78,-100,-87,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-48,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-52,-52,-60,-60,-52,-74,-86,-85,-86,-76,-76,-76,-86,-73,-73,-73,-79,-75,-100,-100,-86,-82,-85,-86,-100,-85,-84,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-79,-79,-87,-82,-100,-82,-81,-100,-82,-81,-100,-81,-100,-100,-78,-100,-87,-100,-79,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-47,-74,-100,-86,-100,-100,-100,-100,-100,-58,-100,-100,-52,-53,-58,-58,-52,-74,-86,-87,-87,-76,-76,-76,-86,-73,-72,-72,-79,-77,-77,-77,-83,-82,-85,-86,-100,-85,-82,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-79,-79,-87,-82,-100,-100,-100,-81,-100,-100,-81,-80,-81,-100,-100,-100,-87,-100,-79,-78,-100,-100,-86,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-50,-50,-60,-60,-50,-74,-87,-100,-86,-77,-77,-76,-87,-73,-74,-74,-100,-77,-77,-77,-86,-83,-89,-100,-100,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-77,-76,-100,-81,-81,-80,-80,-100,-80,-100,-100,-100,-100,-77,-82,-87,-100,-100,-84,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-58,-74,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-50,-50,-63,-63,-50,-75,-87,-89,-86,-77,-76,-76,-87,-74,-74,-74,-80,-77,-77,-77,-86,-82,-88,-100,-88,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-76,-100,-80,-80,-87,-86,-100,-87,-100,-100,-100,-100,-76,-82,-87,-100,-100,-84,-83,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-58,-71,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-50,-50,-63,-63,-50,-75,-87,-89,-87,-75,-75,-74,-87,-75,-74,-74,-80,-77,-77,-77,-86,-83,-88,-100,-88,-89,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-76,-76,-100,-79,-78,-87,-86,-100,-87,-100,-100,-100,-78,-76,-84,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-72,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-53,-71,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-50,-50,-62,-62,-50,-73,-87,-89,-87,-75,-75,-74,-87,-74,-74,-74,-79,-74,-75,-75,-83,-82,-89,-89,-88,-89,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-76,-75,-100,-79,-78,-83,-83,-100,-82,-100,-81,-82,-78,-75,-84,-88,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-72,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-58,-71,-100,-86,-100,-100,-100,-100,-100,-62,-100,-100,-49,-49,-62,-62,-49,-74,-87,-87,-87,-76,-75,-76,-87,-74,-75,-76,-79,-74,-74,-74,-85,-81,-89,-89,-100,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-77,-100,-81,-78,-83,-83,-100,-81,-100,-81,-82,-78,-76,-84,-88,-100,-100,-84,-84,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-80,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-59,-75,-100,-86,-100,-100,-100,-100,-100,-62,-100,-100,-49,-49,-61,-61,-49,-74,-87,-87,-87,-76,-77,-76,-87,-76,-76,-75,-78,-74,-74,-75,-85,-80,-88,-100,-100,-88,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-77,-77,-100,-81,-100,-82,-82,-79,-81,-100,-80,-100,-79,-76,-100,-88,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-50,-50,-56,-56,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-88,-83,-87,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-73,-100,-81,-81,-76,-76,-100,-76,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-44,-77,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-51,-50,-56,-56,-50,-74,-100,-100,-100,-100,-100,-79,-100,-100,-78,-78,-80,-72,-73,-72,-88,-82,-87,-87,-87,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-75,-72,-72,-100,-81,-81,-75,-75,-75,-75,-78,-78,-77,-75,-72,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-77,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-51,-50,-57,-57,-50,-74,-100,-100,-100,-100,-100,-79,-100,-100,-78,-78,-100,-74,-74,-73,-100,-83,-87,-86,-86,-87,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-75,-72,-72,-100,-81,-81,-75,-75,-75,-75,-78,-78,-77,-75,-72,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-44,-77,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-49,-52,-57,-57,-51,-74,-88,-100,-100,-80,-80,-80,-100,-78,-77,-78,-85,-73,-73,-72,-100,-81,-87,-86,-87,-86,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-73,-100,-100,-82,-82,-76,-76,-76,-76,-78,-77,-100,-76,-73,-84,-85,-100,-100,-84,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-43,-77,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-50,-50,-57,-57,-50,-74,-85,-100,-100,-80,-80,-80,-100,-78,-77,-77,-85,-73,-73,-72,-100,-82,-85,-86,-87,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-72,-72,-100,-82,-81,-76,-76,-76,-76,-78,-77,-100,-75,-73,-84,-85,-100,-100,-84,-85,-86,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-43,-79,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-49,-50,-57,-57,-49,-76,-85,-100,-100,-100,-79,-79,-100,-77,-77,-78,-84,-72,-72,-72,-89,-83,-86,-86,-86,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-72,-73,-100,-82,-82,-76,-76,-74,-76,-77,-78,-77,-75,-73,-100,-86,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-81,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-43,-73,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-49,-49,-54,-54,-49,-79,-86,-86,-86,-78,-78,-78,-86,-76,-76,-79,-81,-76,-76,-76,-88,-80,-90,-100,-100,-88,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-74,-72,-72,-87,-81,-81,-77,-77,-75,-77,-77,-78,-100,-75,-72,-100,-85,-87,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
