60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:04,b4:5d:50:e1:96:42,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,38:17:c3:1f:14:12,38:17:c3:19:45:a2,38:17:c3:1f:14:11,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:83,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:14:00,44:48:c1:91:95:a2,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,38:17:c3:1f:14:02,20:a6:cd:42:13:e2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:aa:81,38:17:c3:24:47:50,a8:bd:27:4c:aa:93,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:52,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,x,y,label
-73,-48,-86,-100,-100,-91,-100,-100,-100,-50,-50,-100,-100,-87,-79,-100,-100,-100,-100,-100,-100,-72,-100,-85,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-50,-100,-73,-100,-100,-100,-100,-100,-100,-100,-83,-72,-83,-100,-100,-83,-48,-85,-85,-100,-100,-85,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-75,-89,-100,-73,-77,-77,-77,-83,-84,-86,-83,-83,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-73,-48,-100,-88,-100,-91,-100,-100,-100,-51,-50,-100,-100,-87,-79,-100,-100,-100,-100,-100,-100,-72,-100,-84,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-50,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-72,-83,-100,-100,-83,-48,-84,-85,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-75,-89,-100,-72,-77,-77,-77,-85,-85,-86,-84,-84,-82,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-73,-51,-85,-100,-100,-100,-100,-100,-100,-59,-59,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-72,-100,-82,-79,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-59,-100,-72,-100,-100,-100,-100,-79,-100,-79,-82,-72,-82,-79,-100,-82,-51,-75,-75,-100,-80,-81,-100,-100,-100,-100,-78,-100,-80,-100,-78,-100,-75,-100,-100,-100,-84,-100,-100,-100,-100,-76,-100,-100,-73,-76,-75,-75,-83,-82,-85,-83,-82,-79,-78,-85,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-77,-49,-86,-100,-100,-90,-100,-100,-100,-57,-57,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-71,-100,-80,-81,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-57,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-72,-82,-100,-100,-82,-49,-74,-74,-100,-80,-82,-100,-100,-100,-100,-78,-100,-80,-100,-78,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-75,-100,-100,-73,-75,-75,-76,-83,-83,-85,-83,-83,-79,-77,-85,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-73,-49,-86,-100,-100,-89,-100,-100,-100,-52,-52,-100,-100,-86,-78,-100,-100,-100,-100,-100,-100,-71,-100,-81,-80,-100,-100,-100,-100,-100,-100,-49,-90,-100,-100,-100,-52,-100,-71,-100,-100,-100,-100,-100,-100,-100,-82,-71,-82,-100,-100,-82,-49,-75,-75,-100,-80,-82,-83,-100,-100,-100,-77,-100,-80,-100,-77,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-74,-75,-74,-75,-84,-83,-85,-84,-84,-77,-78,-85,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-79,-50,-86,-100,-100,-89,-100,-100,-100,-56,-56,-100,-100,-87,-77,-100,-100,-100,-100,-100,-100,-72,-100,-80,-80,-100,-100,-100,-100,-100,-100,-50,-90,-100,-100,-100,-56,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-72,-82,-100,-100,-82,-50,-75,-75,-100,-100,-100,-82,-100,-100,-100,-77,-100,-100,-100,-77,-100,-74,-83,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-75,-74,-75,-84,-85,-84,-84,-84,-77,-78,-84,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-74,-50,-100,-100,-100,-91,-100,-88,-100,-57,-57,-100,-100,-87,-77,-100,-100,-100,-100,-100,-100,-71,-100,-81,-100,-100,-100,-100,-100,-100,-100,-50,-91,-100,-100,-100,-57,-100,-71,-100,-100,-100,-100,-100,-100,-100,-82,-71,-81,-100,-100,-82,-50,-75,-75,-100,-100,-82,-82,-100,-100,-100,-77,-100,-100,-100,-77,-100,-75,-82,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-74,-100,-83,-84,-84,-84,-84,-100,-80,-84,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-72,-50,-100,-100,-100,-90,-100,-88,-100,-58,-58,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-71,-100,-80,-100,-100,-100,-100,-100,-100,-100,-50,-90,-100,-100,-100,-58,-100,-71,-100,-100,-100,-100,-100,-100,-100,-82,-71,-82,-100,-100,-82,-50,-75,-75,-100,-100,-82,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-75,-82,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-74,-100,-84,-84,-84,-85,-83,-100,-80,-83,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-74,-48,-89,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-85,-78,-88,-100,-100,-100,-100,-100,-72,-100,-70,-100,-100,-100,-100,-100,-100,-100,-48,-100,-88,-100,-100,-53,-100,-72,-100,-100,-100,-100,-84,-100,-100,-86,-72,-80,-100,-100,-87,-49,-76,-77,-100,-100,-85,-74,-100,-100,-100,-77,-100,-100,-100,-78,-100,-77,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-70,-71,-71,-71,-77,-77,-87,-77,-77,-78,-81,-86,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-71,-50,-89,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-54,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-73,-83,-100,-87,-83,-50,-78,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-68,-71,-71,-71,-78,-79,-87,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-71,-48,-89,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-79,-87,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-55,-100,-72,-100,-100,-100,-100,-100,-100,-100,-79,-73,-79,-100,-87,-79,-48,-78,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-69,-71,-71,-100,-79,-80,-85,-79,-79,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-68,-51,-84,-87,-100,-100,-100,-100,-100,-53,-53,-100,-100,-100,-81,-87,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-53,-100,-72,-100,-100,-100,-100,-100,-100,-100,-79,-71,-79,-100,-87,-83,-51,-75,-75,-100,-100,-85,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-70,-69,-69,-70,-79,-79,-85,-79,-79,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-68,-53,-83,-87,-100,-89,-100,-100,-100,-53,-53,-100,-100,-100,-81,-87,-87,-100,-100,-100,-100,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-53,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-73,-85,-100,-89,-84,-53,-75,-75,-100,-100,-87,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-75,-74,-70,-75,-76,-85,-76,-76,-78,-100,-85,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-71,-53,-84,-87,-100,-88,-100,-100,-100,-54,-54,-100,-100,-100,-81,-87,-87,-100,-100,-100,-100,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-53,-88,-100,-100,-100,-53,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-74,-85,-100,-89,-84,-53,-75,-75,-100,-100,-87,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-73,-74,-74,-76,-76,-89,-76,-76,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-77,-52,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-91,-100,-100,-100,-57,-100,-70,-100,-100,-100,-100,-100,-100,-100,-85,-70,-85,-100,-100,-85,-52,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-86,-100,-100,-100,-100,-77,-100,-100,-75,-77,-77,-78,-80,-79,-86,-79,-80,-78,-78,-86,-86,-78,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-54,-89,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-90,-100,-100,-100,-57,-100,-71,-100,-100,-100,-100,-100,-100,-100,-85,-70,-85,-100,-100,-86,-54,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-86,-100,-100,-100,-100,-68,-88,-100,-74,-77,-77,-77,-78,-78,-86,-78,-78,-81,-79,-87,-87,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-79,-52,-89,-100,-100,-90,-100,-100,-100,-57,-58,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-90,-100,-100,-100,-58,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-70,-80,-100,-100,-80,-52,-78,-78,-100,-100,-88,-100,-100,-100,-100,-79,-100,-100,-100,-80,-100,-78,-86,-100,-100,-100,-100,-100,-100,-100,-67,-88,-100,-76,-77,-77,-77,-78,-78,-88,-78,-78,-79,-79,-88,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-52,-90,-100,-100,-89,-100,-100,-100,-56,-56,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-89,-100,-100,-100,-56,-100,-70,-100,-100,-100,-100,-100,-100,-100,-82,-69,-81,-100,-100,-82,-52,-75,-75,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-76,-86,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-74,-75,-75,-76,-76,-76,-84,-77,-76,-79,-100,-84,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-52,-90,-100,-100,-89,-100,-100,-100,-56,-56,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-90,-100,-100,-100,-56,-100,-69,-100,-100,-100,-100,-100,-100,-100,-82,-69,-82,-100,-100,-82,-52,-76,-76,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-73,-76,-76,-76,-77,-77,-85,-77,-77,-80,-80,-84,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-76,-52,-89,-100,-100,-90,-100,-100,-100,-56,-56,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-90,-100,-100,-100,-56,-100,-70,-100,-100,-100,-100,-100,-100,-100,-82,-69,-83,-100,-100,-82,-52,-76,-76,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-76,-85,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-76,-75,-75,-76,-77,-77,-86,-77,-77,-80,-80,-84,-85,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-78,-56,-89,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-86,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-63,-100,-67,-100,-100,-100,-100,-100,-100,-100,-84,-67,-83,-100,-100,-83,-56,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-74,-72,-72,-73,-82,-82,-85,-82,-82,-100,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-77,-55,-89,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-67,-100,-86,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-62,-100,-67,-100,-100,-100,-100,-100,-100,-100,-84,-67,-84,-100,-100,-84,-55,-71,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-100,-72,-72,-72,-73,-82,-81,-85,-82,-81,-100,-78,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-81,-55,-89,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-67,-100,-84,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-66,-100,-67,-100,-100,-100,-100,-100,-100,-100,-83,-67,-83,-100,-100,-84,-55,-72,-72,-100,-100,-84,-100,-100,-100,-100,-80,-100,-100,-91,-80,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-70,-88,-100,-68,-72,-72,-73,-82,-82,-82,-82,-82,-100,-78,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
