ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:25:f0,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f3,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:92,44:48:c1:a5:82:22,38:17:c3:1f:01:90,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:20,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:70,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:00,80:8d:b7:55:3a:50,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,00:4e:35:df:06:52,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,b4:5d:50:e1:92:23,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:45:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:50,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:42,38:17:c3:19:55:50,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:55:51,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:55:52,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:19:45:a0,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:39,38:17:c3:1f:08:50,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,a8:bd:27:4c:bd:30,38:17:c3:19:71:82,38:17:c3:19:71:92,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1f:22:31,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:1f:22:32,a8:bd:27:4c:bd:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,a8:bd:27:4c:bd:31,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:de:d7:41,x,y,timestamp
-55,-59,-59,-59,-63,-64,-64,-69,-69,-69,-69,-70,-70,-78,-70,-77,-77,-79,-77,-70,-70,-71,-76,-78,-79,-80,-81,-79,-79,-78,-79,-79,-76,-78,-79,-85,-86,-86,-80,-83,-84,-100,-80,-100,-84,-100,-80,-100,-83,-88,-81,-73,-73,-69,-100,-79,-79,-100,-80,-100,-100,-100,-73,-74,-90,-100,-90,-100,-82,-100,-82,-73,-73,-74,-87,-100,-82,-90,-83,-100,-82,-93,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,671,800565090891
-56,-60,-60,-59,-64,-64,-64,-69,-70,-70,-70,-70,-70,-75,-71,-76,-78,-76,-77,-72,-73,-71,-76,-78,-79,-80,-78,-79,-78,-77,-79,-79,-76,-79,-79,-85,-86,-86,-81,-83,-84,-100,-82,-85,-84,-100,-81,-84,-85,-100,-83,-73,-73,-71,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-83,-100,-82,-73,-100,-100,-87,-100,-83,-90,-84,-100,-83,-90,-100,-100,-90,-90,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,671,804000837973
-60,-60,-60,-59,-64,-65,-65,-69,-70,-70,-70,-70,-70,-76,-70,-75,-78,-78,-77,-72,-73,-71,-78,-78,-79,-80,-77,-81,-78,-78,-79,-78,-100,-79,-79,-85,-86,-86,-81,-84,-84,-100,-81,-85,-84,-100,-81,-84,-85,-100,-84,-100,-74,-70,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-94,-100,-83,-100,-82,-100,-100,-100,-87,-100,-82,-92,-84,-100,-83,-90,-100,-93,-90,-91,-90,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,671,807424440367
-57,-60,-61,-60,-64,-65,-64,-68,-68,-68,-68,-71,-71,-79,-70,-79,-78,-78,-77,-72,-73,-74,-78,-78,-79,-79,-81,-79,-77,-78,-80,-80,-78,-79,-80,-87,-88,-88,-80,-84,-84,-100,-81,-100,-84,-100,-79,-86,-100,-88,-85,-100,-74,-70,-82,-83,-100,-100,-82,-81,-82,-100,-75,-74,-86,-100,-90,-100,-85,-100,-84,-74,-100,-74,-100,-100,-83,-92,-84,-100,-85,-100,-100,-93,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,671,810847278022
-54,-63,-62,-64,-70,-70,-69,-72,-71,-71,-72,-67,-100,-100,-67,-100,-72,-100,-72,-73,-74,-74,-100,-72,-85,-86,-78,-85,-77,-77,-79,-78,-84,-78,-77,-100,-100,-100,-79,-80,-80,-100,-80,-85,-80,-100,-78,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-76,-76,-75,-100,-100,-73,-91,-100,-89,-100,-84,-89,-84,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-89,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,875202801539
-54,-62,-62,-63,-69,-69,-69,-69,-71,-70,-69,-64,-67,-78,-65,-78,-71,-78,-71,-73,-74,-73,-77,-71,-84,-85,-78,-84,-75,-75,-79,-78,-82,-76,-77,-81,-81,-82,-79,-79,-80,-100,-78,-85,-80,-100,-78,-85,-100,-100,-83,-100,-100,-69,-78,-78,-79,-100,-74,-74,-75,-100,-100,-73,-91,-100,-88,-100,-84,-89,-83,-100,-74,-74,-100,-100,-89,-100,-100,-100,-88,-89,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,878407758205
-57,-62,-62,-63,-68,-69,-68,-70,-71,-70,-69,-66,-67,-76,-66,-76,-71,-77,-71,-72,-73,-72,-75,-71,-84,-84,-100,-83,-75,-75,-100,-100,-100,-76,-81,-82,-81,-82,-78,-79,-80,-100,-78,-100,-80,-100,-78,-100,-84,-100,-84,-100,-100,-69,-78,-78,-79,-100,-74,-74,-75,-100,-100,-73,-100,-100,-88,-100,-84,-100,-83,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,881833604037
-56,-62,-62,-63,-68,-68,-68,-70,-70,-70,-69,-66,-67,-78,-66,-79,-71,-77,-71,-72,-73,-72,-78,-71,-82,-83,-77,-83,-75,-75,-77,-78,-82,-75,-78,-80,-81,-80,-78,-79,-80,-100,-78,-100,-80,-100,-78,-100,-84,-100,-84,-100,-81,-69,-79,-100,-80,-100,-74,-75,-100,-100,-73,-74,-88,-90,-89,-100,-85,-88,-85,-100,-100,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,885100810963
-55,-61,-62,-64,-68,-68,-68,-70,-69,-69,-69,-66,-65,-77,-65,-77,-71,-77,-71,-72,-72,-72,-76,-71,-84,-84,-76,-84,-75,-75,-77,-78,-100,-75,-78,-81,-81,-81,-78,-79,-79,-100,-78,-100,-80,-100,-78,-100,-100,-100,-84,-100,-81,-71,-79,-100,-80,-100,-74,-75,-100,-100,-73,-74,-88,-90,-90,-100,-85,-89,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,888500428357
-56,-62,-62,-63,-69,-68,-68,-71,-70,-70,-70,-66,-65,-75,-66,-77,-71,-76,-71,-73,-72,-73,-76,-71,-84,-85,-77,-84,-75,-75,-79,-78,-100,-75,-78,-83,-82,-83,-78,-79,-79,-100,-78,-100,-80,-100,-78,-100,-82,-100,-84,-100,-80,-71,-100,-79,-79,-100,-100,-100,-100,-100,-73,-73,-100,-100,-89,-100,-85,-89,-84,-100,-74,-73,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-91,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,650,891843742939
-59,-60,-60,-61,-64,-65,-66,-64,-64,-65,-65,-100,-100,-77,-100,-77,-75,-76,-76,-70,-70,-70,-78,-75,-81,-81,-100,-81,-82,-83,-78,-78,-81,-82,-74,-78,-79,-78,-79,-85,-84,-100,-79,-83,-84,-100,-79,-83,-84,-100,-84,-100,-100,-70,-77,-77,-77,-100,-76,-100,-100,-91,-75,-79,-100,-88,-89,-100,-83,-88,-83,-100,-79,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,944350821930
-60,-60,-61,-61,-65,-65,-66,-64,-64,-63,-64,-71,-71,-78,-70,-76,-77,-76,-78,-71,-71,-71,-77,-78,-81,-81,-77,-81,-82,-82,-100,-78,-82,-82,-73,-79,-79,-78,-79,-85,-84,-100,-79,-100,-84,-100,-78,-84,-100,-100,-84,-100,-100,-71,-78,-78,-78,-100,-76,-100,-100,-100,-75,-79,-100,-88,-89,-100,-83,-88,-83,-100,-79,-100,-100,-100,-87,-100,-86,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,947646017085
-57,-60,-60,-61,-65,-65,-66,-64,-64,-63,-64,-71,-70,-78,-70,-76,-76,-76,-76,-71,-71,-71,-76,-76,-81,-81,-77,-81,-82,-82,-100,-100,-80,-82,-73,-79,-79,-79,-78,-86,-86,-100,-77,-100,-85,-100,-78,-83,-100,-100,-83,-82,-81,-69,-79,-78,-78,-100,-77,-76,-76,-100,-100,-100,-100,-88,-89,-100,-82,-88,-82,-82,-100,-100,-100,-100,-87,-100,-86,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,950979619583
-59,-58,-60,-61,-65,-65,-66,-64,-64,-63,-64,-70,-70,-77,-69,-77,-75,-76,-76,-100,-100,-71,-78,-75,-81,-81,-78,-81,-83,-82,-78,-78,-84,-82,-73,-79,-79,-80,-79,-85,-86,-100,-77,-83,-86,-100,-79,-83,-83,-100,-82,-82,-81,-71,-79,-79,-78,-100,-77,-76,-76,-100,-78,-100,-100,-88,-88,-100,-82,-88,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,954291196249
-59,-58,-59,-60,-64,-65,-65,-63,-63,-63,-63,-70,-70,-77,-69,-77,-75,-77,-76,-70,-71,-72,-77,-75,-81,-81,-78,-81,-83,-82,-78,-77,-80,-83,-72,-79,-80,-80,-79,-85,-86,-100,-78,-83,-86,-100,-78,-83,-83,-100,-84,-100,-100,-69,-79,-79,-78,-100,-76,-77,-76,-100,-78,-100,-91,-88,-88,-100,-84,-87,-83,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,957673993435
-58,-58,-59,-59,-64,-65,-65,-63,-64,-63,-63,-68,-69,-76,-69,-77,-75,-76,-76,-70,-71,-72,-76,-75,-81,-81,-100,-81,-83,-83,-100,-77,-100,-83,-73,-79,-80,-80,-79,-85,-85,-100,-79,-83,-85,-100,-79,-83,-84,-100,-84,-100,-100,-69,-80,-79,-100,-100,-76,-77,-76,-100,-100,-79,-91,-88,-88,-100,-84,-87,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,628,960981500621
-57,-68,-66,-68,-66,-66,-67,-72,-72,-72,-71,-67,-66,-79,-65,-80,-70,-77,-70,-72,-72,-100,-78,-71,-81,-83,-72,-82,-80,-81,-72,-73,-100,-81,-76,-73,-74,-74,-78,-84,-85,-100,-79,-100,-84,-100,-77,-100,-100,-100,-83,-100,-100,-69,-80,-84,-83,-90,-70,-100,-69,-86,-77,-81,-82,-88,-89,-100,-83,-87,-83,-100,-80,-81,-100,-100,-76,-92,-86,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1018193335495
-60,-68,-66,-68,-71,-72,-72,-72,-71,-71,-71,-67,-67,-80,-67,-81,-71,-79,-70,-72,-72,-100,-81,-71,-100,-83,-72,-82,-76,-77,-72,-100,-100,-76,-76,-75,-75,-76,-73,-84,-85,-100,-74,-100,-84,-100,-73,-87,-100,-100,-87,-100,-100,-69,-78,-78,-79,-90,-72,-73,-72,-84,-100,-81,-83,-88,-87,-100,-87,-88,-87,-100,-80,-81,-100,-100,-78,-92,-79,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1021468383879
-64,-68,-100,-68,-65,-65,-65,-70,-70,-70,-70,-66,-66,-80,-66,-81,-71,-80,-70,-68,-69,-69,-81,-71,-87,-86,-100,-86,-78,-79,-100,-100,-100,-79,-69,-75,-75,-75,-73,-83,-83,-100,-74,-87,-83,-100,-73,-87,-87,-100,-82,-100,-82,-69,-78,-78,-79,-100,-72,-73,-72,-84,-77,-78,-83,-100,-89,-100,-81,-88,-82,-100,-79,-78,-100,-100,-80,-100,-80,-92,-81,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1024883104399
-67,-67,-69,-69,-69,-68,-69,-69,-67,-69,-69,-64,-63,-74,-64,-73,-77,-73,-77,-71,-71,-72,-75,-77,-84,-85,-100,-85,-81,-81,-100,-100,-87,-81,-70,-73,-74,-74,-73,-85,-84,-100,-75,-87,-84,-100,-77,-87,-87,-100,-88,-85,-86,-70,-100,-78,-77,-100,-75,-100,-100,-100,-77,-78,-100,-90,-89,-100,-86,-89,-82,-85,-79,-78,-100,-100,-83,-100,-83,-92,-81,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1028318196585
-57,-66,-65,-66,-69,-68,-69,-68,-68,-70,-69,-67,-66,-74,-67,-73,-69,-72,-69,-71,-71,-72,-74,-69,-83,-82,-100,-81,-82,-82,-100,-69,-83,-81,-71,-76,-76,-77,-78,-86,-86,-100,-77,-100,-85,-100,-78,-100,-100,-100,-85,-85,-78,-70,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-90,-87,-89,-100,-84,-87,-100,-85,-100,-100,-100,-100,-80,-92,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1031766372105
-56,-63,-64,-64,-69,-69,-69,-68,-68,-70,-69,-67,-68,-73,-68,-73,-66,-73,-67,-72,-75,-100,-73,-67,-82,-82,-72,-81,-82,-81,-71,-71,-83,-81,-71,-76,-77,-77,-76,-87,-87,-100,-76,-84,-87,-100,-77,-100,-100,-100,-85,-100,-78,-75,-100,-100,-78,-100,-100,-100,-100,-89,-100,-100,-90,-87,-100,-100,-84,-87,-83,-77,-100,-100,-100,-100,-80,-92,-79,-100,-80,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1035034037676
-55,-67,-67,-67,-74,-74,-74,-69,-69,-70,-69,-67,-68,-74,-68,-74,-66,-75,-67,-74,-75,-74,-76,-67,-83,-84,-72,-83,-80,-80,-71,-71,-100,-80,-77,-76,-77,-77,-79,-89,-87,-100,-77,-84,-87,-100,-77,-100,-100,-100,-86,-100,-78,-75,-79,-80,-79,-100,-73,-73,-73,-89,-100,-100,-100,-100,-90,-100,-84,-90,-84,-77,-100,-100,-100,-100,-79,-90,-79,-100,-80,-90,-91,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1050635606316
-56,-65,-66,-66,-69,-69,-69,-69,-70,-70,-69,-67,-67,-74,-67,-73,-66,-73,-67,-73,-71,-73,-73,-67,-82,-82,-70,-81,-82,-81,-70,-70,-100,-82,-76,-77,-76,-77,-77,-89,-87,-100,-77,-87,-87,-100,-77,-84,-100,-87,-88,-100,-76,-75,-79,-80,-79,-100,-75,-73,-73,-87,-100,-100,-100,-100,-90,-100,-100,-90,-84,-100,-100,-100,-100,-85,-79,-90,-79,-100,-80,-90,-91,-100,-100,-90,-88,-100,-100,-100,-100,-100,-90,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1054060438711
-56,-65,-66,-66,-69,-69,-69,-69,-71,-70,-70,-69,-68,-74,-67,-73,-67,-73,-67,-74,-73,-73,-73,-67,-82,-82,-70,-82,-82,-83,-70,-70,-83,-83,-73,-78,-77,-77,-77,-87,-86,-100,-77,-87,-86,-100,-77,-84,-85,-87,-88,-100,-75,-76,-78,-78,-78,-100,-75,-80,-81,-87,-100,-81,-100,-100,-89,-100,-100,-90,-100,-78,-81,-81,-100,-85,-81,-100,-81,-100,-81,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-89,-100,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,607,1057396136887
