b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,timestamp
-39,-54,-55,-55,-54,-57,-56,-56,-74,-100,-65,-65,-73,-73,-73,-65,-65,-100,-69,-70,-67,-69,-77,-78,-79,-79,-82,-84,-81,-75,-76,-80,-81,-75,-81,-77,-78,-80,-83,-85,-87,-80,-84,-87,-100,-84,-92,-69,-100,-78,-70,-69,-100,-87,-100,-100,-100,-87,-100,-100,-80,-80,-100,-77,-77,-78,-100,-100,-80,-82,-100,-100,-100,-100,-85,-85,-90,-87,-82,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,635,943122444274
-40,-56,-56,-55,-56,-58,-57,-57,-100,-100,-73,-74,-75,-75,-74,-72,-72,-100,-76,-75,-72,-67,-76,-76,-81,-82,-84,-84,-81,-77,-77,-81,-82,-77,-82,-76,-79,-81,-84,-83,-82,-81,-83,-82,-100,-85,-89,-75,-77,-76,-68,-68,-81,-89,-100,-100,-100,-82,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1043289220069
-34,-53,-55,-55,-55,-57,-57,-57,-100,-100,-70,-71,-74,-73,-74,-71,-71,-100,-75,-75,-72,-66,-78,-77,-81,-82,-80,-84,-81,-75,-75,-81,-82,-75,-84,-76,-84,-83,-84,-83,-83,-82,-83,-82,-100,-86,-89,-74,-77,-76,-68,-67,-81,-89,-100,-100,-100,-83,-88,-88,-79,-78,-100,-100,-76,-75,-100,-72,-77,-84,-80,-80,-81,-100,-86,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1046643048974
-35,-57,-55,-56,-55,-57,-57,-57,-100,-100,-70,-70,-74,-75,-74,-70,-71,-100,-75,-75,-72,-70,-78,-77,-81,-80,-81,-84,-81,-75,-76,-80,-79,-75,-82,-77,-82,-83,-83,-83,-81,-82,-83,-82,-100,-86,-89,-74,-100,-77,-70,-67,-81,-100,-100,-100,-74,-81,-88,-90,-79,-78,-100,-77,-76,-75,-100,-70,-77,-84,-80,-80,-81,-100,-86,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1050068501525
-37,-56,-55,-56,-55,-57,-58,-58,-100,-100,-69,-69,-75,-75,-75,-68,-69,-72,-74,-74,-72,-67,-76,-76,-81,-80,-81,-85,-81,-75,-76,-81,-80,-75,-82,-75,-82,-83,-82,-81,-81,-82,-81,-82,-100,-88,-89,-74,-100,-77,-68,-68,-81,-87,-89,-100,-74,-81,-88,-90,-81,-81,-100,-77,-76,-76,-100,-71,-100,-100,-82,-100,-100,-100,-86,-87,-100,-100,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1053483295638
-37,-53,-55,-55,-56,-57,-58,-58,-100,-100,-69,-69,-75,-75,-75,-68,-69,-72,-74,-74,-72,-68,-76,-76,-100,-100,-80,-85,-80,-75,-76,-80,-80,-76,-83,-75,-79,-83,-82,-83,-81,-84,-82,-82,-88,-88,-89,-74,-100,-75,-68,-66,-80,-85,-89,-100,-100,-81,-100,-90,-81,-81,-100,-77,-76,-76,-100,-71,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1056804531626
-37,-53,-55,-55,-55,-57,-58,-57,-79,-100,-69,-69,-75,-76,-75,-70,-70,-100,-74,-74,-72,-68,-76,-76,-100,-100,-80,-85,-80,-76,-75,-81,-80,-76,-83,-75,-79,-83,-83,-83,-81,-84,-82,-81,-87,-87,-89,-74,-100,-76,-68,-69,-80,-85,-100,-100,-100,-81,-90,-90,-80,-100,-89,-77,-78,-77,-87,-76,-100,-100,-82,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,617,1060130254177
-35,-52,-58,-58,-58,-59,-59,-59,-100,-100,-66,-66,-68,-68,-68,-66,-66,-100,-76,-77,-68,-71,-80,-80,-79,-79,-80,-87,-81,-80,-81,-81,-82,-80,-78,-80,-86,-79,-82,-82,-83,-79,-83,-84,-86,-90,-89,-76,-100,-81,-71,-72,-79,-100,-100,-100,-100,-85,-88,-89,-79,-100,-85,-78,-79,-79,-100,-78,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1150727333309
-35,-52,-58,-57,-57,-58,-59,-59,-72,-100,-65,-65,-68,-68,-68,-65,-65,-75,-76,-77,-67,-69,-78,-78,-79,-79,-79,-87,-81,-81,-81,-80,-80,-80,-78,-80,-81,-79,-82,-82,-83,-79,-82,-84,-86,-88,-88,-76,-72,-77,-70,-70,-79,-100,-100,-77,-100,-83,-87,-89,-79,-77,-85,-78,-79,-79,-100,-77,-79,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1154066401329
-35,-52,-56,-57,-57,-59,-59,-59,-70,-71,-65,-65,-68,-68,-68,-65,-65,-75,-77,-77,-69,-69,-80,-80,-100,-100,-80,-100,-81,-82,-81,-80,-80,-81,-78,-81,-81,-78,-82,-82,-83,-78,-82,-83,-86,-87,-88,-76,-72,-81,-70,-70,-100,-100,-100,-77,-77,-83,-88,-89,-79,-77,-86,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1157463448098
-37,-53,-58,-58,-57,-60,-59,-59,-71,-71,-65,-65,-68,-69,-68,-65,-65,-75,-75,-75,-70,-69,-80,-80,-100,-100,-80,-86,-81,-80,-81,-81,-82,-81,-78,-81,-81,-78,-82,-82,-83,-77,-82,-83,-86,-87,-87,-76,-72,-81,-70,-70,-100,-100,-100,-77,-77,-84,-87,-88,-80,-80,-86,-100,-100,-100,-100,-78,-80,-87,-100,-100,-86,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1160824963097
-36,-51,-62,-58,-58,-59,-59,-59,-71,-100,-65,-65,-69,-69,-69,-65,-65,-100,-75,-76,-70,-69,-80,-81,-77,-79,-80,-86,-81,-80,-80,-81,-81,-81,-78,-81,-81,-78,-83,-85,-83,-77,-83,-83,-100,-85,-87,-76,-72,-81,-70,-69,-79,-100,-100,-76,-77,-83,-88,-89,-80,-80,-87,-100,-78,-82,-100,-100,-80,-87,-100,-100,-86,-100,-86,-85,-100,-100,-86,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1164255614919
-36,-53,-59,-59,-58,-59,-59,-59,-100,-100,-64,-64,-69,-69,-69,-65,-65,-100,-77,-76,-69,-69,-82,-81,-78,-79,-78,-85,-81,-81,-81,-81,-81,-80,-78,-81,-84,-78,-83,-84,-83,-77,-83,-83,-100,-85,-89,-76,-72,-81,-70,-69,-78,-100,-100,-76,-77,-83,-90,-89,-100,-100,-87,-100,-78,-82,-100,-100,-100,-84,-100,-100,-100,-100,-86,-85,-100,-100,-85,-100,-87,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,599,1167693407521
-46,-52,-100,-100,-100,-63,-63,-63,-100,-100,-66,-64,-69,-69,-69,-65,-65,-100,-74,-76,-67,-71,-74,-75,-100,-76,-80,-100,-78,-74,-73,-79,-78,-74,-100,-74,-76,-100,-79,-79,-84,-100,-79,-84,-83,-88,-86,-75,-100,-75,-70,-71,-76,-100,-87,-100,-100,-83,-85,-85,-80,-80,-81,-100,-100,-73,-100,-100,-80,-83,-82,-81,-82,-100,-89,-87,-90,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1287076449872
-42,-49,-63,-64,-64,-63,-63,-63,-100,-100,-63,-64,-68,-69,-68,-64,-63,-100,-74,-75,-66,-72,-75,-75,-76,-76,-76,-85,-78,-74,-73,-79,-77,-74,-100,-74,-81,-100,-79,-79,-82,-100,-79,-81,-81,-86,-88,-75,-100,-75,-74,-75,-76,-86,-87,-100,-100,-81,-85,-87,-77,-77,-82,-100,-74,-73,-84,-73,-78,-84,-82,-81,-82,-100,-89,-87,-90,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1290375448985
-46,-51,-63,-63,-64,-63,-63,-63,-100,-100,-63,-63,-68,-69,-68,-63,-63,-100,-74,-74,-66,-72,-75,-75,-76,-76,-77,-85,-78,-100,-100,-79,-77,-100,-81,-100,-100,-82,-82,-82,-82,-82,-82,-81,-82,-87,-87,-73,-100,-75,-72,-75,-75,-86,-100,-100,-100,-81,-86,-85,-77,-80,-82,-71,-71,-72,-84,-73,-79,-84,-100,-100,-100,-100,-87,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1293796772421
-46,-51,-64,-64,-64,-63,-63,-63,-78,-78,-63,-63,-68,-68,-68,-63,-63,-80,-74,-74,-66,-74,-75,-75,-77,-77,-80,-100,-77,-75,-100,-78,-77,-100,-81,-100,-75,-80,-80,-81,-82,-82,-81,-81,-81,-86,-86,-74,-79,-75,-72,-75,-75,-100,-87,-80,-79,-81,-86,-85,-100,-80,-82,-71,-73,-74,-100,-73,-79,-100,-100,-100,-100,-100,-86,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1297155731691
-46,-50,-64,-64,-64,-63,-63,-63,-78,-78,-63,-63,-68,-68,-67,-63,-63,-80,-73,-82,-70,-74,-75,-74,-77,-76,-80,-100,-78,-75,-74,-77,-77,-75,-80,-74,-75,-80,-80,-81,-82,-80,-81,-81,-81,-86,-86,-74,-79,-74,-100,-74,-77,-100,-87,-80,-79,-81,-85,-85,-100,-100,-100,-74,-73,-74,-100,-73,-100,-85,-80,-80,-79,-100,-86,-100,-88,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1300593911221
-45,-51,-64,-64,-64,-63,-63,-63,-100,-100,-63,-62,-68,-67,-67,-62,-63,-100,-73,-76,-68,-74,-75,-75,-100,-76,-82,-100,-78,-75,-74,-77,-77,-75,-79,-74,-75,-79,-80,-81,-81,-80,-80,-80,-82,-85,-84,-74,-79,-74,-74,-74,-77,-100,-86,-100,-100,-81,-85,-85,-78,-79,-100,-74,-75,-74,-100,-100,-100,-85,-79,-80,-79,-100,-86,-83,-88,-100,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,581,1304072599501
-37,-57,-58,-57,-59,-66,-66,-68,-100,-100,-66,-66,-70,-100,-100,-66,-66,-100,-74,-74,-72,-73,-77,-77,-100,-100,-78,-100,-100,-74,-74,-80,-100,-75,-82,-76,-100,-84,-84,-83,-81,-83,-83,-82,-86,-86,-90,-74,-100,-78,-73,-73,-100,-100,-100,-100,-100,-82,-89,-88,-75,-76,-85,-72,-73,-100,-100,-75,-76,-100,-100,-100,-100,-87,-85,-85,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,563,1346661153339
-43,-56,-58,-57,-58,-66,-66,-67,-100,-100,-65,-66,-70,-71,-69,-65,-66,-83,-72,-73,-72,-71,-77,-78,-100,-100,-76,-100,-81,-75,-75,-80,-81,-76,-81,-76,-80,-82,-83,-83,-81,-82,-83,-83,-86,-85,-90,-72,-81,-78,-73,-68,-100,-86,-89,-83,-83,-82,-89,-88,-76,-76,-85,-72,-71,-100,-100,-75,-76,-100,-100,-100,-100,-87,-84,-85,-100,-90,-100,-100,-100,-100,-89,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,563,1349992519796
-38,-54,-56,-57,-56,-66,-66,-67,-100,-100,-65,-65,-69,-70,-70,-65,-65,-83,-73,-73,-72,-72,-77,-78,-100,-100,-75,-100,-81,-75,-75,-79,-81,-75,-81,-76,-78,-82,-83,-83,-81,-81,-83,-82,-86,-85,-88,-72,-81,-78,-73,-73,-100,-86,-89,-83,-83,-82,-88,-88,-74,-76,-85,-73,-73,-73,-100,-100,-76,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,563,1353432204273
-38,-56,-56,-57,-56,-66,-66,-66,-100,-100,-64,-65,-69,-69,-68,-64,-65,-82,-75,-74,-72,-72,-77,-78,-83,-83,-75,-100,-83,-75,-76,-81,-82,-75,-81,-76,-79,-80,-83,-83,-82,-81,-83,-83,-85,-82,-88,-74,-82,-78,-71,-72,-100,-86,-100,-100,-83,-82,-89,-88,-74,-76,-100,-73,-73,-72,-81,-77,-76,-100,-100,-100,-100,-100,-81,-80,-91,-94,-100,-100,-100,-100,-89,-100,-100,-100,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,256,563,1356888276512
