72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:40,44:48:c1:91:95:a3,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:1f:14:00,20:a6:cd:42:0a:d2,38:17:c3:1f:14:01,38:17:c3:1f:14:02,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:1f:09:83,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:82,b4:5d:50:e1:96:53,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,a8:bd:27:4c:aa:93,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d0,38:17:c3:1f:14:12,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,38:17:c3:1f:14:10,38:17:c3:1f:19:d2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b1,38:17:c3:1f:09:93,44:48:c1:91:aa:31,44:48:c1:91:aa:32,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:04,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,38:17:c3:22:61:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:a2,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,44:48:c1:91:95:a0,38:17:c3:19:36:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:19:45:a1,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,38:17:c3:19:71:90,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,68:ff:7b:e4:af:39,38:17:c3:1e:ff:00,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:02,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a1,00:4e:35:df:06:52,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,38:17:c3:1f:22:30,68:ff:7b:e4:af:38,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:21,x,y,timestamp
-100,-100,-100,-100,-71,-71,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-91,-100,-100,-100,-100,-100,-100,-100,-58,-100,-58,-59,-100,-100,-58,-76,-59,-58,-100,-100,-100,-100,-86,-82,-100,-86,-85,-79,-100,-84,-82,-100,-82,-82,-82,-82,-80,-84,-83,-82,-80,-88,-82,-80,-100,-81,-85,-100,-100,-100,-100,-82,-85,-85,-83,-100,-100,-100,-100,-100,-100,-83,-87,-86,-86,-100,-100,-92,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,699,2697321610636
-100,-100,-100,-100,-71,-71,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-91,-100,-100,-100,-100,-100,-100,-100,-58,-100,-58,-59,-100,-100,-58,-77,-59,-58,-100,-100,-100,-100,-84,-84,-83,-83,-84,-79,-83,-82,-81,-100,-82,-82,-81,-82,-100,-83,-85,-84,-100,-88,-79,-85,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-87,-86,-86,-80,-80,-92,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,699,2699265401677
-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-94,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-58,-100,-100,-58,-77,-59,-58,-100,-100,-100,-100,-84,-84,-82,-83,-84,-79,-83,-82,-80,-100,-82,-82,-82,-82,-87,-86,-86,-84,-86,-100,-79,-85,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-80,-100,-79,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,699,2701150818395
-100,-100,-100,-76,-72,-70,-71,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-89,-100,-100,-100,-100,-100,-100,-100,-62,-100,-56,-62,-100,-100,-63,-77,-57,-56,-100,-100,-100,-100,-79,-80,-75,-79,-79,-77,-100,-76,-100,-83,-88,-88,-86,-87,-86,-79,-81,-81,-85,-100,-83,-87,-100,-83,-82,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2747771427544
-100,-100,-100,-84,-72,-70,-71,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-89,-100,-100,-100,-100,-100,-100,-100,-60,-100,-56,-60,-100,-100,-60,-77,-57,-56,-100,-100,-100,-100,-80,-80,-75,-80,-80,-80,-100,-76,-84,-100,-89,-88,-88,-88,-82,-80,-80,-81,-82,-88,-83,-82,-100,-83,-82,-100,-100,-100,-100,-80,-82,-82,-79,-100,-100,-100,-100,-100,-100,-80,-90,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2749636594523
-100,-100,-100,-84,-77,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-91,-100,-100,-100,-100,-100,-100,-100,-63,-100,-57,-63,-100,-100,-63,-79,-57,-57,-100,-100,-100,-100,-79,-80,-100,-80,-80,-80,-100,-100,-84,-80,-88,-88,-88,-88,-82,-80,-80,-81,-82,-88,-100,-81,-100,-82,-81,-100,-100,-100,-89,-80,-81,-80,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2751562300303
-100,-100,-100,-83,-77,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-90,-100,-100,-100,-100,-100,-100,-100,-63,-100,-57,-63,-100,-100,-63,-76,-56,-56,-100,-100,-100,-100,-80,-80,-79,-80,-79,-79,-77,-100,-84,-90,-87,-87,-87,-88,-82,-80,-80,-80,-82,-87,-82,-82,-100,-83,-79,-100,-100,-100,-89,-82,-79,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2753445631344
-100,-100,-100,-83,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-88,-100,-100,-100,-100,-100,-100,-100,-63,-100,-56,-63,-100,-100,-63,-76,-56,-56,-100,-100,-100,-100,-79,-80,-78,-79,-79,-77,-77,-100,-82,-82,-89,-87,-87,-88,-82,-80,-79,-79,-82,-87,-82,-82,-100,-83,-79,-100,-100,-100,-100,-82,-79,-80,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2755347027437
-100,-100,-100,-83,-76,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-89,-100,-100,-100,-100,-100,-100,-100,-60,-88,-56,-60,-100,-100,-60,-100,-56,-57,-100,-100,-100,-100,-79,-80,-78,-79,-79,-78,-77,-77,-82,-79,-89,-88,-87,-88,-84,-80,-80,-79,-85,-90,-82,-84,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,699,2757218111239
-100,-100,-100,-85,-73,-73,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-87,-100,-100,-100,-100,-100,-100,-100,-61,-100,-56,-61,-100,-100,-61,-78,-57,-58,-100,-100,-100,-100,-82,-81,-79,-81,-81,-78,-79,-79,-82,-84,-83,-83,-82,-83,-85,-82,-82,-82,-86,-85,-83,-86,-100,-82,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-86,-100,-85,-77,-77,-100,-77,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2804713619033
-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-88,-100,-100,-100,-100,-100,-100,-100,-60,-100,-56,-60,-100,-100,-61,-78,-57,-57,-100,-100,-100,-100,-79,-81,-79,-79,-79,-77,-79,-79,-84,-85,-83,-83,-82,-83,-85,-81,-81,-82,-86,-85,-83,-86,-100,-100,-100,-100,-100,-100,-100,-84,-80,-79,-83,-100,-100,-100,-100,-100,-100,-82,-86,-100,-85,-77,-77,-100,-77,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2806648137886
-100,-100,-100,-83,-74,-75,-75,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-88,-100,-100,-100,-100,-100,-100,-100,-60,-100,-56,-60,-100,-100,-60,-100,-57,-57,-100,-100,-100,-100,-77,-80,-80,-78,-79,-77,-80,-80,-83,-86,-83,-83,-82,-82,-85,-80,-81,-80,-86,-86,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-78,-77,-100,-77,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2808650523979
-100,-100,-100,-82,-74,-75,-75,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-89,-100,-100,-100,-100,-100,-100,-100,-60,-100,-56,-60,-100,-100,-60,-100,-57,-57,-100,-100,-100,-100,-78,-80,-80,-78,-79,-77,-79,-80,-83,-86,-83,-82,-82,-83,-86,-80,-81,-80,-86,-86,-84,-86,-100,-100,-79,-100,-100,-100,-100,-100,-79,-80,-83,-100,-89,-100,-100,-100,-100,-100,-86,-100,-100,-79,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2810613049395
-100,-100,-100,-82,-74,-76,-75,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-89,-100,-100,-100,-100,-100,-100,-100,-60,-100,-57,-60,-100,-100,-60,-82,-57,-58,-100,-100,-100,-100,-78,-79,-80,-79,-78,-77,-79,-80,-100,-100,-83,-82,-81,-83,-85,-80,-81,-81,-86,-86,-84,-86,-100,-84,-79,-100,-100,-100,-100,-100,-79,-80,-83,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-79,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2812529602832
-100,-100,-100,-82,-74,-76,-75,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-87,-100,-100,-100,-100,-100,-100,-100,-60,-100,-57,-60,-100,-100,-60,-79,-57,-58,-100,-100,-100,-100,-78,-79,-80,-79,-79,-77,-100,-80,-100,-88,-83,-82,-81,-83,-85,-80,-81,-81,-86,-86,-84,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,699,2814494576842
-100,-100,-100,-100,-72,-71,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-89,-100,-100,-100,-100,-100,-100,-100,-49,-100,-61,-50,-100,-100,-50,-100,-61,-61,-100,-100,-100,-100,-79,-79,-100,-80,-79,-84,-100,-100,-100,-87,-84,-84,-84,-84,-100,-82,-82,-80,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2864175012187
-100,-100,-100,-84,-72,-72,-72,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-89,-100,-100,-100,-100,-100,-100,-100,-49,-100,-60,-49,-100,-100,-49,-80,-59,-57,-100,-100,-100,-100,-79,-79,-83,-80,-79,-84,-83,-83,-100,-90,-84,-83,-83,-84,-85,-82,-82,-80,-83,-87,-82,-84,-100,-100,-79,-100,-100,-100,-100,-79,-80,-80,-79,-100,-100,-87,-100,-100,-100,-80,-100,-100,-100,-78,-77,-100,-78,-100,-87,-83,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2865978089947
-100,-100,-100,-84,-71,-72,-70,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-49,-93,-60,-49,-100,-100,-48,-80,-60,-59,-100,-100,-100,-100,-79,-79,-82,-80,-79,-100,-82,-82,-80,-89,-84,-83,-84,-84,-85,-82,-82,-81,-83,-87,-100,-84,-100,-81,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-87,-100,-100,-100,-80,-82,-81,-81,-78,-77,-100,-76,-100,-82,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2867929044686
-100,-100,-100,-84,-70,-70,-70,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-49,-93,-59,-49,-100,-100,-48,-80,-58,-59,-100,-100,-100,-100,-79,-79,-82,-80,-79,-100,-82,-82,-80,-88,-84,-83,-84,-84,-84,-81,-81,-81,-84,-85,-100,-84,-100,-81,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-82,-81,-81,-100,-77,-100,-76,-100,-82,-100,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2869870642185
-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-59,-49,-100,-100,-50,-79,-58,-59,-100,-100,-100,-100,-81,-80,-100,-81,-80,-84,-80,-82,-82,-86,-83,-84,-83,-83,-87,-81,-83,-83,-85,-85,-80,-86,-100,-81,-100,-100,-100,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2871773064580
-100,-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-58,-49,-100,-100,-50,-80,-57,-59,-100,-100,-100,-100,-80,-80,-100,-80,-80,-85,-82,-83,-82,-89,-83,-83,-83,-83,-86,-100,-83,-83,-86,-100,-83,-87,-100,-82,-100,-100,-100,-100,-85,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-77,-100,-76,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,599,699,2873612619059
-100,-100,-100,-100,-71,-71,-71,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-61,-66,-100,-100,-66,-79,-61,-62,-100,-100,-100,-100,-86,-86,-78,-85,-86,-83,-100,-79,-82,-89,-87,-87,-87,-87,-86,-84,-84,-84,-85,-85,-81,-86,-100,-80,-77,-100,-100,-100,-100,-79,-77,-77,-80,-100,-85,-85,-100,-100,-100,-80,-86,-87,-87,-100,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,699,2923462957581
-100,-100,-100,-83,-71,-71,-71,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-60,-64,-100,-100,-64,-79,-60,-60,-100,-100,-100,-100,-85,-84,-78,-85,-85,-81,-100,-79,-82,-100,-89,-89,-87,-88,-86,-82,-82,-83,-84,-85,-81,-86,-100,-80,-77,-100,-100,-100,-100,-79,-77,-77,-80,-100,-85,-85,-100,-100,-100,-80,-86,-83,-83,-71,-71,-100,-71,-100,-85,-85,-85,-100,-91,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,699,2925402244247
