ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,44:48:c1:a5:82:21,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,44:48:c1:a5:82:20,38:17:c3:19:d7:62,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:19:d7:72,80:8d:b7:55:3a:42,38:17:c3:19:d7:71,38:17:c3:19:d7:70,00:4e:35:df:06:40,80:8d:b7:55:3a:52,44:48:c1:a5:82:32,44:48:c1:a5:82:30,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,20:a6:cd:50:24:a2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,00:4e:35:df:06:50,44:48:c1:a5:82:31,00:4e:35:df:06:51,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:19:45:b0,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1f:01:81,44:48:c1:a5:82:22,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:22:30,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,38:17:c3:19:55:52,00:4e:35:de:e1:00,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:d7:53,44:48:c1:91:95:b3,38:17:c3:1f:22:20,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:1f:22:32,68:ff:7b:e4:af:38,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,00:4e:35:df:0e:12,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:22:31,00:4e:35:de:d7:41,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,00:4e:35:df:27:12,00:4e:35:df:27:10,x,y,timestamp
-54,-50,-59,-59,-51,-59,-50,-76,-74,-66,-71,-65,-66,-66,-73,-72,-71,-70,-74,-73,-70,-69,-77,-77,-100,-78,-80,-76,-77,-76,-68,-80,-80,-77,-77,-78,-82,-100,-100,-80,-80,-80,-81,-100,-80,-83,-84,-82,-83,-83,-84,-83,-80,-80,-86,-85,-85,-100,-87,-89,-92,-100,-100,-100,-100,-75,-100,-79,-100,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,704,785998438293
-56,-50,-59,-59,-51,-59,-50,-76,-75,-66,-71,-65,-66,-66,-73,-71,-71,-71,-73,-73,-70,-69,-79,-78,-78,-79,-80,-76,-77,-77,-70,-80,-81,-77,-77,-80,-82,-100,-100,-80,-100,-80,-80,-88,-80,-85,-85,-82,-82,-82,-84,-100,-80,-80,-100,-86,-85,-100,-100,-100,-90,-100,-77,-78,-78,-76,-100,-79,-100,-83,-100,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,704,789370545271
-50,-56,-66,-65,-56,-66,-53,-100,-100,-67,-70,-66,-66,-66,-76,-70,-70,-68,-76,-75,-68,-68,-81,-80,-100,-80,-78,-74,-73,-73,-69,-78,-82,-81,-74,-100,-79,-79,-79,-79,-100,-78,-77,-100,-81,-84,-83,-85,-85,-85,-87,-100,-80,-81,-88,-82,-86,-100,-86,-100,-100,-100,-75,-75,-100,-75,-78,-100,-87,-100,-89,-100,-100,-100,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,860315828264
-53,-58,-64,-63,-57,-63,-57,-100,-100,-65,-71,-65,-64,-65,-75,-71,-71,-68,-76,-76,-68,-68,-79,-79,-75,-79,-79,-73,-73,-73,-69,-78,-82,-80,-73,-82,-85,-79,-79,-79,-100,-78,-77,-100,-81,-79,-79,-85,-85,-85,-87,-100,-80,-81,-88,-79,-87,-100,-86,-100,-100,-100,-74,-75,-100,-74,-78,-100,-89,-100,-89,-100,-100,-100,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,863711555815
-54,-58,-61,-62,-57,-62,-58,-100,-100,-62,-71,-64,-64,-64,-77,-72,-72,-68,-76,-76,-65,-68,-79,-79,-75,-79,-78,-73,-72,-73,-72,-78,-82,-81,-73,-82,-82,-81,-81,-78,-82,-78,-77,-100,-77,-79,-80,-83,-84,-84,-86,-86,-76,-77,-87,-79,-86,-100,-87,-100,-87,-100,-74,-100,-100,-74,-77,-100,-89,-100,-92,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,867041754199
-54,-56,-62,-63,-57,-63,-57,-100,-100,-64,-72,-63,-64,-64,-77,-72,-72,-68,-76,-76,-68,-69,-79,-80,-75,-79,-78,-73,-72,-73,-71,-100,-84,-79,-73,-100,-100,-81,-81,-78,-81,-78,-78,-100,-79,-81,-81,-83,-84,-84,-86,-86,-79,-79,-88,-81,-88,-100,-87,-100,-90,-100,-100,-100,-100,-100,-77,-100,-89,-100,-92,-100,-100,-100,-100,-91,-88,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,870310110813
-54,-56,-63,-63,-57,-63,-57,-100,-100,-62,-72,-63,-80,-63,-79,-72,-72,-67,-79,-79,-68,-68,-80,-80,-75,-80,-100,-73,-71,-71,-71,-100,-84,-78,-71,-83,-79,-81,-81,-78,-79,-78,-78,-100,-79,-81,-81,-85,-87,-88,-85,-86,-78,-79,-88,-81,-85,-84,-100,-100,-90,-100,-100,-100,-100,-100,-78,-100,-89,-100,-100,-100,-100,-100,-100,-89,-89,-89,-86,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,873627828884
-55,-57,-63,-63,-53,-63,-53,-74,-100,-64,-71,-64,-67,-63,-78,-72,-72,-68,-79,-78,-68,-68,-79,-80,-100,-80,-100,-72,-71,-71,-70,-100,-82,-78,-71,-82,-78,-100,-100,-78,-79,-79,-78,-100,-79,-81,-81,-86,-87,-86,-86,-85,-79,-79,-100,-81,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-89,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,691,876997252164
-55,-62,-58,-59,-62,-59,-70,-71,-100,-64,-76,-64,-64,-64,-76,-75,-75,-70,-77,-76,-70,-70,-73,-73,-100,-74,-76,-100,-69,-72,-67,-76,-100,-81,-71,-100,-83,-100,-100,-73,-100,-73,-73,-100,-80,-83,-82,-83,-83,-85,-92,-100,-79,-80,-100,-82,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-90,-84,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,932654704122
-57,-62,-56,-56,-61,-56,-63,-71,-71,-66,-75,-66,-66,-66,-75,-75,-75,-69,-75,-75,-70,-70,-73,-73,-79,-74,-73,-100,-70,-71,-70,-73,-82,-76,-71,-100,-84,-100,-100,-73,-80,-73,-74,-100,-80,-80,-81,-84,-83,-84,-88,-100,-80,-80,-87,-81,-100,-100,-100,-87,-100,-100,-77,-77,-80,-70,-76,-100,-86,-100,-100,-100,-100,-100,-90,-85,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,935923189538
-53,-62,-57,-56,-61,-56,-63,-71,-71,-66,-75,-66,-66,-66,-75,-75,-75,-69,-75,-75,-68,-70,-73,-75,-79,-74,-74,-71,-70,-71,-70,-73,-81,-77,-71,-81,-84,-100,-100,-73,-80,-73,-74,-100,-81,-80,-81,-84,-85,-85,-87,-100,-81,-81,-87,-80,-87,-100,-100,-89,-100,-100,-77,-77,-80,-70,-75,-82,-87,-100,-100,-100,-100,-85,-100,-87,-86,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,939255075161
-55,-62,-57,-56,-62,-56,-62,-71,-71,-67,-74,-67,-67,-67,-75,-74,-72,-69,-74,-75,-68,-70,-74,-75,-78,-74,-75,-71,-70,-71,-70,-100,-81,-76,-71,-81,-83,-82,-80,-73,-80,-73,-74,-88,-81,-79,-80,-84,-85,-85,-87,-100,-81,-81,-87,-80,-87,-100,-100,-89,-90,-100,-78,-100,-100,-72,-75,-82,-87,-100,-87,-100,-100,-85,-88,-87,-86,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,942589976931
-56,-62,-57,-57,-61,-56,-62,-72,-72,-66,-72,-66,-66,-65,-75,-74,-72,-67,-74,-75,-68,-69,-74,-75,-76,-74,-75,-71,-70,-71,-70,-77,-81,-76,-71,-100,-86,-81,-79,-73,-79,-73,-74,-88,-80,-81,-80,-84,-85,-85,-87,-100,-79,-80,-87,-80,-87,-100,-100,-100,-90,-100,-78,-100,-100,-72,-75,-100,-87,-100,-87,-100,-100,-100,-88,-87,-87,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,945976770575
-54,-63,-57,-57,-63,-57,-64,-72,-73,-66,-74,-66,-67,-66,-77,-74,-75,-68,-77,-78,-68,-69,-74,-74,-76,-75,-73,-71,-71,-71,-72,-73,-81,-78,-71,-100,-81,-81,-79,-73,-81,-73,-73,-100,-80,-81,-80,-84,-84,-84,-85,-100,-79,-79,-100,-80,-85,-100,-100,-100,-90,-100,-100,-78,-79,-74,-74,-100,-87,-100,-87,-100,-100,-85,-89,-87,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,677,949340556199
-47,-60,-65,-66,-60,-64,-58,-100,-100,-65,-72,-65,-65,-65,-74,-72,-73,-70,-74,-85,-71,-70,-79,-79,-100,-79,-75,-79,-78,-77,-72,-74,-79,-73,-78,-100,-79,-75,-76,-81,-76,-80,-80,-86,-82,-85,-84,-84,-84,-84,-85,-100,-81,-82,-86,-84,-86,-85,-100,-85,-87,-100,-75,-76,-76,-80,-74,-100,-86,-84,-88,-100,-100,-100,-86,-87,-86,-100,-100,-100,-83,-100,-88,-87,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1004176784303
-47,-59,-63,-63,-60,-64,-59,-100,-100,-64,-72,-64,-64,-64,-74,-72,-100,-69,-74,-85,-69,-70,-79,-79,-79,-79,-75,-79,-78,-79,-68,-75,-79,-72,-78,-80,-77,-75,-76,-80,-76,-80,-82,-100,-80,-85,-84,-84,-84,-84,-88,-100,-81,-82,-88,-84,-88,-83,-100,-85,-87,-100,-75,-76,-75,-79,-74,-100,-87,-84,-85,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-88,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1007497112166
-46,-59,-63,-63,-59,-64,-59,-80,-80,-64,-74,-64,-64,-64,-77,-73,-73,-70,-76,-78,-70,-72,-79,-77,-79,-78,-71,-79,-78,-78,-67,-75,-79,-72,-78,-80,-77,-76,-77,-78,-78,-77,-78,-100,-80,-84,-83,-83,-83,-83,-83,-100,-78,-78,-84,-83,-84,-83,-100,-88,-100,-89,-75,-76,-75,-79,-74,-100,-87,-84,-85,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1010883979926
-47,-59,-63,-64,-59,-64,-59,-80,-80,-80,-73,-64,-64,-64,-77,-73,-73,-70,-76,-77,-70,-71,-79,-77,-100,-78,-74,-79,-78,-79,-67,-75,-100,-72,-77,-80,-75,-76,-77,-78,-78,-77,-79,-81,-80,-84,-83,-83,-82,-83,-83,-84,-78,-78,-83,-83,-84,-100,-86,-85,-87,-89,-77,-76,-100,-79,-74,-100,-90,-83,-87,-88,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-87,-88,-100,-100,-86,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1014213746851
-100,-62,-62,-63,-61,-62,-59,-80,-100,-67,-73,-64,-64,-64,-77,-73,-74,-70,-76,-77,-71,-71,-78,-78,-79,-78,-74,-79,-78,-79,-67,-75,-100,-73,-77,-80,-100,-100,-100,-78,-100,-78,-79,-81,-81,-83,-83,-82,-82,-83,-85,-84,-80,-81,-84,-83,-85,-100,-86,-85,-87,-100,-77,-76,-77,-79,-74,-81,-90,-83,-87,-88,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-87,-88,-100,-100,-86,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1017600108621
-48,-60,-63,-63,-60,-63,-59,-80,-100,-65,-73,-64,-64,-64,-77,-74,-74,-70,-76,-75,-71,-71,-78,-78,-79,-78,-74,-79,-79,-79,-70,-75,-100,-74,-79,-80,-81,-100,-100,-79,-100,-79,-80,-86,-81,-83,-84,-83,-82,-83,-86,-100,-80,-81,-86,-83,-86,-100,-84,-86,-87,-100,-77,-100,-77,-100,-75,-81,-87,-100,-100,-87,-100,-100,-86,-88,-100,-89,-100,-100,-100,-87,-86,-86,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,664,1021111009870
-57,-60,-64,-65,-61,-65,-61,-100,-100,-71,-73,-71,-72,-71,-74,-72,-73,-77,-73,-74,-78,-78,-84,-85,-100,-85,-100,-75,-75,-75,-75,-100,-100,-81,-75,-100,-100,-100,-100,-100,-76,-100,-100,-89,-82,-82,-81,-80,-80,-80,-82,-100,-100,-100,-82,-81,-82,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-89,-100,-100,-84,-89,-86,-85,-92,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,651,1072753176829
-58,-63,-65,-65,-62,-65,-64,-79,-100,-69,-75,-68,-68,-69,-74,-72,-73,-73,-73,-74,-74,-74,-84,-84,-77,-84,-100,-75,-75,-75,-72,-100,-100,-77,-75,-77,-85,-100,-100,-81,-77,-81,-82,-89,-82,-79,-78,-80,-80,-80,-82,-100,-82,-82,-80,-79,-80,-85,-100,-100,-100,-100,-79,-79,-80,-100,-74,-100,-85,-84,-89,-100,-100,-84,-89,-86,-86,-92,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,651,1075462989745
-58,-61,-65,-65,-62,-65,-63,-79,-75,-68,-74,-68,-68,-69,-73,-73,-74,-75,-73,-73,-74,-74,-83,-83,-76,-84,-74,-75,-74,-74,-76,-74,-100,-77,-75,-79,-82,-79,-78,-81,-79,-81,-81,-100,-82,-80,-80,-80,-81,-80,-84,-86,-82,-82,-85,-80,-85,-100,-100,-100,-100,-100,-79,-79,-80,-76,-74,-100,-86,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,651,1078785379014
