ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,80:8d:b7:55:39:d0,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,38:17:c3:19:d7:61,80:8d:b7:55:25:f0,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:60,38:17:c3:1f:01:90,44:48:c1:a5:82:31,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:01,00:4e:35:df:06:52,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,38:17:c3:1e:ff:02,44:48:c1:a5:82:21,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,00:4e:35:df:06:51,38:17:c3:1e:ff:12,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,38:17:c3:1f:01:82,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:21,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:55:42,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,00:4e:35:de:d7:50,38:17:c3:1f:22:31,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:22,38:17:c3:19:71:80,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,timestamp
-52,-31,-54,-54,-54,-57,-57,-57,-70,-72,-73,-70,-70,-70,-70,-72,-71,-74,-71,-77,-77,-76,-77,-100,-76,-74,-78,-79,-78,-76,-79,-76,-83,-77,-77,-79,-77,-83,-83,-100,-100,-86,-82,-69,-77,-79,-84,-83,-83,-100,-79,-100,-83,-81,-86,-81,-80,-78,-78,-100,-90,-82,-100,-77,-75,-79,-100,-78,-79,-80,-87,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,680,11379942008001
-54,-35,-54,-54,-53,-57,-57,-58,-70,-72,-73,-70,-70,-70,-70,-72,-71,-74,-100,-77,-77,-76,-76,-100,-76,-74,-78,-79,-78,-76,-80,-76,-83,-77,-77,-79,-77,-83,-83,-100,-100,-86,-81,-69,-100,-79,-84,-84,-83,-100,-80,-100,-100,-81,-86,-81,-80,-100,-79,-100,-89,-82,-87,-100,-75,-100,-100,-80,-100,-100,-100,-89,-100,-100,-92,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,680,11383327028104
-55,-49,-58,-59,-59,-68,-67,-66,-75,-71,-75,-69,-70,-69,-69,-74,-75,-73,-77,-73,-73,-100,-74,-90,-79,-78,-100,-78,-79,-78,-100,-79,-85,-79,-78,-100,-78,-85,-85,-87,-100,-89,-81,-100,-100,-100,-77,-77,-100,-100,-75,-100,-100,-82,-87,-81,-81,-77,-75,-86,-86,-86,-100,-76,-75,-100,-100,-75,-76,-100,-85,-100,-100,-100,-88,-76,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11474421231871
-56,-34,-56,-56,-57,-61,-61,-61,-75,-71,-73,-68,-68,-68,-68,-72,-75,-72,-82,-73,-74,-100,-74,-80,-80,-79,-79,-78,-79,-79,-82,-79,-84,-77,-77,-100,-77,-84,-85,-87,-100,-89,-81,-100,-100,-100,-77,-77,-78,-100,-75,-100,-83,-82,-89,-81,-75,-75,-75,-86,-86,-84,-100,-76,-76,-100,-100,-75,-75,-100,-85,-100,-100,-83,-89,-76,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11477677724943
-58,-39,-57,-56,-59,-62,-63,-63,-72,-70,-71,-68,-68,-68,-68,-70,-70,-71,-82,-73,-74,-77,-73,-100,-80,-77,-79,-78,-79,-79,-82,-77,-84,-77,-77,-100,-77,-84,-85,-100,-100,-100,-81,-72,-100,-100,-77,-75,-76,-100,-73,-100,-83,-82,-89,-83,-78,-75,-100,-86,-87,-83,-100,-76,-76,-100,-100,-73,-75,-100,-100,-100,-100,-83,-89,-75,-100,-86,-86,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11481134363223
-58,-32,-56,-56,-57,-62,-63,-62,-72,-72,-72,-68,-68,-68,-68,-72,-70,-71,-81,-74,-74,-77,-73,-100,-79,-79,-79,-79,-79,-77,-83,-78,-83,-77,-77,-83,-77,-85,-87,-100,-100,-90,-81,-72,-77,-83,-76,-76,-76,-100,-74,-100,-83,-82,-100,-83,-78,-100,-76,-86,-87,-83,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-86,-86,-86,-86,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11484614520721
-55,-31,-55,-55,-56,-59,-59,-60,-71,-72,-74,-68,-68,-68,-68,-72,-72,-72,-80,-74,-74,-77,-74,-100,-79,-79,-79,-79,-79,-77,-83,-78,-83,-79,-78,-83,-78,-85,-85,-89,-100,-87,-81,-100,-74,-84,-76,-76,-76,-100,-74,-100,-100,-81,-90,-83,-76,-100,-76,-86,-87,-100,-100,-100,-74,-100,-100,-75,-100,-100,-90,-100,-100,-100,-100,-74,-100,-100,-85,-100,-100,-100,-100,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11488089205772
-57,-29,-55,-55,-56,-59,-59,-60,-71,-100,-74,-67,-68,-68,-68,-72,-72,-72,-80,-74,-74,-100,-74,-100,-80,-81,-79,-79,-79,-81,-100,-79,-83,-79,-78,-100,-78,-85,-84,-88,-100,-88,-81,-100,-74,-84,-76,-76,-76,-100,-76,-100,-100,-81,-88,-83,-76,-77,-76,-86,-87,-100,-100,-76,-74,-100,-100,-75,-77,-100,-90,-100,-100,-100,-100,-74,-84,-100,-85,-84,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,666,11491511781344
-100,-28,-62,-62,-62,-72,-71,-72,-100,-74,-100,-67,-68,-67,-67,-74,-100,-74,-78,-78,-100,-71,-77,-89,-77,-77,-100,-100,-77,-77,-100,-76,-81,-79,-79,-100,-79,-82,-81,-89,-100,-87,-85,-100,-82,-82,-81,-100,-100,-100,-76,-100,-86,-85,-87,-85,-80,-74,-77,-100,-100,-84,-100,-74,-71,-81,-100,-78,-74,-100,-100,-100,-100,-100,-100,-100,-88,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11563896877931
-62,-30,-59,-58,-58,-60,-59,-60,-100,-72,-68,-67,-68,-67,-67,-72,-100,-72,-73,-80,-82,-72,-80,-84,-76,-75,-75,-75,-75,-75,-100,-76,-80,-76,-75,-100,-77,-80,-79,-89,-100,-87,-85,-100,-82,-82,-80,-82,-82,-100,-76,-100,-86,-85,-88,-84,-80,-74,-77,-88,-86,-84,-100,-74,-72,-81,-100,-78,-74,-100,-100,-100,-100,-100,-100,-73,-88,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11567102781263
-54,-30,-56,-58,-57,-58,-57,-57,-76,-72,-69,-67,-67,-67,-67,-72,-75,-72,-74,-77,-78,-72,-77,-100,-76,-76,-75,-75,-75,-76,-83,-77,-80,-76,-77,-83,-78,-81,-80,-88,-84,-86,-85,-75,-76,-85,-80,-81,-80,-100,-100,-100,-100,-85,-88,-85,-80,-100,-79,-85,-86,-100,-88,-75,-72,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-72,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11570541695012
-56,-45,-58,-58,-57,-57,-57,-56,-74,-72,-69,-66,-67,-67,-67,-72,-75,-72,-75,-81,-80,-72,-79,-84,-76,-75,-75,-74,-75,-75,-83,-76,-79,-76,-77,-83,-77,-79,-80,-84,-84,-83,-85,-74,-76,-85,-81,-81,-80,-84,-100,-85,-100,-85,-84,-85,-80,-100,-78,-86,-86,-100,-88,-75,-72,-80,-100,-78,-100,-79,-87,-100,-100,-84,-100,-72,-89,-100,-85,-100,-100,-100,-100,-100,-93,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11573968258552
-65,-44,-57,-57,-57,-57,-57,-56,-74,-74,-73,-66,-66,-67,-67,-73,-77,-74,-75,-79,-79,-73,-80,-100,-76,-75,-75,-74,-75,-75,-84,-75,-79,-78,-78,-83,-78,-80,-80,-84,-100,-83,-85,-77,-76,-83,-81,-82,-80,-83,-100,-85,-83,-86,-84,-86,-81,-100,-78,-86,-86,-83,-100,-100,-74,-100,-100,-78,-76,-79,-87,-100,-100,-84,-100,-74,-100,-89,-86,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11577454556676
-57,-33,-57,-57,-56,-57,-57,-56,-74,-73,-71,-65,-66,-66,-66,-71,-77,-72,-75,-79,-80,-73,-80,-100,-76,-75,-100,-100,-100,-75,-84,-76,-82,-78,-78,-100,-78,-81,-81,-85,-100,-85,-85,-77,-76,-83,-81,-81,-81,-83,-100,-100,-84,-86,-85,-86,-81,-76,-100,-86,-86,-83,-100,-76,-74,-100,-100,-100,-76,-100,-100,-100,-100,-84,-100,-73,-100,-89,-86,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,638,11580939388341
-61,-32,-62,-61,-62,-62,-63,-63,-70,-65,-63,-69,-69,-69,-69,-65,-69,-64,-73,-71,-71,-100,-71,-100,-80,-79,-79,-78,-79,-80,-76,-80,-79,-75,-76,-76,-76,-79,-78,-81,-100,-81,-82,-100,-100,-78,-82,-81,-82,-100,-76,-100,-100,-82,-82,-81,-82,-100,-75,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-83,-90,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11635379804831
-56,-32,-62,-61,-62,-62,-63,-63,-72,-65,-65,-66,-65,-65,-65,-65,-72,-64,-76,-72,-72,-100,-72,-100,-80,-79,-75,-76,-76,-80,-76,-80,-78,-76,-76,-77,-76,-79,-78,-83,-100,-85,-81,-74,-100,-77,-81,-81,-82,-100,-73,-100,-100,-82,-83,-81,-82,-100,-74,-88,-91,-100,-100,-100,-100,-81,-86,-74,-100,-100,-88,-88,-87,-83,-90,-80,-83,-83,-90,-83,-100,-100,-100,-100,-100,-100,-100,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11638746796444
-54,-31,-58,-60,-60,-65,-66,-66,-72,-68,-67,-67,-68,-66,-67,-69,-72,-69,-74,-72,-72,-100,-72,-83,-78,-77,-75,-76,-76,-75,-76,-78,-79,-80,-80,-77,-80,-79,-78,-83,-100,-84,-81,-74,-100,-77,-80,-80,-80,-100,-73,-100,-100,-81,-83,-81,-100,-78,-76,-86,-88,-100,-100,-100,-100,-100,-86,-74,-100,-100,-88,-88,-87,-100,-90,-80,-83,-100,-87,-83,-100,-100,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11642245888890
-58,-31,-59,-60,-67,-65,-66,-66,-70,-68,-67,-69,-68,-68,-68,-69,-70,-68,-74,-73,-73,-80,-73,-100,-76,-77,-100,-75,-75,-77,-77,-77,-76,-80,-80,-77,-81,-75,-76,-83,-100,-84,-83,-71,-79,-77,-80,-80,-81,-100,-100,-100,-100,-84,-84,-83,-100,-79,-76,-90,-90,-100,-100,-80,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-88,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11645668987014
-58,-48,-61,-61,-63,-64,-64,-63,-70,-68,-64,-67,-68,-67,-68,-69,-70,-68,-75,-72,-73,-80,-73,-100,-76,-77,-76,-75,-75,-77,-74,-79,-78,-78,-77,-76,-78,-78,-78,-85,-84,-87,-82,-69,-79,-74,-80,-80,-81,-84,-100,-84,-100,-81,-84,-83,-100,-79,-100,-90,-90,-84,-84,-80,-80,-100,-100,-100,-80,-100,-83,-100,-100,-100,-100,-80,-84,-83,-88,-100,-100,-100,-100,-100,-88,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11649059764877
-61,-34,-61,-61,-62,-64,-65,-65,-70,-68,-63,-67,-68,-67,-68,-100,-70,-68,-75,-74,-74,-81,-74,-100,-77,-77,-72,-75,-75,-77,-75,-79,-78,-78,-78,-76,-78,-78,-78,-85,-84,-86,-83,-69,-80,-75,-79,-80,-81,-84,-100,-84,-84,-84,-85,-83,-81,-100,-75,-88,-90,-84,-84,-100,-80,-82,-100,-75,-100,-83,-83,-100,-100,-82,-90,-81,-83,-83,-88,-100,-100,-100,-100,-100,-100,-90,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,624,11652461865397
-61,-33,-65,-68,-67,-65,-100,-100,-100,-100,-100,-69,-69,-68,-69,-100,-71,-72,-100,-82,-81,-100,-79,-82,-77,-75,-80,-79,-79,-77,-100,-76,-79,-83,-83,-100,-85,-77,-79,-86,-100,-86,-84,-71,-100,-100,-77,-78,-77,-100,-71,-100,-83,-85,-85,-84,-76,-100,-71,-87,-87,-82,-100,-100,-100,-100,-85,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,610,11702591283659
-54,-31,-65,-68,-67,-65,-67,-66,-71,-71,-100,-67,-69,-67,-66,-71,-71,-71,-79,-70,-70,-100,-71,-100,-73,-72,-78,-79,-78,-73,-100,-73,-83,-83,-83,-100,-84,-83,-84,-85,-86,-84,-81,-71,-74,-100,-76,-76,-76,-86,-71,-100,-83,-81,-83,-82,-75,-100,-71,-85,-84,-82,-100,-100,-100,-75,-85,-72,-100,-76,-100,-100,-100,-82,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,610,11705935704387
-55,-28,-63,-65,-64,-69,-69,-69,-73,-73,-75,-67,-100,-67,-66,-73,-100,-73,-74,-68,-68,-81,-68,-100,-73,-72,-78,-79,-78,-72,-100,-73,-83,-83,-83,-100,-84,-83,-84,-88,-85,-84,-79,-72,-74,-100,-78,-79,-77,-84,-72,-100,-100,-79,-83,-79,-75,-100,-71,-85,-84,-100,-100,-100,-100,-75,-100,-72,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,610,11709359961729
-57,-29,-63,-63,-63,-69,-72,-69,-69,-73,-75,-68,-66,-67,-68,-73,-68,-73,-74,-69,-69,-81,-69,-85,-72,-72,-78,-79,-79,-72,-100,-73,-83,-87,-87,-82,-86,-82,-84,-84,-85,-84,-80,-70,-100,-82,-76,-76,-76,-85,-72,-85,-100,-81,-84,-80,-77,-73,-71,-84,-84,-87,-100,-73,-100,-100,-88,-72,-74,-100,-87,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-91,-100,-89,-100,-91,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,610,11712652679853
