38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-81,-81,-100,-100,-100,-88,-65,-100,-100,-76,-76,-81,-100,-100,-76,-77,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-77,-100,-76,-100,-84,-100,-74,-74,-100,-100,-62,-62,-73,-100,-74,-100,-62,-100,-100,-73,-45,-47,-46,-61,-61,-61,-67,-66,-38,-44,-44,-66,-69,-69,-71,-71,-71,-55,-100,-74,-74,-74,-73,-77,-80,-81,-80,-80,-80,-82,-74,-75,-82,-100,-100,-83,-79,-100,-89,-83,-87,-46,-61,-66,-69,-71,-74,-74,-81,-79,-82,-74,-85,-100,-90,-70,-100,-85,-84,-100,-100,-80,-80,-84,-85,-86,-87,-80,-84,-85,-87,-86,-87,-88,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,724,627766975540
-81,-81,-100,-100,-100,-88,-66,-100,-100,-76,-77,-81,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-100,-76,-100,-84,-100,-74,-74,-100,-100,-62,-63,-73,-100,-74,-100,-62,-100,-100,-73,-44,-46,-46,-61,-61,-61,-66,-66,-42,-44,-44,-64,-66,-66,-72,-72,-72,-72,-100,-75,-75,-100,-100,-76,-80,-80,-82,-80,-82,-81,-74,-74,-82,-100,-100,-83,-79,-84,-89,-100,-87,-46,-61,-67,-67,-73,-72,-100,-80,-81,-81,-74,-85,-100,-89,-70,-100,-85,-84,-100,-86,-81,-81,-85,-85,-86,-100,-81,-84,-84,-87,-86,-87,-88,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,724,634059969861
-85,-85,-100,-100,-100,-100,-66,-100,-100,-73,-77,-87,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-74,-100,-74,-100,-83,-100,-74,-74,-100,-100,-69,-69,-73,-100,-74,-100,-68,-100,-100,-73,-47,-48,-49,-59,-59,-59,-68,-69,-43,-47,-47,-64,-64,-64,-72,-72,-73,-70,-63,-75,-75,-100,-100,-79,-77,-77,-80,-83,-80,-81,-76,-74,-82,-80,-100,-83,-81,-82,-89,-84,-87,-49,-59,-69,-64,-73,-72,-100,-77,-81,-81,-77,-85,-100,-89,-68,-68,-83,-84,-67,-86,-84,-84,-85,-100,-100,-100,-83,-84,-84,-86,-100,-86,-87,-86,-85,-88,-63,-87,-84,-85,-63,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,707,669177056410
-86,-86,-100,-100,-100,-100,-66,-100,-100,-73,-100,-86,-100,-100,-72,-73,-100,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-73,-100,-73,-100,-84,-100,-74,-75,-100,-100,-69,-69,-70,-100,-75,-100,-69,-70,-100,-70,-47,-48,-49,-59,-59,-59,-69,-69,-43,-47,-47,-63,-64,-64,-72,-72,-73,-70,-63,-73,-73,-100,-100,-80,-77,-77,-80,-83,-80,-100,-72,-76,-100,-80,-100,-100,-81,-82,-100,-84,-100,-49,-59,-69,-64,-73,-73,-100,-77,-80,-100,-77,-87,-100,-100,-68,-68,-83,-100,-68,-100,-84,-85,-100,-100,-100,-100,-84,-85,-85,-87,-100,-86,-87,-100,-84,-100,-63,-86,-84,-85,-63,-81,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,707,675270406616
-86,-86,-100,-100,-100,-100,-68,-100,-100,-73,-73,-86,-100,-100,-73,-73,-100,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-73,-100,-72,-100,-85,-100,-70,-72,-100,-100,-69,-69,-70,-100,-71,-100,-69,-70,-100,-70,-48,-48,-48,-59,-59,-59,-69,-69,-43,-47,-47,-65,-64,-64,-72,-72,-72,-70,-63,-73,-73,-100,-68,-77,-77,-77,-80,-84,-80,-100,-76,-76,-100,-80,-100,-100,-81,-82,-87,-84,-86,-48,-59,-69,-64,-72,-73,-100,-78,-80,-100,-77,-85,-81,-88,-68,-68,-84,-84,-68,-100,-83,-84,-86,-100,-100,-100,-84,-86,-85,-87,-100,-87,-87,-85,-84,-100,-62,-86,-84,-85,-63,-81,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,707,681027935416
-84,-83,-100,-100,-100,-85,-70,-100,-100,-76,-75,-84,-100,-100,-76,-74,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-74,-100,-73,-100,-85,-100,-72,-72,-100,-100,-64,-64,-70,-100,-72,-100,-64,-70,-100,-70,-48,-50,-50,-57,-57,-57,-64,-64,-44,-48,-48,-64,-64,-65,-71,-71,-71,-66,-64,-70,-71,-67,-67,-78,-73,-73,-78,-86,-78,-100,-77,-78,-100,-100,-100,-100,-100,-82,-87,-64,-86,-50,-57,-64,-65,-71,-71,-67,-73,-78,-100,-73,-86,-81,-88,-68,-100,-80,-83,-68,-86,-84,-84,-86,-87,-87,-87,-83,-84,-85,-86,-87,-87,-85,-86,-85,-100,-62,-85,-81,-82,-63,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,690,739229050862
-84,-83,-100,-100,-100,-85,-70,-100,-100,-76,-75,-84,-100,-100,-76,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-72,-100,-72,-100,-83,-100,-71,-71,-100,-100,-64,-64,-72,-100,-71,-88,-64,-72,-100,-71,-48,-50,-50,-59,-59,-59,-67,-67,-54,-48,-48,-62,-64,-65,-73,-73,-73,-68,-100,-70,-70,-67,-67,-48,-72,-72,-74,-84,-73,-100,-75,-100,-100,-79,-100,-100,-80,-82,-100,-64,-86,-50,-59,-68,-66,-73,-70,-67,-72,-74,-83,-74,-86,-100,-100,-100,-100,-80,-84,-100,-86,-100,-100,-86,-88,-87,-87,-100,-84,-100,-85,-87,-87,-85,-87,-100,-100,-100,-85,-81,-82,-100,-79,-82,-82,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,690,745925395443
-86,-85,-100,-100,-100,-85,-70,-100,-100,-76,-71,-85,-100,-100,-76,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-72,-100,-71,-100,-85,-100,-70,-70,-100,-100,-59,-58,-70,-100,-71,-88,-59,-71,-100,-71,-47,-47,-47,-59,-59,-59,-68,-68,-49,-48,-48,-56,-63,-63,-72,-72,-72,-68,-100,-71,-71,-67,-67,-72,-77,-76,-74,-85,-74,-83,-73,-72,-82,-80,-100,-100,-80,-86,-86,-83,-86,-48,-59,-68,-63,-72,-71,-67,-77,-74,-83,-73,-86,-100,-87,-68,-100,-80,-85,-100,-85,-86,-85,-87,-88,-87,-87,-86,-84,-84,-85,-87,-86,-85,-86,-87,-100,-100,-85,-81,-82,-100,-79,-84,-82,-85,-87,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,690,752318611691
-80,-80,-100,-100,-100,-100,-67,-100,-100,-79,-71,-85,-100,-100,-80,-73,-100,-100,-100,-100,-77,-100,-82,-100,-100,-100,-100,-100,-72,-100,-73,-100,-84,-100,-70,-69,-100,-100,-63,-64,-70,-100,-70,-88,-63,-71,-100,-70,-55,-54,-54,-58,-58,-58,-64,-63,-52,-55,-55,-56,-63,-63,-74,-74,-73,-71,-66,-72,-72,-69,-69,-75,-74,-74,-83,-84,-82,-83,-69,-68,-76,-80,-100,-100,-80,-82,-86,-84,-86,-54,-58,-64,-63,-74,-73,-70,-75,-82,-83,-68,-86,-100,-87,-67,-67,-83,-85,-100,-85,-86,-85,-87,-87,-87,-87,-86,-84,-85,-82,-88,-85,-83,-86,-87,-100,-66,-83,-83,-100,-65,-79,-83,-81,-85,-87,-85,-87,-87,-72,-72,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,794362406831
-81,-81,-100,-100,-100,-100,-65,-100,-100,-78,-78,-80,-100,-100,-78,-73,-100,-100,-100,-100,-85,-100,-82,-100,-100,-100,-100,-100,-73,-100,-73,-80,-84,-100,-69,-69,-100,-100,-64,-65,-100,-100,-70,-100,-64,-100,-100,-70,-55,-53,-53,-57,-57,-57,-64,-64,-46,-55,-56,-66,-68,-68,-74,-74,-74,-72,-66,-73,-73,-71,-71,-75,-74,-75,-81,-83,-81,-100,-69,-68,-76,-79,-100,-100,-100,-79,-89,-82,-86,-53,-57,-64,-68,-74,-73,-70,-75,-80,-100,-69,-86,-100,-89,-67,-67,-82,-84,-100,-100,-83,-83,-100,-87,-87,-87,-83,-84,-84,-82,-88,-85,-83,-87,-89,-100,-66,-82,-83,-100,-66,-100,-84,-81,-100,-100,-100,-100,-100,-72,-72,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,800796227766
-81,-81,-100,-100,-100,-86,-66,-100,-100,-77,-77,-80,-100,-100,-77,-72,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-72,-100,-72,-80,-83,-100,-70,-70,-100,-100,-65,-65,-70,-100,-70,-100,-65,-70,-100,-70,-55,-53,-53,-58,-58,-58,-63,-64,-45,-55,-56,-66,-68,-67,-74,-74,-74,-72,-66,-73,-73,-71,-71,-71,-75,-75,-82,-83,-82,-100,-69,-68,-78,-79,-100,-100,-100,-81,-89,-83,-86,-53,-58,-64,-67,-74,-73,-70,-75,-82,-100,-69,-86,-100,-89,-67,-66,-83,-84,-100,-100,-83,-83,-100,-87,-87,-87,-83,-84,-85,-82,-88,-86,-83,-87,-89,-100,-66,-82,-83,-100,-66,-79,-84,-81,-100,-100,-100,-100,-100,-72,-72,-78,-79,-79,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,807595426565
-81,-81,-100,-100,-100,-86,-66,-100,-100,-77,-73,-80,-100,-100,-77,-72,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-72,-100,-72,-80,-85,-100,-70,-70,-100,-100,-64,-64,-70,-100,-70,-100,-64,-70,-100,-70,-55,-54,-54,-59,-59,-59,-63,-63,-45,-55,-55,-49,-66,-67,-74,-74,-74,-69,-66,-73,-73,-71,-70,-48,-75,-75,-82,-84,-82,-100,-69,-68,-78,-79,-100,-100,-100,-81,-89,-84,-100,-54,-59,-63,-67,-74,-73,-100,-76,-83,-100,-69,-85,-100,-89,-67,-66,-82,-84,-100,-100,-83,-83,-100,-100,-100,-90,-83,-85,-85,-82,-100,-86,-83,-87,-89,-100,-66,-82,-83,-84,-66,-79,-84,-82,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,814286311198
-81,-81,-100,-100,-100,-86,-66,-100,-100,-77,-73,-80,-100,-100,-77,-72,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-72,-100,-72,-80,-85,-100,-70,-70,-100,-100,-64,-64,-70,-100,-70,-100,-64,-70,-100,-70,-55,-54,-54,-59,-59,-59,-63,-63,-45,-55,-55,-49,-66,-67,-74,-74,-74,-69,-66,-73,-73,-71,-70,-48,-75,-75,-82,-84,-82,-100,-69,-68,-78,-79,-100,-100,-100,-81,-89,-84,-100,-54,-59,-63,-67,-74,-73,-100,-76,-83,-100,-69,-85,-100,-89,-67,-66,-82,-84,-100,-100,-83,-83,-100,-100,-100,-90,-83,-85,-85,-82,-100,-86,-83,-87,-89,-100,-66,-82,-83,-84,-66,-79,-84,-82,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,816789479531
-81,-81,-100,-100,-100,-86,-66,-100,-100,-77,-73,-80,-100,-100,-77,-72,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-72,-100,-72,-80,-85,-100,-70,-70,-100,-100,-64,-64,-70,-100,-70,-100,-64,-70,-100,-70,-55,-54,-54,-59,-59,-59,-63,-63,-45,-55,-55,-49,-66,-67,-74,-74,-74,-69,-66,-73,-73,-71,-70,-48,-75,-75,-82,-84,-82,-100,-69,-68,-78,-79,-100,-100,-100,-81,-89,-84,-100,-54,-59,-63,-67,-74,-73,-100,-76,-83,-100,-69,-85,-100,-89,-67,-66,-82,-84,-100,-100,-83,-83,-100,-100,-100,-90,-83,-85,-85,-82,-100,-86,-83,-87,-89,-100,-66,-82,-83,-84,-66,-79,-84,-82,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,673,818947423280
-76,-77,-100,-100,-100,-100,-67,-100,-100,-75,-75,-77,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-80,-73,-80,-84,-100,-71,-71,-100,-85,-61,-61,-100,-100,-71,-85,-61,-66,-100,-100,-56,-54,-54,-58,-57,-58,-66,-66,-52,-55,-56,-60,-61,-61,-73,-73,-73,-69,-61,-73,-73,-100,-100,-77,-77,-78,-77,-82,-76,-78,-100,-69,-80,-79,-100,-100,-79,-82,-88,-84,-100,-54,-58,-65,-62,-73,-73,-71,-79,-77,-78,-69,-87,-100,-89,-67,-67,-100,-84,-100,-100,-83,-83,-100,-100,-100,-87,-83,-83,-85,-84,-87,-86,-83,-100,-86,-100,-64,-83,-100,-84,-61,-79,-84,-83,-100,-100,-100,-100,-100,-72,-72,-76,-100,-100,-100,-72,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,656,855359663839
-76,-77,-100,-100,-100,-84,-67,-100,-100,-77,-76,-77,-100,-100,-77,-74,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-74,-100,-75,-100,-85,-100,-71,-71,-100,-100,-60,-60,-67,-100,-71,-100,-60,-66,-100,-67,-56,-55,-55,-57,-57,-57,-66,-66,-52,-55,-56,-61,-62,-62,-73,-73,-72,-100,-61,-75,-74,-100,-100,-77,-77,-78,-78,-84,-77,-100,-72,-72,-80,-100,-100,-100,-100,-82,-100,-78,-100,-55,-57,-66,-62,-73,-75,-100,-79,-78,-100,-72,-86,-100,-100,-100,-100,-83,-100,-100,-85,-100,-100,-100,-86,-88,-86,-100,-83,-85,-83,-88,-85,-83,-100,-86,-100,-64,-84,-100,-100,-63,-100,-84,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,656,862044757326
-76,-77,-100,-100,-100,-84,-68,-100,-100,-75,-74,-77,-100,-100,-75,-74,-100,-100,-100,-100,-87,-100,-83,-100,-100,-100,-100,-100,-74,-72,-74,-76,-81,-100,-72,-72,-100,-100,-61,-60,-67,-100,-72,-100,-61,-66,-100,-67,-57,-56,-56,-57,-57,-57,-67,-67,-51,-57,-57,-61,-62,-62,-73,-73,-73,-77,-56,-75,-75,-100,-100,-77,-77,-77,-78,-83,-78,-100,-71,-72,-80,-100,-79,-79,-77,-82,-100,-78,-100,-56,-57,-67,-62,-73,-75,-100,-79,-78,-100,-71,-86,-100,-100,-100,-100,-83,-100,-100,-85,-100,-100,-100,-86,-88,-86,-100,-83,-85,-83,-88,-85,-83,-100,-86,-100,-58,-84,-81,-100,-59,-77,-84,-100,-85,-100,-86,-100,-100,-100,-61,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,656,868397579928
