38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-100,-100,-100,-100,-100,-100,-51,-100,-100,-71,-71,-100,-100,-88,-71,-81,-100,-100,-100,-100,-100,-100,-75,-80,-100,-100,-100,-100,-80,-65,-80,-70,-63,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-46,-100,-100,-46,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-70,-100,-100,-100,-85,-69,-100,-100,-100,-100,-69,-69,-100,-48,-49,-100,-49,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,73,3558490461297
-100,-100,-100,-100,-100,-100,-50,-100,-100,-71,-71,-100,-100,-100,-71,-81,-100,-100,-100,-100,-100,-100,-76,-80,-100,-100,-100,-100,-81,-70,-81,-70,-61,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-48,-100,-100,-46,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-70,-100,-100,-100,-85,-69,-100,-100,-100,-100,-69,-69,-100,-49,-49,-100,-49,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,450,73,3563590414472
-100,-100,-100,-100,-100,-100,-41,-100,-100,-70,-70,-100,-100,-100,-70,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-70,-81,-70,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-46,-100,-100,-46,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-70,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-69,-100,-49,-48,-100,-48,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,450,73,3568879935304
-100,-100,-100,-100,-100,-100,-54,-100,-100,-72,-72,-100,-100,-85,-72,-85,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-84,-74,-84,-75,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-45,-100,-100,-45,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-74,-100,-100,-100,-84,-70,-100,-100,-100,-100,-69,-71,-100,-50,-50,-100,-50,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-87,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,467,73,3595189788627
-100,-100,-100,-100,-100,-100,-53,-100,-100,-67,-67,-100,-100,-85,-65,-82,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-83,-69,-82,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-45,-100,-100,-48,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-100,-100,-100,-84,-70,-100,-100,-100,-100,-100,-71,-100,-51,-51,-100,-51,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-87,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,467,73,3600414348781
-87,-87,-100,-100,-100,-100,-51,-80,-81,-69,-68,-87,-100,-81,-65,-84,-100,-100,-100,-100,-89,-100,-78,-100,-100,-100,-100,-100,-84,-69,-84,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-46,-100,-100,-46,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-100,-100,-100,-84,-70,-100,-100,-100,-100,-65,-70,-100,-53,-53,-100,-53,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-87,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,467,73,3605552959821
-87,-87,-100,-100,-100,-100,-43,-80,-81,-67,-67,-87,-100,-87,-67,-85,-100,-100,-100,-100,-89,-100,-79,-100,-100,-100,-100,-100,-85,-65,-85,-65,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-48,-100,-100,-48,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-70,-100,-100,-100,-100,-65,-72,-100,-48,-48,-100,-45,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,467,73,3610836613621
-87,-87,-100,-100,-100,-100,-59,-80,-86,-69,-69,-89,-100,-86,-67,-85,-100,-100,-100,-100,-89,-100,-82,-100,-100,-100,-100,-100,-84,-70,-86,-70,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-48,-100,-100,-48,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-67,-100,-100,-100,-100,-66,-67,-100,-51,-50,-100,-51,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,467,73,3616024122421
-100,-100,-100,-100,-100,-100,-64,-100,-89,-68,-68,-89,-100,-87,-68,-85,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-85,-70,-84,-70,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-48,-100,-100,-49,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-67,-100,-50,-50,-100,-50,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,467,73,3621260234763
-100,-100,-100,-100,-100,-100,-45,-100,-89,-75,-75,-89,-100,-87,-72,-84,-100,-100,-100,-100,-100,-100,-72,-81,-100,-100,-100,-100,-84,-70,-84,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-67,-100,-53,-53,-100,-53,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-87,-100,-85,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,485,73,3653162341209
-100,-100,-100,-100,-100,-100,-57,-100,-100,-76,-76,-100,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-84,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-50,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-67,-100,-53,-53,-100,-53,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-87,-100,-80,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,485,73,3658451043915
-100,-100,-100,-100,-100,-100,-57,-100,-100,-76,-76,-100,-100,-100,-75,-84,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-84,-100,-84,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-50,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-67,-100,-53,-53,-100,-53,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-87,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,485,73,3663490986309
-100,-100,-100,-100,-100,-100,-56,-100,-100,-76,-76,-100,-100,-87,-75,-85,-100,-100,-100,-100,-100,-100,-72,-82,-100,-100,-100,-100,-84,-72,-84,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-50,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-69,-100,-54,-54,-100,-54,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,485,73,3668368484485
-100,-100,-100,-100,-100,-100,-56,-100,-100,-76,-76,-100,-100,-87,-75,-85,-100,-100,-100,-100,-100,-100,-72,-82,-100,-100,-100,-100,-84,-72,-84,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-50,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-69,-100,-54,-54,-100,-54,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,485,73,3673710693128
-100,-100,-100,-100,-100,-100,-58,-100,-100,-76,-76,-100,-100,-87,-76,-85,-100,-100,-100,-100,-100,-100,-71,-82,-100,-100,-100,-100,-85,-72,-85,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-50,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-83,-70,-100,-100,-100,-100,-64,-70,-100,-54,-53,-100,-54,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-87,-100,-78,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,485,73,3678902725418
-100,-100,-100,-100,-100,-100,-59,-100,-100,-76,-77,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-100,-85,-74,-85,-74,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-52,-100,-100,-52,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-82,-73,-100,-100,-100,-100,-64,-73,-100,-58,-58,-100,-57,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-87,-100,-78,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-84,-86,-100,-100,-100,-100,-100,-100,-100,502,73,3705998224366
-100,-100,-100,-100,-100,-100,-61,-100,-100,-76,-76,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-100,-100,-73,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-51,-100,-100,-51,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-82,-74,-100,-100,-100,-100,-74,-74,-100,-59,-59,-100,-57,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-86,-100,-100,-100,-100,-100,-100,-100,502,73,3711184374364
