38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,00:4e:35:df:06:41,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:71:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:30,38:17:c3:1f:00:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,00:4e:35:de:d7:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:09:83,00:4e:35:de:e1:01,a8:bd:27:4c:bd:22,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,70:56:81:c9:91:ab,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:df:27:10,00:4e:35:df:27:11,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-71,-100,-70,-89,-100,-100,-100,-88,-100,-100,-29,-100,-66,-69,-70,-100,-100,-100,-100,-100,-100,-100,-71,-72,-72,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-45,-100,-100,-79,-79,-100,-78,-61,-100,-100,-100,-100,-61,-61,-86,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-79,-89,-81,-88,-89,-88,-89,-89,-87,-100,-86,-87,-91,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-81,-100,-62,-79,-100,-100,-100,-88,-100,-100,-29,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-76,-79,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-53,-100,-100,-81,-77,-100,-80,-66,-100,-100,-100,-100,-67,-66,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-85,-93,-81,-88,-89,-88,-93,-89,-88,-100,-89,-89,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-79,-100,-59,-79,-100,-100,-100,-88,-100,-100,-28,-100,-72,-71,-73,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-100,-77,-77,-100,-80,-65,-100,-100,-100,-100,-66,-66,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-92,-84,-88,-89,-88,-93,-89,-84,-100,-84,-85,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-77,-100,-58,-77,-100,-100,-100,-88,-100,-100,-28,-100,-72,-73,-74,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-52,-100,-100,-79,-79,-100,-79,-68,-100,-100,-100,-100,-66,-67,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-85,-92,-84,-88,-89,-88,-93,-89,-86,-100,-84,-85,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-77,-100,-61,-77,-100,-100,-100,-88,-100,-100,-28,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-77,-79,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-48,-100,-100,-80,-78,-100,-79,-66,-100,-100,-100,-100,-65,-65,-89,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-92,-82,-88,-89,-88,-93,-90,-86,-100,-84,-85,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-79,-100,-61,-83,-100,-100,-100,-88,-100,-100,-29,-100,-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-75,-75,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-100,-80,-78,-100,-78,-66,-100,-100,-100,-100,-66,-65,-89,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-85,-92,-84,-88,-89,-88,-93,-90,-89,-100,-84,-85,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-61,-81,-100,-100,-100,-88,-100,-100,-28,-100,-73,-73,-74,-100,-100,-100,-100,-100,-100,-100,-75,-76,-75,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-48,-100,-100,-77,-77,-100,-78,-68,-100,-100,-100,-100,-68,-68,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-83,-92,-81,-88,-89,-88,-93,-90,-86,-100,-85,-86,-91,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-77,-100,-62,-79,-100,-100,-100,-88,-100,-100,-29,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-75,-76,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-51,-100,-100,-77,-77,-100,-78,-78,-100,-100,-100,-100,-70,-70,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-78,-87,-86,-92,-87,-88,-89,-88,-93,-90,-87,-100,-87,-88,-91,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-77,-100,-60,-80,-100,-100,-100,-100,-100,-100,-37,-100,-76,-78,-78,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-52,-100,-100,-79,-80,-100,-79,-66,-100,-100,-100,-100,-66,-67,-84,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-78,-86,-86,-90,-87,-88,-89,-88,-93,-90,-84,-100,-85,-84,-100,-88,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-62,-80,-100,-100,-100,-100,-100,-100,-29,-100,-80,-79,-79,-100,-100,-100,-100,-100,-100,-100,-81,-81,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-100,-100,-79,-79,-100,-79,-69,-100,-100,-100,-100,-68,-69,-86,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-86,-100,-100,-100,-78,-84,-84,-91,-84,-88,-89,-88,-93,-90,-86,-100,-88,-86,-100,-88,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-60,-78,-100,-100,-100,-100,-100,-100,-29,-100,-79,-79,-76,-100,-100,-100,-100,-100,-100,-100,-76,-75,-77,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-100,-100,-79,-80,-100,-79,-66,-100,-100,-100,-100,-68,-62,-85,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-84,-100,-100,-100,-78,-85,-86,-89,-85,-88,-89,-88,-93,-90,-86,-100,-88,-86,-100,-88,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-61,-80,-100,-100,-100,-100,-100,-100,-29,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-78,-77,-79,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-52,-100,-100,-80,-80,-100,-81,-70,-100,-100,-100,-100,-70,-70,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-84,-100,-100,-100,-78,-84,-84,-92,-84,-100,-89,-88,-93,-90,-84,-100,-85,-84,-100,-88,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-60,-81,-100,-100,-100,-100,-100,-100,-29,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-52,-100,-100,-81,-80,-100,-81,-70,-100,-100,-100,-100,-70,-68,-82,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-83,-83,-90,-84,-100,-89,-88,-93,-90,-88,-100,-85,-86,-100,-88,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-83,-100,-64,-83,-100,-100,-100,-100,-100,-100,-29,-100,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-84,-100,-100,-92,-100,-100,-92,-79,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-81,-82,-100,-83,-68,-100,-100,-100,-100,-67,-69,-87,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-90,-83,-91,-84,-100,-89,-88,-93,-90,-88,-100,-85,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-65,-83,-100,-100,-100,-100,-100,-100,-29,-100,-78,-78,-80,-100,-100,-100,-100,-100,-100,-100,-77,-76,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-91,-90,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-90,-83,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-100,-100,-80,-80,-100,-79,-72,-100,-100,-100,-100,-73,-72,-87,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-90,-83,-91,-84,-100,-100,-100,-93,-90,-86,-100,-85,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-83,-100,-67,-83,-100,-100,-100,-100,-100,-100,-30,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-90,-83,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-54,-100,-100,-80,-81,-100,-81,-69,-100,-100,-100,-100,-68,-69,-88,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-91,-83,-91,-84,-100,-100,-100,-93,-90,-87,-100,-85,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-85,-100,-63,-86,-100,-100,-100,-100,-100,-100,-33,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-90,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-55,-100,-100,-85,-83,-100,-83,-72,-100,-100,-100,-100,-72,-71,-84,-100,-100,-100,-100,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-84,-83,-92,-84,-100,-100,-100,-93,-90,-88,-100,-87,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-65,-82,-100,-100,-100,-100,-100,-100,-28,-100,-79,-76,-79,-100,-100,-100,-100,-100,-100,-100,-80,-81,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-90,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-85,-77,-100,-83,-73,-100,-100,-100,-100,-70,-72,-85,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-78,-84,-83,-91,-84,-100,-100,-100,-93,-90,-86,-100,-88,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-62,-82,-100,-100,-100,-100,-100,-100,-34,-100,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-90,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-55,-100,-100,-80,-80,-100,-81,-72,-100,-100,-100,-100,-73,-69,-84,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-100,-100,-100,-78,-89,-83,-91,-84,-100,-100,-100,-93,-90,-86,-100,-86,-86,-100,-88,-100,-100,332.00000000000006,799.6000000000007,53
