38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,00:4e:35:df:06:41,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:71:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:30,38:17:c3:1f:00:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,00:4e:35:de:d7:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:09:83,00:4e:35:de:e1:01,a8:bd:27:4c:bd:22,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,70:56:81:c9:91:ab,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:df:27:10,00:4e:35:df:27:11,x,y,label
-73,-87,-67,-67,-67,-100,-72,-100,-72,-88,-100,-59,-74,-70,-61,-74,-69,-68,-69,-69,-68,-68,-28,-100,-76,-77,-77,-77,-79,-77,-72,-90,-71,-93,-75,-74,-74,-76,-83,-76,-77,-77,-72,-92,-72,-90,-88,-87,-79,-81,-80,-76,-90,-81,-61,-100,-100,-90,-87,-87,-60,-88,-61,-100,-100,-100,-81,-82,-82,-57,-59,-74,-100,-89,-90,-100,-82,-74,-74,-100,-64,-100,-66,-88,-84,-85,-100,-66,-84,-86,-86,-86,-82,-86,-73,-100,-89,-94,-90,-89,-85,-100,-100,-82,-100,-100,-83,-82,-81,-81,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-91,-92,-90,-88,-79,-79,-85,-87,-88,-89,-90,-88,-86,-86,-87,-73,-84,-88,-86,-100,-85,-100,-85,-100,-87,-88,-100,-100,-89,-100,-94,-100,-100,-88,-90,-87,-93,-86,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-74,-87,-67,-68,-68,-100,-72,-100,-72,-88,-100,-57,-73,-68,-62,-74,-68,-70,-68,-70,-69,-70,-28,-100,-78,-77,-76,-78,-78,-78,-70,-90,-72,-93,-77,-79,-79,-73,-87,-73,-72,-81,-71,-92,-70,-90,-88,-87,-79,-79,-77,-77,-90,-87,-57,-100,-100,-91,-89,-87,-58,-88,-57,-100,-100,-100,-80,-81,-82,-57,-57,-75,-100,-94,-90,-100,-82,-74,-74,-100,-67,-100,-67,-88,-80,-80,-100,-67,-82,-86,-86,-86,-82,-84,-74,-100,-88,-94,-90,-89,-85,-100,-100,-82,-100,-100,-83,-82,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-91,-92,-90,-88,-81,-91,-91,-85,-86,-89,-90,-88,-86,-84,-86,-86,-87,-88,-89,-100,-88,-100,-87,-100,-87,-88,-100,-100,-88,-100,-94,-100,-100,-88,-90,-87,-93,-86,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-74,-87,-68,-69,-68,-100,-75,-100,-75,-88,-100,-57,-72,-70,-64,-72,-69,-73,-68,-72,-71,-71,-28,-100,-80,-80,-79,-78,-76,-77,-71,-90,-72,-93,-77,-74,-75,-72,-84,-74,-73,-81,-73,-92,-71,-90,-88,-87,-76,-80,-82,-66,-87,-80,-56,-100,-100,-91,-89,-85,-56,-87,-58,-100,-100,-100,-82,-81,-82,-56,-56,-76,-100,-94,-90,-100,-82,-76,-74,-100,-66,-100,-65,-88,-86,-86,-100,-66,-86,-86,-86,-86,-80,-86,-72,-100,-88,-94,-90,-89,-83,-100,-100,-82,-100,-100,-83,-83,-79,-81,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-91,-92,-90,-88,-86,-80,-79,-81,-82,-89,-90,-88,-82,-84,-87,-81,-91,-88,-89,-100,-88,-100,-83,-100,-87,-88,-100,-100,-88,-100,-94,-100,-100,-88,-90,-87,-93,-86,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-74,-87,-68,-69,-67,-100,-75,-100,-75,-88,-100,-61,-73,-66,-62,-73,-67,-69,-66,-69,-68,-69,-28,-100,-78,-78,-77,-78,-76,-77,-69,-90,-70,-93,-74,-73,-74,-79,-88,-88,-74,-78,-70,-92,-69,-90,-88,-87,-71,-79,-80,-66,-87,-80,-59,-100,-100,-92,-89,-85,-59,-87,-61,-100,-100,-100,-81,-81,-82,-59,-59,-73,-100,-86,-90,-100,-84,-75,-74,-100,-66,-100,-65,-88,-83,-84,-100,-63,-84,-86,-85,-87,-83,-84,-72,-100,-90,-94,-90,-89,-83,-100,-100,-82,-100,-100,-82,-83,-81,-81,-100,-82,-100,-100,-100,-100,-100,-100,-86,-100,-91,-92,-90,-88,-86,-80,-79,-86,-86,-89,-90,-88,-86,-88,-85,-87,-82,-87,-87,-100,-88,-100,-83,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-88,-90,-87,-93,-86,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-76,-87,-65,-65,-64,-100,-78,-100,-76,-88,-100,-55,-73,-73,-60,-73,-72,-67,-74,-68,-68,-67,-28,-100,-78,-76,-77,-78,-78,-78,-72,-91,-72,-93,-76,-76,-76,-74,-90,-75,-73,-77,-74,-92,-73,-90,-88,-87,-77,-79,-82,-79,-87,-80,-59,-100,-100,-90,-89,-89,-60,-87,-59,-100,-100,-100,-82,-83,-82,-56,-58,-74,-100,-89,-90,-100,-84,-73,-74,-100,-66,-100,-65,-88,-83,-84,-100,-66,-84,-87,-86,-86,-80,-85,-71,-100,-90,-94,-90,-89,-84,-100,-100,-82,-100,-100,-82,-83,-81,-80,-100,-83,-100,-100,-100,-100,-100,-100,-87,-100,-91,-92,-90,-88,-79,-80,-79,-88,-89,-89,-90,-88,-86,-88,-87,-87,-82,-87,-87,-100,-88,-100,-82,-100,-87,-88,-100,-100,-90,-100,-94,-100,-100,-88,-90,-87,-93,-86,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-100,-69,-70,-69,-100,-77,-100,-77,-100,-100,-61,-80,-68,-66,-76,-69,-69,-68,-70,-68,-70,-36,-100,-85,-83,-84,-84,-83,-82,-75,-88,-74,-100,-66,-67,-67,-78,-89,-78,-76,-77,-75,-85,-75,-88,-89,-91,-71,-79,-82,-79,-87,-76,-58,-100,-100,-90,-89,-89,-56,-85,-58,-100,-100,-100,-82,-81,-81,-60,-61,-71,-100,-89,-90,-100,-81,-71,-74,-100,-66,-100,-65,-88,-80,-80,-100,-66,-83,-86,-87,-87,-80,-87,-75,-100,-90,-100,-92,-89,-84,-100,-100,-82,-100,-100,-87,-88,-77,-78,-100,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-79,-80,-79,-84,-85,-100,-90,-88,-83,-85,-86,-83,-83,-87,-87,-100,-86,-100,-81,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-100,-93,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-76,-100,-69,-70,-69,-100,-76,-100,-77,-100,-100,-65,-79,-68,-62,-79,-69,-69,-69,-69,-69,-70,-31,-100,-77,-77,-77,-82,-83,-82,-74,-89,-76,-100,-67,-70,-68,-78,-83,-78,-80,-77,-75,-89,-76,-88,-89,-91,-71,-83,-81,-79,-86,-79,-54,-100,-100,-91,-89,-87,-56,-87,-55,-100,-100,-100,-81,-83,-84,-64,-63,-72,-100,-86,-90,-90,-83,-71,-71,-100,-66,-100,-68,-88,-82,-81,-100,-66,-81,-91,-91,-87,-75,-90,-80,-100,-90,-100,-91,-89,-87,-100,-100,-82,-100,-100,-88,-88,-79,-79,-100,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-76,-80,-77,-82,-83,-100,-90,-88,-82,-87,-86,-82,-84,-88,-87,-100,-87,-100,-84,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-100,-93,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-80,-100,-68,-68,-69,-100,-80,-87,-80,-87,-100,-63,-79,-68,-64,-78,-66,-68,-66,-70,-74,-69,-33,-100,-78,-77,-78,-81,-82,-81,-74,-89,-73,-100,-71,-70,-70,-74,-84,-75,-76,-77,-74,-88,-74,-89,-89,-87,-72,-82,-82,-80,-89,-78,-55,-100,-100,-91,-89,-89,-57,-88,-55,-100,-100,-100,-83,-83,-82,-62,-62,-69,-100,-90,-90,-90,-82,-70,-70,-100,-67,-100,-67,-88,-91,-79,-100,-64,-91,-91,-90,-87,-81,-90,-77,-100,-90,-100,-91,-89,-89,-100,-100,-82,-100,-100,-87,-88,-79,-77,-100,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-77,-76,-84,-84,-100,-90,-88,-83,-87,-87,-85,-84,-87,-87,-100,-87,-100,-84,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-100,-92,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-80,-100,-70,-71,-70,-100,-80,-87,-80,-87,-100,-65,-80,-67,-68,-77,-67,-71,-67,-70,-70,-70,-31,-100,-85,-85,-85,-81,-83,-81,-73,-86,-72,-100,-70,-70,-72,-77,-82,-78,-78,-87,-72,-86,-72,-85,-90,-88,-75,-82,-82,-80,-89,-78,-56,-100,-100,-96,-89,-89,-55,-88,-56,-100,-100,-100,-83,-82,-82,-63,-64,-70,-100,-90,-90,-90,-81,-70,-69,-100,-67,-100,-67,-88,-79,-80,-100,-69,-80,-87,-86,-87,-81,-87,-80,-100,-90,-100,-91,-89,-89,-100,-100,-82,-100,-100,-87,-88,-77,-79,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-80,-76,-78,-83,-83,-100,-90,-88,-81,-88,-87,-83,-86,-87,-87,-100,-87,-100,-86,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-100,-92,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-76,-100,-70,-71,-70,-100,-77,-87,-77,-87,-100,-62,-80,-69,-63,-77,-68,-69,-69,-69,-70,-69,-30,-100,-77,-78,-79,-80,-81,-81,-74,-89,-74,-100,-70,-70,-70,-77,-83,-76,-76,-85,-74,-89,-74,-89,-88,-89,-76,-81,-82,-79,-88,-78,-54,-100,-100,-91,-89,-89,-57,-89,-54,-100,-100,-100,-82,-82,-82,-62,-62,-70,-100,-90,-90,-90,-82,-71,-70,-100,-69,-100,-70,-88,-82,-82,-100,-67,-82,-89,-89,-89,-80,-89,-77,-100,-90,-100,-91,-89,-89,-100,-100,-82,-100,-100,-88,-89,-79,-78,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-76,-78,-82,-82,-100,-90,-88,-82,-87,-87,-81,-86,-85,-85,-100,-86,-100,-86,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-86,-92,-88,-87,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-75,-100,-71,-71,-71,-100,-75,-87,-76,-87,-100,-63,-81,-67,-65,-78,-67,-69,-69,-69,-68,-67,-31,-100,-79,-79,-80,-84,-83,-83,-71,-86,-71,-100,-69,-66,-67,-81,-84,-83,-79,-85,-71,-86,-71,-85,-88,-90,-76,-83,-82,-80,-86,-77,-55,-100,-100,-91,-89,-86,-54,-85,-54,-100,-100,-100,-82,-80,-80,-62,-63,-68,-100,-91,-92,-90,-80,-68,-68,-100,-64,-100,-65,-88,-84,-81,-100,-65,-81,-86,-87,-87,-80,-86,-78,-100,-90,-100,-89,-89,-91,-100,-100,-82,-100,-100,-90,-89,-80,-78,-100,-83,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-81,-77,-79,-79,-78,-100,-90,-88,-80,-87,-88,-80,-84,-85,-85,-100,-83,-100,-83,-100,-87,-88,-100,-100,-91,-100,-94,-100,-100,-100,-100,-86,-92,-88,-87,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-75,-100,-69,-71,-71,-100,-88,-87,-74,-87,-100,-62,-76,-72,-64,-76,-71,-69,-71,-71,-70,-70,-27,-100,-85,-84,-83,-85,-85,-83,-74,-86,-74,-100,-71,-71,-71,-77,-80,-79,-77,-89,-74,-86,-74,-85,-88,-90,-69,-81,-82,-80,-89,-87,-55,-100,-100,-91,-89,-90,-55,-89,-55,-100,-100,-100,-81,-80,-80,-62,-63,-69,-100,-90,-92,-90,-80,-70,-69,-100,-69,-100,-69,-100,-81,-80,-100,-69,-80,-86,-87,-86,-80,-87,-75,-100,-90,-100,-89,-100,-89,-100,-100,-82,-100,-100,-88,-88,-80,-84,-100,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-81,-77,-79,-88,-89,-100,-100,-100,-89,-86,-86,-89,-84,-84,-90,-100,-83,-100,-86,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-92,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-78,-100,-69,-66,-69,-100,-87,-87,-77,-87,-100,-63,-76,-69,-64,-76,-68,-70,-69,-72,-71,-69,-28,-100,-81,-81,-80,-84,-84,-84,-75,-86,-76,-100,-72,-72,-72,-78,-82,-76,-77,-89,-75,-86,-75,-85,-88,-88,-78,-79,-81,-81,-88,-85,-55,-100,-100,-91,-89,-89,-56,-87,-56,-100,-100,-100,-78,-85,-80,-61,-61,-67,-100,-86,-92,-90,-86,-69,-68,-100,-66,-100,-65,-100,-83,-83,-100,-68,-78,-90,-88,-92,-80,-90,-75,-100,-90,-100,-89,-100,-92,-100,-100,-82,-100,-100,-88,-88,-80,-84,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-75,-75,-76,-87,-88,-100,-100,-100,-89,-88,-88,-89,-86,-84,-90,-100,-83,-100,-85,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-88,-92,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-77,-100,-69,-70,-69,-100,-79,-87,-78,-87,-100,-63,-76,-69,-71,-77,-69,-70,-69,-70,-70,-70,-29,-100,-80,-79,-78,-84,-83,-84,-74,-86,-75,-100,-71,-71,-70,-78,-82,-76,-77,-92,-77,-86,-75,-85,-88,-90,-72,-83,-82,-78,-90,-84,-55,-100,-100,-91,-89,-88,-55,-89,-54,-100,-100,-100,-82,-85,-80,-61,-63,-71,-100,-86,-92,-90,-86,-69,-70,-100,-66,-100,-65,-100,-83,-83,-100,-70,-82,-89,-87,-92,-80,-88,-78,-100,-90,-100,-89,-100,-93,-100,-100,-82,-100,-100,-88,-88,-82,-84,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-75,-75,-76,-87,-85,-100,-100,-100,-85,-88,-88,-86,-84,-84,-90,-100,-83,-100,-84,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-87,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-79,-100,-69,-71,-69,-100,-79,-87,-78,-87,-100,-64,-75,-70,-68,-71,-69,-71,-69,-71,-71,-70,-27,-100,-78,-77,-78,-83,-83,-83,-76,-86,-76,-100,-72,-70,-71,-79,-82,-80,-79,-90,-77,-86,-75,-85,-88,-90,-78,-78,-79,-77,-90,-87,-57,-100,-100,-91,-89,-88,-56,-89,-56,-100,-100,-100,-79,-87,-88,-64,-64,-67,-100,-89,-92,-90,-85,-67,-68,-100,-69,-100,-67,-100,-83,-83,-100,-67,-82,-91,-90,-92,-80,-90,-77,-100,-90,-100,-89,-100,-93,-100,-100,-82,-100,-100,-88,-88,-85,-85,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-77,-76,-77,-86,-87,-100,-100,-100,-86,-87,-86,-86,-87,-92,-90,-100,-83,-100,-86,-86,-86,-87,-100,-100,-89,-100,-100,-100,-100,-100,-88,-87,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-76,-100,-65,-65,-66,-100,-78,-87,-77,-87,-100,-62,-75,-69,-67,-78,-69,-69,-69,-69,-69,-69,-28,-100,-79,-79,-79,-84,-83,-84,-77,-86,-76,-100,-73,-73,-73,-79,-80,-80,-79,-90,-76,-86,-77,-85,-88,-91,-71,-79,-82,-79,-90,-87,-56,-100,-100,-91,-89,-88,-55,-89,-55,-100,-100,-100,-79,-87,-88,-61,-60,-70,-100,-87,-93,-90,-85,-93,-70,-100,-69,-100,-67,-100,-83,-83,-100,-67,-80,-91,-90,-92,-80,-90,-77,-100,-89,-100,-92,-100,-93,-100,-100,-82,-100,-100,-88,-88,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-75,-77,-78,-87,-90,-100,-100,-100,-87,-88,-89,-86,-86,-92,-91,-100,-83,-100,-86,-86,-89,-87,-100,-100,-89,-100,-100,-100,-100,-100,-88,-88,-92,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-78,-100,-67,-65,-66,-100,-78,-87,-78,-87,-100,-63,-77,-66,-67,-78,-67,-70,-67,-69,-69,-70,-28,-100,-83,-81,-81,-82,-83,-84,-78,-86,-77,-100,-73,-73,-70,-77,-81,-80,-79,-91,-77,-86,-76,-85,-88,-88,-64,-82,-82,-79,-87,-87,-57,-100,-100,-91,-89,-88,-56,-87,-56,-100,-100,-100,-82,-87,-88,-64,-64,-71,-100,-88,-93,-90,-85,-70,-69,-100,-69,-100,-69,-100,-83,-83,-100,-70,-81,-91,-89,-92,-79,-88,-77,-100,-89,-100,-92,-100,-89,-100,-100,-82,-100,-100,-89,-88,-85,-86,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-75,-77,-78,-85,-87,-100,-100,-100,-86,-88,-88,-87,-86,-88,-90,-100,-83,-100,-87,-86,-90,-87,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-91,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-76,-100,-67,-65,-66,-100,-75,-87,-74,-87,-100,-64,-76,-71,-62,-75,-71,-68,-71,-67,-69,-69,-28,-100,-87,-86,-87,-83,-84,-85,-75,-86,-78,-100,-67,-68,-68,-79,-88,-79,-80,-87,-78,-86,-75,-85,-88,-89,-86,-84,-82,-79,-87,-88,-59,-100,-100,-91,-100,-91,-60,-87,-60,-100,-100,-100,-84,-86,-87,-63,-63,-69,-100,-88,-93,-90,-88,-68,-69,-100,-72,-100,-69,-100,-83,-83,-100,-72,-81,-90,-94,-92,-79,-91,-74,-100,-89,-100,-92,-100,-88,-100,-100,-82,-100,-100,-88,-87,-85,-86,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-75,-77,-78,-85,-86,-100,-100,-100,-85,-88,-88,-85,-86,-86,-85,-100,-84,-100,-87,-86,-85,-85,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-91,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-73,-100,-72,-73,-73,-100,-75,-87,-73,-87,-100,-62,-76,-71,-61,-75,-71,-70,-72,-69,-69,-69,-29,-100,-79,-80,-79,-85,-84,-85,-74,-86,-73,-100,-72,-72,-72,-79,-85,-80,-80,-87,-72,-86,-73,-85,-88,-89,-76,-83,-83,-80,-87,-88,-61,-100,-100,-91,-100,-91,-63,-87,-62,-100,-100,-100,-83,-86,-87,-60,-60,-66,-91,-88,-90,-88,-88,-65,-66,-100,-70,-100,-70,-100,-80,-80,-100,-71,-83,-89,-88,-92,-78,-88,-74,-100,-89,-100,-92,-100,-88,-100,-100,-82,-100,-100,-88,-87,-88,-89,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-75,-77,-76,-89,-88,-100,-100,-100,-87,-92,-88,-87,-84,-86,-87,-100,-84,-100,-83,-86,-85,-85,-100,-100,-89,-100,-100,-100,-100,-100,-88,-88,-91,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
