20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b6:e6:2d:69:d5:58,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:19:d7:70,38:17:c3:19:d7:71,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:1c:12,38:17:c3:1f:1c:11,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,44:48:c1:91:95:a2,38:17:c3:19:36:30,38:17:c3:19:36:31,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:29:d0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:90,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:92,d8:07:b6:72:52:c0,80:8d:b7:55:35:02,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b2,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,80:8d:b7:55:4d:10,38:17:c3:1f:22:22,x,y,label
-90,-91,-100,-100,-88,-100,-91,-90,-100,-100,-85,-86,-100,-87,-100,-100,-100,-89,-81,-92,-81,-45,-82,-45,-90,-92,-100,-90,-100,-100,-88,-87,-88,-89,-91,-100,-89,-91,-100,-100,-100,-45,-100,-92,-87,-86,-83,-83,-61,-82,-82,-100,-100,-100,-100,-100,-100,-83,-88,-84,-82,-62,-100,-100,-100,-61,-100,-87,-90,-87,-86,-100,-91,-100,-100,-100,-100,-78,-90,-79,-91,-79,-86,-100,-83,-83,-85,-85,-85,-100,-100,-100,-89,-100,-92,-100,-100,-100,-92,-100,-92,-82,-100,-100,-100,-83,-86,-86,-87,-87,-87,-87,-87,-94,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-90,-91,-100,-100,-88,-100,-89,-100,-100,-100,-85,-86,-100,-87,-100,-100,-100,-91,-78,-88,-78,-43,-78,-42,-88,-93,-100,-89,-100,-100,-86,-85,-85,-84,-91,-100,-89,-93,-100,-100,-100,-43,-100,-92,-88,-88,-90,-87,-53,-88,-90,-100,-100,-100,-100,-100,-100,-79,-83,-81,-82,-53,-100,-100,-100,-52,-100,-91,-90,-88,-86,-85,-87,-100,-100,-100,-100,-72,-84,-73,-86,-73,-89,-85,-82,-82,-85,-86,-86,-100,-100,-100,-85,-100,-92,-100,-100,-100,-92,-100,-100,-81,-100,-100,-100,-81,-85,-81,-87,-85,-82,-85,-85,-94,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-90,-91,-100,-100,-88,-100,-89,-100,-100,-100,-85,-86,-100,-87,-100,-100,-100,-90,-79,-90,-80,-43,-80,-43,-88,-93,-100,-90,-100,-100,-85,-84,-85,-85,-91,-100,-89,-93,-100,-100,-100,-42,-100,-92,-88,-91,-90,-87,-54,-88,-88,-100,-100,-100,-100,-100,-100,-80,-83,-81,-82,-54,-100,-100,-100,-54,-100,-92,-90,-88,-86,-85,-86,-100,-100,-100,-100,-73,-78,-74,-88,-73,-88,-85,-82,-82,-85,-87,-86,-100,-100,-100,-90,-100,-92,-100,-100,-100,-92,-100,-100,-85,-100,-100,-100,-83,-86,-81,-87,-85,-90,-85,-84,-94,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-90,-91,-100,-100,-88,-100,-89,-100,-100,-100,-84,-85,-100,-85,-100,-100,-100,-89,-82,-89,-81,-43,-82,-42,-90,-93,-100,-91,-100,-100,-87,-84,-85,-86,-91,-100,-89,-93,-100,-100,-100,-43,-100,-92,-88,-91,-90,-87,-53,-88,-89,-100,-100,-100,-100,-100,-100,-78,-83,-79,-82,-54,-100,-100,-100,-53,-100,-92,-90,-88,-86,-85,-89,-100,-100,-100,-100,-74,-83,-74,-88,-72,-88,-85,-80,-79,-85,-86,-88,-100,-100,-100,-90,-100,-92,-100,-100,-100,-92,-100,-100,-84,-100,-100,-100,-80,-86,-81,-87,-85,-90,-85,-86,-94,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-90,-91,-100,-100,-88,-100,-91,-100,-100,-100,-83,-82,-100,-82,-100,-100,-100,-90,-81,-89,-80,-43,-80,-43,-91,-93,-100,-92,-100,-100,-84,-86,-85,-84,-91,-100,-89,-93,-100,-100,-100,-44,-100,-92,-88,-91,-90,-87,-53,-88,-88,-100,-100,-100,-100,-100,-100,-79,-83,-77,-82,-54,-100,-100,-100,-54,-100,-91,-93,-88,-86,-85,-89,-100,-100,-100,-100,-73,-86,-70,-89,-73,-89,-85,-79,-80,-88,-86,-88,-100,-100,-100,-88,-100,-92,-100,-100,-100,-92,-100,-100,-84,-100,-100,-100,-79,-85,-86,-88,-85,-87,-84,-85,-94,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-90,-91,-100,-100,-88,-100,-91,-100,-100,-100,-85,-82,-100,-84,-100,-100,-100,-90,-81,-91,-81,-44,-80,-44,-90,-93,-100,-90,-100,-100,-85,-83,-84,-84,-91,-100,-89,-93,-100,-100,-100,-44,-100,-92,-88,-91,-90,-87,-54,-88,-88,-100,-100,-100,-100,-100,-100,-78,-85,-79,-82,-53,-100,-100,-100,-54,-100,-93,-93,-88,-86,-85,-90,-100,-100,-100,-100,-73,-82,-73,-89,-73,-89,-85,-80,-80,-88,-87,-86,-100,-100,-100,-89,-100,-92,-100,-100,-100,-92,-100,-100,-82,-100,-100,-100,-79,-86,-88,-88,-85,-87,-85,-84,-94,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-90,-91,-100,-100,-88,-100,-90,-100,-100,-100,-84,-85,-100,-83,-100,-100,-100,-91,-80,-90,-80,-43,-81,-43,-90,-93,-100,-92,-100,-100,-85,-84,-85,-84,-91,-100,-89,-93,-100,-100,-100,-43,-100,-92,-88,-91,-90,-87,-55,-88,-88,-100,-100,-100,-100,-100,-100,-79,-86,-79,-85,-53,-100,-100,-100,-54,-100,-92,-93,-88,-86,-85,-91,-100,-100,-100,-100,-74,-81,-75,-88,-75,-89,-85,-79,-79,-86,-87,-87,-100,-100,-100,-90,-100,-92,-100,-100,-100,-92,-100,-100,-82,-100,-100,-100,-80,-84,-88,-88,-84,-87,-84,-85,-94,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-84,-100,-83,-100,-100,-100,-91,-79,-90,-79,-43,-77,-43,-90,-93,-100,-92,-100,-100,-85,-84,-86,-84,-100,-100,-93,-93,-100,-100,-100,-43,-100,-100,-91,-90,-90,-87,-55,-87,-85,-100,-100,-100,-100,-100,-100,-84,-86,-79,-85,-54,-100,-100,-100,-54,-100,-93,-93,-91,-86,-85,-91,-100,-100,-100,-100,-78,-77,-78,-88,-77,-89,-85,-84,-82,-86,-85,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-82,-91,-100,-100,-84,-82,-80,-81,-82,-80,-82,-82,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-85,-100,-84,-100,-100,-100,-91,-84,-91,-84,-45,-83,-45,-90,-93,-100,-90,-100,-100,-85,-84,-84,-84,-100,-100,-93,-93,-100,-100,-100,-45,-100,-100,-89,-90,-90,-87,-56,-87,-87,-100,-100,-100,-100,-100,-100,-82,-85,-79,-85,-56,-100,-100,-100,-54,-100,-90,-93,-89,-86,-85,-90,-100,-100,-100,-100,-79,-89,-79,-90,-78,-89,-85,-79,-79,-81,-86,-82,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-79,-91,-100,-100,-79,-85,-81,-82,-85,-81,-85,-84,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-84,-100,-84,-100,-100,-100,-91,-88,-90,-88,-45,-88,-45,-90,-93,-100,-89,-100,-100,-86,-86,-85,-88,-100,-100,-93,-93,-100,-100,-100,-45,-100,-100,-89,-90,-87,-87,-52,-90,-87,-100,-100,-100,-100,-100,-100,-83,-85,-79,-85,-53,-100,-100,-100,-52,-100,-90,-93,-89,-86,-85,-90,-100,-100,-100,-100,-79,-81,-79,-90,-80,-89,-85,-80,-81,-81,-86,-82,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-82,-94,-100,-100,-82,-84,-81,-82,-85,-81,-84,-84,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-84,-100,-85,-100,-100,-100,-91,-84,-90,-84,-43,-84,-44,-90,-93,-100,-89,-100,-100,-87,-88,-86,-87,-100,-100,-93,-93,-100,-100,-100,-44,-100,-100,-89,-90,-87,-87,-55,-90,-88,-100,-100,-100,-100,-100,-100,-89,-85,-86,-85,-54,-100,-100,-100,-55,-100,-93,-93,-89,-86,-85,-90,-100,-100,-100,-100,-74,-87,-75,-90,-74,-89,-85,-80,-81,-81,-86,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-78,-90,-100,-100,-80,-84,-81,-82,-85,-80,-84,-84,-100,-87,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-83,-100,-84,-100,-100,-100,-91,-83,-92,-83,-44,-84,-44,-90,-93,-100,-92,-100,-100,-87,-85,-86,-88,-100,-100,-93,-93,-100,-100,-100,-43,-100,-100,-89,-91,-87,-87,-54,-90,-89,-100,-100,-100,-100,-100,-100,-85,-85,-85,-85,-54,-100,-100,-100,-55,-100,-92,-93,-89,-86,-85,-90,-100,-100,-100,-100,-75,-90,-76,-90,-74,-89,-85,-80,-81,-86,-86,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-77,-90,-100,-100,-81,-84,-80,-82,-84,-80,-83,-85,-100,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-83,-100,-83,-100,-100,-100,-91,-84,-92,-84,-43,-83,-44,-90,-93,-100,-92,-100,-100,-85,-87,-87,-86,-100,-100,-93,-93,-100,-100,-100,-44,-100,-100,-89,-93,-87,-87,-55,-90,-72,-100,-100,-100,-100,-100,-100,-87,-82,-84,-85,-54,-100,-100,-100,-53,-100,-92,-93,-89,-86,-85,-90,-100,-100,-100,-100,-75,-79,-75,-90,-75,-89,-85,-81,-81,-75,-75,-74,-100,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-78,-93,-100,-100,-79,-83,-80,-81,-83,-81,-83,-83,-100,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-91,-79,-92,-78,-48,-79,-49,-90,-93,-100,-92,-100,-100,-85,-87,-88,-86,-92,-100,-93,-93,-100,-100,-100,-49,-100,-94,-89,-89,-88,-87,-57,-88,-85,-100,-100,-100,-100,-100,-100,-83,-82,-84,-85,-57,-100,-100,-100,-59,-100,-90,-93,-89,-87,-85,-90,-100,-100,-100,-100,-76,-78,-76,-88,-76,-89,-85,-81,-79,-75,-75,-74,-100,-100,-100,-87,-100,-100,-100,-100,-100,-92,-100,-100,-80,-94,-100,-100,-79,-83,-83,-84,-84,-83,-83,-83,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-83,-83,-100,-84,-100,-100,-100,-91,-78,-92,-78,-52,-79,-52,-90,-93,-100,-92,-100,-100,-89,-89,-87,-86,-92,-100,-93,-93,-100,-100,-100,-52,-100,-94,-89,-89,-88,-87,-55,-88,-84,-100,-100,-100,-100,-100,-100,-83,-82,-84,-85,-55,-100,-100,-100,-55,-100,-89,-93,-89,-86,-85,-89,-100,-100,-100,-100,-75,-81,-75,-88,-74,-86,-85,-80,-80,-75,-75,-74,-100,-100,-100,-89,-100,-100,-100,-100,-100,-92,-100,-100,-82,-94,-100,-100,-79,-85,-85,-87,-85,-88,-84,-84,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-83,-100,-84,-100,-100,-100,-91,-79,-92,-78,-50,-78,-52,-90,-93,-100,-92,-100,-100,-89,-89,-87,-86,-92,-100,-93,-93,-100,-100,-100,-51,-100,-92,-89,-89,-88,-88,-56,-87,-84,-100,-100,-100,-100,-100,-100,-85,-82,-84,-86,-56,-100,-100,-100,-56,-100,-89,-93,-89,-88,-85,-87,-100,-100,-100,-100,-74,-83,-74,-86,-73,-87,-85,-78,-79,-75,-75,-74,-100,-100,-100,-88,-100,-100,-100,-100,-100,-92,-100,-100,-79,-93,-100,-100,-79,-84,-87,-88,-85,-88,-84,-84,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-79,-83,-100,-82,-100,-100,-100,-91,-79,-92,-79,-51,-79,-50,-90,-93,-100,-92,-100,-100,-89,-89,-87,-86,-92,-100,-93,-93,-100,-100,-100,-50,-100,-92,-89,-88,-88,-88,-55,-87,-85,-100,-100,-100,-100,-100,-100,-85,-82,-84,-89,-55,-100,-100,-100,-56,-100,-88,-93,-88,-88,-85,-87,-100,-100,-100,-100,-75,-85,-76,-87,-75,-87,-85,-79,-77,-75,-75,-74,-100,-100,-100,-88,-100,-100,-100,-100,-100,-92,-100,-100,-80,-93,-100,-100,-79,-85,-86,-88,-84,-86,-83,-83,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-85,-83,-100,-84,-100,-100,-100,-91,-79,-92,-78,-52,-80,-52,-90,-93,-100,-92,-100,-100,-89,-89,-87,-86,-92,-100,-93,-93,-100,-100,-100,-52,-100,-92,-88,-89,-88,-88,-55,-87,-86,-100,-100,-100,-100,-100,-100,-86,-82,-84,-89,-55,-100,-100,-100,-55,-100,-89,-93,-88,-88,-85,-88,-100,-100,-100,-100,-77,-87,-77,-88,-77,-87,-85,-79,-80,-75,-75,-74,-100,-100,-100,-88,-100,-100,-100,-100,-100,-92,-100,-100,-80,-93,-100,-100,-79,-82,-85,-85,-84,-84,-83,-82,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-83,-83,-100,-83,-100,-100,-100,-91,-78,-92,-78,-49,-78,-49,-90,-93,-100,-92,-100,-100,-89,-89,-88,-86,-92,-100,-93,-93,-100,-100,-100,-50,-100,-92,-87,-88,-89,-87,-55,-88,-86,-100,-100,-100,-100,-100,-100,-88,-82,-84,-86,-54,-100,-100,-100,-57,-100,-89,-93,-87,-88,-85,-89,-100,-100,-100,-100,-73,-83,-74,-88,-73,-87,-85,-79,-79,-75,-75,-74,-100,-100,-100,-88,-100,-100,-100,-100,-100,-94,-100,-100,-84,-90,-100,-100,-80,-84,-86,-86,-83,-88,-86,-84,-100,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
