20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b6:e6:2d:69:d5:58,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:19:d7:70,38:17:c3:19:d7:71,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:1c:12,38:17:c3:1f:1c:11,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,44:48:c1:91:95:a2,38:17:c3:19:36:30,38:17:c3:19:36:31,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:29:d0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:90,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:92,d8:07:b6:72:52:c0,80:8d:b7:55:35:02,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b2,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,80:8d:b7:55:4d:10,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-93,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-60,-80,-100,-80,-100,-100,-51,-49,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-93,-91,-79,-100,-100,-51,-89,-86,-100,-90,-92,-88,-90,-81,-70,-70,-68,-73,-76,-100,-74,-75,-82,-79,-78,-79,-79,-80,-79,-82,-80,-82,-74,-87,-82,-82,-82,-85,-90,-74,-83,-81,-88,-88,-88,-73,-89,-100,-85,-88,-84,-85,-87,-87,-84,-83,-84,-81,-82,-89,-89,-88,-87,-86,-86,-87,-86,-93,-93,-89,-94,-89,-87,-87,-86,-84,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-59,-83,-100,-84,-100,-100,-49,-48,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-89,-91,-77,-100,-100,-48,-89,-86,-100,-90,-92,-88,-90,-81,-69,-69,-70,-73,-73,-100,-74,-73,-82,-79,-79,-76,-78,-77,-79,-82,-78,-82,-74,-90,-81,-82,-83,-82,-90,-76,-83,-81,-88,-87,-88,-75,-89,-100,-83,-90,-84,-85,-88,-89,-84,-86,-84,-81,-82,-89,-89,-88,-86,-86,-86,-88,-86,-91,-93,-88,-90,-92,-88,-86,-87,-84,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-59,-83,-100,-82,-100,-100,-47,-46,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-92,-90,-77,-100,-100,-46,-89,-86,-100,-90,-92,-88,-90,-80,-69,-68,-68,-77,-76,-100,-76,-75,-82,-79,-78,-74,-73,-74,-80,-83,-79,-83,-76,-89,-83,-82,-83,-84,-92,-75,-89,-83,-86,-87,-88,-76,-86,-100,-84,-90,-85,-86,-88,-89,-84,-86,-84,-80,-81,-89,-89,-88,-84,-86,-86,-87,-85,-91,-93,-88,-90,-87,-88,-86,-87,-84,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-60,-80,-100,-80,-100,-100,-53,-53,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-89,-90,-77,-100,-100,-54,-89,-86,-100,-90,-100,-88,-90,-79,-62,-64,-63,-73,-72,-100,-73,-73,-80,-81,-79,-73,-75,-74,-81,-83,-79,-83,-76,-90,-78,-78,-83,-84,-92,-75,-89,-81,-86,-92,-88,-75,-86,-100,-87,-88,-85,-86,-92,-89,-83,-83,-82,-80,-79,-88,-88,-84,-84,-84,-86,-87,-85,-91,-93,-85,-90,-87,-85,-85,-87,-84,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-63,-79,-100,-80,-100,-100,-54,-54,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-91,-90,-78,-100,-100,-53,-89,-86,-100,-90,-100,-88,-90,-79,-60,-60,-60,-74,-74,-100,-74,-74,-81,-81,-80,-75,-74,-75,-80,-82,-79,-82,-76,-86,-79,-78,-81,-82,-91,-75,-89,-79,-91,-93,-88,-76,-89,-100,-87,-88,-85,-86,-86,-86,-83,-80,-81,-80,-79,-89,-88,-84,-84,-84,-85,-87,-85,-93,-93,-86,-90,-92,-86,-85,-87,-84,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-52,-81,-100,-81,-100,-100,-52,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-78,-100,-100,-51,-89,-100,-100,-90,-100,-88,-90,-81,-63,-63,-63,-75,-75,-100,-77,-77,-83,-81,-80,-74,-75,-75,-80,-82,-81,-83,-76,-87,-78,-82,-82,-82,-90,-75,-92,-79,-91,-89,-88,-76,-89,-100,-90,-88,-87,-86,-88,-87,-82,-81,-82,-81,-81,-89,-88,-82,-84,-85,-85,-87,-85,-93,-93,-85,-91,-92,-85,-84,-84,-86,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-54,-81,-100,-80,-100,-100,-51,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-78,-100,-100,-53,-89,-100,-100,-90,-100,-88,-90,-80,-64,-62,-63,-75,-77,-100,-76,-76,-84,-80,-81,-75,-75,-74,-81,-82,-81,-82,-81,-86,-78,-82,-82,-83,-90,-80,-92,-79,-89,-90,-88,-81,-90,-100,-87,-89,-89,-86,-88,-89,-81,-81,-80,-81,-81,-89,-88,-85,-84,-85,-84,-87,-85,-93,-93,-85,-91,-92,-86,-84,-84,-84,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-61,-81,-100,-82,-100,-100,-50,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-76,-100,-100,-50,-89,-100,-100,-90,-100,-88,-90,-80,-63,-63,-60,-75,-75,-100,-75,-75,-84,-80,-81,-74,-76,-77,-81,-81,-81,-81,-75,-88,-80,-82,-83,-81,-92,-80,-90,-82,-91,-92,-88,-81,-89,-100,-88,-89,-87,-89,-89,-87,-81,-82,-80,-81,-81,-89,-88,-85,-84,-85,-86,-87,-85,-92,-93,-84,-91,-88,-86,-84,-84,-84,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-58,-81,-100,-82,-100,-100,-51,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-79,-100,-100,-51,-89,-100,-100,-90,-100,-88,-90,-81,-62,-62,-60,-75,-75,-100,-75,-75,-82,-80,-78,-75,-74,-74,-80,-82,-79,-81,-74,-90,-81,-79,-85,-82,-89,-69,-90,-79,-91,-93,-89,-73,-89,-100,-87,-90,-86,-86,-88,-87,-81,-80,-80,-81,-80,-87,-87,-85,-84,-85,-86,-87,-85,-93,-93,-85,-90,-88,-84,-84,-84,-84,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-55,-81,-100,-82,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-94,-79,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-83,-60,-59,-59,-75,-75,-100,-76,-75,-79,-83,-82,-78,-77,-78,-82,-85,-82,-84,-72,-90,-80,-79,-84,-84,-92,-72,-90,-79,-91,-93,-90,-71,-89,-100,-83,-89,-82,-81,-88,-87,-81,-80,-80,-83,-83,-87,-87,-85,-85,-85,-86,-85,-85,-93,-100,-89,-93,-88,-84,-84,-86,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-86,-100,-86,-100,-100,-46,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-94,-81,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-83,-59,-58,-60,-78,-79,-100,-78,-79,-79,-84,-84,-79,-79,-81,-83,-85,-83,-84,-71,-91,-83,-83,-87,-84,-92,-73,-86,-81,-91,-93,-90,-71,-89,-100,-83,-88,-82,-81,-88,-87,-81,-81,-80,-83,-83,-87,-87,-85,-86,-85,-86,-86,-85,-93,-100,-90,-93,-88,-84,-83,-86,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-53,-87,-100,-86,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-94,-81,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-82,-61,-60,-60,-79,-78,-100,-78,-78,-77,-83,-83,-79,-79,-80,-83,-85,-83,-84,-72,-90,-82,-82,-89,-84,-91,-72,-87,-82,-91,-95,-90,-72,-89,-100,-83,-88,-83,-81,-88,-87,-81,-81,-82,-83,-83,-87,-87,-85,-85,-85,-86,-87,-86,-93,-100,-91,-93,-88,-84,-85,-85,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-53,-85,-100,-87,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-94,-80,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-84,-61,-62,-61,-79,-80,-100,-80,-79,-80,-83,-83,-80,-80,-79,-83,-85,-83,-84,-72,-89,-82,-82,-87,-84,-89,-72,-86,-83,-91,-91,-90,-72,-89,-100,-85,-87,-85,-85,-89,-90,-81,-83,-81,-83,-83,-87,-88,-85,-86,-85,-86,-87,-85,-93,-100,-91,-93,-88,-84,-85,-85,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-59,-89,-100,-88,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-94,-80,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-83,-61,-61,-61,-77,-78,-100,-77,-78,-80,-83,-82,-79,-78,-78,-82,-85,-83,-84,-76,-91,-82,-82,-87,-84,-89,-74,-86,-83,-91,-91,-91,-73,-89,-100,-84,-87,-84,-84,-89,-90,-80,-81,-81,-83,-82,-87,-88,-85,-86,-85,-86,-87,-85,-93,-100,-91,-93,-88,-84,-83,-84,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-59,-89,-100,-88,-100,-100,-46,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-81,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-80,-62,-61,-61,-78,-77,-100,-76,-77,-82,-83,-84,-79,-78,-79,-84,-85,-84,-83,-72,-91,-81,-82,-89,-83,-90,-70,-85,-80,-91,-91,-91,-71,-89,-100,-84,-90,-87,-87,-89,-90,-81,-80,-80,-80,-79,-89,-89,-89,-83,-88,-91,-87,-85,-93,-100,-92,-93,-88,-84,-83,-84,-85,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-54,-90,-100,-88,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,-81,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-78,-61,-61,-62,-77,-78,-100,-78,-78,-82,-83,-84,-79,-77,-79,-84,-85,-84,-83,-72,-91,-85,-86,-82,-83,-89,-71,-87,-85,-91,-93,-91,-71,-89,-100,-86,-89,-86,-89,-89,-89,-81,-80,-80,-78,-79,-89,-87,-89,-87,-88,-91,-89,-87,-93,-100,-90,-93,-88,-90,-76,-79,-78,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-60,-89,-100,-88,-100,-100,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,-81,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-77,-60,-61,-61,-77,-77,-100,-77,-76,-82,-78,-78,-77,-77,-76,-79,-84,-78,-83,-73,-91,-87,-86,-84,-83,-91,-74,-87,-85,-91,-94,-90,-72,-89,-100,-87,-87,-87,-89,-89,-89,-80,-79,-80,-76,-76,-89,-88,-83,-87,-88,-91,-89,-86,-93,-100,-90,-93,-88,-88,-76,-79,-78,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-49,-90,-100,-90,-100,-100,-48,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,-81,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-76,-61,-60,-61,-77,-78,-100,-76,-76,-82,-78,-78,-77,-76,-77,-78,-84,-80,-83,-72,-91,-87,-86,-84,-83,-91,-71,-88,-85,-91,-94,-90,-72,-89,-100,-87,-90,-88,-87,-89,-89,-80,-80,-80,-77,-75,-89,-88,-83,-87,-88,-91,-87,-87,-93,-100,-89,-93,-88,-89,-76,-78,-78,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-49,-90,-100,-90,-100,-100,-48,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-81,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-77,-61,-62,-61,-78,-78,-100,-77,-77,-82,-78,-80,-78,-77,-77,-78,-84,-77,-83,-72,-90,-86,-88,-83,-83,-94,-71,-85,-85,-91,-94,-90,-72,-89,-100,-87,-86,-87,-89,-89,-89,-80,-79,-80,-77,-76,-89,-89,-83,-87,-82,-83,-88,-87,-93,-100,-88,-92,-88,-88,-75,-78,-78,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
