44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:1c:10,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:31,44:48:c1:91:aa:32,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,38:17:c3:19:71:92,20:a6:cd:50:24:b0,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:06:52,80:8d:b7:55:29:d1,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:21,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-89,-86,-88,-85,-86,-86,-85,-93,-91,-100,-100,-90,-87,-86,-64,-59,-87,-88,-86,-85,-83,-84,-83,-84,-83,-81,-81,-80,-86,-80,-78,-81,-100,-79,-100,-79,-100,-81,-80,-88,-89,-89,-71,-77,-72,-77,-58,-77,-58,-71,-78,-87,-71,-67,-67,-67,-67,-81,-80,-87,-81,-83,-84,-89,-90,-88,-59,-80,-80,-75,-77,-78,-77,-100,-82,-86,-87,-81,-87,-92,-66,-60,-72,-80,-94,-86,-72,-84,-80,-100,-85,-85,-84,-85,-87,-88,-91,-88,-87,-91,-92,-89,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-88,-88,-87,-84,-85,-84,-85,-93,-91,-100,-100,-90,-87,-87,-65,-67,-90,-87,-86,-86,-84,-84,-85,-85,-84,-81,-82,-81,-86,-79,-79,-79,-100,-79,-100,-79,-100,-79,-80,-87,-90,-87,-72,-77,-71,-77,-58,-77,-57,-71,-78,-87,-72,-67,-68,-67,-67,-82,-80,-85,-81,-83,-84,-89,-90,-88,-57,-81,-81,-78,-77,-65,-77,-100,-78,-87,-87,-83,-87,-92,-65,-62,-71,-83,-94,-86,-71,-82,-80,-100,-85,-85,-84,-85,-87,-88,-91,-88,-87,-91,-92,-89,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-87,-85,-89,-84,-85,-88,-85,-100,-100,-100,-100,-90,-84,-85,-64,-64,-84,-83,-87,-86,-85,-100,-86,-86,-87,-82,-82,-82,-86,-79,-78,-81,-100,-76,-100,-79,-90,-79,-79,-89,-89,-89,-72,-73,-72,-71,-56,-71,-57,-73,-78,-92,-71,-73,-71,-71,-71,-79,-78,-82,-81,-82,-81,-100,-100,-100,-56,-78,-78,-76,-100,-68,-77,-100,-78,-81,-87,-79,-86,-93,-63,-65,-69,-79,-100,-87,-69,-79,-81,-100,-87,-86,-87,-85,-100,-87,-96,-79,-79,-100,-89,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-87,-89,-89,-100,-100,-88,-100,-100,-100,-100,-100,-92,-86,-86,-62,-69,-85,-86,-87,-86,-89,-100,-87,-86,-88,-82,-81,-82,-100,-79,-81,-82,-100,-77,-100,-79,-90,-79,-79,-87,-87,-88,-72,-72,-73,-72,-57,-71,-55,-72,-80,-89,-73,-71,-72,-71,-72,-81,-79,-83,-100,-82,-85,-100,-100,-100,-57,-79,-79,-77,-100,-69,-100,-100,-78,-82,-89,-79,-86,-93,-65,-64,-69,-80,-100,-87,-69,-79,-81,-100,-87,-87,-87,-86,-100,-87,-96,-79,-83,-100,-89,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-87,-89,-89,-100,-100,-88,-100,-100,-100,-100,-100,-92,-86,-86,-63,-68,-85,-86,-87,-86,-86,-87,-85,-86,-86,-83,-83,-83,-100,-81,-79,-78,-100,-77,-100,-88,-90,-81,-79,-88,-87,-88,-72,-71,-72,-72,-55,-72,-56,-72,-80,-89,-73,-72,-71,-72,-72,-79,-78,-82,-75,-84,-83,-100,-100,-100,-56,-79,-79,-77,-78,-66,-78,-100,-77,-82,-88,-80,-86,-93,-65,-64,-68,-79,-100,-87,-69,-79,-80,-100,-86,-86,-87,-84,-100,-87,-92,-79,-83,-100,-89,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-87,-89,-89,-100,-100,-88,-89,-100,-100,-100,-100,-92,-84,-84,-64,-63,-84,-84,-87,-86,-86,-86,-86,-86,-88,-84,-83,-83,-100,-78,-82,-81,-100,-75,-100,-81,-90,-81,-79,-88,-89,-89,-72,-72,-72,-72,-57,-72,-56,-73,-80,-91,-73,-72,-71,-71,-72,-78,-79,-86,-75,-84,-85,-100,-100,-100,-56,-79,-79,-79,-78,-68,-78,-100,-78,-78,-91,-80,-86,-93,-65,-64,-68,-79,-100,-87,-69,-79,-80,-100,-85,-85,-86,-86,-100,-87,-92,-80,-80,-100,-91,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-87,-89,-89,-86,-100,-88,-89,-100,-100,-100,-100,-92,-85,-85,-65,-71,-86,-87,-87,-86,-91,-86,-87,-87,-86,-83,-83,-82,-100,-80,-79,-81,-100,-75,-100,-81,-90,-81,-79,-90,-89,-88,-72,-72,-71,-71,-57,-72,-57,-72,-80,-91,-72,-71,-72,-71,-70,-79,-78,-84,-75,-84,-84,-100,-100,-100,-55,-78,-80,-76,-78,-68,-77,-100,-78,-80,-89,-81,-86,-93,-65,-70,-68,-80,-100,-87,-68,-81,-80,-100,-85,-87,-87,-87,-100,-87,-92,-80,-80,-100,-94,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-89,-89,-87,-86,-100,-88,-89,-100,-100,-100,-100,-88,-87,-86,-66,-65,-88,-86,-87,-86,-86,-89,-85,-87,-87,-83,-82,-82,-100,-80,-80,-80,-100,-78,-100,-83,-90,-81,-79,-91,-87,-88,-71,-72,-72,-73,-56,-72,-55,-73,-78,-91,-72,-72,-71,-71,-72,-80,-79,-87,-75,-86,-85,-100,-100,-100,-54,-78,-77,-78,-77,-69,-77,-100,-77,-82,-92,-81,-86,-93,-66,-65,-68,-80,-100,-87,-68,-81,-80,-100,-85,-86,-85,-85,-100,-87,-96,-80,-79,-100,-94,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-89,-89,-87,-86,-100,-88,-89,-100,-100,-100,-100,-88,-85,-85,-64,-68,-86,-86,-88,-89,-89,-85,-88,-89,-88,-84,-85,-84,-87,-82,-82,-80,-100,-78,-100,-83,-90,-82,-82,-91,-91,-88,-77,-70,-77,-71,-62,-71,-61,-77,-78,-91,-77,-75,-76,-75,-76,-82,-81,-84,-75,-83,-83,-100,-100,-100,-60,-82,-82,-77,-78,-71,-77,-100,-77,-84,-91,-81,-86,-93,-65,-67,-71,-80,-100,-87,-70,-81,-80,-100,-88,-88,-89,-85,-100,-87,-96,-83,-81,-100,-94,-90,-100,-93,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-89,-100,-100,-100,-100,-88,-84,-85,-68,-67,-84,-84,-88,-88,-89,-87,-89,-90,-90,-85,-84,-85,-87,-81,-82,-82,-100,-79,-100,-82,-90,-82,-82,-91,-90,-88,-77,-71,-77,-71,-61,-71,-60,-76,-85,-91,-76,-76,-77,-77,-75,-83,-81,-84,-83,-82,-82,-100,-100,-100,-62,-82,-82,-74,-78,-72,-75,-100,-77,-81,-91,-84,-86,-93,-65,-67,-72,-82,-100,-87,-72,-81,-80,-100,-88,-87,-89,-85,-100,-87,-96,-83,-81,-100,-94,-90,-100,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-100,-89,-84,-85,-66,-62,-85,-85,-88,-90,-89,-87,-89,-91,-89,-85,-84,-84,-89,-82,-81,-81,-100,-77,-100,-82,-90,-82,-82,-91,-91,-88,-77,-72,-78,-71,-60,-72,-59,-78,-86,-91,-77,-76,-76,-76,-76,-81,-82,-84,-83,-84,-84,-100,-100,-100,-61,-82,-82,-74,-76,-72,-77,-100,-77,-80,-91,-84,-86,-93,-64,-68,-71,-82,-100,-87,-72,-81,-80,-100,-88,-87,-87,-85,-100,-87,-96,-80,-81,-100,-92,-90,-100,-92,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-100,-89,-85,-84,-65,-68,-85,-85,-88,-90,-89,-86,-89,-90,-90,-87,-87,-88,-89,-83,-81,-80,-100,-80,-100,-82,-90,-82,-82,-89,-89,-90,-80,-72,-79,-71,-63,-73,-63,-80,-86,-91,-80,-77,-76,-76,-77,-84,-85,-81,-81,-80,-80,-100,-100,-100,-62,-85,-84,-77,-76,-72,-77,-100,-77,-80,-91,-84,-86,-93,-66,-68,-73,-82,-100,-87,-70,-81,-80,-100,-88,-92,-89,-85,-100,-87,-96,-81,-81,-100,-92,-90,-100,-92,-94,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-90,-89,-85,-84,-65,-69,-85,-85,-90,-89,-89,-86,-89,-90,-90,-87,-86,-86,-89,-83,-81,-80,-100,-78,-100,-80,-90,-81,-80,-88,-91,-90,-80,-72,-79,-72,-61,-71,-61,-80,-86,-91,-79,-77,-77,-77,-77,-79,-79,-81,-81,-82,-83,-100,-100,-100,-60,-79,-79,-77,-77,-69,-76,-100,-80,-80,-91,-84,-86,-93,-66,-65,-70,-84,-100,-87,-71,-85,-80,-100,-89,-88,-88,-88,-100,-87,-96,-81,-81,-100,-92,-89,-100,-90,-94,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-89,-87,-85,-84,-71,-60,-84,-84,-87,-87,-90,-88,-88,-90,-88,-85,-85,-86,-87,-83,-80,-80,-100,-81,-100,-80,-100,-81,-80,-92,-91,-90,-80,-72,-80,-72,-64,-72,-63,-79,-86,-91,-81,-78,-77,-77,-77,-79,-78,-80,-81,-81,-80,-100,-100,-100,-64,-78,-79,-74,-76,-70,-77,-100,-79,-80,-91,-84,-100,-100,-71,-70,-69,-85,-100,-100,-67,-84,-80,-100,-88,-86,-86,-87,-100,-100,-96,-81,-81,-100,-92,-88,-100,-90,-94,-90,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-89,-87,-86,-87,-65,-66,-92,-86,-87,-87,-88,-91,-88,-88,-88,-83,-83,-83,-87,-83,-78,-79,-100,-81,-100,-80,-100,-85,-80,-84,-86,-85,-73,-71,-73,-70,-60,-70,-59,-72,-86,-91,-73,-74,-73,-75,-74,-79,-80,-80,-82,-80,-80,-100,-100,-100,-58,-80,-79,-75,-76,-80,-78,-100,-77,-79,-91,-84,-100,-100,-71,-70,-68,-85,-100,-100,-68,-84,-81,-100,-86,-86,-85,-86,-100,-100,-96,-81,-79,-88,-92,-88,-100,-90,-94,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-89,-89,-87,-84,-100,-88,-86,-100,-100,-100,-89,-87,-86,-86,-65,-71,-86,-87,-87,-87,-88,-89,-88,-89,-89,-85,-86,-87,-87,-83,-78,-78,-100,-77,-100,-84,-100,-86,-80,-87,-84,-84,-73,-72,-73,-72,-62,-71,-63,-75,-86,-91,-73,-72,-73,-73,-74,-80,-80,-79,-80,-78,-78,-100,-100,-100,-62,-81,-81,-79,-76,-70,-78,-100,-80,-80,-91,-84,-100,-100,-68,-70,-70,-85,-100,-100,-69,-84,-78,-100,-83,-86,-84,-84,-100,-100,-96,-80,-80,-88,-90,-88,-100,-90,-91,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-89,-89,-87,-84,-100,-88,-88,-100,-100,-100,-89,-87,-86,-86,-67,-69,-90,-87,-87,-87,-88,-90,-88,-89,-91,-85,-85,-85,-87,-83,-78,-78,-100,-77,-100,-86,-100,-85,-82,-88,-89,-87,-74,-73,-74,-72,-62,-72,-60,-76,-86,-91,-74,-72,-72,-74,-72,-80,-80,-81,-81,-81,-79,-100,-100,-100,-60,-81,-81,-78,-77,-71,-78,-100,-78,-80,-89,-84,-100,-100,-66,-67,-69,-85,-100,-100,-70,-84,-78,-100,-84,-86,-85,-85,-100,-100,-96,-82,-81,-88,-90,-88,-100,-90,-91,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-89,-89,-87,-84,-100,-88,-88,-100,-100,-100,-89,-87,-86,-85,-68,-69,-85,-86,-87,-87,-88,-89,-89,-88,-89,-85,-85,-87,-87,-83,-78,-77,-100,-75,-100,-86,-100,-85,-83,-86,-87,-86,-74,-72,-74,-71,-61,-71,-61,-74,-86,-91,-75,-71,-71,-72,-73,-80,-80,-82,-78,-81,-81,-100,-100,-100,-62,-80,-79,-77,-77,-71,-79,-100,-80,-80,-89,-84,-100,-100,-66,-67,-70,-85,-100,-100,-68,-84,-78,-100,-83,-85,-86,-85,-100,-100,-96,-82,-81,-88,-90,-88,-100,-90,-91,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
