44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:1c:10,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:31,44:48:c1:91:aa:32,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,38:17:c3:19:71:92,20:a6:cd:50:24:b0,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:06:52,80:8d:b7:55:29:d1,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:21,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-100,-100,-100,-84,-84,-84,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-57,-100,-56,-100,-92,-100,-100,-100,-87,-90,-91,-90,-90,-56,-58,-88,-82,-89,-88,-65,-65,-65,-82,-100,-73,-85,-83,-74,-82,-80,-80,-91,-85,-83,-84,-84,-84,-85,-81,-82,-82,-82,-87,-82,-82,-93,-81,-82,-83,-89,-88,-90,-90,-81,-100,-100,-100,-92,-81,-90,-82,-90,-88,-88,-85,-87,-87,-87,-87,-88,-86,-85,-86,-89,-87,-90,-92,-87,-91,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,741,175,34
-100,-100,-100,-100,-84,-84,-84,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-69,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-59,-100,-56,-100,-100,-100,-100,-100,-87,-89,-91,-90,-91,-57,-57,-88,-78,-89,-88,-65,-66,-65,-83,-100,-71,-81,-78,-70,-79,-80,-80,-91,-81,-79,-79,-80,-80,-80,-81,-81,-88,-89,-83,-88,-87,-93,-81,-82,-83,-94,-88,-88,-90,-81,-100,-100,-100,-90,-80,-90,-80,-89,-91,-88,-85,-89,-84,-85,-83,-82,-86,-85,-86,-89,-87,-90,-100,-87,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-53,-100,-55,-100,-100,-100,-100,-100,-90,-91,-91,-90,-92,-55,-56,-88,-81,-89,-88,-65,-66,-66,-78,-100,-70,-79,-79,-71,-81,-80,-80,-91,-80,-79,-80,-78,-78,-79,-81,-81,-86,-86,-83,-88,-86,-89,-84,-84,-84,-94,-90,-88,-90,-81,-100,-100,-100,-92,-80,-90,-80,-89,-91,-88,-85,-88,-84,-85,-84,-83,-86,-85,-86,-84,-85,-86,-100,-87,-91,-88,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-51,-100,-54,-100,-100,-100,-100,-100,-90,-92,-90,-89,-92,-55,-55,-88,-81,-89,-88,-65,-65,-66,-77,-100,-71,-81,-80,-70,-78,-78,-78,-91,-81,-79,-80,-81,-82,-81,-77,-78,-89,-87,-84,-86,-88,-89,-84,-86,-84,-93,-89,-90,-88,-82,-100,-100,-100,-89,-82,-90,-82,-89,-91,-88,-84,-88,-84,-85,-85,-84,-86,-87,-86,-85,-85,-84,-100,-91,-90,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-71,-69,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-57,-100,-53,-100,-100,-100,-100,-100,-90,-92,-90,-89,-92,-52,-52,-88,-81,-89,-88,-64,-66,-64,-79,-100,-70,-78,-79,-70,-79,-80,-78,-91,-79,-79,-78,-79,-79,-81,-77,-78,-89,-87,-84,-86,-88,-90,-85,-84,-88,-93,-89,-90,-88,-82,-100,-100,-100,-89,-83,-90,-81,-89,-91,-88,-84,-87,-85,-85,-83,-83,-84,-85,-85,-85,-85,-82,-100,-91,-90,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-70,-70,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-100,-51,-100,-100,-100,-100,-100,-90,-91,-92,-91,-92,-52,-51,-88,-78,-89,-88,-65,-65,-65,-78,-100,-71,-78,-79,-70,-80,-79,-78,-91,-79,-78,-78,-79,-79,-81,-77,-77,-88,-89,-84,-86,-89,-91,-93,-87,-92,-93,-91,-90,-90,-79,-100,-100,-100,-89,-80,-91,-80,-89,-91,-88,-84,-88,-84,-85,-82,-83,-84,-85,-85,-85,-85,-87,-100,-91,-90,-89,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-72,-71,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-69,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-54,-100,-53,-100,-100,-100,-100,-100,-90,-92,-92,-91,-92,-54,-55,-88,-78,-89,-88,-65,-66,-65,-78,-100,-71,-79,-82,-71,-79,-79,-79,-91,-79,-79,-80,-79,-79,-80,-78,-79,-88,-89,-85,-89,-89,-93,-85,-86,-86,-93,-91,-90,-90,-79,-100,-100,-100,-90,-80,-87,-80,-89,-91,-88,-84,-89,-85,-85,-84,-83,-85,-85,-86,-85,-85,-87,-100,-91,-90,-88,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-84,-84,-84,-72,-71,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-59,-100,-53,-100,-100,-100,-100,-100,-92,-90,-92,-91,-91,-49,-50,-88,-78,-89,-88,-64,-64,-64,-78,-100,-71,-79,-77,-72,-78,-78,-77,-91,-78,-73,-79,-80,-80,-80,-74,-73,-83,-82,-84,-86,-84,-91,-86,-86,-89,-93,-88,-86,-89,-82,-100,-100,-100,-90,-81,-87,-81,-89,-89,-89,-87,-90,-85,-84,-84,-84,-85,-85,-84,-84,-85,-84,-94,-91,-90,-88,-90,-93,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-84,-84,-84,-71,-72,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-61,-100,-55,-100,-100,-100,-100,-100,-94,-90,-92,-91,-91,-54,-55,-88,-78,-89,-88,-64,-64,-74,-78,-100,-72,-77,-78,-72,-79,-79,-79,-88,-78,-74,-77,-78,-79,-78,-73,-73,-83,-83,-84,-86,-82,-91,-86,-84,-84,-93,-90,-84,-91,-79,-100,-100,-100,-91,-80,-87,-80,-89,-89,-89,-87,-90,-85,-84,-84,-83,-85,-83,-84,-84,-85,-84,-93,-91,-90,-88,-90,-93,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-84,-84,-84,-73,-72,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-61,-100,-50,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-51,-50,-88,-79,-89,-88,-61,-64,-63,-78,-100,-72,-80,-77,-89,-78,-78,-78,-88,-77,-75,-77,-78,-79,-82,-75,-74,-85,-83,-84,-86,-82,-88,-86,-84,-84,-93,-89,-85,-91,-81,-100,-100,-100,-94,-80,-87,-81,-89,-89,-89,-86,-89,-85,-85,-84,-84,-86,-86,-87,-83,-81,-83,-93,-91,-90,-88,-90,-93,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-84,-84,-84,-72,-74,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-75,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-58,-100,-52,-100,-100,-100,-100,-100,-89,-90,-92,-91,-91,-51,-51,-88,-79,-89,-88,-63,-64,-64,-79,-100,-71,-79,-78,-72,-77,-78,-79,-88,-78,-75,-78,-79,-79,-78,-75,-74,-81,-83,-85,-86,-82,-89,-83,-84,-84,-93,-88,-85,-90,-81,-100,-100,-100,-94,-80,-89,-81,-88,-89,-89,-86,-89,-85,-86,-83,-83,-86,-85,-87,-85,-83,-83,-93,-91,-90,-88,-90,-93,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-88,-84,-84,-73,-73,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-61,-100,-50,-100,-100,-100,-100,-100,-89,-90,-92,-91,-91,-50,-52,-88,-78,-89,-88,-63,-60,-62,-79,-100,-73,-79,-78,-72,-79,-78,-78,-88,-78,-75,-78,-79,-82,-78,-73,-74,-80,-80,-83,-88,-83,-91,-85,-84,-86,-90,-90,-84,-91,-81,-100,-100,-100,-93,-82,-89,-81,-91,-89,-88,-85,-89,-85,-86,-83,-83,-86,-85,-87,-83,-84,-84,-93,-91,-90,-88,-90,-93,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-88,-84,-84,-71,-72,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-61,-100,-51,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-50,-51,-88,-78,-89,-88,-61,-64,-64,-82,-100,-71,-79,-77,-73,-77,-76,-77,-88,-79,-74,-78,-80,-78,-78,-74,-75,-80,-82,-83,-88,-83,-87,-85,-84,-86,-91,-88,-86,-88,-81,-100,-100,-100,-94,-82,-90,-82,-91,-89,-89,-85,-87,-85,-86,-83,-83,-86,-85,-87,-83,-84,-84,-93,-91,-90,-88,-90,-93,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-88,-84,-84,-76,-76,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-54,-100,-49,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-49,-48,-100,-82,-100,-100,-58,-59,-59,-83,-100,-75,-76,-76,-75,-78,-81,-79,-89,-78,-75,-76,-82,-82,-83,-73,-74,-80,-80,-85,-78,-81,-91,-84,-83,-83,-89,-88,-86,-88,-86,-100,-100,-100,-94,-86,-92,-86,-91,-89,-89,-81,-90,-81,-81,-85,-86,-88,-87,-87,-83,-84,-84,-93,-91,-90,-90,-88,-93,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-88,-84,-84,-74,-73,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-54,-100,-49,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-50,-50,-100,-82,-100,-100,-61,-61,-60,-83,-100,-74,-75,-75,-74,-79,-80,-79,-89,-75,-76,-75,-82,-81,-82,-75,-75,-80,-80,-84,-79,-81,-91,-83,-83,-83,-94,-88,-86,-88,-86,-100,-100,-100,-94,-86,-84,-86,-91,-89,-89,-83,-90,-77,-77,-83,-85,-88,-87,-87,-83,-84,-84,-93,-91,-90,-90,-88,-93,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-88,-84,-84,-75,-74,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-51,-100,-48,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-48,-49,-100,-82,-100,-100,-59,-60,-61,-83,-100,-73,-77,-76,-74,-79,-79,-81,-89,-76,-76,-77,-82,-81,-82,-75,-75,-80,-80,-85,-81,-81,-91,-84,-83,-83,-94,-88,-86,-88,-86,-100,-100,-100,-92,-86,-85,-86,-91,-89,-89,-79,-88,-82,-79,-85,-84,-85,-87,-89,-83,-84,-84,-94,-91,-90,-90,-88,-93,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-88,-84,-84,-75,-75,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-51,-100,-50,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-50,-50,-100,-82,-100,-100,-61,-62,-62,-81,-100,-75,-77,-77,-74,-83,-82,-83,-89,-78,-76,-77,-81,-82,-83,-75,-74,-81,-81,-87,-81,-81,-91,-94,-84,-93,-92,-88,-86,-88,-85,-100,-100,-100,-90,-85,-86,-86,-91,-89,-89,-79,-90,-79,-79,-88,-87,-88,-86,-86,-83,-84,-83,-94,-91,-90,-90,-88,-93,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-88,-84,-84,-75,-75,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-50,-100,-51,-100,-100,-100,-100,-100,-91,-90,-92,-91,-91,-49,-49,-100,-82,-100,-100,-61,-62,-61,-81,-100,-77,-76,-77,-75,-83,-82,-83,-89,-76,-76,-78,-82,-81,-82,-75,-74,-80,-81,-88,-81,-82,-91,-83,-83,-83,-95,-88,-86,-88,-88,-100,-100,-100,-91,-88,-89,-87,-91,-89,-89,-77,-90,-81,-78,-87,-86,-88,-85,-86,-83,-83,-83,-94,-90,-90,-90,-88,-93,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
