20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:92,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f1,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:1c:11,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,44:48:c1:91:95:a3,38:17:c3:1f:14:01,38:17:c3:22:61:91,44:48:c1:91:95:a1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,38:17:c3:19:71:82,38:17:c3:19:71:81,20:a6:cd:50:24:b0,80:8d:b7:55:35:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-55,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-45,-46,-100,-91,-91,-89,-91,-91,-62,-62,-61,-100,-100,-100,-81,-100,-77,-77,-100,-84,-76,-76,-78,-78,-77,-78,-82,-76,-84,-77,-78,-77,-84,-83,-88,-78,-88,-78,-81,-79,-92,-87,-84,-79,-88,-87,-87,-89,-87,-81,-78,-82,-100,-85,-85,-66,-78,-87,-100,-100,-94,-87,-84,-85,-86,-90,-84,-84,-88,-82,-83,-84,-90,-87,-92,-84,-90,-92,-91,-89,-88,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-62,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-91,-91,-89,-91,-91,-61,-62,-63,-100,-100,-100,-80,-100,-77,-76,-100,-84,-79,-77,-77,-81,-77,-79,-79,-80,-84,-77,-78,-79,-85,-83,-88,-78,-88,-83,-81,-81,-89,-89,-86,-79,-88,-88,-87,-89,-87,-80,-79,-79,-100,-87,-86,-81,-79,-87,-100,-100,-90,-87,-84,-88,-86,-90,-84,-84,-89,-82,-85,-87,-90,-87,-92,-83,-90,-92,-91,-89,-88,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-51,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-46,-47,-100,-91,-100,-100,-100,-100,-61,-61,-61,-100,-100,-100,-79,-100,-77,-77,-100,-83,-82,-76,-93,-79,-77,-78,-82,-81,-85,-76,-77,-83,-83,-82,-88,-76,-87,-79,-79,-79,-89,-88,-85,-77,-90,-89,-84,-90,-90,-79,-80,-79,-100,-85,-84,-81,-83,-85,-100,-100,-91,-85,-84,-89,-86,-92,-86,-84,-88,-85,-86,-85,-90,-87,-92,-85,-90,-92,-91,-89,-88,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-54,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-47,-47,-100,-91,-100,-100,-100,-100,-60,-63,-61,-100,-100,-100,-79,-100,-77,-77,-100,-86,-82,-76,-93,-79,-77,-78,-82,-79,-86,-76,-77,-81,-85,-85,-88,-78,-89,-80,-80,-79,-89,-89,-85,-78,-89,-88,-85,-90,-87,-79,-77,-79,-100,-83,-86,-81,-83,-85,-100,-100,-91,-85,-84,-89,-86,-91,-86,-84,-88,-84,-82,-85,-90,-87,-92,-84,-90,-92,-91,-88,-88,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-55,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-91,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-75,-100,-75,-78,-100,-82,-82,-77,-84,-81,-76,-86,-84,-82,-82,-77,-73,-82,-82,-81,-88,-73,-87,-85,-84,-79,-89,-90,-89,-72,-90,-90,-87,-90,-90,-76,-77,-77,-100,-90,-88,-81,-83,-86,-100,-100,-91,-85,-87,-89,-86,-93,-86,-84,-88,-85,-82,-85,-90,-87,-92,-84,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-56,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-93,-100,-100,-100,-100,-100,-100,-100,-53,-53,-100,-92,-100,-100,-100,-100,-60,-61,-60,-100,-100,-100,-77,-100,-75,-76,-100,-82,-82,-76,-84,-81,-76,-86,-84,-82,-83,-76,-75,-82,-83,-82,-80,-76,-89,-85,-83,-79,-89,-90,-89,-75,-90,-90,-84,-90,-90,-77,-77,-75,-100,-88,-89,-81,-83,-84,-100,-100,-91,-82,-87,-89,-86,-93,-86,-84,-88,-85,-82,-85,-90,-87,-92,-83,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-60,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-92,-100,-100,-100,-100,-52,-59,-59,-100,-100,-100,-77,-100,-82,-79,-100,-84,-81,-77,-84,-81,-77,-86,-84,-81,-83,-78,-75,-81,-83,-83,-79,-76,-89,-84,-84,-86,-89,-90,-90,-75,-90,-90,-84,-90,-90,-77,-77,-75,-100,-89,-91,-81,-83,-85,-100,-100,-92,-84,-87,-89,-86,-92,-86,-84,-88,-85,-85,-85,-90,-87,-92,-85,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-60,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-50,-51,-100,-92,-100,-100,-100,-100,-59,-59,-59,-100,-100,-100,-77,-100,-82,-78,-100,-82,-82,-78,-88,-86,-78,-87,-85,-83,-82,-78,-75,-82,-82,-83,-81,-76,-85,-84,-84,-84,-89,-90,-87,-75,-90,-90,-84,-90,-90,-75,-84,-76,-100,-87,-88,-81,-83,-85,-100,-100,-92,-85,-87,-89,-86,-92,-86,-84,-88,-85,-85,-85,-90,-87,-92,-85,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-55,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-48,-49,-100,-92,-100,-100,-100,-100,-60,-61,-60,-100,-100,-100,-76,-100,-82,-77,-100,-84,-82,-77,-83,-85,-78,-87,-84,-82,-82,-78,-75,-83,-82,-83,-79,-76,-86,-84,-84,-85,-89,-90,-89,-75,-90,-90,-84,-90,-90,-77,-87,-76,-100,-89,-88,-85,-83,-85,-100,-100,-92,-83,-87,-89,-86,-92,-86,-84,-88,-85,-85,-85,-90,-87,-92,-85,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-59,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-49,-50,-100,-92,-100,-100,-100,-100,-59,-61,-60,-100,-100,-100,-76,-100,-82,-78,-100,-82,-82,-78,-87,-86,-79,-83,-81,-82,-82,-78,-77,-82,-83,-83,-79,-77,-87,-84,-85,-85,-89,-90,-88,-77,-90,-90,-85,-91,-90,-77,-87,-76,-100,-88,-87,-85,-85,-86,-100,-100,-94,-84,-87,-89,-86,-92,-86,-84,-88,-84,-85,-85,-90,-87,-92,-85,-90,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-48,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-49,-48,-100,-92,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-80,-100,-83,-75,-100,-83,-81,-76,-84,-84,-76,-84,-81,-81,-82,-78,-75,-81,-82,-82,-79,-75,-91,-79,-80,-80,-93,-90,-91,-75,-94,-90,-86,-91,-90,-80,-80,-81,-100,-88,-87,-78,-78,-86,-100,-100,-88,-84,-83,-81,-86,-92,-86,-84,-79,-79,-79,-88,-85,-87,-92,-77,-87,-92,-91,-88,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-46,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-47,-49,-100,-92,-100,-100,-100,-100,-60,-59,-60,-100,-100,-100,-77,-100,-81,-75,-100,-83,-78,-78,-84,-85,-76,-85,-81,-78,-85,-86,-72,-78,-84,-83,-79,-73,-91,-79,-86,-80,-94,-92,-91,-72,-94,-90,-86,-91,-87,-76,-78,-77,-100,-88,-87,-80,-81,-85,-100,-100,-88,-85,-81,-80,-87,-92,-86,-84,-81,-85,-85,-88,-85,-87,-92,-84,-87,-92,-91,-88,-88,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-48,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-45,-44,-100,-92,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-81,-100,-81,-73,-100,-83,-79,-74,-84,-85,-73,-85,-81,-79,-82,-75,-77,-79,-84,-84,-84,-76,-91,-79,-86,-80,-94,-90,-92,-77,-94,-90,-86,-88,-88,-81,-78,-80,-100,-88,-87,-80,-79,-85,-100,-100,-87,-85,-83,-83,-87,-92,-86,-84,-83,-80,-80,-88,-88,-87,-92,-81,-88,-92,-91,-88,-88,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-67,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-92,-100,-100,-100,-100,-59,-60,-60,-100,-100,-100,-73,-100,-81,-72,-100,-84,-78,-71,-84,-85,-71,-86,-83,-78,-84,-72,-76,-79,-85,-84,-84,-74,-92,-80,-82,-80,-94,-88,-91,-74,-87,-89,-85,-90,-90,-75,-83,-75,-100,-88,-87,-82,-82,-85,-100,-100,-89,-86,-83,-83,-87,-92,-86,-84,-83,-80,-80,-88,-87,-89,-92,-81,-88,-92,-91,-88,-88,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-64,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-47,-47,-100,-95,-100,-100,-100,-100,-61,-60,-73,-100,-100,-100,-73,-100,-81,-72,-100,-87,-78,-73,-85,-87,-73,-85,-80,-78,-86,-72,-76,-78,-86,-86,-86,-74,-92,-82,-79,-79,-94,-88,-92,-75,-88,-88,-84,-90,-91,-75,-82,-75,-100,-88,-87,-83,-82,-86,-100,-100,-88,-86,-85,-86,-87,-90,-88,-84,-85,-81,-79,-88,-88,-89,-92,-81,-87,-92,-91,-88,-100,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-51,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-46,-47,-100,-95,-100,-100,-100,-100,-59,-60,-60,-100,-100,-100,-75,-100,-83,-72,-100,-87,-77,-72,-85,-85,-73,-85,-83,-78,-87,-74,-76,-78,-87,-86,-86,-74,-89,-79,-80,-79,-94,-88,-92,-75,-88,-89,-86,-90,-88,-74,-83,-74,-100,-88,-87,-87,-87,-87,-100,-100,-88,-85,-85,-85,-88,-90,-88,-84,-85,-81,-80,-88,-87,-87,-100,-81,-88,-92,-91,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-46,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-47,-46,-100,-95,-100,-100,-100,-100,-61,-61,-60,-100,-100,-100,-75,-100,-83,-79,-100,-84,-77,-78,-85,-85,-79,-85,-86,-78,-84,-79,-72,-78,-84,-84,-84,-70,-87,-79,-80,-79,-94,-88,-92,-69,-88,-89,-86,-93,-88,-74,-83,-74,-100,-88,-87,-87,-87,-84,-100,-100,-82,-85,-85,-84,-87,-90,-90,-90,-84,-75,-76,-88,-83,-87,-100,-74,-83,-92,-100,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-47,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-47,-47,-100,-95,-100,-100,-100,-100,-60,-62,-61,-100,-100,-100,-79,-100,-83,-83,-100,-84,-84,-83,-85,-85,-84,-85,-80,-83,-84,-83,-70,-83,-85,-85,-84,-70,-87,-79,-80,-79,-94,-88,-91,-70,-88,-89,-85,-89,-87,-78,-83,-79,-100,-88,-87,-83,-87,-86,-100,-100,-80,-86,-84,-84,-88,-92,-90,-90,-84,-79,-76,-88,-81,-88,-100,-77,-81,-92,-100,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-54,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-95,-100,-100,-100,-100,-62,-62,-62,-100,-100,-100,-78,-100,-85,-81,-100,-82,-81,-80,-80,-80,-79,-81,-80,-82,-82,-79,-71,-81,-82,-83,-84,-70,-92,-79,-80,-79,-94,-89,-93,-70,-88,-89,-84,-92,-87,-78,-83,-78,-100,-88,-87,-83,-87,-84,-100,-100,-83,-83,-83,-84,-87,-91,-90,-90,-83,-75,-76,-88,-82,-88,-100,-75,-82,-92,-100,-88,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
