20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:92,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f1,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:1c:11,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,44:48:c1:91:95:a3,38:17:c3:1f:14:01,38:17:c3:22:61:91,44:48:c1:91:95:a1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,38:17:c3:19:71:82,38:17:c3:19:71:81,20:a6:cd:50:24:b0,80:8d:b7:55:35:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,x,y,label
-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-91,-85,-92,-83,-44,-83,-45,-90,-93,-100,-92,-100,-100,-88,-88,-87,-78,-90,-93,-100,-91,-94,-100,-100,-100,-100,-100,-44,-100,-93,-87,-88,-87,-86,-56,-85,-88,-100,-89,-89,-100,-100,-85,-88,-84,-82,-56,-100,-100,-55,-88,-93,-100,-87,-87,-89,-89,-88,-88,-100,-100,-100,-100,-79,-81,-89,-80,-80,-87,-87,-100,-91,-100,-100,-100,-100,-80,-83,-80,-100,-100,-100,-86,-100,-100,-100,-94,-100,-78,-78,-100,-79,-83,-84,-84,-84,-86,-85,-85,-83,-82,-83,-100,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-91,-85,-93,-85,-45,-84,-45,-90,-93,-100,-92,-100,-100,-88,-88,-86,-76,-90,-93,-100,-91,-94,-100,-100,-100,-100,-100,-44,-100,-93,-86,-88,-87,-87,-55,-85,-88,-100,-89,-89,-100,-100,-84,-88,-84,-85,-56,-100,-100,-55,-89,-93,-100,-87,-87,-88,-89,-89,-88,-100,-100,-100,-100,-80,-85,-87,-80,-79,-88,-87,-100,-92,-100,-100,-100,-100,-80,-83,-80,-100,-100,-100,-87,-100,-100,-100,-94,-100,-76,-76,-100,-79,-84,-85,-84,-84,-86,-85,-85,-83,-81,-82,-100,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-91,-84,-93,-83,-44,-83,-45,-90,-93,-100,-94,-100,-100,-88,-88,-88,-76,-90,-93,-100,-91,-91,-100,-100,-100,-100,-100,-44,-100,-93,-87,-88,-87,-87,-56,-85,-88,-100,-89,-89,-100,-100,-86,-84,-84,-89,-55,-100,-100,-56,-87,-93,-100,-88,-100,-88,-100,-88,-88,-100,-100,-100,-100,-79,-79,-89,-78,-77,-88,-100,-100,-92,-100,-100,-100,-100,-80,-82,-81,-100,-100,-100,-86,-100,-100,-100,-94,-100,-77,-76,-100,-78,-84,-84,-83,-83,-86,-85,-85,-82,-83,-82,-100,-91,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-91,-78,-89,-78,-44,-78,-44,-90,-93,-100,-89,-100,-100,-88,-88,-88,-76,-90,-100,-100,-91,-91,-100,-100,-100,-100,-100,-44,-100,-100,-87,-88,-90,-90,-63,-85,-85,-100,-89,-89,-100,-100,-85,-84,-85,-89,-62,-100,-100,-62,-87,-93,-100,-88,-100,-88,-100,-88,-88,-100,-100,-100,-100,-72,-81,-89,-72,-73,-88,-100,-100,-92,-100,-100,-100,-100,-81,-79,-79,-100,-100,-100,-86,-100,-100,-100,-94,-100,-76,-76,-100,-74,-76,-76,-76,-76,-86,-85,-85,-84,-80,-80,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-91,-77,-89,-75,-45,-76,-46,-90,-93,-100,-90,-100,-100,-88,-88,-88,-77,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-45,-100,-100,-89,-88,-89,-90,-63,-85,-85,-100,-89,-89,-100,-100,-83,-86,-83,-89,-64,-100,-100,-63,-90,-93,-100,-90,-100,-88,-100,-88,-88,-100,-100,-100,-100,-70,-79,-89,-70,-70,-88,-100,-100,-92,-100,-100,-100,-100,-80,-80,-82,-100,-93,-100,-86,-100,-100,-100,-94,-100,-77,-76,-100,-76,-75,-76,-76,-75,-83,-84,-83,-80,-81,-81,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-91,-75,-90,-75,-45,-75,-45,-90,-93,-100,-91,-100,-100,-88,-88,-88,-79,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-45,-100,-100,-89,-88,-91,-90,-63,-85,-85,-100,-88,-87,-100,-100,-81,-80,-82,-89,-64,-100,-100,-64,-90,-93,-100,-89,-100,-88,-100,-90,-87,-100,-100,-100,-100,-72,-84,-89,-73,-72,-88,-100,-100,-91,-100,-100,-100,-100,-79,-76,-77,-100,-93,-100,-86,-100,-100,-100,-94,-100,-76,-76,-100,-76,-76,-76,-75,-76,-83,-84,-83,-80,-81,-81,-100,-100,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-76,-90,-75,-45,-75,-46,-90,-100,-100,-90,-100,-100,-87,-88,-90,-78,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-44,-100,-93,-90,-88,-90,-90,-63,-85,-86,-100,-88,-87,-100,-100,-82,-83,-83,-89,-63,-100,-100,-63,-91,-93,-100,-88,-100,-86,-100,-88,-87,-100,-100,-100,-100,-72,-77,-88,-72,-72,-89,-100,-100,-91,-100,-100,-100,-100,-79,-81,-80,-100,-93,-100,-86,-100,-100,-100,-94,-100,-79,-78,-100,-74,-77,-78,-78,-78,-83,-84,-83,-89,-78,-77,-100,-100,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-88,-76,-89,-76,-45,-77,-45,-89,-100,-100,-88,-100,-100,-87,-88,-88,-78,-90,-93,-100,-100,-91,-100,-100,-100,-100,-100,-45,-100,-93,-88,-88,-88,-90,-63,-85,-86,-100,-88,-87,-100,-100,-82,-86,-81,-87,-64,-100,-100,-64,-90,-93,-100,-88,-100,-86,-100,-88,-89,-100,-100,-100,-100,-72,-81,-88,-72,-72,-89,-100,-100,-91,-100,-100,-100,-100,-79,-81,-80,-100,-93,-100,-86,-100,-100,-100,-94,-100,-77,-77,-100,-74,-76,-76,-76,-76,-85,-84,-85,-81,-82,-80,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-76,-88,-76,-46,-76,-46,-88,-100,-100,-89,-100,-100,-87,-88,-90,-80,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-46,-100,-93,-90,-88,-90,-90,-62,-85,-87,-100,-88,-87,-100,-100,-82,-86,-83,-87,-62,-100,-100,-61,-92,-93,-100,-90,-100,-86,-100,-90,-89,-100,-100,-100,-100,-70,-82,-88,-69,-69,-89,-100,-100,-92,-100,-100,-100,-100,-81,-81,-79,-100,-93,-100,-86,-100,-100,-100,-100,-100,-78,-79,-100,-79,-76,-76,-76,-76,-85,-84,-85,-91,-80,-81,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-86,-92,-85,-58,-86,-60,-88,-100,-100,-91,-100,-100,-87,-88,-90,-73,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-60,-100,-93,-90,-88,-89,-88,-64,-87,-84,-100,-88,-87,-100,-100,-84,-85,-86,-87,-64,-100,-100,-64,-89,-93,-100,-92,-100,-89,-100,-87,-90,-100,-100,-100,-100,-69,-82,-88,-69,-69,-89,-100,-100,-91,-100,-100,-100,-100,-80,-79,-78,-100,-93,-100,-88,-100,-100,-100,-91,-100,-73,-73,-100,-79,-75,-76,-76,-75,-85,-84,-85,-79,-78,-80,-100,-100,-90,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-83,-93,-83,-58,-83,-59,-88,-100,-100,-92,-100,-100,-87,-88,-90,-78,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-58,-100,-93,-89,-88,-89,-88,-66,-87,-84,-100,-88,-87,-100,-100,-84,-85,-85,-87,-66,-100,-100,-66,-90,-93,-100,-90,-100,-89,-100,-87,-89,-100,-100,-100,-100,-72,-81,-88,-72,-72,-89,-100,-100,-89,-100,-100,-100,-100,-82,-79,-81,-100,-93,-100,-89,-100,-100,-100,-91,-100,-78,-77,-100,-72,-76,-76,-76,-75,-85,-84,-85,-82,-80,-80,-100,-89,-90,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-93,-82,-54,-82,-54,-88,-100,-100,-92,-100,-100,-87,-88,-90,-76,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-54,-100,-93,-89,-88,-88,-90,-65,-87,-88,-100,-88,-87,-100,-100,-84,-83,-87,-87,-65,-100,-100,-65,-90,-93,-100,-89,-88,-86,-87,-87,-87,-100,-100,-100,-100,-67,-84,-89,-69,-67,-87,-100,-100,-91,-100,-100,-100,-100,-85,-84,-86,-100,-93,-100,-89,-100,-100,-100,-91,-100,-76,-75,-100,-74,-78,-78,-78,-77,-85,-84,-85,-82,-75,-76,-100,-91,-92,-100,-91,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-80,-93,-80,-56,-80,-55,-88,-100,-100,-92,-100,-100,-87,-88,-90,-75,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-55,-100,-93,-88,-88,-89,-90,-67,-87,-88,-100,-88,-87,-100,-100,-84,-85,-84,-87,-68,-100,-100,-67,-88,-94,-100,-89,-89,-88,-90,-89,-85,-100,-100,-100,-100,-67,-79,-88,-68,-67,-88,-100,-100,-92,-100,-100,-100,-100,-84,-84,-83,-100,-93,-100,-89,-100,-100,-100,-91,-100,-75,-75,-100,-73,-77,-76,-76,-77,-85,-84,-85,-76,-76,-76,-100,-91,-92,-100,-91,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-81,-93,-82,-55,-81,-55,-88,-94,-100,-92,-100,-100,-87,-88,-90,-74,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-56,-100,-93,-89,-88,-91,-90,-65,-87,-88,-100,-88,-87,-100,-100,-84,-85,-85,-83,-65,-100,-100,-65,-89,-94,-100,-88,-86,-90,-87,-87,-88,-100,-100,-100,-100,-68,-79,-86,-68,-68,-88,-87,-100,-89,-100,-100,-100,-100,-84,-85,-85,-100,-93,-100,-89,-100,-100,-100,-91,-100,-74,-73,-100,-73,-75,-75,-76,-77,-85,-84,-85,-76,-79,-74,-100,-90,-91,-100,-92,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-81,-93,-81,-56,-81,-55,-88,-94,-100,-92,-100,-100,-87,-88,-90,-75,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-54,-100,-93,-89,-88,-88,-90,-65,-87,-88,-100,-88,-87,-100,-100,-84,-86,-84,-84,-65,-100,-100,-65,-88,-94,-100,-90,-88,-88,-89,-87,-88,-100,-100,-100,-100,-67,-79,-88,-70,-67,-88,-89,-100,-89,-100,-100,-100,-100,-84,-85,-86,-100,-93,-100,-89,-100,-100,-100,-91,-100,-74,-75,-100,-73,-76,-77,-76,-76,-85,-84,-85,-88,-78,-76,-100,-89,-91,-90,-91,-93,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-80,-93,-80,-53,-80,-54,-88,-94,-100,-92,-100,-100,-89,-100,-88,-75,-100,-93,-100,-100,-92,-100,-100,-100,-100,-100,-55,-100,-93,-89,-88,-88,-90,-67,-87,-89,-100,-88,-87,-100,-100,-86,-87,-87,-84,-66,-100,-100,-66,-88,-94,-100,-90,-88,-88,-89,-92,-88,-100,-100,-100,-100,-66,-80,-91,-67,-67,-88,-89,-100,-90,-100,-100,-100,-100,-80,-80,-82,-100,-93,-100,-89,-100,-100,-100,-91,-100,-74,-75,-100,-78,-82,-83,-83,-81,-85,-84,-85,-88,-83,-81,-100,-88,-90,-89,-90,-93,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-93,-82,-54,-82,-55,-88,-93,-100,-92,-100,-100,-89,-100,-89,-80,-100,-93,-100,-100,-92,-100,-100,-100,-100,-100,-56,-100,-93,-89,-88,-88,-90,-65,-87,-92,-100,-88,-87,-100,-100,-87,-86,-86,-84,-65,-100,-100,-66,-88,-94,-100,-90,-88,-88,-89,-90,-88,-100,-100,-100,-100,-66,-70,-89,-68,-67,-88,-89,-100,-88,-100,-100,-100,-100,-81,-83,-84,-100,-93,-100,-89,-100,-100,-100,-91,-100,-81,-79,-100,-78,-83,-84,-83,-84,-86,-84,-88,-81,-80,-81,-100,-89,-90,-91,-88,-93,-88,-90,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-81,-93,-81,-51,-81,-52,-88,-93,-100,-92,-100,-100,-89,-100,-89,-79,-100,-93,-100,-100,-92,-100,-100,-100,-100,-100,-53,-100,-93,-89,-88,-88,-90,-65,-87,-93,-100,-88,-87,-100,-100,-86,-87,-87,-84,-63,-100,-100,-63,-88,-94,-100,-90,-88,-88,-89,-90,-89,-100,-100,-100,-100,-66,-71,-89,-66,-66,-88,-89,-100,-89,-100,-100,-100,-100,-81,-84,-84,-100,-93,-100,-89,-100,-100,-100,-91,-100,-78,-78,-100,-80,-82,-82,-82,-81,-86,-84,-88,-88,-81,-86,-100,-89,-89,-87,-88,-93,-88,-87,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-83,-93,-82,-51,-82,-52,-88,-93,-100,-92,-100,-100,-89,-100,-89,-77,-100,-93,-100,-100,-92,-100,-100,-100,-100,-100,-51,-100,-93,-89,-100,-88,-89,-65,-90,-89,-100,-88,-87,-100,-100,-86,-87,-87,-84,-66,-100,-100,-65,-88,-94,-100,-90,-88,-88,-89,-90,-86,-100,-100,-100,-100,-66,-74,-89,-66,-66,-88,-89,-100,-91,-100,-100,-100,-100,-80,-80,-81,-100,-93,-100,-89,-100,-100,-100,-91,-100,-80,-79,-100,-80,-82,-82,-81,-82,-86,-84,-87,-82,-81,-86,-100,-89,-91,-90,-88,-93,-88,-90,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
