38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b0:be:76:f8:30:5e,44:48:c1:a5:82:30,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,38:17:c3:24:58:a2,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:32,44:48:c1:a5:82:31,70:56:81:c9:91:ab,00:4e:35:df:06:40,80:8d:b7:55:39:d0,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e3,44:48:c1:a5:82:20,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:25:e2,00:4e:35:df:06:41,38:17:c3:1f:09:90,38:17:c3:19:71:90,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,38:17:c3:19:45:a0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:91,00:4e:35:de:e1:00,00:4e:35:de:d7:40,00:4e:35:df:0e:10,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:22,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:df:27:12,x,y,label
-100,-100,-100,-100,-90,-90,-91,-62,-100,-87,-86,-85,-84,-85,-100,-90,-100,-100,-91,-87,-86,-87,-87,-72,-73,-75,-90,-100,-100,-100,-94,-85,-85,-100,-100,-100,-77,-92,-80,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-44,-84,-100,-44,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-59,-100,-100,-100,-100,-60,-100,-100,-100,-93,-100,-100,-91,-90,-90,-89,-86,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-90,-90,-91,-63,-100,-84,-84,-84,-83,-85,-100,-90,-100,-100,-91,-87,-86,-88,-88,-74,-74,-75,-88,-100,-100,-100,-100,-84,-83,-100,-100,-100,-80,-92,-76,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-42,-84,-100,-42,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-58,-100,-100,-100,-100,-58,-100,-100,-100,-93,-100,-100,-91,-90,-89,-89,-86,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-90,-90,-91,-56,-100,-85,-83,-82,-85,-85,-100,-90,-100,-100,-91,-87,-87,-89,-89,-74,-73,-71,-90,-100,-100,-100,-100,-84,-84,-100,-100,-100,-78,-92,-76,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-45,-84,-100,-44,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-57,-100,-57,-100,-100,-90,-100,-56,-100,-100,-100,-93,-100,-100,-91,-90,-89,-89,-89,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-90,-90,-91,-58,-100,-84,-84,-82,-85,-87,-100,-90,-100,-100,-88,-87,-89,-89,-89,-79,-77,-79,-90,-100,-100,-100,-100,-85,-84,-100,-100,-100,-77,-92,-74,-83,-82,-81,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-44,-84,-100,-44,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-58,-100,-56,-100,-100,-90,-100,-57,-100,-100,-100,-92,-100,-100,-91,-90,-90,-88,-89,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-90,-90,-91,-58,-100,-83,-83,-82,-85,-87,-100,-90,-100,-100,-88,-87,-91,-90,-89,-79,-80,-77,-91,-100,-100,-100,-100,-83,-84,-100,-100,-100,-77,-92,-75,-83,-81,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-43,-85,-100,-43,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-90,-100,-59,-100,-100,-100,-91,-100,-100,-91,-90,-87,-87,-87,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-90,-90,-91,-54,-100,-84,-84,-84,-85,-87,-100,-90,-100,-100,-88,-87,-90,-89,-91,-77,-78,-76,-92,-100,-100,-100,-100,-85,-85,-100,-100,-100,-75,-92,-78,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-43,-85,-100,-44,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-57,-100,-57,-100,-100,-90,-100,-58,-100,-100,-100,-90,-100,-100,-91,-90,-87,-87,-87,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-90,-90,-91,-59,-100,-84,-84,-84,-86,-87,-100,-90,-100,-100,-88,-87,-91,-91,-92,-75,-75,-75,-88,-100,-100,-100,-100,-84,-84,-100,-100,-100,-74,-92,-75,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-44,-88,-100,-44,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-90,-100,-57,-100,-100,-100,-92,-100,-100,-91,-90,-87,-87,-87,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-91,-54,-100,-89,-86,-84,-82,-91,-100,-90,-100,-100,-88,-87,-91,-94,-92,-75,-74,-75,-92,-100,-100,-100,-100,-83,-83,-100,-100,-100,-74,-92,-72,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-44,-85,-100,-45,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-58,-100,-58,-100,-100,-90,-100,-58,-100,-100,-100,-92,-100,-100,-91,-90,-92,-87,-87,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-91,-59,-100,-90,-86,-84,-83,-91,-100,-90,-100,-100,-88,-87,-90,-89,-88,-76,-76,-77,-93,-100,-100,-100,-100,-83,-83,-100,-100,-100,-74,-92,-76,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-44,-85,-100,-44,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-57,-100,-58,-100,-100,-90,-100,-58,-100,-100,-100,-92,-100,-100,-91,-90,-89,-88,-87,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-61,-100,-88,-88,-88,-85,-91,-100,-90,-100,-100,-88,-87,-90,-92,-88,-75,-77,-76,-86,-100,-100,-100,-100,-85,-85,-100,-100,-100,-77,-92,-74,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-42,-82,-100,-42,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-51,-100,-53,-100,-100,-90,-100,-51,-100,-100,-100,-92,-100,-100,-91,-90,-91,-88,-87,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-60,-100,-92,-88,-88,-84,-91,-100,-90,-100,-100,-88,-87,-90,-92,-88,-78,-78,-78,-86,-100,-100,-100,-100,-84,-85,-100,-100,-100,-77,-92,-75,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-40,-81,-100,-40,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-52,-100,-100,-90,-100,-53,-100,-100,-100,-92,-100,-100,-91,-90,-90,-88,-87,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-58,-100,-92,-88,-88,-84,-91,-100,-90,-100,-100,-88,-87,-90,-92,-88,-76,-75,-75,-87,-100,-100,-100,-100,-84,-85,-100,-100,-100,-77,-92,-76,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-41,-81,-100,-41,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-54,-100,-53,-100,-100,-90,-100,-53,-100,-100,-100,-92,-100,-100,-91,-90,-91,-90,-89,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-64,-100,-92,-88,-88,-86,-91,-100,-90,-100,-100,-88,-87,-90,-92,-88,-78,-77,-78,-83,-100,-100,-100,-100,-85,-86,-100,-100,-100,-77,-92,-78,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-42,-86,-100,-41,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-90,-100,-52,-100,-100,-100,-92,-100,-100,-91,-90,-92,-90,-89,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-62,-100,-92,-88,-88,-86,-90,-100,-90,-100,-100,-88,-87,-90,-92,-88,-77,-76,-77,-88,-100,-100,-100,-92,-84,-86,-100,-100,-100,-77,-92,-77,-82,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-41,-86,-100,-41,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-90,-100,-53,-100,-100,-100,-92,-100,-100,-91,-90,-91,-90,-89,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-62,-100,-92,-88,-88,-85,-90,-100,-90,-100,-100,-88,-87,-90,-92,-88,-80,-78,-79,-86,-100,-100,-100,-92,-84,-85,-100,-100,-100,-77,-92,-77,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-41,-86,-100,-41,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-90,-100,-53,-100,-100,-100,-92,-100,-100,-91,-90,-90,-90,-89,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-51,-100,-88,-88,-88,-82,-90,-100,-100,-100,-100,-88,-100,-90,-92,-88,-77,-77,-79,-88,-100,-100,-100,-92,-82,-82,-100,-100,-100,-75,-100,-73,-80,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-47,-82,-100,-47,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-88,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-87,-100,-51,-100,-100,-100,-92,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-53,-100,-92,-88,-88,-79,-90,-100,-100,-100,-100,-88,-100,-90,-92,-88,-78,-79,-78,-86,-100,-100,-100,-92,-80,-78,-100,-100,-100,-76,-93,-75,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-49,-84,-100,-48,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-53,-100,-100,-87,-100,-53,-100,-100,-100,-92,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-60,-100,-91,-88,-88,-82,-90,-100,-100,-100,-100,-88,-100,-90,-92,-88,-73,-72,-73,-89,-100,-100,-100,-92,-83,-85,-100,-100,-100,-89,-93,-79,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-44,-80,-100,-45,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-100,-100,-100,-100,-100,-100,-56,-100,-56,-100,-100,-87,-100,-58,-100,-100,-100,-92,-100,-100,-100,-100,-89,-90,-89,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-59,-100,-91,-88,-88,-82,-90,-100,-100,-100,-100,-88,-100,-90,-92,-88,-75,-76,-75,-86,-100,-100,-100,-92,-83,-83,-100,-100,-100,-79,-93,-79,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-43,-80,-100,-43,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-87,-100,-57,-100,-100,-100,-92,-100,-100,-100,-100,-89,-90,-89,-100,-100,-100,417.2,799.6000000000007,47
