38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b0:be:76:f8:30:5e,44:48:c1:a5:82:30,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,38:17:c3:24:58:a2,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:32,44:48:c1:a5:82:31,70:56:81:c9:91:ab,00:4e:35:df:06:40,80:8d:b7:55:39:d0,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e3,44:48:c1:a5:82:20,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:25:e2,00:4e:35:df:06:41,38:17:c3:1f:09:90,38:17:c3:19:71:90,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,38:17:c3:19:45:a0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:91,00:4e:35:de:e1:00,00:4e:35:de:d7:40,00:4e:35:df:0e:10,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:22,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:df:27:12,x,y,label
-100,-100,-100,-100,-80,-80,-81,-56,-92,-100,-100,-100,-73,-93,-100,-86,-100,-100,-85,-85,-73,-73,-72,-75,-78,-76,-91,-100,-100,-100,-92,-73,-73,-89,-90,-100,-74,-88,-75,-83,-82,-83,-90,-100,-90,-100,-91,-100,-87,-85,-86,-88,-100,-91,-88,-87,-87,-100,-88,-100,-100,-87,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-89,-88,-89,-87,-80,-80,-84,-100,-100,-86,-100,-87,-100,-100,-79,-100,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-61,-85,-100,-63,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-71,-100,-73,-100,-100,-87,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-80,-80,-80,-40,-92,-100,-100,-100,-67,-87,-100,-88,-100,-100,-88,-85,-79,-78,-78,-72,-73,-74,-91,-100,-100,-100,-92,-65,-64,-89,-90,-100,-75,-79,-74,-85,-84,-84,-90,-100,-90,-100,-91,-100,-79,-79,-79,-80,-100,-91,-100,-100,-90,-100,-91,-100,-100,-91,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-79,-80,-89,-87,-80,-80,-87,-100,-100,-86,-100,-89,-100,-100,-80,-100,-100,-100,-100,-100,-89,-75,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-62,-85,-100,-61,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-87,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-80,-80,-78,-40,-90,-100,-100,-100,-66,-87,-100,-87,-100,-100,-86,-85,-72,-74,-72,-71,-70,-69,-91,-100,-100,-100,-86,-66,-65,-89,-90,-100,-73,-81,-73,-87,-85,-84,-90,-100,-93,-100,-91,-100,-79,-79,-80,-78,-100,-91,-100,-100,-90,-100,-91,-100,-100,-91,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-92,-100,-88,-87,-81,-82,-89,-87,-80,-79,-87,-100,-100,-86,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-89,-70,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-61,-88,-100,-63,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-73,-100,-100,-87,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-78,-79,-79,-40,-92,-100,-100,-100,-69,-87,-100,-85,-100,-100,-87,-87,-79,-77,-78,-69,-70,-69,-94,-100,-100,-100,-88,-67,-68,-89,-90,-100,-73,-82,-73,-84,-84,-84,-90,-100,-93,-100,-91,-100,-78,-79,-79,-78,-100,-91,-100,-100,-90,-100,-91,-100,-100,-93,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-92,-100,-88,-87,-81,-80,-89,-87,-80,-81,-87,-100,-100,-86,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-88,-74,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-64,-89,-100,-61,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-74,-100,-100,-87,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-83,-82,-79,-41,-92,-100,-100,-100,-65,-87,-100,-85,-100,-100,-88,-87,-79,-79,-79,-68,-67,-66,-94,-100,-100,-100,-89,-65,-63,-91,-90,-100,-73,-79,-72,-84,-84,-84,-90,-100,-93,-100,-91,-100,-81,-80,-81,-81,-100,-91,-100,-100,-90,-100,-93,-100,-100,-93,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-92,-100,-88,-87,-79,-80,-89,-87,-81,-81,-83,-100,-100,-88,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-88,-72,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-59,-89,-100,-63,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-74,-100,-100,-87,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-80,-80,-81,-41,-90,-100,-100,-100,-66,-87,-100,-85,-100,-100,-88,-87,-74,-76,-76,-65,-68,-67,-94,-100,-100,-100,-89,-67,-66,-91,-90,-100,-72,-82,-73,-86,-85,-85,-88,-100,-90,-100,-88,-100,-85,-84,-84,-85,-100,-91,-100,-100,-90,-100,-91,-100,-100,-92,-100,-90,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-82,-83,-89,-87,-84,-85,-83,-100,-100,-86,-100,-89,-100,-100,-84,-100,-100,-100,-100,-100,-86,-73,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-87,-100,-62,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-71,-100,-100,-87,-100,-73,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-79,-80,-81,-44,-91,-100,-100,-100,-63,-91,-100,-88,-100,-100,-87,-86,-77,-75,-76,-69,-67,-68,-94,-100,-100,-100,-89,-63,-63,-91,-90,-100,-71,-82,-72,-84,-84,-84,-88,-100,-93,-100,-88,-100,-84,-82,-82,-82,-100,-91,-100,-100,-90,-100,-91,-100,-100,-92,-100,-90,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-81,-81,-100,-87,-81,-79,-83,-100,-100,-86,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-62,-88,-100,-63,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-68,-100,-73,-100,-100,-87,-100,-72,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-82,-80,-83,-48,-88,-100,-100,-100,-71,-91,-100,-86,-100,-100,-86,-86,-79,-78,-79,-71,-68,-70,-94,-100,-100,-100,-88,-70,-71,-87,-88,-100,-77,-76,-79,-85,-85,-85,-87,-100,-87,-100,-86,-100,-77,-75,-76,-76,-100,-91,-100,-100,-88,-100,-88,-100,-100,-88,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-74,-74,-100,-87,-81,-81,-83,-100,-100,-86,-100,-86,-100,-100,-83,-100,-100,-100,-100,-100,-86,-82,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-67,-87,-100,-65,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-87,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-82,-82,-82,-49,-90,-100,-100,-100,-77,-83,-100,-86,-100,-100,-86,-86,-77,-76,-76,-72,-72,-70,-93,-100,-100,-100,-88,-77,-78,-92,-90,-100,-78,-78,-79,-88,-89,-89,-85,-100,-87,-100,-87,-100,-78,-78,-77,-77,-100,-91,-100,-100,-89,-100,-88,-100,-100,-88,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-78,-78,-100,-87,-82,-81,-83,-100,-100,-86,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-86,-79,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-68,-88,-100,-69,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-87,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-82,-82,-82,-46,-90,-100,-100,-100,-77,-83,-100,-86,-100,-100,-86,-87,-75,-77,-75,-78,-77,-77,-92,-100,-100,-100,-88,-76,-77,-92,-90,-100,-72,-80,-75,-83,-83,-84,-85,-100,-90,-100,-87,-100,-79,-78,-78,-78,-100,-91,-100,-100,-89,-100,-92,-100,-100,-91,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-87,-79,-79,-100,-87,-85,-85,-83,-100,-100,-86,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-88,-100,-71,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-79,-100,-77,-100,-100,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-80,-80,-81,-44,-90,-100,-100,-100,-77,-83,-100,-86,-100,-100,-85,-86,-73,-75,-75,-74,-75,-75,-92,-100,-100,-100,-88,-76,-77,-92,-90,-100,-72,-79,-75,-85,-84,-85,-88,-100,-87,-100,-89,-100,-77,-78,-77,-78,-100,-91,-100,-100,-89,-100,-91,-100,-100,-92,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-87,-79,-79,-100,-87,-84,-84,-83,-100,-100,-86,-100,-86,-100,-100,-84,-100,-100,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-72,-88,-100,-72,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-79,-79,-79,-44,-92,-91,-100,-100,-78,-83,-100,-85,-100,-100,-85,-90,-74,-75,-73,-74,-72,-74,-92,-100,-100,-100,-88,-76,-76,-92,-90,-100,-76,-79,-74,-84,-85,-84,-88,-100,-87,-100,-89,-100,-77,-78,-79,-79,-100,-91,-100,-100,-89,-100,-93,-100,-100,-92,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-89,-100,-100,-100,-100,-100,-100,-90,-100,-88,-87,-79,-79,-100,-87,-83,-86,-83,-100,-100,-86,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-86,-76,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-72,-88,-100,-71,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-79,-100,-100,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-79,-79,-80,-43,-93,-91,-100,-100,-76,-83,-100,-85,-100,-100,-85,-86,-75,-76,-76,-74,-75,-74,-92,-100,-100,-100,-84,-77,-76,-92,-90,-100,-77,-77,-76,-87,-87,-87,-88,-100,-90,-100,-87,-100,-81,-81,-81,-81,-100,-100,-100,-100,-89,-100,-92,-100,-100,-93,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-88,-87,-78,-78,-100,-87,-85,-85,-83,-100,-100,-86,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-86,-77,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-88,-100,-71,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-87,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-79,-84,-80,-46,-90,-91,-100,-100,-71,-83,-100,-77,-100,-100,-76,-77,-78,-78,-77,-77,-78,-77,-90,-86,-86,-100,-84,-70,-71,-92,-90,-100,-77,-78,-76,-91,-90,-90,-88,-100,-90,-100,-87,-100,-81,-82,-81,-81,-100,-100,-100,-100,-89,-100,-88,-100,-100,-91,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-78,-100,-100,-82,-83,-83,-100,-100,-86,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-86,-77,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-65,-88,-100,-65,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-73,-100,-100,-100,-93,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-84,-85,-88,-47,-90,-91,-100,-100,-73,-83,-100,-82,-100,-100,-81,-81,-76,-76,-76,-74,-72,-71,-90,-86,-86,-94,-84,-73,-74,-92,-90,-100,-75,-82,-78,-87,-87,-86,-88,-100,-90,-100,-87,-100,-81,-79,-79,-81,-100,-100,-100,-100,-90,-100,-88,-100,-100,-90,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-82,-100,-100,-80,-81,-83,-100,-100,-89,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-89,-75,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-66,-88,-100,-68,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-71,-100,-100,-100,-91,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-84,-87,-86,-45,-90,-91,-100,-100,-72,-78,-100,-81,-100,-100,-81,-81,-77,-77,-79,-73,-72,-75,-89,-86,-87,-94,-84,-73,-72,-92,-90,-100,-75,-79,-75,-86,-86,-86,-88,-100,-90,-100,-87,-100,-81,-79,-79,-81,-100,-100,-100,-100,-90,-100,-90,-100,-100,-90,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-79,-79,-100,-100,-80,-82,-83,-100,-100,-89,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-89,-78,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-63,-88,-100,-64,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-91,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-86,-87,-86,-45,-92,-83,-100,-100,-73,-78,-100,-81,-100,-100,-81,-81,-77,-79,-77,-75,-76,-76,-88,-86,-87,-94,-84,-73,-74,-92,-90,-100,-78,-81,-78,-85,-85,-86,-88,-100,-90,-100,-87,-100,-78,-79,-80,-78,-100,-100,-100,-100,-89,-100,-89,-100,-100,-90,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-80,-81,-100,-100,-81,-81,-91,-100,-100,-88,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-90,-77,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-66,-88,-100,-64,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-75,-100,-100,-100,-91,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-86,-87,-86,-47,-92,-84,-83,-83,-72,-81,-100,-79,-100,-100,-78,-79,-75,-76,-74,-77,-77,-76,-88,-86,-87,-94,-84,-72,-71,-92,-90,-100,-78,-79,-78,-89,-88,-87,-88,-100,-89,-100,-88,-100,-80,-80,-79,-80,-100,-100,-100,-100,-89,-100,-90,-100,-100,-90,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-79,-79,-100,-100,-81,-81,-91,-100,-100,-88,-100,-88,-100,-100,-81,-100,-100,-100,-100,-100,-90,-77,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-65,-88,-100,-65,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-72,-100,-100,-100,-100,-71,-100,-100,-100,-93,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-89,-100,-86,-87,-86,-46,-87,-85,-83,-83,-73,-81,-100,-82,-100,-100,-82,-82,-77,-78,-77,-76,-75,-75,-93,-86,-87,-94,-84,-73,-73,-86,-87,-100,-76,-73,-79,-85,-85,-85,-89,-100,-89,-100,-88,-100,-80,-80,-80,-80,-100,-100,-100,-100,-89,-100,-91,-100,-100,-90,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-73,-73,-100,-100,-82,-81,-91,-100,-100,-88,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-90,-79,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-65,-88,-100,-67,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-71,-100,-100,-100,-93,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
