44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1a:cf:d0,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:51,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:21,86:0d:8e:aa:25:a4,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:24:56:52,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:32,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,timestamp
-100,-100,-100,-100,-84,-85,-85,-76,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-55,-56,-91,-91,-88,-88,-88,-88,-88,-66,-65,-65,-79,-85,-76,-100,-76,-75,-100,-83,-84,-81,-85,-84,-91,-81,-80,-84,-85,-77,-83,-83,-83,-85,-77,-77,-88,-88,-91,-86,-87,-88,-87,-85,-82,-100,-89,-89,-87,-88,-90,-88,-86,-100,-100,-84,-86,-84,-87,-89,-89,-88,-89,-86,-100,-85,-87,-86,-88,-89,-89,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,716,2680022100383
-100,-100,-100,-100,-86,-85,-86,-77,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-55,-56,-93,-89,-88,-88,-88,-88,-88,-64,-65,-66,-79,-85,-76,-100,-76,-77,-100,-83,-84,-80,-84,-84,-91,-80,-81,-84,-84,-77,-85,-84,-85,-86,-77,-77,-88,-88,-96,-86,-88,-89,-87,-89,-84,-100,-89,-88,-87,-88,-91,-88,-89,-100,-100,-87,-87,-85,-87,-89,-91,-88,-89,-85,-100,-85,-87,-86,-88,-89,-89,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,716,2683826837881
-100,-100,-100,-100,-86,-85,-86,-73,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-47,-48,-93,-89,-88,-88,-88,-88,-88,-64,-63,-64,-81,-81,-73,-100,-74,-72,-100,-85,-86,-79,-79,-79,-91,-80,-81,-79,-79,-78,-83,-83,-84,-81,-77,-78,-88,-88,-90,-86,-84,-84,-84,-89,-88,-90,-90,-88,-84,-87,-87,-88,-89,-86,-100,-81,-86,-80,-85,-89,-90,-88,-87,-85,-85,-84,-86,-86,-87,-89,-89,-92,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2722971265939
-100,-100,-100,-100,-86,-85,-86,-75,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-48,-49,-93,-89,-88,-88,-88,-88,-88,-64,-64,-64,-81,-81,-74,-100,-75,-74,-100,-85,-86,-80,-81,-81,-87,-80,-80,-80,-80,-75,-83,-82,-84,-80,-76,-76,-88,-93,-92,-86,-85,-84,-85,-87,-88,-90,-90,-83,-84,-87,-85,-88,-89,-84,-100,-81,-86,-80,-85,-90,-90,-85,-87,-85,-86,-84,-85,-86,-86,-89,-89,-92,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2726780974531
-100,-100,-100,-100,-86,-85,-86,-74,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-48,-47,-93,-89,-88,-88,-88,-88,-88,-64,-62,-63,-81,-80,-75,-100,-73,-73,-100,-85,-86,-80,-80,-81,-87,-80,-80,-79,-80,-75,-84,-84,-84,-80,-76,-77,-91,-91,-91,-86,-83,-84,-84,-84,-88,-90,-90,-84,-85,-88,-85,-86,-86,-85,-100,-80,-86,-80,-85,-90,-91,-85,-85,-85,-85,-84,-85,-86,-85,-90,-89,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2730589635415
-100,-100,-100,-100,-86,-89,-86,-76,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-49,-48,-93,-89,-88,-88,-88,-88,-88,-66,-66,-65,-81,-80,-75,-100,-75,-76,-100,-85,-83,-81,-81,-80,-84,-81,-80,-81,-80,-76,-82,-85,-84,-80,-76,-76,-91,-92,-91,-86,-83,-85,-85,-85,-88,-90,-90,-85,-84,-87,-84,-86,-88,-86,-100,-81,-86,-80,-86,-92,-91,-85,-85,-86,-85,-86,-85,-86,-85,-90,-89,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2734413006351
-100,-100,-100,-100,-86,-89,-86,-75,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-49,-49,-93,-89,-88,-88,-88,-88,-88,-67,-65,-66,-81,-81,-75,-100,-74,-74,-100,-84,-82,-81,-81,-80,-87,-81,-81,-80,-80,-76,-84,-84,-85,-80,-77,-77,-91,-90,-92,-86,-85,-83,-84,-86,-85,-89,-90,-84,-84,-87,-86,-85,-86,-87,-100,-81,-86,-80,-86,-90,-90,-83,-84,-86,-87,-87,-86,-87,-86,-90,-89,-89,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2738242595204
-100,-100,-100,-100,-86,-89,-88,-76,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-69,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-48,-49,-93,-89,-88,-88,-88,-88,-88,-64,-66,-63,-81,-80,-75,-100,-74,-75,-100,-84,-82,-82,-81,-80,-86,-81,-81,-81,-80,-76,-84,-85,-85,-80,-75,-77,-91,-90,-90,-86,-84,-83,-85,-84,-85,-86,-90,-83,-84,-86,-88,-86,-87,-86,-100,-81,-86,-80,-86,-94,-90,-83,-84,-86,-85,-87,-86,-87,-86,-90,-89,-91,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,716,2742065825828
-100,-100,-100,-100,-86,-89,-88,-72,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-64,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-52,-52,-93,-93,-100,-100,-88,-88,-88,-64,-60,-63,-78,-80,-72,-100,-74,-72,-100,-83,-82,-78,-81,-81,-86,-78,-78,-81,-79,-79,-76,-75,-78,-80,-80,-80,-86,-86,-92,-86,-88,-83,-87,-89,-83,-87,-85,-83,-83,-85,-87,-87,-86,-87,-100,-80,-83,-79,-83,-86,-89,-85,-85,-83,-87,-85,-86,-86,-85,-86,-87,-88,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2780784390969
-100,-100,-100,-100,-86,-89,-88,-72,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-63,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-50,-50,-93,-93,-100,-100,-88,-88,-88,-62,-62,-74,-79,-80,-72,-100,-72,-72,-100,-84,-84,-77,-82,-83,-86,-79,-78,-81,-82,-79,-76,-75,-78,-80,-80,-80,-88,-87,-90,-87,-89,-85,-90,-89,-83,-87,-86,-84,-83,-85,-87,-87,-86,-87,-100,-80,-83,-79,-83,-86,-90,-85,-85,-83,-87,-85,-86,-86,-85,-85,-85,-88,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2784607551488
-100,-100,-100,-100,-86,-89,-88,-73,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-65,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-52,-51,-93,-93,-100,-100,-88,-88,-88,-62,-63,-63,-79,-81,-73,-100,-74,-73,-100,-83,-84,-77,-81,-82,-86,-76,-77,-81,-81,-76,-76,-79,-76,-80,-76,-77,-87,-88,-90,-88,-90,-84,-89,-89,-84,-87,-88,-83,-83,-85,-85,-87,-86,-86,-100,-80,-83,-79,-83,-86,-91,-86,-88,-83,-87,-84,-84,-86,-87,-87,-85,-88,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2788412772529
-100,-100,-100,-100,-85,-88,-87,-72,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-66,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-52,-51,-93,-93,-100,-100,-88,-88,-88,-62,-58,-61,-79,-82,-70,-100,-71,-70,-100,-83,-84,-77,-80,-79,-90,-77,-78,-80,-81,-77,-79,-79,-79,-80,-77,-77,-87,-87,-89,-87,-87,-84,-87,-87,-84,-87,-88,-83,-83,-85,-87,-87,-86,-90,-100,-80,-84,-79,-83,-87,-91,-86,-88,-83,-87,-84,-84,-86,-87,-89,-88,-88,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2792221741798
-100,-100,-100,-100,-85,-88,-87,-72,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-64,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-52,-52,-93,-93,-100,-100,-88,-88,-88,-62,-61,-62,-82,-82,-72,-100,-72,-72,-100,-83,-85,-80,-80,-81,-89,-78,-79,-79,-80,-77,-76,-77,-78,-80,-77,-78,-87,-87,-89,-86,-89,-83,-88,-89,-84,-87,-90,-84,-84,-85,-88,-87,-89,-90,-100,-80,-84,-79,-83,-88,-91,-85,-84,-83,-87,-85,-84,-86,-86,-86,-87,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2796028442422
-100,-100,-100,-100,-85,-88,-87,-72,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-49,-49,-93,-93,-100,-100,-88,-88,-100,-62,-63,-63,-79,-82,-72,-100,-74,-72,-100,-83,-84,-77,-81,-82,-89,-77,-77,-81,-82,-79,-79,-78,-75,-80,-79,-78,-89,-87,-89,-88,-87,-83,-87,-88,-84,-87,-90,-84,-82,-85,-87,-87,-89,-88,-100,-80,-83,-79,-84,-90,-91,-85,-83,-81,-87,-85,-84,-86,-85,-87,-89,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,538,716,2799838850389
-100,-100,-100,-100,-85,-88,-87,-77,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-63,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-49,-49,-93,-93,-100,-100,-100,-100,-100,-59,-60,-61,-75,-82,-74,-100,-74,-74,-100,-83,-83,-77,-82,-83,-81,-78,-78,-81,-82,-79,-78,-79,-82,-77,-79,-78,-90,-89,-92,-88,-84,-80,-83,-84,-81,-87,-89,-82,-82,-85,-91,-87,-89,-88,-100,-78,-83,-77,-84,-90,-91,-84,-83,-81,-87,-85,-84,-86,-85,-89,-90,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,716,2841822060633
-100,-100,-100,-100,-85,-88,-87,-75,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-68,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-48,-49,-93,-93,-100,-100,-100,-100,-100,-59,-60,-60,-81,-82,-76,-100,-75,-75,-100,-83,-83,-79,-82,-83,-83,-78,-78,-81,-82,-79,-81,-80,-81,-77,-72,-78,-93,-93,-92,-91,-86,-84,-86,-85,-81,-87,-89,-85,-83,-85,-88,-87,-86,-87,-100,-78,-82,-77,-84,-87,-93,-84,-83,-84,-87,-85,-84,-86,-85,-87,-89,-88,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,716,2845616366257
-100,-100,-100,-100,-85,-88,-87,-76,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-69,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-47,-48,-93,-93,-100,-100,-100,-100,-100,-61,-60,-60,-81,-82,-76,-100,-75,-74,-100,-82,-83,-77,-82,-82,-86,-76,-76,-82,-81,-79,-80,-79,-79,-78,-72,-78,-91,-91,-92,-90,-85,-86,-75,-84,-81,-87,-89,-85,-85,-85,-89,-87,-86,-87,-100,-77,-82,-78,-82,-87,-91,-84,-83,-81,-87,-85,-84,-86,-85,-88,-87,-88,-88,-91,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,716,2849420982766
-100,-100,-100,-100,-85,-88,-87,-75,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-67,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-47,-48,-93,-93,-100,-100,-100,-100,-100,-60,-60,-60,-81,-81,-76,-100,-77,-75,-100,-82,-83,-76,-81,-80,-86,-75,-77,-82,-81,-73,-80,-79,-80,-78,-73,-74,-91,-89,-92,-90,-85,-84,-84,-86,-83,-92,-88,-85,-84,-85,-89,-87,-86,-87,-100,-77,-81,-78,-81,-87,-93,-84,-83,-81,-87,-84,-84,-85,-85,-88,-87,-88,-88,-91,-93,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,716,2853221922087
