44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1a:cf:d0,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:51,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:21,86:0d:8e:aa:25:a4,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:24:56:52,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:32,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,timestamp
-100,-100,-100,-100,-80,-82,-81,-92,-77,-100,-100,-100,-88,-86,-96,-100,-81,-83,-91,-88,-88,-87,-87,-100,-100,-100,-100,-74,-73,-73,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-81,-89,-81,-90,-51,-81,-52,-90,-93,-100,-89,-100,-100,-87,-88,-88,-87,-92,-91,-92,-100,-100,-100,-100,-53,-100,-93,-87,-87,-87,-59,-86,-100,-84,-87,-100,-87,-100,-100,-100,-100,-80,-100,-84,-59,-100,-100,-100,-58,-100,-92,-87,-90,-71,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-84,-83,-83,-83,-85,-85,-87,-85,-86,-84,-95,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,665,1425817134507
-100,-100,-100,-100,-78,-76,-77,-92,-76,-100,-100,-100,-91,-90,-96,-100,-86,-83,-91,-90,-88,-87,-90,-100,-100,-100,-100,-73,-72,-72,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-85,-89,-84,-90,-46,-85,-47,-90,-100,-100,-89,-100,-100,-87,-88,-89,-87,-92,-91,-92,-100,-100,-100,-100,-46,-100,-93,-87,-87,-87,-58,-86,-100,-85,-88,-100,-87,-100,-100,-100,-100,-85,-100,-84,-58,-100,-100,-100,-58,-100,-92,-87,-91,-78,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-77,-78,-78,-78,-79,-80,-85,-87,-84,-86,-84,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1503442466456
-100,-100,-100,-100,-78,-73,-78,-92,-75,-100,-100,-100,-89,-89,-96,-100,-84,-83,-90,-89,-88,-87,-91,-100,-100,-100,-100,-73,-74,-73,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-83,-89,-82,-92,-46,-82,-46,-90,-100,-100,-89,-100,-100,-87,-88,-90,-87,-92,-91,-92,-100,-100,-100,-100,-46,-100,-93,-87,-87,-87,-58,-86,-100,-85,-89,-100,-89,-100,-100,-100,-100,-85,-100,-88,-58,-100,-100,-100,-58,-100,-92,-87,-91,-74,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-77,-76,-76,-76,-78,-82,-80,-83,-83,-84,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1507215411247
-100,-100,-100,-100,-79,-75,-76,-89,-75,-100,-100,-100,-89,-90,-96,-100,-85,-83,-92,-89,-88,-87,-90,-100,-100,-100,-100,-74,-74,-73,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-89,-82,-92,-46,-82,-46,-90,-100,-100,-89,-100,-100,-87,-88,-90,-87,-92,-91,-92,-100,-100,-100,-100,-45,-100,-93,-88,-87,-87,-56,-86,-100,-85,-89,-100,-88,-100,-100,-100,-100,-84,-100,-90,-57,-100,-100,-100,-56,-100,-92,-87,-91,-76,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-76,-77,-77,-77,-77,-79,-82,-80,-83,-83,-84,-92,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1510999324110
-100,-100,-100,-100,-78,-75,-78,-89,-78,-100,-100,-100,-90,-90,-96,-100,-84,-81,-90,-90,-88,-87,-90,-100,-100,-100,-100,-76,-75,-76,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-83,-89,-82,-93,-46,-82,-46,-90,-100,-100,-94,-100,-100,-87,-88,-89,-87,-92,-91,-92,-100,-100,-100,-100,-46,-100,-93,-88,-87,-87,-58,-86,-100,-84,-88,-100,-89,-100,-100,-100,-100,-87,-100,-90,-57,-100,-100,-100,-57,-100,-92,-87,-91,-81,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-76,-78,-76,-78,-77,-82,-79,-79,-83,-83,-84,-93,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1514796849942
-100,-100,-100,-100,-74,-75,-77,-89,-76,-100,-100,-100,-90,-88,-96,-100,-84,-81,-90,-88,-88,-87,-90,-100,-100,-100,-100,-76,-76,-76,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-83,-89,-82,-93,-46,-84,-45,-90,-100,-100,-94,-100,-100,-87,-88,-90,-87,-92,-91,-92,-100,-100,-100,-100,-46,-100,-93,-88,-87,-87,-57,-86,-100,-83,-88,-100,-87,-100,-100,-100,-100,-83,-100,-82,-58,-100,-100,-100,-57,-100,-92,-87,-91,-79,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-75,-77,-77,-77,-76,-82,-79,-80,-83,-83,-84,-93,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1518593295669
-100,-100,-100,-100,-77,-77,-74,-89,-78,-100,-100,-100,-89,-90,-96,-100,-84,-82,-90,-90,-88,-87,-89,-100,-100,-100,-100,-76,-78,-77,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-89,-84,-92,-47,-83,-46,-90,-100,-100,-91,-100,-100,-87,-88,-89,-87,-92,-91,-92,-100,-100,-100,-100,-46,-100,-93,-89,-87,-87,-57,-86,-100,-84,-88,-100,-88,-100,-100,-100,-100,-83,-100,-82,-56,-100,-100,-100,-57,-100,-92,-87,-91,-76,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-75,-77,-78,-78,-77,-79,-79,-79,-84,-83,-84,-93,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,665,1522376927647
-100,-100,-100,-100,-78,-80,-78,-89,-74,-100,-100,-100,-90,-90,-93,-100,-82,-90,-91,-90,-100,-100,-86,-100,-100,-100,-100,-70,-71,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-83,-89,-82,-92,-56,-82,-55,-90,-100,-100,-91,-100,-100,-88,-88,-88,-87,-92,-91,-100,-100,-100,-100,-100,-55,-100,-93,-89,-100,-87,-65,-100,-100,-88,-88,-100,-88,-100,-100,-100,-100,-83,-100,-82,-64,-100,-100,-100,-64,-100,-92,-87,-90,-81,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-74,-77,-77,-78,-78,-79,-79,-79,-82,-83,-84,-93,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1558731528362
-100,-100,-100,-100,-78,-80,-78,-89,-72,-100,-100,-100,-90,-91,-95,-100,-83,-86,-91,-90,-100,-100,-86,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-85,-89,-85,-92,-54,-85,-55,-90,-100,-100,-91,-100,-100,-88,-88,-88,-87,-92,-91,-100,-100,-100,-100,-100,-55,-100,-93,-89,-100,-87,-62,-100,-100,-90,-88,-100,-88,-100,-100,-100,-100,-83,-100,-82,-63,-100,-100,-100,-63,-100,-92,-88,-90,-80,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-71,-71,-74,-76,-75,-75,-78,-81,-78,-82,-83,-84,-93,-93,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1562506829038
-100,-100,-100,-100,-76,-77,-78,-89,-72,-100,-100,-100,-90,-93,-91,-100,-85,-86,-91,-90,-100,-100,-90,-100,-100,-100,-100,-69,-70,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-85,-89,-86,-92,-54,-85,-54,-90,-100,-100,-91,-100,-100,-88,-88,-89,-87,-92,-91,-100,-100,-100,-100,-100,-56,-100,-93,-89,-100,-87,-62,-100,-100,-90,-88,-100,-88,-100,-100,-100,-100,-86,-100,-82,-62,-100,-100,-100,-62,-100,-92,-88,-88,-81,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-72,-74,-75,-74,-74,-78,-80,-78,-82,-85,-84,-93,-93,-88,-91,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1566298535026
-100,-100,-100,-100,-79,-77,-79,-90,-72,-100,-100,-100,-90,-91,-91,-100,-87,-86,-90,-90,-100,-100,-89,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-85,-89,-85,-92,-53,-85,-52,-90,-100,-100,-91,-100,-100,-88,-88,-89,-87,-92,-91,-100,-100,-100,-100,-100,-53,-100,-93,-89,-100,-87,-62,-100,-100,-91,-88,-100,-88,-100,-100,-100,-100,-87,-100,-93,-63,-100,-100,-100,-62,-100,-92,-88,-92,-84,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-72,-75,-75,-74,-75,-77,-76,-79,-82,-85,-84,-91,-93,-88,-92,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1570078442264
-100,-100,-100,-100,-78,-77,-79,-87,-72,-100,-100,-100,-91,-91,-92,-100,-84,-86,-92,-91,-100,-100,-91,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-81,-89,-81,-92,-54,-81,-54,-90,-100,-100,-91,-100,-100,-87,-88,-89,-91,-92,-91,-100,-100,-100,-100,-100,-54,-100,-93,-89,-100,-87,-67,-100,-100,-91,-88,-100,-88,-100,-100,-100,-100,-87,-100,-93,-66,-100,-100,-100,-65,-100,-92,-88,-89,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-75,-75,-75,-74,-76,-78,-78,-82,-85,-84,-91,-93,-88,-92,-91,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1573873426586
-100,-100,-100,-100,-76,-75,-76,-87,-71,-100,-100,-100,-89,-89,-91,-100,-86,-86,-92,-90,-100,-100,-91,-100,-100,-100,-100,-68,-67,-68,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-89,-86,-92,-55,-87,-56,-90,-100,-100,-91,-100,-100,-87,-88,-89,-91,-92,-91,-100,-100,-100,-100,-100,-56,-100,-93,-89,-100,-87,-67,-100,-100,-89,-88,-100,-88,-100,-100,-100,-100,-86,-100,-93,-63,-100,-100,-100,-68,-100,-92,-88,-86,-81,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-71,-72,-76,-76,-77,-76,-77,-79,-80,-82,-85,-84,-91,-93,-88,-92,-91,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,665,1577661962105
-100,-100,-100,-100,-76,-81,-81,-87,-79,-100,-100,-100,-89,-95,-92,-100,-87,-83,-92,-90,-100,-100,-91,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-100,-87,-92,-53,-87,-55,-100,-100,-100,-91,-100,-100,-87,-88,-89,-91,-100,-100,-100,-100,-100,-100,-96,-55,-100,-100,-89,-100,-100,-64,-100,-100,-89,-88,-100,-88,-100,-100,-100,-100,-86,-100,-85,-65,-100,-100,-100,-64,-100,-100,-88,-86,-79,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-78,-78,-77,-78,-78,-79,-80,-79,-82,-88,-84,-91,-100,-88,-92,-91,-87,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,665,1626578326722
-100,-100,-100,-100,-76,-81,-81,-89,-82,-100,-100,-100,-89,-93,-92,-100,-91,-85,-93,-90,-100,-100,-90,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-100,-86,-92,-54,-87,-54,-100,-100,-100,-92,-100,-100,-87,-88,-89,-91,-100,-100,-100,-100,-100,-100,-96,-53,-100,-100,-89,-100,-100,-63,-100,-100,-90,-88,-100,-88,-100,-100,-100,-100,-91,-100,-85,-64,-100,-100,-100,-63,-100,-100,-88,-86,-81,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-82,-78,-78,-79,-78,-81,-81,-82,-82,-88,-84,-91,-100,-88,-92,-87,-86,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,665,1630354179377
-100,-100,-100,-100,-78,-77,-80,-89,-77,-100,-100,-100,-89,-90,-92,-100,-90,-90,-91,-90,-100,-100,-92,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-87,-100,-86,-92,-63,-87,-62,-100,-100,-100,-92,-100,-100,-87,-88,-89,-91,-100,-100,-100,-100,-100,-100,-94,-62,-100,-100,-89,-100,-100,-62,-100,-100,-88,-88,-100,-88,-100,-100,-100,-100,-91,-100,-85,-63,-100,-100,-100,-63,-100,-100,-88,-86,-80,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-75,-76,-77,-77,-76,-80,-77,-81,-82,-88,-84,-91,-100,-89,-92,-87,-86,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,665,1634132636667
-100,-100,-100,-100,-80,-80,-80,-89,-74,-100,-100,-100,-90,-90,-94,-100,-90,-90,-90,-90,-100,-100,-91,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-87,-100,-87,-92,-61,-87,-60,-100,-100,-100,-92,-100,-100,-87,-88,-89,-91,-100,-100,-100,-100,-100,-100,-91,-59,-100,-100,-89,-100,-100,-63,-100,-100,-90,-88,-100,-88,-100,-100,-100,-100,-88,-100,-85,-63,-100,-100,-100,-64,-100,-100,-88,-91,-77,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-74,-73,-78,-78,-77,-77,-80,-77,-81,-89,-88,-88,-89,-100,-89,-91,-87,-86,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,665,1637908976822
-100,-100,-100,-100,-80,-79,-80,-89,-74,-100,-100,-100,-89,-92,-92,-100,-90,-90,-90,-89,-100,-100,-88,-100,-100,-100,-100,-73,-73,-74,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-87,-100,-87,-92,-62,-87,-59,-100,-100,-100,-92,-100,-100,-87,-88,-89,-91,-100,-100,-100,-100,-100,-100,-93,-61,-100,-100,-89,-100,-100,-63,-100,-100,-90,-88,-100,-88,-100,-100,-100,-100,-89,-100,-85,-63,-100,-100,-100,-63,-100,-100,-88,-91,-78,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-73,-78,-78,-77,-77,-80,-79,-79,-89,-89,-88,-89,-100,-89,-91,-87,-86,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,665,1641685459789
