38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,2a:16:ad:ec:da:ab,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,a8:bd:27:4c:bd:30,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:22:32,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:52,72:32:b1:3e:1a:b8,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,38:17:c3:19:71:90,20:a6:cd:50:24:a2,b4:5d:50:e1:96:50,20:a6:cd:50:24:a0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:45:a1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,38:17:c3:1f:00:b0,38:17:c3:19:45:a2,38:17:c3:1f:00:b1,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,38:17:c3:1f:09:83,38:17:c3:19:55:41,38:17:c3:1f:08:52,00:4e:35:de:e1:00,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:51,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:df:0e:10,38:17:c3:19:71:80,38:17:c3:19:36:31,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1e:fc:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:32,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,x,y,timestamp
-75,-100,-75,-100,-75,-100,-64,-64,-68,-64,-68,-68,-68,-100,-83,-83,-83,-76,-91,-74,-73,-74,-70,-75,-90,-74,-91,-100,-89,-78,-87,-89,-85,-87,-90,-93,-88,-80,-100,-93,-100,-79,-80,-100,-100,-100,-100,-76,-78,-78,-77,-85,-69,-69,-70,-57,-81,-60,-79,-82,-79,-79,-82,-88,-72,-72,-72,-87,-86,-82,-100,-86,-84,-86,-84,-60,-86,-62,-59,-81,-83,-83,-56,-56,-85,-85,-67,-67,-68,-81,-82,-100,-100,-91,-82,-82,-86,-100,-91,-100,-94,-100,-100,-100,-100,-100,-87,-100,-94,-100,-81,-81,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-80,-90,-86,-86,-86,-86,-100,-87,-100,-100,-100,-86,-86,-87,-100,-100,-100,-89,-84,-87,-88,-88,-88,-90,-94,-86,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,484,1823933866022
-76,-100,-77,-100,-77,-100,-59,-59,-68,-59,-68,-69,-69,-100,-85,-85,-85,-76,-91,-72,-73,-74,-70,-72,-90,-72,-91,-100,-89,-69,-87,-87,-85,-90,-90,-93,-88,-79,-100,-93,-100,-80,-81,-100,-100,-100,-100,-77,-77,-77,-77,-84,-70,-70,-67,-53,-80,-63,-80,-80,-80,-79,-80,-88,-71,-71,-68,-87,-82,-81,-100,-86,-83,-83,-80,-61,-92,-60,-60,-81,-83,-83,-53,-53,-86,-85,-69,-68,-69,-81,-82,-100,-100,-91,-82,-82,-86,-100,-91,-100,-94,-100,-100,-100,-100,-100,-87,-100,-94,-100,-81,-81,-86,-85,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-80,-89,-86,-87,-83,-82,-100,-87,-100,-100,-100,-87,-86,-87,-100,-100,-100,-89,-82,-83,-88,-88,-88,-90,-94,-87,-92,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,484,1827792794406
-79,-100,-79,-100,-78,-100,-62,-60,-68,-61,-67,-70,-68,-100,-83,-83,-83,-71,-91,-71,-70,-73,-71,-71,-91,-72,-91,-100,-89,-79,-87,-85,-86,-88,-90,-91,-88,-83,-100,-93,-100,-82,-81,-100,-100,-100,-100,-77,-78,-77,-78,-85,-70,-70,-71,-55,-80,-63,-81,-82,-81,-80,-82,-88,-71,-71,-71,-87,-86,-83,-100,-84,-83,-83,-80,-59,-92,-61,-59,-81,-83,-83,-54,-55,-86,-85,-65,-68,-68,-81,-79,-100,-100,-90,-78,-78,-86,-100,-91,-100,-94,-100,-100,-100,-100,-100,-88,-100,-94,-100,-82,-82,-86,-86,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-82,-89,-86,-88,-84,-83,-100,-86,-100,-100,-100,-87,-85,-86,-100,-100,-100,-90,-84,-84,-88,-88,-88,-90,-94,-87,-90,-89,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,484,1831645020810
-78,-100,-78,-100,-78,-100,-60,-60,-70,-58,-68,-69,-68,-100,-83,-83,-82,-70,-91,-71,-74,-74,-74,-71,-91,-70,-90,-100,-89,-79,-87,-86,-86,-88,-90,-95,-88,-80,-100,-93,-100,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-86,-67,-70,-70,-58,-80,-61,-77,-78,-82,-82,-80,-89,-69,-70,-71,-86,-81,-82,-100,-84,-83,-83,-82,-64,-88,-83,-63,-85,-83,-83,-58,-58,-86,-85,-67,-67,-68,-80,-79,-100,-100,-88,-81,-78,-86,-100,-91,-100,-94,-100,-100,-100,-100,-100,-88,-100,-94,-100,-82,-82,-85,-85,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-82,-89,-87,-88,-86,-85,-100,-86,-100,-100,-100,-87,-85,-86,-100,-100,-100,-89,-86,-86,-88,-88,-88,-90,-92,-88,-92,-87,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,484,1835513811694
-80,-100,-80,-100,-79,-100,-62,-59,-76,-59,-74,-74,-74,-100,-83,-84,-84,-70,-85,-71,-81,-80,-81,-72,-86,-71,-86,-100,-89,-80,-86,-85,-86,-87,-90,-86,-87,-72,-100,-100,-100,-75,-75,-100,-100,-100,-100,-83,-83,-83,-84,-85,-68,-68,-68,-58,-80,-63,-79,-78,-82,-80,-81,-89,-73,-75,-74,-83,-81,-86,-91,-84,-80,-80,-77,-56,-88,-56,-56,-85,-79,-79,-59,-56,-86,-81,-69,-67,-68,-85,-79,-100,-100,-85,-84,-84,-85,-100,-86,-100,-94,-100,-100,-100,-100,-100,-86,-100,-92,-100,-80,-80,-83,-85,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-81,-88,-84,-88,-82,-83,-89,-86,-89,-89,-90,-83,-85,-86,-100,-100,-100,-89,-84,-83,-88,-88,-88,-90,-90,-88,-92,-87,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1879791356209
-79,-100,-79,-100,-80,-100,-64,-64,-77,-62,-78,-76,-76,-100,-80,-82,-81,-75,-86,-79,-76,-76,-74,-76,-87,-74,-86,-100,-89,-86,-86,-83,-84,-92,-94,-89,-87,-74,-100,-100,-100,-75,-75,-100,-100,-100,-100,-84,-83,-83,-83,-89,-67,-68,-68,-62,-76,-66,-74,-74,-84,-85,-84,-90,-76,-76,-76,-83,-82,-83,-91,-84,-80,-80,-77,-55,-88,-55,-55,-82,-79,-79,-62,-59,-91,-81,-66,-68,-67,-86,-79,-100,-100,-92,-86,-84,-84,-100,-88,-100,-89,-100,-100,-100,-100,-100,-85,-100,-93,-100,-81,-80,-84,-85,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-81,-90,-84,-88,-87,-87,-89,-86,-89,-89,-90,-83,-85,-86,-100,-100,-100,-88,-86,-85,-88,-88,-88,-90,-90,-88,-92,-87,-92,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1883687253968
-79,-100,-79,-100,-80,-100,-62,-65,-77,-66,-76,-76,-75,-100,-83,-83,-84,-71,-85,-70,-79,-80,-77,-72,-86,-70,-86,-100,-89,-79,-87,-86,-85,-92,-94,-88,-88,-76,-100,-93,-100,-77,-76,-100,-100,-100,-100,-80,-80,-81,-81,-89,-67,-68,-68,-62,-78,-66,-75,-78,-83,-82,-83,-90,-73,-72,-71,-82,-85,-83,-91,-84,-80,-79,-79,-59,-93,-59,-57,-80,-79,-79,-62,-60,-91,-82,-72,-70,-72,-85,-81,-100,-100,-87,-84,-84,-86,-100,-87,-100,-91,-100,-100,-100,-100,-100,-87,-100,-93,-100,-81,-80,-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-81,-90,-81,-88,-83,-82,-89,-86,-89,-89,-90,-82,-85,-86,-100,-100,-100,-88,-82,-82,-88,-88,-88,-90,-90,-88,-92,-87,-92,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1887540535841
-80,-100,-80,-100,-80,-100,-66,-66,-77,-66,-75,-75,-76,-100,-86,-84,-85,-72,-85,-72,-78,-77,-79,-72,-85,-73,-85,-100,-89,-79,-87,-85,-85,-92,-94,-89,-88,-75,-100,-93,-100,-75,-76,-100,-100,-100,-100,-82,-81,-81,-80,-83,-67,-66,-67,-62,-78,-62,-79,-77,-82,-82,-82,-91,-80,-79,-80,-81,-75,-83,-93,-84,-81,-82,-73,-54,-92,-54,-57,-81,-79,-79,-60,-62,-91,-82,-69,-68,-68,-85,-82,-100,-100,-87,-84,-85,-85,-100,-84,-100,-91,-100,-100,-100,-100,-100,-85,-100,-93,-100,-79,-81,-84,-86,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-79,-86,-81,-88,-84,-83,-89,-86,-89,-89,-90,-82,-85,-86,-100,-100,-100,-86,-83,-83,-88,-88,-88,-90,-90,-88,-92,-87,-92,-91,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1891409622715
-81,-100,-81,-100,-81,-100,-66,-66,-77,-65,-75,-76,-75,-100,-84,-85,-86,-73,-84,-72,-78,-77,-76,-73,-85,-72,-85,-100,-89,-79,-87,-84,-84,-92,-94,-89,-88,-76,-100,-93,-100,-76,-76,-100,-100,-100,-100,-79,-81,-81,-81,-84,-66,-66,-66,-59,-79,-63,-76,-79,-83,-83,-82,-91,-73,-75,-73,-81,-84,-85,-93,-84,-79,-80,-73,-54,-92,-54,-56,-81,-82,-81,-62,-63,-91,-84,-68,-67,-67,-85,-82,-100,-100,-87,-84,-85,-83,-100,-84,-100,-91,-100,-100,-100,-100,-100,-86,-100,-93,-100,-79,-81,-85,-85,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-79,-87,-81,-88,-80,-81,-89,-86,-89,-89,-90,-82,-85,-86,-100,-100,-100,-87,-81,-81,-88,-88,-88,-90,-90,-88,-92,-87,-88,-91,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1895281071619
-80,-100,-81,-100,-81,-100,-66,-66,-76,-65,-74,-75,-76,-100,-85,-85,-85,-71,-84,-73,-78,-79,-77,-73,-85,-73,-86,-100,-89,-78,-87,-83,-84,-92,-94,-88,-89,-77,-100,-93,-100,-75,-76,-100,-100,-100,-100,-81,-82,-81,-81,-93,-67,-66,-66,-61,-79,-63,-76,-79,-83,-84,-84,-91,-77,-78,-76,-81,-92,-85,-93,-84,-80,-82,-73,-54,-92,-54,-54,-82,-82,-81,-62,-60,-91,-81,-67,-67,-68,-86,-82,-100,-100,-83,-84,-85,-83,-100,-82,-100,-91,-100,-100,-100,-100,-100,-85,-100,-93,-100,-79,-81,-84,-86,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-79,-88,-82,-88,-80,-80,-89,-86,-89,-89,-90,-82,-85,-86,-100,-100,-100,-87,-81,-80,-88,-88,-88,-90,-90,-88,-92,-87,-88,-91,-88,-91,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1899145817087
-79,-100,-81,-100,-81,-100,-67,-64,-74,-65,-74,-75,-74,-100,-84,-85,-85,-71,-85,-72,-74,-74,-74,-72,-85,-70,-84,-100,-89,-76,-90,-83,-83,-93,-94,-88,-89,-77,-100,-93,-100,-78,-77,-100,-100,-100,-100,-80,-81,-81,-82,-84,-67,-64,-66,-62,-79,-62,-78,-79,-77,-79,-80,-91,-76,-74,-75,-81,-84,-86,-93,-84,-83,-83,-73,-57,-92,-54,-55,-83,-81,-81,-62,-62,-91,-81,-68,-68,-69,-85,-82,-100,-100,-86,-85,-86,-82,-100,-86,-100,-89,-100,-100,-100,-100,-100,-85,-100,-93,-100,-79,-81,-84,-86,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-79,-86,-82,-88,-80,-80,-89,-86,-89,-89,-96,-81,-85,-86,-100,-100,-100,-85,-79,-80,-100,-100,-100,-100,-90,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1931362189106
-83,-100,-83,-100,-83,-100,-66,-66,-75,-67,-74,-74,-74,-100,-86,-83,-83,-71,-87,-71,-74,-75,-78,-71,-86,-71,-85,-100,-89,-75,-90,-81,-82,-93,-94,-88,-90,-74,-100,-93,-100,-75,-75,-100,-100,-100,-100,-80,-81,-79,-79,-85,-66,-67,-67,-63,-74,-63,-78,-75,-77,-78,-80,-88,-70,-70,-71,-84,-82,-85,-93,-84,-83,-81,-73,-55,-92,-56,-55,-81,-81,-81,-59,-60,-91,-81,-67,-68,-68,-86,-82,-100,-100,-89,-86,-85,-82,-100,-87,-100,-89,-100,-100,-100,-100,-100,-89,-100,-93,-100,-79,-79,-85,-85,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-80,-86,-81,-88,-79,-80,-89,-86,-89,-89,-96,-81,-85,-86,-100,-100,-100,-87,-80,-79,-100,-100,-100,-100,-90,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1935238413740
-82,-100,-82,-100,-83,-100,-67,-66,-77,-67,-76,-78,-76,-100,-84,-85,-84,-72,-85,-71,-74,-75,-77,-72,-85,-71,-85,-100,-89,-78,-90,-84,-82,-90,-94,-88,-88,-74,-100,-93,-100,-74,-74,-100,-100,-100,-100,-81,-82,-82,-81,-83,-66,-67,-67,-61,-74,-64,-78,-75,-79,-79,-77,-88,-76,-76,-78,-83,-82,-85,-93,-80,-81,-83,-79,-53,-90,-53,-53,-81,-82,-81,-58,-60,-89,-82,-65,-68,-66,-86,-82,-100,-100,-89,-86,-85,-83,-100,-87,-100,-89,-100,-100,-100,-100,-100,-86,-100,-93,-100,-79,-79,-85,-85,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-80,-86,-81,-88,-84,-82,-89,-86,-89,-89,-96,-84,-85,-86,-100,-100,-100,-85,-83,-85,-100,-100,-100,-100,-90,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1939115921811
-82,-100,-83,-100,-83,-100,-66,-66,-77,-66,-76,-76,-75,-100,-84,-83,-83,-73,-85,-69,-76,-76,-77,-72,-85,-72,-85,-100,-89,-80,-88,-86,-82,-92,-94,-88,-89,-75,-100,-93,-100,-76,-75,-100,-100,-100,-100,-81,-81,-89,-80,-83,-64,-66,-66,-62,-79,-63,-76,-75,-79,-79,-77,-88,-74,-74,-74,-83,-89,-86,-93,-80,-82,-81,-78,-55,-92,-57,-55,-81,-82,-83,-59,-59,-92,-82,-68,-68,-66,-86,-82,-100,-100,-89,-86,-86,-82,-100,-87,-100,-89,-100,-100,-100,-100,-100,-87,-100,-93,-100,-79,-79,-87,-85,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-80,-87,-82,-88,-82,-81,-89,-86,-89,-89,-96,-84,-85,-86,-100,-100,-100,-86,-81,-81,-100,-100,-100,-100,-91,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1942982275455
-82,-100,-83,-100,-82,-100,-66,-66,-78,-66,-76,-77,-76,-100,-85,-83,-82,-72,-85,-72,-77,-77,-78,-72,-84,-71,-85,-100,-89,-80,-90,-83,-82,-90,-94,-89,-88,-74,-100,-93,-100,-74,-73,-100,-100,-100,-100,-81,-81,-81,-80,-88,-64,-66,-66,-61,-76,-64,-77,-84,-77,-78,-78,-88,-75,-75,-75,-81,-83,-84,-93,-82,-82,-81,-80,-54,-92,-55,-53,-81,-82,-83,-62,-60,-91,-82,-68,-68,-68,-87,-82,-100,-100,-86,-86,-86,-82,-100,-85,-100,-89,-100,-100,-100,-100,-100,-86,-100,-93,-100,-79,-79,-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-82,-86,-82,-88,-84,-83,-89,-86,-89,-89,-96,-82,-85,-86,-100,-100,-100,-87,-82,-83,-100,-100,-100,-100,-91,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1946848924256
-82,-100,-83,-100,-82,-100,-66,-65,-76,-65,-77,-76,-77,-100,-83,-83,-82,-68,-85,-72,-75,-77,-77,-71,-85,-73,-85,-100,-89,-80,-88,-83,-82,-92,-94,-90,-89,-75,-100,-93,-100,-75,-75,-100,-100,-100,-100,-80,-81,-82,-80,-88,-66,-66,-64,-63,-78,-60,-75,-76,-81,-80,-79,-88,-80,-80,-79,-81,-82,-84,-93,-86,-81,-84,-78,-55,-90,-54,-55,-81,-82,-82,-63,-61,-92,-82,-68,-68,-68,-87,-82,-100,-100,-85,-85,-86,-82,-100,-85,-100,-89,-100,-100,-100,-100,-100,-86,-100,-93,-100,-79,-79,-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-82,-86,-81,-90,-84,-84,-89,-86,-89,-89,-96,-82,-85,-86,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-88,-88,-92,-87,-88,-91,-88,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,467,1950737343994
-77,-100,-76,-100,-76,-100,-73,-71,-72,-71,-72,-72,-70,-100,-82,-82,-82,-71,-88,-72,-80,-81,-80,-71,-89,-72,-90,-87,-87,-78,-88,-87,-87,-92,-94,-90,-89,-71,-100,-93,-100,-72,-71,-100,-100,-88,-100,-85,-85,-86,-85,-90,-70,-69,-69,-59,-77,-63,-78,-75,-84,-83,-82,-90,-76,-75,-76,-81,-84,-85,-93,-85,-82,-81,-78,-55,-93,-53,-55,-81,-82,-82,-56,-58,-92,-82,-69,-69,-69,-84,-78,-100,-100,-87,-80,-81,-88,-100,-89,-100,-93,-100,-100,-100,-100,-100,-89,-100,-93,-100,-80,-81,-88,-87,-100,-100,-100,-100,-100,-100,-87,-100,-82,-100,-80,-83,-83,-87,-83,-83,-89,-86,-89,-89,-96,-82,-85,-86,-100,-100,-100,-82,-83,-83,-100,-100,-100,-87,-94,-88,-92,-87,-88,-91,-89,-88,-86,-87,-88,-91,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,450,1996670505695
-74,-100,-76,-100,-75,-100,-71,-72,-72,-71,-73,-73,-72,-100,-81,-82,-81,-73,-88,-73,-77,-74,-78,-72,-89,-73,-90,-87,-91,-79,-88,-85,-87,-92,-94,-90,-89,-71,-100,-93,-100,-71,-72,-100,-100,-88,-100,-85,-87,-86,-85,-93,-72,-69,-69,-60,-69,-62,-77,-78,-82,-82,-83,-88,-77,-79,-79,-80,-83,-82,-93,-85,-81,-83,-72,-56,-93,-56,-56,-83,-82,-82,-60,-58,-89,-82,-69,-69,-69,-84,-79,-100,-100,-87,-80,-81,-86,-100,-89,-100,-93,-100,-100,-100,-100,-100,-88,-100,-93,-100,-80,-81,-89,-89,-100,-100,-100,-100,-100,-100,-87,-100,-82,-100,-80,-81,-83,-87,-86,-88,-89,-86,-89,-89,-96,-79,-85,-86,-100,-100,-100,-81,-83,-83,-100,-100,-100,-91,-94,-88,-92,-87,-88,-91,-89,-88,-86,-87,-88,-91,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,450,2000540530798
-75,-100,-76,-100,-75,-100,-73,-72,-72,-72,-72,-73,-73,-100,-79,-79,-80,-72,-88,-72,-77,-77,-77,-72,-89,-72,-90,-87,-91,-82,-88,-86,-85,-92,-92,-90,-89,-73,-100,-93,-100,-71,-72,-100,-100,-88,-100,-88,-88,-88,-89,-93,-72,-69,-70,-57,-76,-63,-77,-75,-84,-83,-83,-88,-75,-75,-76,-82,-82,-82,-93,-85,-84,-83,-72,-57,-93,-56,-56,-83,-79,-81,-60,-57,-84,-78,-71,-69,-70,-84,-76,-100,-100,-90,-80,-81,-84,-100,-87,-100,-93,-100,-100,-100,-100,-100,-90,-100,-93,-100,-80,-79,-88,-88,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-80,-82,-79,-88,-84,-83,-89,-86,-89,-89,-96,-81,-85,-86,-100,-100,-100,-82,-85,-85,-100,-100,-100,-91,-94,-88,-92,-87,-88,-91,-89,-88,-86,-87,-88,-91,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,450,2004424912411
